E,B,sigma,sigma_noisy
1.539169938466010412e-01,8.644877686409160322e-01,5.487377849007158659e+01,5.488040848391926829e+01
1.321406317666237840e+00,-1.201263701645183257e-01,1.292050106917805863e+01,1.292053328695573100e+01
1.160409190876845603e-01,-8.411672370651381847e-01,1.014907108879774178e+01,1.011810935929509725e+01
1.168555624365700929e+00,-1.888911795899199664e-01,1.310531233631084369e+01,1.304338139060824631e+01
1.251584145136176218e+00,5.070076102192002665e-01,1.265843533084171568e+01,1.267405044550628190e+01
1.177636519134053650e+00,-9.585771011367880678e-01,1.194922370706691694e+01,1.190804102188420011e+01
1.980697213304189130e+00,7.688988304488240111e-01,1.156001736534158475e+01,1.152881929950155282e+01
1.231166193368143924e+00,-2.681365243344253635e-01,1.297426806520405407e+01,1.289691893778802090e+01
3.406055920460633879e-01,-3.891577216174413323e-02,1.776154148502899233e+01,1.760793667503322979e+01
1.866293712406439598e+00,-3.578242376626501464e-01,1.268651170487580160e+01,1.259278729570317168e+01
6.050325501094072633e-01,1.877027237403525728e-01,1.664490442305009310e+01,1.667780416604579941e+01
1.083457792901052930e+00,-2.978027891139314320e-01,1.309049277025958169e+01,1.297217893286689971e+01
8.706992419195446198e-01,-3.494596642025213917e-01,1.321459346680569524e+01,1.314979607744863266e+01
1.615410334246142776e+00,6.156351446670771388e-02,1.249518982424779701e+01,1.265940583694280441e+01
1.771660667588480786e-01,-1.965064747327227579e-01,1.728731516889593678e+01,1.739996674534365440e+01
7.415498236241858665e-01,7.508565758527803169e-01,1.590750405029356429e+01,1.583816244505710102e+01
8.910039311326921618e-01,-3.201729689970977955e-01,1.327434614090469722e+01,1.333468408358222845e+01
1.198853517926246282e+00,-7.560064701348503391e-01,1.235571807745603579e+01,1.229068948300532149e+01
1.816736752519817699e+00,3.688249456589438591e-01,1.202861862486567723e+01,1.219137754152542641e+01
6.099812923647646157e-01,5.312476159868213532e-01,1.791840107387989178e+01,1.785983170434613498e+01
6.976180080505590686e-01,8.714364561286904731e-01,1.642647249191573522e+01,1.643464416195182309e+01
1.347292193687546602e+00,-2.428435143347722480e-01,1.288159432835223761e+01,1.302007518997721114e+01
4.258252611107606889e-01,-9.991785321550494814e-02,1.627081490818767051e+01,1.618802723223904039e+01
1.024666227988771050e+00,4.647809673534171182e-01,1.362669418805104016e+01,1.375714760881490584e+01
6.462449271258694505e-01,-1.352481260210527392e-01,1.465823648489669395e+01,1.457649135093955017e+01
1.251262697666977841e+00,9.946665272693122617e-01,1.187147359457099327e+01,1.189529316905803036e+01
1.165333085944488367e+00,-4.231670936816467332e-02,1.319395266336989536e+01,1.316439119408533465e+01
1.374962283044983913e+00,-6.512037861030104402e-01,1.264104812031276204e+01,1.263219761665240704e+01
8.650955927186583239e-01,5.796832530543802875e-01,1.465594015791938531e+01,1.467194918792227121e+01
4.749563092441230761e-01,-7.845233721684501393e-01,1.116459051276199865e+01,1.115715607355614836e+01
3.908887779259986872e-02,-3.036987234143384562e-01,1.673567972797670933e+01,1.663394638706434847e+01
1.207180883479276767e+00,-6.596972475181182016e-01,1.252189553206617312e+01,1.260855351440702599e+01
4.573812531306087337e-01,5.515919643443607523e-01,2.159900527715454999e+01,2.167105921004942815e+01
1.960428900510801514e-02,6.603883046912963906e-01,7.788108329186263745e+01,7.801006694428595267e+01
7.563071993586992781e-01,5.164795988845309882e-01,1.577130201194470871e+01,1.590979682762763758e+01
5.555222365637172421e-01,-1.420951270343022710e-01,1.507300882949579268e+01,1.493861204686827193e+01
1.368644754997414337e+00,5.382543649721596157e-01,1.232176409639304637e+01,1.245031522504790367e+01
6.026117315229624349e-01,8.079023529428497330e-01,1.837934185649656271e+01,1.850911532387461378e+01
7.416431328946389012e-01,-3.497090809449892035e-01,1.338702804494740306e+01,1.333380372559164329e+01
1.450586296726576352e+00,-3.142518751098335450e-01,1.280491250742603349e+01,1.290865296801302975e+01
1.351567261603934478e+00,6.981207780646352390e-01,1.212646449786948111e+01,1.227328761502902665e+01
3.298552002372632241e-01,7.052328372241776222e-01,2.862016952711040219e+01,2.856628597675986470e+01
1.177754975595420861e+00,-3.343027500550590503e-01,1.296029039907768166e+01,1.282241446415533659e+01
1.866340024464099523e+00,2.087663674938988745e-01,1.218347559812395531e+01,1.214752194550295528e+01
1.819610340019338190e+00,2.251562788398779880e-01,1.218689464889470742e+01,1.246616535533594217e+01
1.700271382633379291e+00,-9.613058007949999428e-01,1.270070796905841881e+01,1.272433401433844935e+01
5.712070012689279830e-01,2.012561504705692172e-01,1.711194948744349631e+01,1.699052854226905040e+01
1.919582392036002449e+00,7.806666519263425474e-01,1.154390728841300984e+01,1.151861256117230958e+01
4.073025010231394738e-01,6.132635600125708741e-01,2.380269015103366215e+01,2.370328492957399646e+01
8.097414648415955929e-01,6.179933125671221994e-01,1.517245985432567679e+01,1.513253179474400767e+01
2.371269751672306636e-01,8.084457528618742561e-01,3.849282405246012928e+01,3.850233846431581242e+01
1.135566554239419323e+00,2.409215471340937498e-01,1.327411156782888213e+01,1.301795186733469478e+01
1.448077956540179789e+00,5.999407022792664357e-01,1.208745888829909809e+01,1.212349896644703584e+01
1.378391812743574807e+00,9.236013435075667299e-01,1.171497269416726894e+01,1.185643965787041232e+01
2.430328208288893774e-02,6.590404407336114545e-01,7.574118660428743510e+01,7.572144972375278371e+01
1.965112704228398455e+00,1.667832211564930223e-01,1.219437856453337510e+01,1.215610907224287907e+01
6.269195078116637232e-01,-2.323841735796257080e-01,1.422011465097037508e+01,1.432947369556185890e+01
1.485356663990361037e+00,1.425817716660711110e-01,1.256559806487108766e+01,1.243893420226513946e+01
1.853939244300890410e+00,6.615991190488892393e-01,1.168087628934978994e+01,1.155628727123893285e+01
1.562532165155197550e+00,9.224301439102025046e-01,1.148742408098440926e+01,1.134837047471475735e+01
1.051248481651672728e+00,-7.731621793431373568e-01,1.213716966700748578e+01,1.212143187132092059e+01
1.081930756561122253e+00,3.227676984655329928e-01,1.344220887308622636e+01,1.348161157084794581e+01
2.961087050437177237e-01,2.323935869923010600e-02,1.920065685260845001e+01,1.919159955820246211e+01
7.703251832352323580e-01,-4.570152671550515855e-01,1.292648802237527050e+01,1.298146564470508046e+01
1.646778931743271501e+00,-5.727166329445556592e-01,1.277058885896680351e+01,1.285366357896304912e+01
1.365555161857945343e+00,6.550518187276765936e-01,1.216148141462210752e+01,1.221113994134925917e+01
1.330411442820710777e+00,-5.997208304423919945e-01,1.266847413235248787e+01,1.258760875169836169e+01
1.366046554569099625e+00,8.202686745133251911e-01,1.190475134731207874e+01,1.187794257839844647e+01
7.055881522013818241e-01,3.209113037622113307e-01,1.604571797980860737e+01,1.617054269932965127e+01
1.960604050366139717e+00,-6.948243287269917356e-01,1.285602886257920652e+01,1.275136020325684427e+01
6.792335709402804733e-01,5.326911203488555735e-01,1.679231335303234118e+01,1.676697098258374652e+01
3.823894345255997584e-01,3.103502930498791557e-02,1.807763649460184041e+01,1.803590911323535551e+01
1.340749100797714144e+00,1.021758505177026155e-01,1.282273392625576491e+01,1.280472506035966695e+01
3.466921038295768254e-01,6.803728322673534556e-01,2.732468663501246198e+01,2.721711978583926950e+01
1.950793525868115497e+00,9.665415812285491626e-01,1.135618782134142890e+01,1.122125447108269825e+01
1.155288242894454864e+00,-2.429686344037986778e-01,1.307590951440983140e+01,1.333150591238478100e+01
2.490820592990631577e-01,4.153089654976398482e-01,2.793865939331763215e+01,2.803324950182640052e+01
5.700083932406768694e-02,-7.955333925019523189e-01,1.043419674841545230e+01,1.036293502491771434e+01
1.206400357449353589e+00,3.949884525639379973e-02,1.311696393229069102e+01,1.311106743464654301e+01
9.387753433416212712e-02,5.832793556716286965e-02,2.424003056381154408e+01,2.430770141534087259e+01
1.143614263281539783e-01,-8.696638921507147124e-01,9.929260493731831616e+00,9.894894395843662593e+00
8.307612320767076008e-01,-1.346683011116065476e-01,1.394398716806291993e+01,1.400563952465823903e+01
9.020951528251058837e-01,4.954429616659177249e-01,1.439514792741902482e+01,1.433361945808801075e+01
1.659635596996446694e+00,-9.169592226855529660e-01,1.268275926831399936e+01,1.264690635333202451e+01
2.674963709383479382e-01,-3.835396434912350383e-01,1.428284893425764679e+01,1.427437205867350656e+01
1.737981477358996329e+00,3.390665433652442218e-01,1.210597381115075244e+01,1.206022426007504400e+01
8.159542238578799678e-01,-7.865121027791661668e-01,1.174282877478116482e+01,1.149754652571874658e+01
1.707430748850590874e+00,5.306860952712690871e-01,1.189711310783235554e+01,1.189922831623533739e+01
3.111783981906395824e-01,-3.328643537992004298e-02,1.819221060489040198e+01,1.821837280646323265e+01
1.056586368859559893e-01,9.077321468787549197e-01,7.387524507146004282e+01,7.392286471830954042e+01
8.772937151936103239e-01,3.310464476949903645e-01,1.456410091123365369e+01,1.446470241040381843e+01
4.391494554002653983e-01,6.741961565034637616e-02,1.773608521474445254e+01,1.777050995130405653e+01
9.617229527004729217e-01,7.908148961541876520e-01,1.360441473867506446e+01,1.362598479736408663e+01
1.642190993689091938e+00,1.112654284541407801e-01,1.242534814510779029e+01,1.224846635796713201e+01
1.772003272910614990e+00,-4.122404249746103311e-01,1.273271798090638107e+01,1.251252445036045557e+01
1.827615042060893868e-01,1.948873450691881448e-01,2.521137285836066155e+01,2.525901991682425773e+01
5.216088293349044891e-01,-5.558349552070569466e-01,1.251155830226413279e+01,1.241613976864724123e+01
6.166731286386095690e-01,-1.293182390430587247e-01,1.483228865100520011e+01,1.493250928378951947e+01
3.569914617519156508e-01,-1.918302122930997111e-01,1.586463127785298433e+01,1.607866840748607018e+01
9.393865717994968056e-01,9.826607328836469701e-01,1.337478287190410242e+01,1.331651018130749620e+01
1.166363642761242686e-01,7.012960865889716899e-02,2.392757183808303267e+01,2.385863236244196983e+01
4.025849306357366375e-01,-4.253496694072700368e-01,1.352557531259020074e+01,1.352440570008177545e+01
1.396055020443330852e-01,-5.455823779285939867e-01,1.286684777239137567e+01,1.293432244007991372e+01
9.192956276342673094e-01,6.199864945288857676e-01,1.417002449157803667e+01,1.405644457021705662e+01
1.880575934609827193e+00,2.797104636560023838e-01,1.210142236601466337e+01,1.222596953227550998e+01
3.147349676369336491e-01,-9.647019734873938379e-01,9.809451171126928770e+00,9.908573328888220288e+00
1.775412210552249181e+00,-1.231388592074089683e-01,1.254635328126820504e+01,1.261246392910237724e+01
6.383712448278733298e-01,-8.474837638033869691e-01,1.117650564940226587e+01,1.112252155137989895e+01
1.496789935605347566e+00,5.253470258498156298e-01,1.211496893477719539e+01,1.220659914436159887e+01
1.686827266439432371e+00,8.858010635741324634e-01,1.146208024905797629e+01,1.154780153506102458e+01
1.214033953664575005e+00,6.663156163799284215e-01,1.255102242939998192e+01,1.243092533957148760e+01
1.441318814629090728e+00,-5.405343059096121561e-01,1.274407354775950729e+01,1.295309197769369725e+01
1.267920980500221173e+00,-6.350977656180873954e-01,1.259700343653549837e+01,1.256695070326236774e+01
1.861863029993218621e+00,6.305660843097007362e-01,1.171445621532280690e+01,1.175137481274436979e+01
1.559687417591573366e+00,9.649956989271022412e-01,1.143030034678345253e+01,1.137788480311951389e+01
8.463216649483242815e-01,-9.086348362404419454e-01,1.139698963426847023e+01,1.143547931142208895e+01
5.889895419145688704e-01,-9.405889849765183275e-01,1.066525927057607959e+01,1.078126751233529390e+01
3.221009747127541178e-01,5.760886019821505055e-01,2.727753853030225883e+01,2.719680166450330461e+01
1.029146257429202072e+00,2.671522010957971816e-01,1.368773129865190974e+01,1.352218871188899385e+01
4.659823691587619554e-01,9.909646954435855637e-01,2.262680002355837416e+01,2.258180147489487055e+01
4.773658463472040814e-01,1.816077801591278185e-01,1.824537478245230915e+01,1.811477018115954252e+01
1.765276344121899044e+00,8.182079894476057547e-03,1.243702919621982694e+01,1.236117192349570182e+01
1.402494546707089285e+00,1.714996819383320936e-01,1.266504292394059128e+01,1.265239462341753551e+01
1.083534605963532682e+00,5.719346931375213217e-01,1.321489895855678753e+01,1.320848321829146066e+01
1.687834017753909510e+00,7.932838970603570683e-01,1.157874657195253931e+01,1.170781946825506026e+01
1.055507215725450587e+00,7.755061526343429712e-01,1.304877941050647827e+01,1.294729957539161802e+01
7.949144082986908666e-01,2.990186717092178093e-01,1.516044399582220592e+01,1.519571483617496277e+01
1.374159150715903666e+00,-4.486429619856278084e-01,1.279121993127745505e+01,1.274046318598883332e+01
1.221488189865171270e+00,-7.493727474917459830e-01,1.239170146918646509e+01,1.252820717270425988e+01
4.249306174531267133e-01,2.847543059118009534e-01,2.013414648846967836e+01,2.038691633803642844e+01
6.439764516038506414e-01,2.670539064600896406e-01,1.655948246105445776e+01,1.658982643463797757e+01
1.126365980925190025e+00,-6.560447018362201010e-01,1.246711001215048853e+01,1.263452911729549655e+01
4.450963451071487387e-01,-9.632170931904582289e-02,1.615044393418556368e+01,1.609742337504166088e+01
1.834597015894886329e+00,3.176949725759774523e-01,1.207811541598023375e+01,1.191817476510102303e+01
9.816281203034009362e-02,8.564251973535608187e-03,2.274814843655466490e+01,2.262110858495471533e+01
1.753960074142899339e+00,3.064781853002449541e-01,1.213310353703402988e+01,1.197519454328734412e+01
1.960028650167151998e+00,1.537751445458754862e-01,1.220917463887398036e+01,1.211369970666390650e+01
1.234328097289750348e+00,-9.166198469857271824e-01,1.212707005628586110e+01,1.210304818586453912e+01
4.316702883832526094e-01,4.466223466922039087e-01,2.152741312519556516e+01,2.164242346971835218e+01
1.621411390766389404e+00,-3.421934163945676843e-01,1.273980527775743887e+01,1.280979118898705771e+01
8.882550466673532208e-01,9.077843344530767133e-02,1.422880174149599775e+01,1.427517812558793509e+01
1.427772774463557326e+00,1.942199902269761136e-01,1.260376315943312520e+01,1.256138955244974476e+01
6.521038255155001684e-01,-7.783303077277858861e-01,1.149961096242497227e+01,1.142741973040284087e+01
4.506884250973585138e-01,4.760388605165046805e-01,2.124269180403143054e+01,2.124601826959604978e+01
1.908933970645678713e+00,5.545985436060285600e-02,1.232535039466513460e+01,1.233911706769563210e+01
1.607368496992953033e-01,-6.131247730603170965e-01,1.215455866343609159e+01,1.218017978437280924e+01
1.255971383373866157e-01,-5.550077357474942907e-01,1.278672973872557250e+01,1.282388455114341674e+01
1.567734002112791014e+00,2.094230164148851436e-01,1.239993810456259382e+01,1.238817670934866655e+01
1.553251991268917775e+00,6.592103541249283438e-01,1.186231397020303646e+01,1.166984834064981591e+01
6.298373805361243694e-01,6.786945399159645120e-01,1.777791407408106039e+01,1.766639017097065789e+01
7.543778076521693299e-01,-5.526770947837644776e-02,1.450028877857855569e+01,1.441772734486132457e+01
1.378974428063019619e+00,-4.565441044271489890e-01,1.278632519071127938e+01,1.295599846124111387e+01
1.203592319493789198e+00,-1.778938501300610930e-01,1.306333998834914745e+01,1.302061274117185263e+01
1.300471991550852913e+00,1.303307273719500614e-01,1.288475607847075999e+01,1.295225949144320587e+01
8.763116818452323376e-01,5.309784641375829839e-01,1.458573255664901147e+01,1.473215640430650097e+01
1.960684134011952517e+00,-9.406462301179487895e-01,1.290942340614536654e+01,1.294275977124558352e+01
3.044960254842760672e-01,1.014729261599591759e-01,2.023080376299385819e+01,2.019152460652940206e+01
1.267159639322183562e+00,3.296070580408638762e-01,1.281348790863579090e+01,1.278416580779716760e+01
4.201636342271173885e-01,-8.729611132078383129e-01,1.057683171897271990e+01,1.047459245038399267e+01
6.763690326938612829e-01,9.420038480134107495e-01,1.666988371463900265e+01,1.670053760405659915e+01
