dP,R,mu,L,Q,Q_noisy
5.062791452726434363e+04,5.663306094305225850e-03,3.548743437101085831e-03,1.562749502195775797e+00,4.797372205622892245e-03,4.960881643967367596e-03
8.461870546852533880e+04,9.772838396427884280e-03,7.644120703305305829e-04,1.129487136891675680e+00,1.557907927967076556e-01,1.566068035007625869e-01
7.571677320755916298e+04,5.902309293045404463e-03,4.433181893315435093e-03,1.748314718839661719e+00,6.445985842388535225e-03,4.335929796917258397e-03
5.672199138851697353e+04,1.280833049963826277e-02,3.252569172941169057e-03,7.620385763430153059e-01,2.040903995692985029e-01,2.035411225316359762e-01
2.651455086372462029e+04,6.141343786233866703e-03,2.527290535958232835e-03,1.155941787652855046e+00,5.437895566924220991e-03,6.331867218216555640e-03
3.140838401018247168e+04,1.302518780946081492e-02,3.816268616982976258e-03,5.045757834190778279e-01,1.628318203700935551e-01,1.630280153128575993e-01
7.333878297176580236e+04,6.938849951536639818e-03,1.490680202612810947e-03,1.839437569077252199e+00,1.869492267742354358e-02,1.919669596689049795e-02
2.788654662777993872e+04,1.832096554061412794e-02,3.319487042801847875e-03,1.061267316804819005e+00,2.444872231284342945e-01,2.429825521588508119e-01
6.043113861571614689e+04,1.744797681155464686e-02,4.841885964510853763e-03,1.453147606214518994e+00,2.719248328266655190e-01,2.728735702398026319e-01
8.237698367676349881e+04,1.079282481727848395e-02,1.055675473235667509e-03,6.024701024709329111e-01,2.145982462220570874e-01,2.130293020475589050e-01
6.885082696367450990e+04,1.489614144033253595e-02,2.531310805340917808e-03,1.533445775654541876e+00,2.467979023351167811e-01,2.469879737991459434e-01
6.487801454672194086e+04,1.491700353586604411e-02,2.346405492453535607e-03,1.726916393595705479e+00,2.160356005449903527e-01,2.173968579358783459e-01
3.319600270346009347e+04,1.374471613716091167e-02,4.685596792983954748e-03,1.649795014530224702e+00,5.290511277850012961e-02,5.478446316834709173e-02
2.079423717518494232e+04,1.827451762274466193e-02,4.955485834580566906e-03,5.082635827713407606e-01,2.984860825890747194e-01,2.989976191391210403e-01
1.305188647720913286e+04,1.482911186080640431e-02,3.134441325479744248e-03,7.743798335181599768e-01,7.338752095107643758e-02,7.426849015303473023e-02
1.417060842115445848e+04,1.145676631385342953e-02,1.636146187830258289e-03,1.630960676765788264e+00,2.578764861658870006e-02,2.518131698241694166e-02
3.085862144777849244e+04,1.057653907797362000e-02,3.420502093607491294e-03,1.399081203173913490e+00,2.758132828032629560e-02,2.709988414809037793e-02
6.019144111947444617e+04,8.007049041174657891e-03,8.464252516630247714e-04,1.786316000834363704e+00,3.783190597362175861e-02,3.900132934500932791e-02
4.813122350433877000e+04,5.517880775550999470e-03,1.796097408697046229e-03,6.776425143633804105e-01,1.280756835463804817e-02,1.280917473711051281e-02
2.836890377528794852e+04,8.947741973788714970e-03,2.202267715092534606e-03,1.175357046755701740e+00,2.164171147038839241e-02,2.151439764652739520e-02
3.724184248100193508e+04,1.402005609562575333e-02,4.582117972275473808e-03,1.295834356584815827e+00,8.330350651780255022e-02,8.189294841761547705e-02
5.151261616790735570e+04,1.610110545239456376e-02,2.512315466721176671e-03,1.661910426583107725e+00,2.206368589213663911e-01,2.207874498992611345e-01
8.190480069137403916e+04,5.028730221343356323e-03,3.740374885721621349e-03,1.177826022586214716e+00,6.287918084276759162e-03,6.933781491359397586e-03
6.903362340069664060e+04,1.926895216063707547e-02,4.420701182419191702e-03,1.271965493229773925e+00,4.939527025985443465e-01,4.931585331233038771e-01
1.368149777596284366e+04,1.871147453412592629e-02,2.096910283240736861e-03,1.570718976580153470e+00,1.208283821438446426e-01,1.203213023213959149e-01
5.333670964598793944e+04,1.456880122334351657e-02,2.386029111503333924e-03,1.533465229488561121e+00,1.798052911483226379e-01,1.813857477443435451e-01
2.673974267757171037e+04,1.954666394171685959e-02,1.515791080817917302e-03,1.529952128041616177e+00,3.073450459312265792e-01,3.075233120803754217e-01
8.693495809428454959e+04,5.804599836819118036e-03,1.456566827880168566e-03,1.478539327855767915e+00,1.489605855259109116e-02,1.460746490700608885e-02
8.964138103906148172e+04,8.738518751561971318e-03,3.214509694293933486e-03,1.068276037008411228e+00,6.186961710572590895e-02,6.073263431638657034e-02
5.991982400018267799e+04,6.484854951711914103e-03,4.715527772246085395e-03,8.328700527491794681e-01,1.390019076696756735e-02,1.328061173568651984e-02
7.627672382343374193e+04,1.601212707347533445e-02,2.784816078378289390e-03,6.894299579197613603e-01,4.171010659341858329e-01,4.168510696831443374e-01
7.181029022646194790e+04,1.843917571185380369e-02,8.170415473717884246e-04,1.337735347854462686e+00,2.742559734074664912e-01,2.756251012586802274e-01
8.351513810708111851e+04,1.934040901489801623e-02,2.128493005920812850e-03,1.235591026672160808e+00,5.365025613854561559e-01,5.358920666872739602e-01
3.509341698962077498e+04,1.430998307503725600e-02,2.863041780139900794e-03,5.656195441997896589e-01,2.623625731946522821e-01,2.641569089621183530e-01
3.063594827217333659e+04,1.115471538609861396e-02,4.756091110418360704e-03,1.330755855322392378e+00,2.871731697311981704e-02,2.778862915616895496e-02
7.716781500525606680e+04,6.800996444915616626e-03,4.789501391665874908e-03,5.338945302648077096e-01,3.462532248851956512e-02,3.426773568369351208e-02
9.631737334844582074e+04,7.902687886368258557e-03,2.241305964767994520e-03,8.775648113443390574e-01,7.162964634928829788e-02,7.247318999719921939e-02
3.068360405536205872e+04,1.052016366279675749e-02,1.503428920355600771e-03,1.578134313823727375e+00,4.047605655336478786e-02,4.023586162222970303e-02
6.109965851859006216e+04,8.425351716323763521e-03,4.802380259521586703e-03,1.502374930554800869e+00,1.916564515293379609e-02,1.833538311053319048e-02
5.897975612786758575e+04,1.962684264830441214e-02,3.498372943097697620e-03,8.516066249016751577e-01,5.875697749376764811e-01,5.874379315261948342e-01
4.362024010555974382e+04,8.155956260186158005e-03,8.375526512558160736e-04,1.915264572032663981e+00,2.813082354688554304e-02,2.857953604031447659e-02
7.752140080618654611e+04,5.581734563355409719e-03,2.247648133014307128e-03,8.815863285776527336e-01,1.521688184234371889e-02,1.350114762749466887e-02
2.185897129082544416e+04,7.345595118848203750e-03,2.699732294430663270e-03,5.292365318480747316e-01,1.571756819679393999e-02,1.546903185104527012e-02
4.345993664452830126e+04,5.462170702267381966e-03,2.463418247819013345e-03,1.886858660357458195e+00,3.862396192909018765e-03,3.753059568457373183e-03
4.879605057331659918e+04,5.430693065160922990e-03,6.639915969145543037e-04,7.847186885160608583e-01,1.979737427021149507e-02,1.939362651028582810e-02
9.576998013802139030e+04,6.902881503661355278e-03,1.332815339625366673e-03,1.911801829578568146e+00,2.549614470993528600e-02,2.623150077631427809e-02
7.158734113418997731e+04,1.674225109922857987e-02,2.045204838682721481e-03,1.841163757837448456e+00,3.501037641983814064e-01,3.495352120288655051e-01
7.398629907610156806e+04,1.535964731203199804e-02,8.947079425127679297e-04,1.904020482187363639e+00,3.064397989871253114e-01,3.060752841385389611e-01
9.998120292427801178e+04,6.127660232234110466e-03,2.494570245227363363e-03,9.161397944783082892e-01,2.629493276162140486e-02,2.633257534898393246e-02
3.041008345266632386e+04,1.270570647872536901e-02,2.135092854356737159e-03,7.451332842161537684e-01,1.359754163332845267e-01,1.367042654275999747e-01
6.431739691637721262e+04,1.332856063886885684e-02,5.885248668957602462e-04,9.523525726642272371e-01,1.994195453886246083e-01,1.991983827709769006e-01
1.968955261861467443e+04,1.751519272197559970e-02,4.113830355792769990e-03,1.726766110438516355e+00,7.874009275701150667e-02,8.025669002791326057e-02
2.462470067427570029e+04,1.323474148724172392e-02,1.711486854073231536e-03,5.954844181740649445e-01,1.786999727613307609e-01,1.777922544613070310e-01
7.265150568764422496e+04,1.945152766344618311e-02,4.327815727684064528e-03,1.503553694279880171e+00,4.754752470821633770e-01,4.767617614344974442e-01
8.433850849093167926e+04,1.913102491488881049e-02,1.112627842074458487e-03,5.987167819163583538e-01,4.490703782993752703e-03,3.632882231883088290e-03
6.722178306370617065e+04,1.502721810964804949e-02,2.134796104794459571e-03,9.371714754603104325e-01,3.761443297501429472e-01,3.759812632681670541e-01
6.218046051057161094e+04,1.602634667464108639e-02,4.402287436903656870e-03,8.908505268803281751e-01,3.395645455394947221e-01,3.399285917248622835e-01
8.115676536662667058e+04,1.642327107500614683e-02,1.786371342494237537e-03,1.116941554072297338e+00,4.403068531286418730e-01,4.423616929899015782e-01
9.606136790365511843e+04,1.978936883037497180e-02,2.080900863003145185e-03,1.859461193269425827e+00,5.976175100536356144e-01,5.985133362002886814e-01
9.329699559269650490e+04,1.369496618564100543e-02,2.192539761705076910e-03,1.013078780784922195e+00,3.408909114570229937e-01,3.404850486074660343e-01
8.278993061463856429e+04,7.497046565014518944e-03,6.891398308532360002e-04,1.641589006209012158e+00,5.085425181028913055e-02,5.215337092588084866e-02
4.889061140474649437e+04,1.119946778272513065e-02,6.453064362955861439e-04,1.892865784389188288e+00,1.020722755423387751e-01,1.018585706374450645e-01
7.897006072026620677e+04,1.377385125841760344e-02,4.302388965092234299e-03,6.946345391423813798e-01,3.043311454215903988e-01,3.035396995652907548e-01
3.104490810868607150e+04,9.438209857689019988e-03,4.997425016113528698e-03,1.538960114387361688e+00,1.443158567734560867e-02,1.488027036913229170e-02
9.136438103411406337e+04,8.293379668227999005e-03,1.727956765160097719e-03,1.832242297985785529e+00,4.232509383297836797e-02,4.241956468101166361e-02
3.517608737436056254e+04,1.592911895196273339e-02,4.731987778619021687e-03,8.047657840485542557e-01,2.051230098475298746e-01,2.060766762147931142e-01
9.823462400670407806e+04,1.893353398338544144e-02,2.490617546210313182e-03,6.010701972661522952e-01,7.022501692855082078e-02,6.967527856440350331e-02
3.715149294661972090e+04,1.429341885776357762e-02,3.995670352072543639e-03,1.951552322280849072e+00,6.357934841410570193e-02,6.396085191176663354e-02
3.376749490781948407e+04,1.078529590950956865e-02,1.780346517411072896e-03,1.912782567422476543e+00,3.644018863628663979e-02,3.707473796912141156e-02
4.026946978345337266e+04,1.959867440793224697e-02,2.987099437298714171e-03,1.500370929535666420e+00,3.406132149822524990e-01,3.408912605418031871e-01
5.366277056249927409e+04,1.561725370021124423e-02,2.210706798498854493e-03,1.348027858772943066e+00,2.725152852485426824e-01,2.724863017164513290e-01
2.801805791235395736e+04,1.965714765303156961e-02,9.977523625328897465e-04,1.705796158700985110e+00,3.277467877965231646e-01,3.270491694224321733e-01
3.373508728281415824e+04,1.911314605915113984e-02,2.294247408089223565e-03,9.503443482562399236e-01,4.477218008036366603e-01,4.486255525949920386e-01
8.958129115456726868e+04,1.192719024579212000e-02,3.670779060688011356e-03,7.650349671482568059e-01,2.241348740452550059e-01,2.242720985455674276e-01
9.381878341462687240e+04,1.382324242682196266e-02,1.701581681049887463e-03,1.782428623712976945e+00,2.725690561796063061e-01,2.730653601521151885e-01
2.398418943511949692e+04,1.097400627977566760e-02,3.261074376307674348e-03,9.305872650365469845e-01,3.709588016750975381e-02,3.674510192664916242e-02
4.972161037834175659e+04,1.272669079474128204e-02,3.929285087361818543e-03,8.856716237564309369e-01,1.349297659013986572e-01,1.349427775921408224e-01
4.778617676876326732e+04,1.427029770084722524e-02,1.997394622865489647e-03,1.969288431880375168e+00,1.265664844066042016e-01,1.255292564148994816e-01
8.454602043580442842e+04,9.449197341676174658e-03,3.861511103041156967e-03,5.886685295951714636e-01,1.219449779058298239e-01,1.220305032009656315e-01
6.943725543231786287e+04,1.140469658911997218e-02,5.582649141402762187e-04,9.706675968304805391e-01,1.781459045364881255e-01,1.789111148601424395e-01
4.672375080757897376e+04,1.743828920030432786e-02,4.214652122789708244e-03,1.207335500148984053e+00,2.704695140122533314e-01,2.705625072983331436e-01
8.098262136738486879e+04,1.591456448405775825e-02,6.107585749392483191e-04,1.041920923371605578e+00,1.221367702580194725e-01,1.229961630685377227e-01
6.446358899501753331e+04,7.340265761240566574e-03,8.118370277481129840e-04,8.749334022883605844e-01,6.299369905906028466e-02,6.330660954118295936e-02
2.884249866217059389e+04,6.821099279172898946e-03,2.592724748314272337e-03,7.287702468819754476e-01,1.196484767757567853e-02,1.332870430759499659e-02
8.133653404479660094e+04,1.746043487430990609e-02,2.169650721642219469e-03,1.778335438485942221e+00,4.389358112408129342e-01,4.387457616086601342e-01
5.190737648340595479e+04,1.023547727949637373e-02,4.564871352785812575e-03,1.553219210423552710e+00,3.175610726496662373e-02,3.011747703841371332e-02
8.982554502033708559e+04,1.893270256098122245e-02,3.382837309762246319e-03,9.323703511225569507e-01,5.140623765198333306e-01,5.144948647489189231e-01
6.987058212565243593e+04,9.715493482158036112e-03,3.198731141261587727e-03,1.447262916072679984e+00,4.885929016360914673e-02,4.869410067573158585e-02
2.360314964063889784e+04,6.637710995369450716e-03,1.323809512318138877e-03,8.767562010283359575e-01,1.147615245625837645e-02,1.050185907397571672e-02
7.810081268872439978e+04,1.846585914375525536e-02,1.846699720486498410e-03,1.433988381452344640e+00,5.233228494868478187e-01,5.239741148447706331e-01
6.230851775700522558e+04,1.122975706839260054e-02,3.846486798250190863e-03,7.258626801567904518e-01,1.358351281294132573e-01,1.360994572686679005e-01
5.874215123263888381e+04,1.432242397440541479e-02,1.215257136840832038e-03,1.231977062017918456e+00,2.925104888349816523e-01,2.929558274369162829e-01
4.777637992832365126e+04,9.807352606512999629e-03,3.618102823771922414e-03,1.389763774589783063e+00,3.184295142213595942e-02,3.151057547134927111e-02
6.966012202861061087e+04,1.433542737348268703e-02,2.435126534709420969e-03,1.256311321493358557e+00,2.683699285728142203e-01,2.685669757370619526e-01
1.569608094027466723e+04,1.590641280870487562e-02,1.329005160955891700e-03,1.813610560699784102e+00,9.205019445537120093e-02,9.230453349952662256e-02
5.534502062293757626e+04,1.966565058241583064e-02,4.638972663430006999e-03,6.372829382760488715e-01,5.693078064540127992e-01,5.710824615605545329e-01
9.419560469337114773e+04,5.803888227133087614e-03,1.317575691445901052e-03,1.240824844851850628e+00,2.120991100387267791e-02,2.052595123941399272e-02
2.843804234958032976e+04,1.916682523543071504e-02,1.271010029672337222e-03,5.359549233595921613e-01,4.247655800657558212e-01,4.247550858661984230e-01
2.233120545015553580e+04,1.334651775259770509e-02,4.515577099299715805e-03,5.564362003814213864e-01,9.980536539387939443e-02,1.001692252061490429e-01
4.694683100670865679e+04,7.235028288786872139e-03,3.901170390278836404e-03,1.186815438536534595e+00,1.205297147955700608e-02,1.032818455346160708e-02
5.675593977499438915e+04,1.949942172483647151e-02,4.155924813262528578e-03,9.098633492867473915e-01,5.520492517848928360e-01,5.504462834174645991e-01
4.388732511171973601e+04,1.672328400282106081e-02,1.075712485357387029e-03,5.094864578643558684e-01,2.261826327860199659e-01,2.283484511568477648e-01
5.355469266092030739e+04,8.002417208426541168e-03,1.192358799099974692e-03,1.665327507452580180e+00,2.885819438278295485e-02,2.709107542912128630e-02
7.072013145779649494e+04,1.546516899688500299e-02,1.558655488573477835e-03,1.925414290369813930e+00,2.884935354720546963e-01,2.890684646167099303e-01
8.135007116980188584e+04,1.813631130970774427e-02,3.516108306250308527e-03,1.919193210524019033e+00,3.838352930507716310e-01,3.829870676447070799e-01
1.464323381962823078e+04,1.091171597522030447e-02,3.038377007610473541e-03,1.432541309344401270e+00,1.728367830567697702e-02,1.652051820292584419e-02
