t,S,ES,P,dS_dt
9.821964392878575367e+00,7.091564120060823484e+01,5.424098616239183546e-01,2.854194893776787012e+01,-2.702619945377569444e+00
9.831966393278655403e+00,7.088861196561549605e+01,5.423155361427026699e-01,2.856907249824182315e+01,-2.702146099964369608e+00
9.841968393678735438e+00,7.086158746978449585e+01,5.422211897706264994e-01,2.859619134044489996e+01,-2.701672130517636550e+00
9.851970394078815474e+00,7.083456771420608789e+01,5.421268225548254716e-01,2.862330546323911307e+01,-2.701198036671065950e+00
9.861972394478895509e+00,7.080755270071607299e+01,5.420324333362627200e-01,2.865041486594768827e+01,-2.700723827839865532e+00
9.871974394878975545e+00,7.078054243094899789e+01,5.419380212809868924e-01,2.867751954777003931e+01,-2.700249510791569829e+00
9.881976395279055581e+00,7.075353690632844916e+01,5.418435858964854024e-01,2.870461950777509230e+01,-2.699775089517926219e+00
9.891978395679135616e+00,7.072653612806706747e+01,5.417491270316844298e-01,2.873171474490128219e+01,-2.699300565239500127e+00
9.901980396079215652e+00,7.069954009716651910e+01,5.416546448769484767e-01,2.875880525795655274e+01,-2.698825936410272686e+00
9.911982396479295687e+00,7.067254881441758130e+01,5.415601399640809221e-01,2.878589104561836365e+01,-2.698351198722245048e+00
9.921984396879375723e+00,7.064556228040001429e+01,5.414656131663236893e-01,2.881297210643368700e+01,-2.697876345110027607e+00
9.931986397279455758e+00,7.061858049553737260e+01,5.413710656099524066e-01,2.884004843885269764e+01,-2.697401366470658424e+00
9.941988397679535794e+00,7.059160346109787554e+01,5.412764970547743193e-01,2.886712004184736813e+01,-2.696926264764739400e+00
9.951990398079615829e+00,7.056463117890329784e+01,5.411819063627031356e-01,2.889418691473401779e+01,-2.696451049209634299e+00
9.961992398479695865e+00,7.053766365055651022e+01,5.410872927499003060e-01,2.892124905669360402e+01,-2.695975726147483265e+00
9.971994398879775900e+00,7.051070087745053172e+01,5.409926557725912577e-01,2.894830646677689856e+01,-2.695500299164587332e+00
9.981996399279855936e+00,7.048374286076848705e+01,5.408979953270659502e-01,2.897535914390447331e+01,-2.695024769095975881e+00
9.991998399679935972e+00,7.045678960148363501e+01,5.408033116496783199e-01,2.900240708686670033e+01,-2.694549134029988302e+00
1.000200040008001601e+01,7.042984110035941114e+01,5.407086053168465023e-01,2.902945029432375890e+01,-2.694073389312849898e+00
1.001200240048009604e+01,7.040289735794934245e+01,5.406138772450529428e-01,2.905648876480563203e+01,-2.693597527553232673e+00
1.002200440088017608e+01,7.037595837470637150e+01,5.405191285140138469e-01,2.908352249677963641e+01,-2.693121540053143192e+00
1.003200640128025611e+01,7.034902415206049398e+01,5.404243586206848304e-01,2.911055148931884062e+01,-2.692645430888528590e+00
1.004200840168033615e+01,7.032209469180706662e+01,5.403295664680797250e-01,2.913757574172488063e+01,-2.692169208917490675e+00
1.005201040208041618e+01,7.029516999551837841e+01,5.402347513207406138e-01,2.916459525316090406e+01,-2.691692880073291327e+00
1.006201240248049622e+01,7.026825006455796085e+01,5.401399127819008772e-01,2.919161002266015714e+01,-2.691216447553181901e+00
1.007201440288057626e+01,7.024133490008055958e+01,5.400450507934860811e-01,2.921862004912597754e+01,-2.690739911822942698e+00
1.008201640328065629e+01,7.021442450303212013e+01,5.399501656361133106e-01,2.924562533133179443e+01,-2.690263270621441993e+00
1.009201840368073633e+01,7.018751887414978796e+01,5.398552579290915032e-01,2.927262586792113908e+01,-2.689786518965175954e+00
1.010202040408081636e+01,7.016061801396196529e+01,5.397603286304215597e-01,2.929962165740763069e+01,-2.689309649152816561e+00
1.011202240448089640e+01,7.013372192297467222e+01,5.396653787347357456e-01,2.932661269829061368e+01,-2.688832653198854672e+00
1.012202440488097643e+01,7.010683060275627554e+01,5.395704075133553879e-01,2.935359898973039350e+01,-2.688355536982374616e+00
1.013202640528105647e+01,7.007994405506894964e+01,5.394754139214189559e-01,2.938058053100965594e+01,-2.687878308915655712e+00
1.014202840568113650e+01,7.005306228145553860e+01,5.393803972701300964e-01,2.940755732127435707e+01,-2.687400974539358334e+00
1.015203040608121654e+01,7.002618528325116642e+01,5.392853572080135161e-01,2.943452935954084637e+01,-2.686923536677838786e+00
1.016203240648129658e+01,6.999931306158325128e+01,5.391902937209155366e-01,2.946149664469585616e+01,-2.686445995443670576e+00
1.017203440688137661e+01,6.997244561737150548e+01,5.390952071320036509e-01,2.948845917549650864e+01,-2.685968348242171899e+00
1.018203640728145665e+01,6.994558295132794967e+01,5.390000981017669668e-01,2.951541695057031234e+01,-2.685490589775923809e+00
1.019203840768153668e+01,6.991872506395685605e+01,5.389049676280156520e-01,2.954236996841515861e+01,-2.685012712049290595e+00
1.020204040808161672e+01,6.989187195584239021e+01,5.388098165793375749e-01,2.956931822757829664e+01,-2.684534708113503143e+00
1.021204240848169675e+01,6.986502362866183091e+01,5.387146440487102783e-01,2.959626172728948745e+01,-2.684056585260544026e+00
1.022204440888177679e+01,6.983818008414219491e+01,5.386194490467276497e-01,2.962320046681110952e+01,-2.683578351432810649e+00
1.023204640928185682e+01,6.981134132379791879e+01,5.385242309295492635e-01,2.965013444527256326e+01,-2.683100011794389061e+00
1.024204840968193686e+01,6.978450734893681329e+01,5.384289893892875156e-01,2.967706366167392673e+01,-2.682621568812658452e+00
1.025205041008201690e+01,6.975767816066006333e+01,5.383337244540081779e-01,2.970398811488595214e+01,-2.682143022262782672e+00
1.026205241048209693e+01,6.973085375986221379e+01,5.382384364877297322e-01,2.973090780365008357e+01,-2.681664369232215073e+00
1.027205441088217697e+01,6.970403414723116953e+01,5.381431261904235930e-01,2.975782272657843563e+01,-2.681185604125191357e+00
1.028205641128225700e+01,6.967721932324820955e+01,5.380477945980145504e-01,2.978473288215380776e+01,-2.680706718667219768e+00
1.029205841168233704e+01,6.965040928860143765e+01,5.379524424107720026e-01,2.981163826898782787e+01,-2.680227707278065807e+00
1.030206041208241707e+01,6.962360404504291012e+01,5.378570685982522193e-01,2.983853888635887230e+01,-2.679748578214819599e+00
1.031206241248249711e+01,6.959680359426643292e+01,5.377616722234589419e-01,2.986543473351013489e+01,-2.679269338977149140e+00
1.032206441288257714e+01,6.957000793775914360e+01,5.376662526858155822e-01,2.989232580955507146e+01,-2.678789994368358851e+00
1.033206641328265718e+01,6.954321707680257703e+01,5.375708097193321322e-01,2.991921211347811749e+01,-2.678310546514520940e+00
1.034206841368273722e+01,6.951643101247275069e+01,5.374753433926052759e-01,2.994609364413467745e+01,-2.677830994868955372e+00
1.035207041408281725e+01,6.948964974564007946e+01,5.373798541088184999e-01,2.997297040025113901e+01,-2.677351336216693412e+00
1.036207241448289729e+01,6.946287327696943237e+01,5.372843426057417604e-01,2.999984238042485529e+01,-2.676871564678954929e+00
1.037207441488297732e+01,6.943610160692050215e+01,5.371888099551501705e-01,3.002670958312437577e+01,-2.676391671722248677e+00
1.038207641528305736e+01,6.940933473631012873e+01,5.370932566481730897e-01,3.005357200704172982e+01,-2.675911653452042849e+00
1.039207841568313739e+01,6.938257266692895087e+01,5.369976815895228794e-01,3.008042965148154835e+01,-2.675431518617627624e+00
1.040208041608321743e+01,6.935581540044232440e+01,5.369020838869855705e-01,3.010728251567071112e+01,-2.674951274339389506e+00
1.041208241648329746e+01,6.932906293831109679e+01,5.368064629815693101e-01,3.013413059870736177e+01,-2.674470925075401961e+00
1.042208441688337750e+01,6.930231528179160705e+01,5.367108186475048059e-01,3.016097389956091845e+01,-2.673990472625870307e+00
1.043208641728345754e+01,6.927557243193571423e+01,5.366151509922451046e-01,3.018781241707205965e+01,-2.673509916137586817e+00
1.044208841768353757e+01,6.924883438959081161e+01,5.365194604564657022e-01,3.021464614995274189e+01,-2.673029252108374720e+00
1.045209041808361761e+01,6.922210115539978403e+01,5.364237478140643223e-01,3.024147509678617851e+01,-2.672548474391532203e+00
1.046209241848369764e+01,6.919537272980711862e+01,5.363280141622317476e-01,3.026829925603068716e+01,-2.672067574279190616e+00
1.047209441888377768e+01,6.916864911376762848e+01,5.362322597673094826e-01,3.029511862646509357e+01,-2.671586549676681077e+00
1.048209641928385771e+01,6.914193030908751325e+01,5.361364835065690615e-01,3.032193320740594444e+01,-2.671105409525138086e+00
1.049209841968393775e+01,6.911521631740583871e+01,5.360406845290781597e-01,3.034874299806511999e+01,-2.670624160595751917e+00
1.050210042008401778e+01,6.908850714015818539e+01,5.359448623157641034e-01,3.037554799752608403e+01,-2.670142807016678610e+00
1.051210242048409782e+01,6.906180277857676231e+01,5.358490166794148690e-01,3.040234820474385202e+01,-2.669661350277457323e+00
1.052210442088417786e+01,6.903510323369035007e+01,5.357531477646783058e-01,3.042914361854500171e+01,-2.669179789233444122e+00
1.053210642128425789e+01,6.900840850632428669e+01,5.356572560480621359e-01,3.045593423762768381e+01,-2.668698120110224892e+00
1.054210842168433793e+01,6.898171859710049603e+01,5.355613423379346205e-01,3.048272006056160066e+01,-2.668216336508034026e+00
1.055211042208441796e+01,6.895503350645770979e+01,5.354654077415859081e-01,3.050950108580073561e+01,-2.667734429667175888e+00
1.056211242248449800e+01,6.892835323548803217e+01,5.353694523010458228e-01,3.053627731221094876e+01,-2.667252399278132735e+00
1.057211442288457803e+01,6.890167778599828807e+01,5.352734748904157680e-01,3.056304873911131992e+01,-2.666770254280305785e+00
1.058211642328465807e+01,6.887500715960226216e+01,5.351774746983901654e-01,3.058981536569937276e+01,-2.666288001110888040e+00
1.059211842368473810e+01,6.884834135771136232e+01,5.350814512441637305e-01,3.061657719104449882e+01,-2.665805643583194939e+00
1.060212042408481814e+01,6.882168038153466227e+01,5.349854043774309176e-01,3.064333421408793612e+01,-2.665323182891072840e+00
1.061212242448489818e+01,6.879502423207885897e+01,5.348893342783861415e-01,3.067008643364278697e+01,-2.664840617613289719e+00
1.062212442488497821e+01,6.876837291014828679e+01,5.347932414577236671e-01,3.069683384839401086e+01,-2.664357943717933885e+00
1.063212642528505825e+01,6.874172641634496017e+01,5.346971267566378305e-01,3.072357645689843153e+01,-2.663875154566806458e+00
1.064212842568513828e+01,6.871508475111248515e+01,5.346009912750634419e-01,3.075031425761247306e+01,-2.663392241486711942e+00
1.065213042608521832e+01,6.868844791567433106e+01,5.345048348398103721e-01,3.077704724948588577e+01,-2.662909205870580109e+00
1.066213242648529835e+01,6.866181591182706256e+01,5.344086563395450407e-01,3.080377543183342581e+01,-2.662426056515891926e+00
1.067213442688537839e+01,6.863518874116020640e+01,5.343124550009484830e-01,3.083049880383887853e+01,-2.661942799540795601e+00
1.068213642728545842e+01,6.860856640506200677e+01,5.342162303798430045e-01,3.085721736455817776e+01,-2.661459438458621651e+00
1.069213842768553846e+01,6.858194890471942529e+01,5.341199823611929576e-01,3.088393111291940585e+01,-2.660975974182252290e+00
1.070214042808561850e+01,6.855533624111811264e+01,5.340237111591045194e-01,3.091064004772280782e+01,-2.660492405028492158e+00
1.071214242848569675e+01,6.852872841504242274e+01,5.339274173168253590e-01,3.093734416764077721e+01,-2.660008726722442596e+00
1.072214442888577679e+01,6.850212542707539853e+01,5.338311017067449704e-01,3.096404347121788092e+01,-2.659524932401866160e+00
1.073214642928585683e+01,6.847552727767704539e+01,5.337347654026698418e-01,3.099073795692031297e+01,-2.659041013627526873e+00
1.074214842968593686e+01,6.844893396819205122e+01,5.336384080320680789e-01,3.101742762377591234e+01,-2.658556973359321951e+00
1.075215043008601690e+01,6.842234550039927399e+01,5.335420285103812388e-01,3.104411247109037220e+01,-2.658072820157427518e+00
1.076215243048609693e+01,6.839576187586504830e+01,5.334456261006486066e-01,3.107079249803433996e+01,-2.657588559835686315e+00
1.077215443088617697e+01,6.836918309595542098e+01,5.333492003936947112e-01,3.109746770365091351e+01,-2.657104195622054466e+00
1.078215643128625700e+01,6.834260916183625056e+01,5.332527513081301018e-01,3.112413808685564476e+01,-2.656619728162955330e+00
1.079215843168633704e+01,6.831604007447313620e+01,5.331562790903507931e-01,3.115080364643653965e+01,-2.656135155527624470e+00
1.080216043208641707e+01,6.828947583463144611e+01,5.330597843145384873e-01,3.117746438105405105e+01,-2.655650473212453733e+00
1.081216243248649711e+01,6.826291644287628912e+01,5.329632678826604630e-01,3.120412028924108583e+01,-2.655165674145333998e+00
1.082216443288657715e+01,6.823636189969577970e+01,5.328667308230321531e-01,3.123077136948122856e+01,-2.654680750271726009e+00
1.083216643328665718e+01,6.820981220654266508e+01,5.327701725847998615e-01,3.125741762087256959e+01,-2.654195705943814598e+00
1.084216843368673722e+01,6.818326736517350639e+01,5.326735921177797595e-01,3.128405904270874771e+01,-2.653710549426175458e+00
1.085217043408681725e+01,6.815672737713238405e+01,5.325769887197548957e-01,3.131069563414790125e+01,-2.653225286242839154e+00
1.086217243448689729e+01,6.813019224376418492e+01,5.324803620149395345e-01,3.133732739422090674e+01,-2.652739919350781239e+00
1.087217443488697732e+01,6.810366196621465917e+01,5.323837119539800433e-01,3.136395432183139675e+01,-2.652254449144240578e+00
1.088217643528705736e+01,6.807713654543032078e+01,5.322870388139541165e-01,3.139057641575575630e+01,-2.651768873459046105e+00
1.089217843568713739e+01,6.805061598215854701e+01,5.321903431983709964e-01,3.141719367464311219e+01,-2.651283187576932932e+00
1.090218043608721743e+01,6.802410027694752159e+01,5.320936260371718074e-01,3.144380609701534013e+01,-2.650797384229861109e+00
1.091218243648729747e+01,6.799758943032513514e+01,5.319968882938745924e-01,3.147041368138103579e+01,-2.650311455896896540e+00
1.092218443688737750e+01,6.797108344383683232e+01,5.319001292639874423e-01,3.149701642689922210e+01,-2.649825408120687342e+00
1.093218643728745754e+01,6.794458231921454683e+01,5.318033479355224191e-01,3.152361433284997361e+01,-2.649339248842032646e+00
1.094218843768753757e+01,6.791808605798111387e+01,5.317065436394051714e-01,3.155020739837951638e+01,-2.648852983309425202e+00
1.095219043808761761e+01,6.789159466146126931e+01,5.316097160316407555e-01,3.157679562250713445e+01,-2.648366614223018445e+00
1.096219243848769764e+01,6.786510813078156445e+01,5.315128650933139687e-01,3.160337900412515566e+01,-2.647880141738915949e+00
1.097219443888777768e+01,6.783862646687049391e+01,5.314159911305891271e-01,3.162995754199895515e+01,-2.647393563473480427e+00
1.098219643928785771e+01,6.781214967045838193e+01,5.313190947747102877e-01,3.165653123476694830e+01,-2.646906874507616525e+00
1.099219843968793775e+01,6.778567774207743923e+01,5.312221769820012485e-01,3.168310008094060137e+01,-2.646420067391066500e+00
1.100220044008801779e+01,6.775921068230660183e+01,5.311252386324971653e-01,3.170966407906094275e+01,-2.645933135279188608e+00
1.101220244048809782e+01,6.773274849276729981e+01,5.310282788951020683e-01,3.173622322833764642e+01,-2.645446084686724042e+00
1.102220444088817786e+01,6.770629117516635631e+01,5.309312967968162766e-01,3.176277752803687093e+01,-2.644958923226428560e+00
1.103220644128825789e+01,6.767983873100637027e+01,5.308342917001196426e-01,3.178932697729355539e+01,-2.644471655885308525e+00
1.104220844168833793e+01,6.765339116159282185e+01,5.307372632912221722e-01,3.181587157511599528e+01,-2.643984285120626332e+00
1.105221044208841796e+01,6.762694846803415771e+01,5.306402115800632480e-01,3.184241132038582833e+01,-2.643496810864184976e+00
1.106221244248849800e+01,6.760051065124170577e+01,5.305431369003121844e-01,3.186894621185803089e+01,-2.643009230526584652e+00
1.107221444288857803e+01,6.757407771192974621e+01,5.304460399093680056e-01,3.189547624816093219e+01,-2.642521539001505104e+00
