theta,g,rho_air,a,a_noisy
9.170760195097784617e-01,1.352844506670856362e+01,1.197540053094283685e+00,7.998969439327058950e+00,7.982372472680331121e+00
1.399234105183568611e+00,8.366711756490083474e+00,9.680253186101006602e-01,7.365718436033906968e+00,7.381432315606122785e+00
8.813349748596042144e-01,3.274237791134797959e+00,7.151705125417788800e-01,2.166012422752187749e+00,2.113517699247865700e+00
6.149384013914203084e-01,1.105214927898252775e+01,1.485783455522879271e+00,4.236639838698248006e+00,4.363077707269863659e+00
1.271506335140343280e+00,9.246766056902117725e+00,1.356754890406117298e+00,7.347528640901543007e+00,7.342047599485166387e+00
1.199996175527676678e-01,1.062830167732427178e+01,5.746493355228520228e-01,-1.197770349953810598e-01,-1.227729044305706924e-01
4.935190600166374786e-01,9.274484923475588616e+00,7.992088434208738379e-01,2.854251482832312448e+00,2.876334489629579494e+00
1.077507761378547091e+00,5.398685390859616184e+00,1.131747442932739656e+00,4.089800502991164599e+00,4.076920515307601356e+00
3.099331175781763759e-01,7.851911507927589184e+00,1.060342595097821139e+00,1.159259441811384406e+00,1.126983402613427776e+00
5.696067677332958823e-01,1.216909558187195373e+01,6.939711869696795210e-01,4.513890793626841536e+00,4.517480720794107896e+00
1.203782727525430252e+00,9.647054614879445822e+00,8.355042516409749709e-01,7.776926094720961302e+00,7.822164973725306503e+00
5.480770441486679800e-01,1.096036118434482631e+01,7.053598119780495335e-01,3.884124019685144535e+00,3.916711972289596666e+00
4.158489216146992185e-01,1.257298757192007344e+01,5.517168908953674622e-01,2.962727821397491912e+00,3.009131839091019778e+00
1.257764748765104468e+00,1.231228885122578909e+01,1.413016684474069917e+00,9.177158701169286559e+00,9.148269666258082466e+00
2.006423668570051777e-01,6.440466398610311671e+00,9.012297920585855548e-01,4.412588987995276213e-01,4.018438132120498718e-01
1.213699349464934629e+00,6.826371332341336640e+00,5.648526332647022530e-01,5.786690728086388624e+00,5.886249081736455224e+00
5.100000026167156308e-01,6.744722306316022653e+00,9.587200929273327343e-01,2.219461885082441910e+00,2.206867396822346894e+00
3.701201323009418731e-01,7.716488751998111795e+00,9.861332924366214003e-01,1.550829650482316024e+00,1.574114337779962680e+00
7.342423919777166796e-01,1.179686108406575507e+01,1.259682693761518424e+00,5.641724067316895130e+00,5.678020159260677602e+00
7.284435491783343153e-01,1.344108009626059363e+01,1.024460422092943190e+00,6.436291338752014646e+00,6.506716456350465805e+00
1.354106083433920027e+00,4.436840761066642713e+00,1.172928905295393953e+00,3.967115669424902791e+00,3.898954257750659291e+00
1.078256109402132790e+00,6.578155357610292242e+00,6.438106484001152596e-01,5.078467658979832322e+00,5.053864197517872192e+00
6.981591636144218738e-01,1.106800329069898581e+01,1.107901559836093286e+00,5.121067343107322145e+00,5.098802677856559384e+00
8.272826331910567710e-01,9.431381606161952647e+00,9.703105806550371693e-01,5.410351197994627270e+00,5.394697163615666646e+00
5.138787472698466141e-01,1.242429726625885245e+01,1.296697344636827509e+00,3.769927207024033500e+00,3.648715451260298170e+00
1.377538070034716400e+00,1.010204010689382415e+01,1.473308515254585060e+00,8.165584984010912706e+00,8.160205179266071696e+00
6.017204440532784027e-01,1.373524543646148643e+01,1.082810488792075532e+00,5.189603763302469197e+00,5.044345099958694512e+00
1.251396255073611075e+00,1.215164902071779807e+01,8.566038182608373130e-01,9.794611772612530132e+00,9.808966442507440320e+00
9.529003413926527832e-01,8.389726705487321468e+00,6.802046182819564413e-01,5.721960525204259795e+00,5.748302910967778345e+00
1.290987294167554422e+00,8.292546491641369144e+00,5.543106078307854512e-01,7.258749001638595821e+00,7.288120118642200218e+00
5.609379588846004072e-01,5.456083878802427733e+00,5.615642812959301677e-01,2.112499172821016735e+00,2.051745089628744356e+00
6.417053545859597863e-01,1.273347866686320629e+01,7.991295721085122095e-01,5.424196490099159718e+00,5.471448881016953258e+00
5.801250520244813913e-01,1.443073073694404584e+01,1.174433585982973094e+00,5.113135759395328606e+00,5.069440395937846233e+00
1.175155663661801686e+00,1.378941813692688356e+01,1.167825031444698070e+00,9.985051688892289334e+00,9.923210331266620443e+00
1.339059594878693638e+00,9.811175425968425401e+00,6.631731256097963545e-01,8.593317077521415825e+00,8.543825628857410592e+00
1.171940131864743551e+00,1.349867836767655405e+01,6.168406429462864882e-01,1.064740768195617804e+01,1.060455576888146467e+01
6.868476542827071096e-01,3.530644875444180819e+00,1.177498541578019031e+00,1.770080145549429051e+00,1.778255617466652838e+00
1.177825745656476908e+00,6.818270717142308257e+00,5.587582378512290227e-01,5.661203471999287196e+00,5.702004007202034153e+00
1.049242279664743371e+00,3.721847434436323265e+00,1.374040420736763357e+00,2.796832065951785129e+00,2.691329263678221118e+00
7.748732089452450289e-01,9.246664399710610382e+00,1.111682038431370811e+00,4.896961395100914771e+00,4.869497543217788937e+00
3.385435124760222125e-01,3.913075028987093251e+00,9.505090079907183576e-01,8.009972648518223215e-01,8.456958474164391060e-01
4.092322134804134981e-01,9.420150247568653157e+00,1.236948581551772453e+00,2.119754052018790080e+00,2.129563799156992232e+00
1.014893531814394789e+00,4.551079961229312687e+00,7.201511561361801927e-01,3.376098442856770188e+00,3.401187107330117865e+00
3.583612290679324408e-01,1.365677243249130335e+01,1.126552676178188328e+00,2.334791254145704986e+00,2.259557705666531024e+00
8.284497800047886384e-01,1.295838144924371704e+01,1.464863547669078780e+00,6.751221651433471749e+00,6.798658522090327061e+00
1.145445319775472814e+00,7.634259853822786823e+00,6.234834384968149790e-01,6.148068840663273527e+00,6.069621631938364459e+00
9.500675005864094302e-01,1.091691315226602832e+01,9.514024011868705832e-01,7.085533778110370662e+00,7.095037351311828111e+00
8.926824323415389895e-01,1.093360282869283573e+01,9.103123316563411782e-01,6.718524173244535547e+00,6.786587042788934987e+00
4.350533723833123201e-01,9.995772909728728450e+00,1.430132620663100873e+00,2.420236155264398281e+00,2.514203674756746665e+00
2.559167591971158173e-01,1.361961409819573099e+01,1.490107963240125954e+00,1.056649883175923232e+00,1.082226710678238835e+00
1.440828046707985921e-01,1.086328948864512434e+01,1.085431405662165449e+00,2.822921977826853279e-02,7.227767987618313739e-02
1.602421216388977276e-01,8.165413051082744289e+00,7.524769306289462723e-01,2.265147426520965901e-01,1.961981609435087537e-01
4.012911986901337436e-01,7.461231262378897000e+00,1.149000465246109215e+00,1.699143744865612149e+00,1.675071538253816161e+00
8.249874828368529700e-01,5.405639232939726924e+00,5.769833892584499413e-01,3.280828784836155698e+00,3.339299953405534538e+00
6.507843395071154502e-01,3.414304620440799631e+00,7.880216463771213542e-01,1.634168449772963605e+00,1.634248768896586768e+00
3.653286100874925113e-01,6.158193579030971421e+00,8.782817144650076902e-01,1.275211402898082103e+00,1.268845711705032242e+00
4.934932802811390351e-01,1.021604487650060378e+01,1.407137327172327534e+00,2.976315997037147554e+00,2.905788092027794089e+00
6.996266779808839598e-01,1.188088436191565123e+01,9.471812148269280751e-01,5.559622360449658629e+00,5.567151909344395300e+00
1.138624898875402636e+00,3.022984177074684808e+00,1.220083307938137906e+00,2.465214669777832768e+00,2.497507840131964585e+00
9.527078935656179137e-01,1.441516172850965916e+01,1.371266929426486758e+00,8.481568910463591848e+00,8.441860436701569270e+00
1.531771900972410672e-01,1.396917962730074159e+01,8.548689518312748703e-01,-2.647038224886344437e-02,-5.182437337130014338e-02
7.259746948864923555e-01,1.065504097867481370e+01,9.191175803340742023e-01,5.270738899564859636e+00,5.349761729365904550e+00
3.417962831204802154e-01,1.463733115337348778e+01,7.257313512928704746e-01,2.358303031156006924e+00,2.367216338613450155e+00
1.211282728028554523e+00,3.643679869455294540e+00,7.125704061955929758e-01,3.132470389352746576e+00,3.118040707073496343e+00
1.250375503897554585e+00,5.990815001249576888e+00,1.103224376509762905e+00,5.032616829399549907e+00,4.975767689932583338e+00
8.210641244470829880e-01,4.187883961369530894e+00,1.436783949388018788e+00,2.478771717137823849e+00,2.447792765573771678e+00
1.057330455227376120e+00,1.180970165878026812e+01,1.007736906306286429e+00,8.279104568756826765e+00,8.266604756204751325e+00
9.928153032711170001e-01,1.375134056948304284e+01,5.704536771937307460e-01,9.531407091426265410e+00,9.599863483986950996e+00
1.161885328213393853e+00,1.447232721191841165e+01,8.618873346490695253e-01,1.083898176674173008e+01,1.080845703183261719e+01
4.624604676278555315e-01,1.044798646002980647e+01,1.025120395586644584e+00,2.844371255947101496e+00,2.934088044320404265e+00
3.980748083758370859e-01,7.923772308878891835e+00,1.445798024537413351e+00,1.735946828493704519e+00,1.689512437646161436e+00
1.070201772298143172e+00,4.440797155932493467e+00,1.453222531481305424e+00,3.338544791723661032e+00,3.320665451482358144e+00
1.346806503921995191e+00,5.322150309094606513e+00,8.869568810595542807e-01,4.767781796345799350e+00,4.809958978741344815e+00
3.987631696885629573e-01,7.416130930237405217e+00,7.229842045234667891e-01,1.709668608750448460e+00,1.697658862193694329e+00
8.381061786018563220e-01,5.740281373059010761e+00,1.456084502115908119e+00,3.372546767166960446e+00,3.331033665046930103e+00
8.074853662914205366e-01,1.470147411864352804e+01,1.166305098466154933e+00,7.606407939777566796e+00,7.599815769203482674e+00
5.856256904136406538e-01,5.524765008148926348e+00,5.750117002790702259e-01,2.254980448192509979e+00,2.277416072863956753e+00
1.075309122756027858e+00,3.465387650684327969e+00,8.883662517809570724e-01,2.714251301794126103e+00,2.628464591051673516e+00
2.712962519785897531e-01,4.876476095078563944e+00,9.888293987623695269e-01,6.722007482717836657e-01,6.597739309843501099e-01
5.833101959765197853e-01,3.369736561813905684e+00,9.363151661820029448e-01,1.419229058067892346e+00,1.413762226845310055e+00
6.603873971701285095e-01,3.344554452128738031e+00,5.364425770921231740e-01,1.640853046706427509e+00,1.620665658710144230e+00
1.338899713104753308e+00,4.522305202929084444e+00,6.850700754723036967e-01,4.109194570749824749e+00,4.145962374068774103e+00
9.895949274938551365e-01,1.239380087938286401e+01,8.433788530406046702e-01,8.339764799351168989e+00,8.311337190875375924e+00
1.024246542210355937e+00,1.128771784962559721e+01,5.877128761139484014e-01,8.140655789510340412e+00,8.122430047081023119e+00
1.399728486684015616e+00,3.902128185787288039e+00,9.432378322727473785e-01,3.606022654468435729e+00,3.607904783836561879e+00
3.948123165385135636e-01,9.164565182980293656e+00,8.633539676348304104e-01,2.001991070222385538e+00,2.038433524938158659e+00
8.845846221254485275e-01,9.662848511095086579e+00,5.196721926435022842e-01,6.170596536898095508e+00,6.159538406015710343e+00
2.399602044911008369e-01,1.301215417758047899e+01,1.303073412398393138e+00,8.748226247017187873e-01,9.506524882468065929e-01
3.112456764062045411e-01,9.587793189793378801e+00,7.692193009051625507e-01,1.375597352668647799e+00,1.330211437667461416e+00
1.004966193265972141e+00,1.456122213075694560e+01,1.350625717263125303e+00,8.975539027580971663e+00,9.039864745197675688e+00
1.173778455980124313e+00,1.430481993191104806e+01,6.361395204609907594e-01,1.120191753387325484e+01,1.115902645631772216e+01
9.265368664757557271e-01,1.102177448771843871e+01,8.632880232876576354e-01,7.049824140724188837e+00,7.041670816625394735e+00
8.537177629304787407e-01,1.182107733971286834e+01,1.367174985978590218e+00,6.531818207571526536e+00,6.550020516839904161e+00
1.127819944184607515e+00,1.213861686000491602e+01,7.858602983320527313e-01,9.185619708077572554e+00,9.288361701140557258e+00
1.343108647497240460e+00,1.483149506429997722e+01,8.513113028895877843e-01,1.215039778970067985e+01,1.219518909703333520e+01
1.303178825227838455e+00,9.955972948512805232e+00,8.761199470455726113e-01,8.381605009824827590e+00,8.361311867346980620e+00
1.151410108878112348e+00,4.997637252011615239e+00,5.420310735229413313e-01,4.129827908886282373e+00,4.194783864665868833e+00
6.617532758463381404e-01,7.959574226180103906e+00,5.322903191767969222e-01,3.707424293312055141e+00,3.696739048067369637e+00
1.096234210403845166e+00,1.001908100673408342e+01,1.344975325576052150e+00,7.104787109746118823e+00,7.065214816931136177e+00
4.039820060143543001e-01,6.550567886151215546e+00,1.499427781358561695e+00,1.518804692748962459e+00,1.541238927338296483e+00
1.275263281603869814e+00,5.634703734582398482e+00,7.728792811466883572e-01,4.909224352017488080e+00,4.913947894419153251e+00
4.636545954074302589e-01,1.174329516157018638e+01,1.440441728582004810e+00,3.055094125949790129e+00,3.102777444312951882e+00
1.374500124541281121e+00,1.414682718670835371e+01,9.423594547134028776e-01,1.163359100834175663e+01,1.160610409013439082e+01
4.921882314511736300e-01,1.043473508621086232e+01,1.276815633793898508e+00,3.051685360550963733e+00,3.070760535434009952e+00
4.433082597796147439e-01,7.628236727607655254e+00,7.845214483135717343e-01,2.049106733539796110e+00,2.080834200181534754e+00
5.372256746498820235e-01,1.467893952634579868e+01,1.052688763844158659e+00,4.756817165294734195e+00,4.770719443272268379e+00
7.306844636805449600e-01,1.149380296016899550e+01,8.801570663330787747e-01,5.710332683562532097e+00,5.708883506957963760e+00
3.602608365117793143e-01,1.472571812242525624e+01,6.106116361184199537e-01,2.652343191122184862e+00,2.617462272417634850e+00
4.428401496406489946e-01,1.429051684732091232e+01,8.987216462420496432e-01,3.563763222972567313e+00,3.608950812540336894e+00
1.249507538899305104e+00,8.541752196633696670e+00,1.204617569041780190e+00,6.887662175463671765e+00,6.894523400479293684e+00
1.310715760433499133e+00,1.005859394145757157e+01,7.670181513444194188e-01,8.591006193702932947e+00,8.615821392328376405e+00
3.019938473961704672e-01,7.779205023820534137e+00,1.113572083623927567e+00,1.096440052395246223e+00,1.078901140352216625e+00
6.737565943538252888e-01,9.181352635793025740e+00,1.262063352747070599e+00,4.102542927279507090e+00,4.103193511816614958e+00
6.458003311043581940e-01,1.041623816067778030e+01,8.327543606367754370e-01,4.530893414525780649e+00,4.479032014940544926e+00
1.176775850739397278e+00,6.559357873340939449e+00,1.247002467342479104e+00,5.198567511969176991e+00,5.202843776725966762e+00
9.585381340223689817e-01,8.123757271295977134e+00,5.129477586978391512e-01,5.655185027938356868e+00,5.693445544121072288e+00
6.304541783316961467e-01,1.295063136024346306e+01,1.325478249508823758e+00,5.082587484179068582e+00,5.087237148483060523e+00
1.125304530862225816e+00,1.173165158724620483e+01,5.246130166531662864e-01,9.185949921840899535e+00,9.228919562366812102e+00
8.866962854835864771e-01,4.872212608992453120e+00,5.692971172773584332e-01,3.198019407278761328e+00,3.213664931384895063e+00
3.721694251202418702e-01,4.456879423338318880e+00,9.650499440698382392e-01,1.012985447672637429e+00,1.081178279173603318e+00
1.130416602869284359e+00,1.296834789944792377e+01,8.710334936982708776e-01,9.644210718704357532e+00,9.634708237096717198e+00
7.053287714269746989e-01,7.188381823597097764e+00,1.403304745063513881e+00,3.440461365052597920e+00,3.358529853724952385e+00
1.253035650293757852e+00,1.414616204878497818e+01,1.140630513280499247e+00,1.068073350096781660e+01,1.070235791242209444e+01
9.647972973705351007e-01,6.772394785726428168e+00,1.099718031391463846e+00,4.595099239535456626e+00,4.586839765141578873e+00
2.964899392536729517e-01,4.310168796295560156e+00,6.830687805151419711e-01,7.138542391827094047e-01,6.651395700685763801e-01
1.083678405503796682e+00,1.377268731500420529e+01,7.992666045525551599e-01,9.944355938673151485e+00,9.976919206569290210e+00
8.555674787122975467e-01,7.983805654714079658e+00,1.243663732944486622e+00,4.706840564964325679e+00,4.720057021927057228e+00
8.040532955825615558e-01,1.045793917952433105e+01,6.589460304090737353e-01,5.944338496453066334e+00,5.966605426549797642e+00
