c,p,I_signal,b,lambda,lambda_noisy
5.712403550599947977e+00,1.651458469790183514e-01,2.692193009051625729e+00,3.182813939135498149e-01,2.165188100905371393e-01,2.074416270902998682e-01
2.118770738824091637e+01,2.890671180913605420e-01,8.506257172631254804e+00,3.345178980932934198e+00,3.727711916180310725e-01,3.856363351413719109e-01
2.495351940263354251e+01,2.826784299701169401e-01,1.361395204609907594e+00,3.290559397211945125e-01,6.174131702840761626e-01,6.088349547729695610e-01
1.943813009830532224e+01,2.008758809856510952e-01,3.632880232876576354e+00,1.457238251534367812e+00,4.299792354361510749e-01,4.283485706163923101e-01
1.781370394229529808e+01,2.207918437145122981e-01,8.671749859785901293e+00,1.302835089601093621e+00,4.425855393106156166e-01,4.462260011642911195e-01
2.392829106257970651e+01,2.287038700951224968e-01,2.858602983320527535e+00,2.056471846907657497e+00,4.477925100210718434e-01,4.683409086336688953e-01
2.873088521339998280e+01,2.958014186854744376e-01,3.513113028895877843e+00,4.531537310898086091e+00,3.491641320396333681e-01,3.581223935061643160e-01
2.784014302431332055e+01,1.743196593004440464e-01,3.761199470455726335e+00,1.710262602616406946e+00,4.959030265276248017e-01,4.918443980320553743e-01
2.445453319805020342e+01,5.077446152928941081e-02,4.203107352294133126e-01,3.805296687363373564e+00,3.853447307791335597e-01,3.983359219350507963e-01
1.353141923041831340e+01,1.245760578023209358e-01,3.229031917679692221e-01,4.642885947963961257e+00,2.868646758120066975e-01,2.847276267630696189e-01
2.322368623208577887e+01,1.758921017511242413e-01,8.449753255760519721e+00,6.487817971412712659e-01,5.202978070560912993e-01,5.123833484930948590e-01
7.781137057243290300e+00,8.946831649660111352e-02,9.994277813585618730e+00,3.463200381291205332e+00,1.430017269903657851e-01,1.474885739082326119e-01
2.721741166654786781e+01,6.664803472001143425e-02,2.728792811466883350e+00,4.440807659952618280e+00,3.637002935788419822e-01,3.646450020591749386e-01
9.112294820627292680e+00,2.188537711091238236e-01,9.404417285820047212e+00,1.015885946828514186e+00,3.060354458520442300e-01,3.155721095246765695e-01
2.943115662438242452e+01,2.787417774021498373e-01,4.423594547134028332e+00,3.369006575538407988e-01,6.661191256769467550e-01,6.606217420354736358e-01
9.748814393910798515e+00,1.862488158980873110e-01,7.768156337938984635e+00,4.838507740936162982e+00,1.768385634030716358e-01,1.806535983796808964e-01
8.658415025852944424e+00,1.163202317962240828e-01,2.845214483135717565e+00,4.709275224741587884e+00,1.682591302730505889e-01,1.746046236013982789e-01
1.075349581911275365e+01,2.920002431981161273e-01,5.526887638441586148e+00,3.334569765118887474e+00,2.367530030910277861e-01,2.395334586865345838e-01
1.506911495902754439e+01,2.126372570908774406e-01,3.801570663330787525e+00,2.826759529243143554e+00,3.081376177862373833e-01,3.078477824653237938e-01
6.805818660647386054e+00,2.931658098837626181e-01,1.106116361184199537e+00,4.019320529003284292e+00,1.430532523844900705e-01,1.360770686435800736e-01
8.647972568906785895e+00,2.823220447790794063e-01,3.987216462420496654e+00,1.501147827520799449e+00,2.853259270432002559e-01,2.943634449567541500e-01
2.664286048313834243e+01,1.390819922327896085e-01,7.046175690417801896e+00,8.834498904941895381e-01,5.021666668794633193e-01,5.035389118825877031e-01
2.800827465582421283e+01,1.768766323746511493e-01,2.670181513444194188e+00,4.274762079043256335e+00,3.949401996469373288e-01,3.999032393720258760e-01
5.506016595760726773e+00,1.200818585101949693e-01,6.135720836239276110e+00,1.435290883455156319e+00,1.486287814907214511e-01,1.451209990821155371e-01
1.379918556635456639e+01,1.550187031751761868e-01,7.620633527470706881e+00,1.285572079188103123e+00,3.357529424240116578e-01,3.358830593314331980e-01
1.317554584771260906e+01,1.857879341702213527e-01,3.327543606367754592e+00,4.897628106267917225e+00,2.191216117524138474e-01,2.087493318353666749e-01
2.502038436264809107e+01,8.968733367741174578e-02,7.470024673424791928e+00,2.955617653172382120e-01,4.241782315598727759e-01,4.250334845112307969e-01
2.015200452819131272e+01,1.286669520097914465e-01,1.294775869783915123e-01,1.568891989434935130e+00,4.732130493722388476e-01,4.808651526087819317e-01
1.283320859355322341e+01,2.489365647260662617e-01,8.254782495088239358e+00,2.357785000496614103e+00,3.163843308945749611e-01,3.173142637553733048e-01
2.387217799615734748e+01,2.185636520488846157e-01,2.461301665316628640e-01,1.806403077905351928e+00,4.803916174170911324e-01,4.889855455222735792e-01
1.854937867617231717e+01,4.764929750739529263e-02,6.929711727735843318e-01,1.249778007627868615e+00,3.122948790188300183e-01,3.154239838400567653e-01
7.071471791143857821e+00,3.730057896484644669e-02,4.650499440698382614e+00,7.625674896065848252e-01,8.726554478271522641e-02,1.009041110829084070e-01
2.398621652554557215e+01,2.493780018279107835e-01,3.710334936982708776e+00,4.261118128286474516e+00,3.350291972356493897e-01,3.331287009141213895e-01
1.450348797798636191e+01,1.053605137712943646e-01,9.033047450635137920e+00,3.510730701411842958e+00,2.476761485879325764e-01,2.312898463224034862e-01
2.672156450655305804e+01,2.787252043822256997e-01,6.406305132804991587e+00,1.441234503741856798e+00,5.413091483031831075e-01,5.456340305940388102e-01
2.029163201826578344e+01,9.499550341101684059e-02,5.997180313914638461e+00,3.157543053575599945e+00,3.140061143922213138e-01,3.123542195134456634e-01
5.383237106428088836e+00,3.364503917436438563e-02,1.830687805151419711e+00,1.255854003427786525e+00,7.159672368228164885e-02,6.185378985945505503e-02
2.294359519970008421e+01,2.694194589321881050e-01,2.992666045525551599e+00,3.113294604841149393e+00,3.723250160941424802e-01,3.788376696733701254e-01
1.785496683281279573e+01,1.251798242299591302e-01,7.436637329444867106e+00,7.528756005226350245e-01,3.843231958944653970e-01,3.869664872870117733e-01
1.670580428607252799e+01,1.868269845564812515e-01,1.589460304090737353e+00,2.439923540059728779e+00,3.640991390258320748e-01,3.685525250451782697e-01
1.317238908801539843e+01,9.682656195649246011e-02,6.929117386159826530e+00,2.965879248632610210e+00,2.335267948080515521e-01,2.302030353001846275e-01
2.022381709810786177e+01,1.870861856447548766e-01,4.300281188243157082e+00,2.521037738311195486e+00,3.795082884555118219e-01,3.814787600979893667e-01
2.835403858532948629e+00,2.184011619868505005e-01,1.842233691013092090e+00,4.378701868999280933e+00,7.192779456673571714e-02,7.447118500828996124e-02
1.561117331183544188e+01,2.933353016094888965e-01,9.197717029844458381e+00,4.576097942534962382e-01,5.225685964697137642e-01,5.403151475351307687e-01
2.812969484564181499e+01,1.702417199418621713e-02,1.816834869879779824e+00,2.469416149506168168e+00,1.796365133252806889e-01,1.727969156806938300e-01
6.941146979309217535e+00,2.833920496929188682e-01,1.713355621494082603e+00,1.198497445319740562e-01,3.393132615900468219e-01,3.392083195944728402e-01
4.973388422827895283e+00,1.673739205351142123e-01,8.923504665110476353e+00,1.881206679380714730e-01,1.933496880355924374e-01,1.969882861582888944e-01
1.290508999105056809e+01,4.555156388981830562e-02,7.558156422841857847e+00,2.289384795121782279e+00,1.578655542539073031e-01,1.406176849929532957e-01
1.606580281638708385e+01,2.900218063817403547e-01,8.124277362805617742e+00,1.366211164289157676e+00,4.401743844142734785e-01,4.241447007399915536e-01
1.191924920266524701e+01,2.346841277895664601e-01,1.279361078571971122e+00,3.162152621451974621e-02,4.411939064080654394e-01,4.628520901163435397e-01
1.503428985740765533e+01,6.084818302130236972e-02,1.538575109111054440e+00,3.884425024841933638e+00,2.560098692709890100e-01,2.383386797343723384e-01
2.056537569195664616e+01,2.096057020045743735e-01,2.352567752385505973e+00,4.751380967899380359e+00,3.020917403774915910e-01,3.078410318240442090e-01
2.399057848804727300e+01,2.628504721068410377e-01,6.702462902778462350e+00,4.730644035080063148e+00,3.334378553421551983e-01,3.249556012815094652e-01
2.496153119657985364e+00,1.188402051060580694e-01,5.640837794689939955e+00,3.108471031148003938e+00,6.333842596196451180e-02,5.570682493445319738e-02
1.206965420841975067e+01,1.670483225800597354e-02,5.247758357533280460e+00,2.310339152430633813e+00,6.827051262496626471e-02,4.844526358224283957e-02
1.895769656428851135e+01,1.128222629673976407e-02,2.774829503230880068e+00,2.900503112314121168e+00,8.010543775930156762e-02,7.109805203604808999e-02
1.606554153537980589e+00,1.049379647846588812e-02,3.016723386977436583e+00,3.701294918319408822e-01,6.788659967910426127e-03,1.463244612294724474e-02
2.852668648835845389e+01,2.910745042971670249e-01,2.056323192974003344e+00,7.200621585267541480e-01,6.067160115952616728e-01,5.928285831860965471e-01
1.958380832320537124e+01,1.557091155146351491e-01,9.550441895477341347e+00,3.771426506162634418e+00,3.282731798014900670e-01,3.342274486049078841e-01
1.506510655647334396e+01,9.241054747666312824e-03,3.192797487329370743e+00,3.623986062006165465e+00,5.206266203501497963e-02,5.519563952850081723e-02
1.400111475507652870e+01,1.380897425469026010e-02,4.551158825504147742e+00,6.077639880611235279e-01,6.838164203908095318e-02,8.856466503260487788e-02
5.270472776255179959e+00,1.895263376821569590e-01,8.815471491707027596e-02,4.301121415302850082e+00,1.321925104051206168e-01,1.274471745725434535e-01
2.921395089474371876e+00,2.327484109410736246e-01,5.867022242993225056e+00,4.031791282907197349e+00,7.236599791445152974e-02,8.500013830647958069e-02
2.074803451408191890e+01,2.637411570956596507e-01,4.687579099342253919e-01,3.136816861310833815e+00,3.460723312668687046e-01,3.549610208092831010e-01
2.779559804518169841e+01,3.825343519503786316e-02,8.344197454941795655e+00,3.736908931783911925e+00,2.478297365657978757e-01,2.449630523926150105e-01
2.397868655446171005e+01,1.472006466250379286e-01,5.374268528532346600e+00,3.295815170355489432e+00,3.791321361429901282e-01,3.625025762536284724e-01
1.622175712724979624e+00,8.176855997433565837e-02,1.734094613967753773e+00,8.345266374854043434e-01,4.683493396661933539e-02,6.192933776248441685e-02
2.130085976378544910e+00,2.720352320811397218e-01,8.263280653281945831e-01,1.889010129101842406e+00,9.454235052431324282e-02,8.089846146587782727e-02
1.586709644463478419e+01,2.685819685004540713e-01,6.532434786122999881e+00,2.862827364603052871e+00,3.310218845764488771e-01,3.262877250502209114e-01
1.762465964283175168e+01,4.958767755008652856e-02,6.330921562520219759e+00,1.897137538220224240e+00,2.202663805859951252e-01,2.290981459859969815e-01
1.858404571219636736e+01,2.983830772981286850e-01,3.036532027624816443e-01,3.523470469299764929e+00,2.793785793451720734e-01,2.905381350331049384e-01
2.640471993787534899e+01,1.588229406738892180e-01,3.223149346794556003e+00,8.425627698406740196e-01,5.276785364736388262e-01,5.192240695120589056e-01
2.703810785570315645e+01,2.674671021680776195e-01,3.994058988681399303e+00,2.063877511306837498e+00,4.767792672359651984e-01,4.764592503769829457e-01
2.968953849589165372e+01,4.239085677360936860e-02,3.349637534020843965e+00,2.598934737435631970e+00,3.177444905146901699e-01,3.151587060939966545e-01
1.067545216302494104e+01,8.229169603840717773e-02,3.227214513095510995e+00,4.220880093164143254e+00,1.859131116751681079e-01,1.977286974309917233e-01
1.458777235775899683e+01,4.024175470194290422e-02,9.844147659906821168e-02,1.614193662653967687e-01,2.363142989109920100e-01,2.613606326528011836e-01
2.981525007521266701e+01,1.200469097675105623e-01,6.591553362460844667e+00,7.183676345358935844e-02,5.448887481226103446e-01,5.265898798674110148e-01
2.131052105969950361e+01,1.866268361602778092e-01,8.288052124056072500e+00,1.029396372123620562e+00,4.822945338333400889e-01,4.914587629331828023e-01
2.665612535657570170e+00,1.016782429460672821e-01,4.519546819446074171e-01,3.181733047494228028e+00,7.816803164498824230e-02,4.958627787592100045e-02
2.737699618941286772e+01,8.083738887621645663e-02,7.224758090665789112e+00,1.990386423094921309e+00,3.877493458410627980e-01,3.878900095627092481e-01
1.888350936399877966e+01,2.362156036011331950e-01,4.919756113915921603e+00,3.664831418627142234e+00,3.195007934280159057e-01,3.084129481885240498e-01
6.617655301258232647e+00,2.296963606338770503e-01,7.226099535896910453e+00,9.387170136831402001e-01,2.518938552789315999e-01,2.718120431800321035e-01
1.108414258701104060e+01,2.011689396902745786e-01,8.974495108707365887e+00,2.833435472280823930e+00,2.572824841101158388e-01,2.589461693931264241e-01
1.775211947114976141e+01,1.939084466394346562e-01,8.274255876665675302e+00,3.580251552876570820e+00,3.194204515946380551e-01,3.120527341150801659e-01
1.993022687934030301e+01,2.918680487187448880e-01,7.510813753817757288e+00,1.727697428564611837e-01,6.133300655439553051e-01,6.083369369968670837e-01
1.291112578605987515e+01,2.871614594406772247e-01,4.393799042753786743e+00,1.671463942870519137e+00,3.540414184340560100e-01,3.482884609136337462e-01
2.258641378243967424e+01,2.002971473060469187e-01,3.660238217907586744e+00,2.559886403911537656e-01,5.502894381146403724e-01,5.521725542002672293e-01
1.645196924602203481e+01,1.053632417234885571e-01,7.135588767990538095e+00,4.660995847199209230e+00,2.493877395550049281e-01,2.478062548512078578e-01
2.926797637948718389e+01,1.385010850073621624e-01,7.566542316997027839e+00,3.799667560482833384e-02,5.737889012290904311e-01,5.803477569689056148e-01
2.575138582843223034e+01,2.022387188334687502e-01,2.459325893567875454e+00,4.259870671290127753e+00,3.680777663317313930e-01,3.834803771509783243e-01
5.352799755558940831e+00,2.448369698072932199e-01,3.999830431589361801e+00,3.989827487243319259e-01,2.477875343288345744e-01,2.548016547979093938e-01
3.989543050951787073e+00,1.141564127553529318e-01,7.465009438840723988e+00,1.346610437409313521e+00,1.106272280217684562e-01,9.836719754472753041e-02
2.575235819794728798e+01,2.127156789732301545e-01,5.499323578480606045e+00,2.889161112165905543e-01,5.979649447394916884e-01,5.817268766746318542e-01
1.862418950127412032e+01,2.161964801898992594e-01,6.833899909029058861e+00,2.706603861065379313e+00,3.658855621080330245e-01,3.583313668514759853e-01
2.931048342735240908e+01,1.599943029780001025e-01,4.807432891706009404e-01,3.068299472301423414e+00,5.272712269597277235e-01,5.378033796028250935e-01
1.363920860441595195e+01,1.840131373727731390e-01,8.582918045662080164e-01,1.657782811173791337e+00,3.634596874884044038e-01,3.601092059517508881e-01
6.199652826473329270e+00,2.846549453208596647e-01,8.843514142334159445e+00,2.151456500696446561e+00,2.032837502820126208e-01,1.966080220912467813e-01
2.072662044882934040e+00,7.360739711212753444e-02,3.502802722786750866e+00,1.706789962351408230e+00,4.719446042632801513e-02,4.857728600438684236e-02
2.328895692959893537e+01,2.591098364974596113e-01,7.448474639658264618e-01,3.025853971526684560e+00,3.849430920488859931e-01,3.707878325529718744e-01
3.422019951640877800e+00,2.319449210764580049e-01,7.201913647956181830e-01,2.023738949216369321e-02,1.949339037564747912e-01,1.835406265397818704e-01
1.967319142780644370e+01,4.052035573600751284e-02,5.544653344488689406e+00,3.765330309809122866e+00,2.011135333748198251e-01,2.062167876269145605e-01
1.734276343828400968e+01,7.697827842425494782e-02,1.635863105786357075e+00,3.896465904082108134e-01,3.658969501637071575e-01,3.628654152346249551e-01
2.244748129165594008e+01,7.430388505233091745e-02,2.091160257388646748e+00,2.074643194720482864e+00,3.853335052897877144e-01,3.808011428688825584e-01
2.837284662705823024e+01,1.558525137520698767e-01,5.344444141574729912e+00,1.489926917537169881e+00,5.016519243278281248e-01,5.048282745809932193e-01
7.859123221140831284e+00,1.045997822723632315e-01,1.006057394411060679e+00,4.983296829354848079e+00,1.762391061841399598e-01,1.703903941523318699e-01
1.499551868818254796e+01,1.654926910482401314e-01,1.752212281865238586e+00,2.265404099726256337e+00,3.448580557636502508e-01,3.379951452980234916e-01
