m1,m2,I,R,a2
7.317418787491646315e-01,3.603123342661012640e-01,8.243130552525039165e-03,9.951446887607276470e-02,-7.077514764494858834e-01
7.647543738771859223e-01,5.934702853273551293e-01,5.479954716552184329e-03,4.434809039184865742e-02,-2.247462314802122288e-03
8.926444153818563487e-01,1.382236463886771904e+00,2.029997610160734402e-04,1.150822416883753307e-01,1.252547707841698665e+00
1.085037286081014241e+00,7.161573354645530687e-01,5.256896338182358254e-04,9.721236373577078760e-02,-9.511626820942223892e-01
4.001676796183733509e-01,7.971347101029208071e-01,5.639391231526942258e-03,6.701537975640572964e-02,2.716767173982604922e-01
6.138715271218782021e-01,1.212245946019525844e+00,9.699689584058698161e-03,4.268852297223675596e-02,1.640367856448323239e-02
2.688814379750917860e-01,8.728670361173589409e-01,9.371417777014549866e-03,1.168696815466018363e-01,2.051367250704821288e+00
1.495455025055521858e+00,5.299039316742325534e-01,9.005021280601020056e-03,7.767746850131351799e-02,-1.207610229767980492e+00
7.510054047810821309e-01,1.170714773328833447e+00,5.781439250875140302e-03,1.028165063171041504e-01,6.823469109298611057e-01
1.082030644370267192e+00,4.109022020965829580e-01,1.612350848174715166e-03,4.659617218799020494e-02,-8.431921913645641364e-01
5.708421782656428745e-01,1.325572898647795927e+00,2.299557113725588658e-03,6.851301349144849062e-02,1.541375001184331017e+00
3.848832400870795256e-01,6.799606705882464963e-01,6.718537078703247165e-03,1.068615943425779147e-01,6.653866761682101227e-01
4.515949202874339208e-01,7.859672406386318810e-01,3.355324932066688828e-03,7.790773058812792973e-02,5.392732544833341857e-01
2.197474464278131590e-01,1.157998061171547688e+00,5.405263827599067830e-03,1.044501272235962425e-01,3.566864810891789972e+00
1.094762181470990914e+00,4.762378583573628754e-01,1.238134871667179518e-03,1.093113973086775464e-01,-2.517051424276131488e+00
1.486596404165014151e+00,1.213697856114276830e+00,1.297250650819077892e-03,1.130115473486021788e-01,-2.803900860775259130e-01
3.190812182262409147e-01,4.334243968996335794e-01,6.036531662692826324e-03,7.329980768586490114e-02,1.812253608552132425e-02
4.148119876164584330e-01,6.320206451435418371e-01,5.151845674925398504e-04,1.094028857358498447e-01,9.264189380271202756e-01
1.242205873645312320e+00,6.878969768106217852e-01,4.718925808120361109e-03,3.762894553612108201e-02,-2.794894622600375619e-02
1.027305652208823084e+00,2.696523973415433373e-01,5.340614441423236977e-03,5.434601149807972986e-02,-5.377466206368712864e-01
1.432139754562727685e+00,6.645053798708822068e-01,6.500925575293785112e-03,6.814604409219081338e-02,-6.727488876032715615e-01
6.741256852073996830e-01,3.416675243850713639e-01,8.764442921890923735e-03,1.124392396437313146e-01,-8.079611773606427683e-01
7.564810715480032588e-01,2.070491487215423143e-01,2.736981993714714990e-03,1.086730536476103182e-01,-3.091844156575408675e+00
5.723232827847265503e-01,8.196900894652300318e-01,5.039451605062767597e-03,1.059279568441823943e-01,4.015650882555097390e-01
1.245705951123432964e+00,1.364434686344119685e+00,1.565878818151371452e-03,3.544780619974502445e-02,9.231243589021132087e-04
4.437712093339014618e-01,8.502040064391859220e-01,1.396041585974325261e-03,1.066894427560627079e-01,1.696382820160669436e+00
6.937411530265823467e-01,1.261850781339112881e+00,1.411123283611176015e-03,1.026132358362183278e-01,1.639376289894771244e+00
1.057217448701047502e+00,7.228446906020258300e-01,7.816649655917320624e-03,4.718259026910262555e-02,-9.303450963604362536e-03
1.387399379517176179e+00,9.034801970309861430e-01,4.904237352492458492e-03,9.881143089142985225e-02,-7.144226001769761192e-01
1.256678501127928449e+00,3.421585532713078970e-01,8.127036360197889553e-03,4.206919924648787334e-02,-8.290123435214548364e-02
3.104514006347720012e-01,9.759740381365283879e-01,6.683470118661935695e-03,3.231486895255088199e-02,9.592140217062486776e-03
1.323303342824903472e+00,2.622115532044685393e-01,9.253145828813319138e-03,8.746385287064604996e-02,-2.241355119188438216e+00
1.228723365418356694e+00,1.205951842858475898e+00,5.539385759749580924e-03,3.006176170585130036e-02,-2.791358645601181407e-07
8.119546777115891345e-01,1.129766602028378308e+00,6.006442346179282797e-04,1.154698855995361373e-01,7.517058092575443773e-01
9.199095698783221753e-01,1.127349829136625736e+00,1.350968315954953741e-03,6.127369869414918402e-02,6.516368847779893669e-02
7.761772089614770165e-01,2.034266492795175352e-01,3.380136971924776069e-03,4.414250251644314532e-02,-2.480758597752185657e-01
2.721010268104385732e-01,7.271864680889071897e-01,3.302384920695811913e-03,1.050049867779661444e-01,2.117126326523694591e+00
6.163665005627217974e-01,5.861798941014519926e-01,4.266657673706792699e-03,6.464306686283571857e-02,-1.990787672306061889e-04
1.387009882736319311e+00,1.287239631969995246e+00,3.243965708624948346e-03,1.050012993641092213e-01,-1.357224839864302861e-02
9.782297744807801898e-01,1.164460986680548649e+00,9.649007575206253531e-03,5.724106704210008001e-02,2.959234791759536663e-03
3.276364598292896280e-01,5.230709912066443534e-01,5.899090733006246041e-03,9.068591871238687596e-02,2.141789862529948074e-01
9.168731781110540657e-01,1.043223441623156944e+00,4.538016970591151472e-03,1.035060614190693312e-01,4.117911735525170425e-02
1.003960479393465999e+00,4.511674942921405362e-01,4.066217521418534660e-03,8.794844230280385311e-02,-1.408376013772051571e+00
1.254610218840943592e+00,5.429424867808342325e-01,4.923921001741000947e-03,9.408354745139083097e-02,-1.737469808826678674e+00
9.560614910146811862e-01,4.150987042718529696e-01,8.819071621452028234e-03,9.504091316599090622e-02,-9.994429707986886013e-01
4.617469353870705673e-01,2.390270296191192301e-01,2.718348209867271770e-03,4.418685591188703521e-02,-3.328300464013056459e-02
1.460906969999500538e+00,1.067118583230073803e+00,2.160568391811195331e-03,6.237949205337653402e-02,-1.966420707573893478e-01
5.851443559858197085e-01,1.031347467214303704e+00,8.081904947412274498e-03,4.481253888317378309e-02,1.552889298490908732e-02
1.142973113277299557e+00,9.164540639411301592e-01,4.668231029225059121e-03,1.072266390557642946e-01,-1.921400736290106992e-01
1.094043080900265252e+00,1.082318300243575893e+00,2.851195076523420791e-03,9.080134854541471734e-02,-2.566470372721050438e-05
1.400259772724977037e+00,8.367316850544250784e-01,8.162802018812018168e-03,9.985409132591489823e-02,-7.731038172848755385e-01
1.194534895399223418e+00,1.273666973100279431e+00,4.579026962289890063e-03,1.002635630368031439e-01,6.015896599206371764e-03
7.040164490357738725e-01,1.269955874513724270e+00,6.540437506577574667e-03,1.193293918225875883e-01,1.349907360962406155e+00
2.624226504432748408e-01,5.616548388492154098e-01,7.824856672695570947e-03,9.773853413833806514e-02,5.693059325118413616e-01
1.053239148887574306e+00,3.089369996169398780e-01,1.866095381242114173e-03,9.783662858776059901e-02,-3.323733721101317595e+00
2.154509420379406015e-01,9.597476945944535265e-01,6.981879848586882917e-03,1.119513315719891516e-01,2.923735946958394560e+00
2.681237844026830852e-01,2.460312881404284335e-01,6.682630260336275274e-03,6.762180663631374433e-02,-8.581869170507754453e-05
2.301096117050955847e-01,5.826760375366348832e-01,9.659607328720924355e-03,5.239425333438602062e-02,2.011368492468593172e-02
9.450696273371125278e-01,1.262639442031633363e+00,8.291257918425871606e-03,1.012940870018570055e-01,2.280196442230385812e-01
1.223675264897941872e+00,2.496698924086651616e-01,9.204496843242043411e-03,9.610350740473407039e-02,-2.484543268808649064e+00
2.913276769153667067e-01,4.090323020993911762e-01,8.600105422835535932e-03,5.700932682936085683e-02,1.955994964261808817e-03
6.150854386381600092e-01,8.565355078473281258e-01,2.763802687706139096e-03,9.219433779189158129e-02,3.554041772397035226e-01
6.929333564479650542e-01,1.219773307439681931e+00,9.420418937041872762e-03,1.028049164672352883e-01,7.886940711867549414e-01
1.369260797302433108e+00,9.240741493558417563e-01,4.721241652212567093e-03,7.589768560440782186e-02,-3.205757259817264559e-01
1.040236902862731627e+00,1.061027443688456140e+00,9.966915478275216109e-03,1.124607967915042944e-01,1.218970965594139632e-04
7.261762974802256077e-01,7.540456674038649165e-01,3.608966549082803007e-03,3.548125712096349832e-02,5.516890203540883687e-06
1.398611386384402744e+00,9.090865655450196536e-01,5.967551134324219041e-03,8.376705733337111437e-02,-4.412447723415897083e-01
1.093270570507047568e+00,7.435079829003005125e-01,5.240877988506849848e-03,3.553443828671435517e-02,-4.109768402576477117e-03
1.073920409520852104e+00,1.330292186807794819e+00,7.171001284809804845e-03,9.031242134134703781e-02,8.870179183603256468e-02
1.125721260061804507e+00,6.029312938848530035e-01,7.887162449451475682e-03,1.016672434792537105e-01,-9.561292898754945035e-01
9.043762541255915277e-01,3.465733228493236839e-01,9.361656584798394923e-03,9.352136455925401382e-02,-1.037613740096646975e+00
8.077480920822541766e-01,1.047010804693855768e+00,2.901158571845223553e-03,9.433152307129222258e-02,2.446501984253318385e-01
1.464239110257069765e+00,1.104633590695829337e+00,9.868088870667665255e-03,1.118915894590939014e-01,-2.863584816439125325e-01
9.433751196160221619e-01,2.900818814823319935e-01,9.123336716602904739e-03,3.774923863338652819e-02,-1.249145286348131434e-02
7.280569156065864744e-01,1.148595878794099967e+00,5.319830270731263147e-03,8.894293655775109553e-02,5.324259462452348712e-01
3.216488396925363258e-01,1.311183985298671306e+00,5.326789879468150392e-03,9.059153581481591000e-02,2.850869437308140686e+00
4.499371508408195330e-01,3.338403145728875976e-01,4.437677265119094328e-03,9.412465320475420227e-02,-9.872974292141535602e-02
1.478276460315570917e+00,8.317621681575585457e-01,3.953723566934834064e-04,8.626201813525231910e-02,-1.559437053636234527e+00
1.450215950200536508e+00,3.711925037230671132e-01,9.348452971288504637e-03,1.170575528637902846e-01,-3.114114245319208329e+00
2.038689779713044326e-01,5.720120862867729139e-01,3.801777661453875287e-03,4.101642512083517045e-02,4.144693661777154592e-02
3.011337011933095664e-01,7.421315701863316905e-01,2.627187059019155026e-03,9.050943479406682590e-02,1.747585121817381459e+00
1.082557604025598641e+00,1.499385093327239016e+00,3.693865598276688451e-04,5.460543155669492915e-02,2.999656633466680766e-01
4.834216011679008385e-01,8.409213285114476299e-01,7.825558644804365971e-03,4.118512197715910872e-02,5.483473378342895201e-03
1.062748924165676678e+00,2.957426237143550019e-01,3.634857371699347101e-03,1.054777540330053276e-01,-3.172106271678448941e+00
4.727685974725445717e-01,1.154861535083225199e+00,9.577204909783232009e-03,8.628266353768559993e-02,9.504067495789944031e-01
7.158954469752151217e-01,9.166490929269878185e-01,1.118222602874087337e-03,8.135898756588154368e-02,2.088526514010377588e-01
6.236520534303368057e-01,2.981704516846520603e-01,7.586113722852804754e-03,1.001398439823275172e-01,-6.936296992643002923e-01
5.204287438137632504e-01,1.241766503832211876e+00,4.214385476280483982e-03,4.867058111039741092e-02,3.154142919511796483e-01
1.207648750444040742e+00,8.321995511969533244e-01,6.158916789016596373e-03,1.151223873086213711e-01,-6.114333112629369849e-01
5.949579753777026747e-01,6.820861130028413877e-01,2.459972953970620321e-03,8.874169455992020339e-02,2.986982900470779023e-02
1.389051698023191062e+00,9.002441556421859614e-01,2.955818683698133945e-03,1.167653391715691713e-01,-1.059089490247238308e+00
4.453370511806096221e-01,6.869969829888449286e-01,9.411187944990581991e-03,7.557287392126839365e-02,5.802159359977030612e-02
1.363416941486837564e+00,1.263632176103518967e+00,6.113740055517068693e-03,1.045339702740992333e-01,-9.856438159727408735e-03
3.995351187657809611e-01,8.995537407293954235e-01,6.820596222759041198e-03,5.231870431983822595e-02,9.378374636501857209e-02
5.847278845486592047e-01,1.129440149197230570e+00,7.603699896217752142e-03,1.027405736553337334e-01,1.086984166074505875e+00
1.478813824088340612e+00,1.051099187525673884e+00,4.169496289623939381e-03,1.041912049529461343e-01,-5.650744023637854774e-01
2.615133225063403510e-01,1.481864953183154032e+00,8.090205845579677077e-03,9.845951799318443387e-02,3.311047299326727700e+00
1.289782837332723364e+00,2.417353776339483118e-01,3.136682302807687357e-03,8.602424207186279426e-02,-3.732650026699218859e+00
4.127884132850226373e-01,3.944871490824953253e-01,8.870461434743242765e-03,6.243721899644742723e-02,-1.188931758814050465e-05
8.748244708277104209e-01,1.020434670231827434e+00,8.418821727329771007e-03,6.365258092633410691e-02,3.819208751061047274e-03
1.445659973900924378e+00,3.247183804850449218e-01,9.091328796163674134e-03,9.758254344062891605e-02,-2.719953293072407075e+00
3.546088643848632760e-01,1.385541551941578131e+00,9.233993521837170065e-03,5.689233854372174187e-02,4.713002585946079459e-01
6.899745653400343182e-01,5.204745148090560436e-01,6.894535374281822795e-04,6.626266968986901928e-02,-1.785063735737968116e-01
8.606339536936250534e-01,6.103635282213707436e-01,2.398075319086606910e-03,4.226818011076403925e-02,-2.372958390602065634e-02
1.047902267717873315e+00,1.415736556993236306e+00,9.500413921692188804e-03,6.461936419090040518e-02,3.831008363135220141e-02
6.371095325388826947e-01,1.104968614502155555e+00,9.471118976255063493e-03,8.042798034465752088e-02,3.029086948290415915e-01
5.233707977241260911e-01,2.278804257394186072e-01,8.150487373063109581e-03,6.942996559417634328e-02,-1.110488080738646216e-01
1.380166401467857407e+00,8.867702649029383100e-01,4.978498900931676088e-03,9.606043473851517966e-02,-7.091939267290469084e-01
2.104885402895753654e-01,6.347484747007862138e-01,3.767818963601615636e-03,4.129252833353268953e-02,6.360988755572763442e-02
1.475590119124035704e+00,5.131609352039218086e-01,8.262536473996840922e-03,1.082670144854880057e-01,-2.384717652392395859e+00
3.940951642283085921e-01,2.370421473279186730e-01,6.247920839901318973e-04,3.546438533029435541e-02,-5.110633214232755683e-02
5.003392168844957855e-01,8.960044833861913194e-01,1.201918914374439833e-03,3.366492262102661198e-02,8.871949491271305388e-02
1.151120605766061233e+00,4.887627327591302362e-01,6.205221039767146521e-03,1.120772494865291957e-01,-1.957277898169652142e+00
1.178979553753308762e+00,1.246295825236957144e+00,9.412989720904270385e-03,8.308173558245372792e-02,9.201830962104675261e-04
8.669248433727659853e-01,1.354642699582093934e+00,6.724653564887354482e-03,8.108104817133122977e-02,3.779253490414019034e-01
2.280117430025637437e-01,9.607468648634972519e-01,5.711462339076546837e-03,6.648523606725903479e-02,1.086162730815392941e+00
4.894584218860266178e-01,4.285364261558443633e-01,9.948959096972019231e-03,9.468737703071108958e-02,-4.007638196286865233e-03
4.703822489956321351e-01,7.314092556171289949e-01,8.111119901503410085e-03,7.644966052006547941e-02,9.415959179798473466e-02
1.360012477831392008e+00,4.976424280772659969e-01,6.673692195602843550e-04,4.193176638495164227e-02,-1.465990834037613100e+00
7.964851358406772608e-01,9.476964627583557288e-01,4.127976146651673658e-03,5.880297324037583873e-02,9.922406796926431030e-03
1.197675967042228118e+00,6.700506737001462598e-01,8.374442698881188335e-03,6.601778681672507143e-02,-1.912277596445047523e-01
1.378106316140731646e+00,5.675261492591850976e-01,9.819470683284150028e-03,7.022401726172160241e-02,-5.599554416140977153e-01
7.110963351810164479e-01,9.601528168500689242e-01,4.289227137835229832e-03,4.634934983417808574e-02,1.229021014514459706e-02
1.401049738372375009e+00,4.946669463320093052e-01,4.303504145295821044e-03,1.030526976365167963e-01,-2.701509198528048383e+00
1.084538760628176446e+00,6.261216246667111740e-01,1.807244942892162736e-03,3.998503153813381256e-02,-1.305743976969868658e-01
