m,r,omega,theta_tilt,F,F_noisy
3.896561390485957510e+00,1.368015931967616616e+00,8.270490136926635927e+00,8.111968742465274218e-01,7.744334445945805783e+02,7.726443146995380857e+02
8.513357451376406537e-01,8.424924953316257348e-01,5.986013545810516590e+00,1.148957086242106573e+00,5.536558114285817567e+01,5.412946827221942669e+01
1.121729327722833514e+00,1.603999969717016638e+00,1.356336675830309346e+01,2.161157392480551054e-01,6.985281142555302267e+02,6.965641829439508683e+02
3.876484921185373800e+00,1.225745771683081298e+00,1.605447135718699059e+01,4.416847301402729853e-01,6.754016446613799417e+03,6.755976975250468968e+03
3.675420218214494827e+00,1.195925255353212480e+00,1.753997087266378330e+01,1.068258271751040711e+00,8.800777371373582355e+03,8.802623853650506135e+03
1.333703668910863227e+00,1.603264878178685793e+00,1.291846688871273763e+01,2.384318123304213499e-01,7.613195778673202767e+02,7.638642013613990684e+02
4.220293653300541514e+00,1.706521623156135758e+00,1.764411414388591126e+01,3.655436807872884941e-01,3.231414896821982984e+04,3.231409836756130244e+04
4.104055269420780583e+00,1.334953985111718477e+00,1.724765626606545865e+01,1.184791923622732446e+00,1.400448359821369377e+04,1.400503236140586887e+04
1.997345878813211018e+00,3.765072349021935660e-01,1.448612312496696397e+01,1.129645406651373474e+00,3.774392409007455171e+02,3.762823869035453868e+02
2.031268995906368779e+00,1.089145605205387168e+00,1.223833632311290032e+01,5.391713320407597321e-01,7.314928009997174740e+02,7.291908785040179737e+02
9.975739700041467151e-01,1.793382201952070432e+00,8.988478198185367418e+00,3.570410416320254354e-01,3.173760414256655622e+02,3.182700777267286867e+02
2.504674201882560070e+00,1.526850314851091905e+00,7.517176421145652654e+00,8.822276854149637693e-01,4.404288458484982698e+02,4.409655920711313684e+02
9.939256703538238424e-01,1.267959476099903560e+00,1.988100206478512177e+01,5.898749054701535321e-01,1.160496995988990875e+03,1.158282969458875414e+03
2.945332138648012688e+00,3.127362277995090478e-01,1.947090831039410830e+00,5.350231080647698256e-01,-7.039861725008931259e+00,-5.869196791715717509e+00
3.310624925919847250e+00,1.953274270488566833e+00,1.696578617209644335e+01,7.254501115669047540e-01,1.712128361993654107e+04,1.711780016525134124e+04
3.118735142189112963e+00,2.484197969470602063e-01,2.373583698562623301e+00,1.000977723491557336e-01,6.730343998116447679e+00,6.372347029867380108e+00
8.224184473323929989e-01,4.506156987174212980e-01,6.441618490713111100e+00,3.724929247364235918e-01,3.523121754724282795e+01,3.397058987301178945e+01
3.297517011492758776e+00,3.228975135012728814e-01,3.243975891540387568e+00,6.322737631748152065e-01,6.944184660858378599e+00,5.885632228412790212e+00
3.884967190198840292e+00,1.316803734169891715e+00,6.124722079342477699e+00,7.579886762539429501e-01,3.830491603345619751e+02,3.808822448241115808e+02
1.138339435115424569e+00,1.068495688001900312e+00,1.117878598243039967e+01,1.015345508795194363e+00,3.345490854916866965e+02,3.364540736746104699e+02
3.177845581398961450e+00,1.882570145238980475e+00,5.639850369761334470e+00,8.791960377987702024e-01,3.701974642183491824e+02,3.713293606424474547e+02
4.185749638574157494e+00,1.322692991286041009e+00,3.367347479709574376e+00,1.168796954070785210e+00,1.029055264493923403e+02,1.052723669830146918e+02
1.371287486208663919e+00,1.214539875882231001e+00,9.740489291636023950e+00,1.025788780126290600e+00,3.423855567690625321e+02,3.426465514663528893e+02
4.610367143584550575e+00,2.408299160930844895e-01,1.200857282310220242e+01,5.252018023918807454e-01,4.216626784455185657e+02,4.190665711371268003e+02
4.873613366363063193e+00,1.916775297634106812e+00,1.838394786722563268e+01,1.189080113215971624e+00,9.304420276569605630e+04,9.304344476266016136e+04
3.702400502779529923e+00,1.015965496604328333e+00,4.349622592842472102e+00,4.808094470622177319e-01,1.469547303744449209e+02,1.445716947636978205e+02
4.424160956110982923e+00,6.785165345991595043e-01,1.404007751003237026e+01,1.055985368807955460e+00,1.837578896404291754e+03,1.838472486734251561e+03
1.723022210912293462e+00,1.099995921839939550e+00,3.587276515480305683e+00,7.233629357173132490e-01,4.543828802020368585e+01,4.783569987830019699e+01
3.492357741663677295e+00,1.902801452128018322e+00,1.574288656534704778e+01,2.345750720712986293e-01,1.224378293091592059e+04,1.224441511169907972e+04
4.667649145060596361e+00,1.560459187442180706e+00,1.993526077814616659e+00,1.160455253108285012e+00,2.127655868941940653e+01,2.005151686170010805e+01
7.012805933563532879e-01,3.870331109243589918e-01,1.142251697840732483e+01,4.377716233528102796e-01,8.734281685417401775e+01,8.657616260920717366e+01
4.193710413450915553e+00,1.195415983929146497e+00,1.641001405987278616e+01,4.382753710119469126e-01,8.796029207719431724e+03,8.796410107724765112e+03
1.566154251763702376e+00,9.652973250614860223e-01,6.409167658928198286e+00,4.668763408788887403e-01,1.428385771214283295e+02,1.399178623343273671e+02
4.105009003683576907e+00,4.838947176828111152e-01,3.178203704057712464e+00,4.325744248917776646e-01,2.963185842488967126e+01,2.990106271140878036e+01
3.390887931106951747e+00,1.401327297919252812e+00,1.164750485066607055e+01,1.087213838034965407e+00,1.721505863013161616e+03,1.721872858768210335e+03
4.106950717871967527e+00,4.896778416110649235e-01,5.995457089176840171e+00,1.011733059187170936e+00,1.430251778152506006e+02,1.419046920639462144e+02
2.304477411291010469e+00,1.465839879698294768e+00,9.915222568282059612e+00,2.368281982279073217e-01,7.127419122225103365e+02,7.118738416884195885e+02
2.525972213806539024e+00,1.293555915697861547e+00,1.841718904941916435e+01,4.565248249669328073e-01,5.139555298797192336e+03,5.139862988083362325e+03
4.659337963279168271e+00,6.186619914271215270e-01,6.225612944918062830e+00,8.700271042369476238e-01,2.294302479699327080e+02,2.277536702754203191e+02
8.205516527564149509e-01,3.202144330372228564e-01,1.692709263384785601e+01,9.837353200302713097e-01,1.834725034088743030e+02,1.817915778208810593e+02
1.202903270611644482e+00,1.302067420080000648e+00,1.176803204973109374e+01,8.131215271300090697e-01,4.608342035586806560e+02,4.623541452874966353e+02
4.877745847300576365e+00,1.285553392146222329e+00,1.957236019348074763e+01,7.251352794968226601e-01,4.769250151207760791e+04,4.769290825351668173e+04
4.609630880048824153e+00,7.744689353347560257e-01,1.116655365212737827e+01,1.053964430662442275e+00,1.121859180085425123e+03,1.125176507287055529e+03
1.160906244225266892e+00,6.637815814582389562e-01,1.138310016765396249e+01,8.313078775673613530e-01,2.332128515154297475e+02,2.311968955175727558e+02
4.880566476553509503e+00,1.543316867665044168e+00,3.161543118191845192e+00,1.474602439349810834e-01,1.577062384842549250e+02,1.541043067869439085e+02
1.694549441834499737e+00,1.206275263358732586e+00,1.524988489306829997e+01,8.335720947637729195e-01,1.118144363108273865e+03,1.119981920876609593e+03
4.514480898211859383e+00,1.011036944959103678e+00,1.895547844294322815e+01,2.514008616590288625e-01,1.663203230936978071e+04,1.663390059820736496e+04
4.571488524111162910e+00,1.012074979564623556e+00,1.035141687364490970e+00,1.096983048400568483e+00,-2.942187004779456672e+01,-3.094623669993101700e+01
6.068560714010149404e-01,1.863158393444067862e+00,1.068028829902944565e+01,3.521792845350403267e-01,2.883974625299899230e+02,2.854117485041969076e+02
5.437023573566499568e-01,2.261006617604076063e-01,2.182841142594198036e+00,9.925346289191647742e-01,-3.166938121493913627e+00,-3.311319303889434185e+00
1.971476875862729239e+00,1.798638368345838900e+00,1.096512535513274766e+00,2.065635485082470690e-01,5.033888358669896590e+00,1.478077580250399592e+00
4.690303148099851605e+00,9.851587925271889645e-01,2.178986048259647923e+00,8.457219382694054488e-01,1.419324002225619097e+01,1.345531072893868796e+01
4.061046597573903405e+00,2.585719241383662714e-01,1.925181687872887082e+01,3.204157028935165075e-01,1.369249853799717130e+03,1.364828029399693605e+03
2.240829403070580650e+00,1.464157675241545942e+00,5.745147245284420556e+00,7.493500560901534824e-01,2.289122734795056147e+02,2.283763819523688881e+02
4.361048662195429415e+00,4.884172656090323694e-01,6.184152454928332432e+00,9.304921883371550795e-01,1.650556116679076979e+02,1.607529111275157447e+02
1.884028236314033933e+00,1.062095223029866808e+00,1.485911774252937789e+01,9.790962147161240692e-01,1.037004242423719006e+03,1.036466563220844364e+03
2.063378311718489400e+00,9.685222334443348569e-01,5.656075229229426959e+00,8.011783349416734534e-01,1.377482708749174094e+02,1.407172933959387819e+02
1.357152448274374201e+00,1.876737160018806749e+00,1.315539067020792530e+01,8.406171665773927160e-01,9.525189717152927642e+02,9.519175812637612353e+02
4.817979969921084127e+00,1.435139757039601394e+00,1.456930315079667793e+01,9.251505100617323230e-01,1.011073854855748687e+04,1.011220902572121668e+04
4.116337849415780070e+00,1.801634779841692069e+00,1.363508548676438537e+01,2.939518284777723478e-01,7.806750897150082892e+03,7.805396743660566244e+03
2.580911624348400046e+00,1.775626215527852381e+00,6.157427835603162869e+00,1.722220262373365673e-01,3.637425306932699414e+02,3.618855646150570919e+02
1.689244567647704365e+00,1.419922312616233473e+00,2.784202081110191962e+00,1.100980718265493596e+00,2.726884277135477319e+01,2.419868602329071194e+01
4.846908202379164088e+00,1.825751442683665848e+00,1.378392054468965711e+01,6.170353596849773581e-01,1.323108995703264736e+04,1.323309457395835489e+04
2.285689845019460265e+00,5.585921084558126415e-01,5.563832698237916929e+00,1.008077063713490151e+00,7.781977725166971993e+01,7.762581779050765363e+01
1.448175040100815769e+00,1.611858314283707738e+00,1.957015697695087653e+01,2.578119752938510256e-01,2.959268732779732090e+03,2.962433369315289838e+03
2.410953716226640342e+00,1.367277331381295813e+00,1.429251093267033390e+01,4.028138394082906304e-01,1.867789626813339055e+03,1.865349989792935503e+03
3.736047696130031515e+00,1.894627279133014763e+00,1.222288430127268377e+01,1.176725530953738108e+00,4.074975456921442856e+03,4.074445272119638048e+03
3.968081595423819330e+00,1.390463435025460548e+00,8.114046926455506181e+00,9.655534784205990206e-01,7.642302895697089298e+02,7.643026631458182010e+02
9.904349846142238567e-01,1.452943751445510578e+00,1.022666851329955051e+01,1.140200705347918175e+00,3.268713119101854545e+02,3.296076553073881996e+02
4.756688453991928967e+00,1.150540624554510005e+00,3.321696236901950705e+00,2.155280258736527732e-01,1.258590697653715722e+02,1.294129390678924096e+02
3.535568386774212257e+00,1.381201455096496833e+00,9.848069623053589794e+00,8.815219619159103681e-01,1.088685620740011245e+03,1.087296434024911377e+03
7.812309292950572193e-01,1.220996549667420661e+00,3.573662969124539401e+00,2.193899421607753419e-01,2.662181964892129571e+01,2.426125182522211787e+01
4.268463969465576824e+00,5.225207706066714586e-01,4.738004857563045569e+00,7.962620344342492551e-01,9.074453499547419710e+01,8.717684403908336321e+01
4.873566816024014869e+00,4.304600890502525701e-01,1.967797440345324489e+01,1.142534603201363019e+00,4.277728154980974068e+03,4.280305601318423214e+03
4.269864390217103178e+00,1.177042941435113121e+00,1.958397594697225852e+00,1.154479313822209141e+00,4.003938568316648627e+00,3.731950106543025392e+00
5.440319568250646665e-01,1.215002765022155540e+00,2.608703591525305843e+00,1.021297066795501030e+00,5.562439661323584694e+00,4.167485833316170840e+00
2.628900086805747272e+00,1.680760075918838137e+00,5.630003451357726618e+00,1.150363128653549616e+00,2.796013791844674188e+02,2.793984991711960220e+02
3.151281982817389249e+00,1.621158114914085457e+00,1.594986111525596684e+01,9.236128524843660870e-01,6.956926031815443821e+03,6.951708214870225675e+03
4.495994121661826881e+00,1.608527863272251501e+00,1.282512040066812453e+01,4.059118315297184365e-01,5.656567965956202897e+03,5.653014699904834742e+03
2.762422184366685851e+00,1.373019416785059788e+00,1.905391317376513527e+01,3.803797223755490675e-01,8.644127049784068731e+03,8.645894654357814943e+03
8.479571692208023315e-01,8.268144707369300406e-01,1.406483821157245728e+01,8.593014697253039680e-01,3.125258900520191219e+02,3.132139551597230707e+02
4.700864772662161961e+00,2.047418594011537474e-01,4.001007054999218937e+00,6.553816528672925523e-01,9.093743579296917900e+00,9.289902565481567009e+00
4.782811090173638036e+00,1.801200500202820409e+00,3.065384167778398616e+00,6.153436155863536428e-01,1.476999522240136571e+02,1.455925784031649926e+02
2.687729967562893840e+00,1.491743923447873987e+00,1.520537234225957057e+01,6.757766835869529753e-01,3.303691754345755726e+03,3.304762444443500044e+03
7.404923141749839566e-01,1.874464101910034985e+00,1.138566397321263324e+01,8.724482182214086112e-01,3.819224570848747362e+02,3.853742677359427375e+02
4.275008056241032861e+00,1.478341677779759777e+00,1.747726315662111674e+01,1.373600996789673956e-01,2.196594930219311573e+04,2.196339476572117928e+04
3.837527043984591213e+00,2.184729279933446955e-01,1.642647247027690582e+01,8.465154360139494072e-01,6.542063056269822710e+02,6.541299793697468203e+02
4.870553359104143887e+00,4.113480567074944139e-01,1.052044957758556976e+01,3.567625856865321854e-01,5.497822765723630027e+02,5.488059091156356999e+02
5.329116254182972856e-01,5.231684490607032556e-01,1.236639065853249875e+01,1.123106009442234710e+00,1.025616487834969917e+02,1.031768724530759869e+02
2.459725022840435926e+00,8.193642465337294123e-01,1.532214238759541480e+01,1.011080650109934531e+00,1.209597759632938050e+03,1.209518909205948376e+03
1.777110793845666503e+00,1.097363026341456216e+00,4.766873340837153528e+00,6.105507673983050498e-01,9.504425614211632478e+01,9.464301623181361833e+01
9.846729305749903904e-01,6.222759184493937834e-01,2.289784434757715648e+00,8.653261528591467133e-01,-2.066474174900827521e-01,-2.078278111004725925e+00
3.808105712028934331e+00,1.994140559221371012e+00,1.334011015971797942e+00,2.308421794678109373e-01,2.027304442869282397e+01,2.013387392031859946e+01
2.035467123696788505e+00,2.515752423490076328e-01,4.755898356773169411e+00,5.803642244459978894e-01,1.720259843989173021e+01,1.586601612098275105e+01
6.753611260452108134e-01,9.792685981324966704e-01,4.890479411348499283e+00,4.823392734934419668e-01,3.493663907016849635e+01,3.453584591196563025e+01
1.101320625768822392e+00,9.088397581072094056e-01,4.359230895886926582e+00,9.991481189669371155e-01,3.611035622137922019e+01,3.587532866669476306e+01
4.127001337524650815e+00,1.558173303931978060e+00,1.107892420203128836e+01,1.117182303107765229e+00,2.386209508787542745e+03,2.387410099826845453e+03
3.226419580952210264e+00,1.010664720689953722e+00,1.608923121845739246e+01,1.031702182864945527e+00,3.104194713260852041e+03,3.102922078597733616e+03
1.467727813281266336e+00,3.789447744554710340e-01,1.077038379869616769e+01,1.350796592581012812e-01,1.628929615694230790e+02,1.621381211625483445e+02
3.632190026007980244e+00,8.150340981971628818e-01,6.373821728549470045e+00,1.549106274108721371e-01,2.724739467628252214e+02,2.745098805663674284e+02
1.086821571707467626e+00,1.425427875245955933e+00,1.685794260772162545e+01,9.005219973399579692e-01,9.727470421261537012e+02,9.722023877349142822e+02
3.529344908758904609e+00,1.751630120559333426e+00,6.598744787901265951e+00,1.151571478468802034e+00,5.243047807345606088e+02,5.236728522935562751e+02
3.447681149402125111e+00,1.807101397577214774e+00,8.037077150362005540e+00,9.508003888347837940e-01,8.407147380607777905e+02,8.423352783555931182e+02
5.248657918966808111e-01,6.755667597895902432e-01,4.566266483802454701e+00,7.974080386785286079e-01,1.396746409210854623e+01,1.440451646192510360e+01
2.801819631869510996e+00,1.802324654872317078e+00,6.092755432775149416e+00,1.013957274983396495e+00,3.696097673641598931e+02,3.696842526119217496e+02
3.768419443697017090e+00,1.861655429444763588e+00,1.453439231983670865e+00,2.109987212323410355e-01,2.402883829921991676e+01,2.436122926955491153e+01
3.913401828304155838e+00,1.027536114346472518e+00,1.490474164097933674e+01,8.350434762053473570e-01,3.487374894976922860e+03,3.484788854365177485e+03
