t,V,IL,phi,Tth,dV_dt
6.105221044208842329e+01,1.635923102343754376e+00,3.150670244398815489e-01,3.774824390382174322e-01,2.117929318499423008e+00,-1.341550177483169515e-01
6.109221844368874343e+01,1.629837607155597112e+00,3.660262793696347217e-01,4.382952880517134719e-01,2.110242595320297454e+00,-1.696536161381517471e-01
6.113222644528906358e+01,1.622379183737945763e+00,4.162850222148434254e-01,4.981669966496877766e-01,2.102831466743690925e+00,-2.028210713561807987e-01
6.117223444688938372e+01,1.613637141309771428e+00,4.658144585602576049e-01,5.570543140438622975e-01,2.095724405588194728e+00,-2.338537417990740053e-01
6.121224244848970386e+01,1.603693101246888020e+00,5.145876081571645333e-01,6.149177327173536156e-01,2.088948156960067415e+00,-2.629396047274886183e-01
6.125225045009002400e+01,1.592621341060353801e+00,5.625790488709255799e-01,6.717211684138000294e-01,2.082527713006186332e+00,-2.902573016318728549e-01
6.129225845169034415e+01,1.580489197236881305e+00,6.097646747532227129e-01,7.274316411366781310e-01,2.076486291787663419e+00,-3.159756458147874314e-01
6.133226645329066429e+01,1.567357439884417447e+00,6.561215002760397708e-01,7.820190044533363860e-01,2.070845322994316895e+00,-3.402534293693539325e-01
6.137227445489098443e+01,1.553280699853318403e+00,7.016274633945656092e-01,8.354556573544809073e-01,2.065624437260473290e+00,-3.632395299280558598e-01
6.141228245649130457e+01,1.538307830131190101e+00,7.462612756681201720e-01,8.877163135253098858e-01,2.060841459930726316e+00,-3.850731568505137425e-01
6.145229045809162471e+01,1.522482317091412130e+00,7.900022712273684355e-01,9.387777526807848938e-01,2.056512406655203851e+00,-4.058842948402310302e-01
6.149229845969193775e+01,1.505842607600145433e+00,8.328302871123448581e-01,9.886186152397180571e-01,2.052651485102875650e+00,-4.257941777936207206e-01
6.153230646129225789e+01,1.488422476650363535e+00,8.747255587661293408e-01,1.037219202563941067e+00,2.049271092006013539e+00,-4.449158970322448226e-01
6.157231446289257804e+01,1.470251318143156904e+00,9.156686176470070215e-01,1.084561281259295962e+00,2.046381824215392609e+00,-4.633549774363178719e-01
6.161232246449289818e+01,1.451354448573325184e+00,9.556402268685101342e-01,1.130627933921421135e+00,2.043992474321788766e+00,-4.812100361528419135e-01
6.165233046609321832e+01,1.431753370482752530e+00,9.946212953677853186e-01,1.175403370949139159e+00,2.042110048624112828e+00,-4.985733996180417016e-01
6.169233846769353846e+01,1.411465997065839639e+00,1.032592835128748998e+00,1.218872813811727518e+00,2.040739766731965776e+00,-5.155317330165707368e-01
6.173234646929385860e+01,1.390506893029507696e+00,1.069535901637775455e+00,1.261022332850886052e+00,2.039885075926720859e+00,-5.321666694662625652e-01
6.177235447089417875e+01,1.368887430858213072e+00,1.105431553542692402e+00,1.301838730995166227e+00,2.039547665730569559e+00,-5.485553792956565644e-01
6.181236247249449889e+01,1.346615988392160235e+00,1.140260820673171915e+00,1.341309426723693354e+00,2.039727470216571525e+00,-5.647711724918291765e-01
6.185237047409481903e+01,1.323698072249015034e+00,1.174004664859850333e+00,1.379422324226156071e+00,2.040422697119834705e+00,-5.808840240641179875e-01
6.189237847569513917e+01,1.300136446250929945e+00,1.206643959634164487e+00,1.416165727019773835e+00,2.041629830091357345e+00,-5.969611083670589569e-01
6.193238647729545931e+01,1.275931242527045928e+00,1.238159461048136789e+00,1.451528215722437842e+00,2.043343652823166767e+00,-6.130672957681910784e-01
6.197239447889577946e+01,1.251080023458963186e+00,1.268531788211349820e+00,1.485498562235608055e+00,2.045557270699583707e+00,-6.292656130445299922e-01
6.201240248049609960e+01,1.225577872074720132e+00,1.297741400898715813e+00,1.518065631744223376e+00,2.048262118880114446e+00,-6.456176978219736462e-01
6.205241048209641974e+01,1.199417417291264831e+00,1.325768580864009394e+00,1.549218283970678289e+00,2.051448000972899255e+00,-6.621842035006310079e-01
6.209241848369673988e+01,1.172588878075820684e+00,1.352593411840257165e+00,1.578945294858209447e+00,2.055103098415081764e+00,-6.790251915173887154e-01
6.213242648529706003e+01,1.145080078351297770e+00,1.378195756947615092e+00,1.607235252600661246e+00,2.059214002758857465e+00,-6.962004840983562204e-01
6.217243448689738017e+01,1.116876441313574109e+00,1.402555243878951252e+00,1.634076483662572965e+00,2.063765746497246312e+00,-7.137699921572400186e-01
6.221244248849770031e+01,1.087960995638123984e+00,1.425651233087269931e+00,1.659456953868903906e+00,2.068741819916144031e+00,-7.317939979610139645e-01
6.225245049009802045e+01,1.058314338216104655e+00,1.447462803235062268e+00,1.683364183807035674e+00,2.074124219607650588e+00,-7.503334077163384963e-01
6.229245849169834059e+01,1.027914619168916577e+00,1.467968719724764393e+00,1.705785163940848115e+00,2.079893466799522805e+00,-7.694499476924323567e-01
6.233246649329866074e+01,9.967374974317732006e-01,1.487147404890991620e+00,1.726706252150013388e+00,2.086028651993279137e+00,-7.892063036811239884e-01
6.237247449489898088e+01,9.647561032272665704e-01,1.504976918184039114e+00,1.746113100799816298e+00,2.092507473887996294e+00,-8.096662047318569089e-01
6.241248249649930102e+01,9.319409985077068415e-01,1.521434907306125517e+00,1.763990544453364562e+00,2.099306270050968148e+00,-8.308943967096363847e-01
6.245249049809962116e+01,8.982601337051676627e-01,1.536498592008194830e+00,1.780322521207734265e+00,2.106400076467216831e+00,-8.529565468629835001e-01
6.249249849969994131e+01,8.636788186982471416e-01,1.550144715703065001e+00,1.795091971828261190e+00,2.113762656726784872e+00,-8.759189921430438064e-01
6.253250650130026145e+01,8.281597019756857803e-01,1.562349511610319652e+00,1.808280737251247050e+00,2.121366564255870557e+00,-8.998483476070596732e-01
6.257251450290058159e+01,7.916627715966964018e-01,1.573088676379525985e+00,1.819869481955752599e+00,2.129183189589359149e+00,-9.248109313501614581e-01
6.261252250450090173e+01,7.541453776240771845e-01,1.582337313512237831e+00,1.829837572310652805e+00,2.137182811182201547e+00,-9.508719294679268685e-01
6.265253050610122187e+01,7.155623123136711783e-01,1.590069926011799861e+00,1.838163009930861014e+00,2.145334668578652959e+00,-9.780943147170971796e-01
6.269253850770154202e+01,6.758658975647887646e-01,1.596260364631650441e+00,1.844822324419608250e+00,2.153607007873419743e+00,-1.006537397533052269e+00
6.273254650930186216e+01,6.350062107745941820e-01,1.600881817076684754e+00,1.849790492772865669e+00,2.161967167627374842e+00,-1.036254963691762621e+00
6.277255451090218230e+01,5.929313076492375156e-01,1.603906800186960746e+00,1.853040880646070310e+00,2.170381641213972923e+00,-1.067292966814336719e+00
6.281256251250250244e+01,5.495876040350753389e-01,1.605307137061872336e+00,1.854545150801966802e+00,2.178816154139727512e+00,-1.099686597032613955e+00
6.285257051410282259e+01,5.049204259308264220e-01,1.605054006931560640e+00,1.854273251637032160e+00,2.187235763831715030e+00,-1.133456712312844727e+00
6.289257851570314273e+01,4.588745296432003573e-01,1.603117948956376271e+00,1.852193366516236450e+00,2.195604928114199605e+00,-1.168605597718441080e+00
6.293258651730346287e+01,4.113951481485280115e-01,1.599468952129421861e+00,1.848271931721476635e+00,2.203887629401447779e+00,-1.205111695547960382e+00
6.297259451890378301e+01,3.624289210044658871e-01,1.594076559875419186e+00,1.842473693747739061e+00,2.212047472890637856e+00,-1.242923681954351878e+00
6.301260252050410315e+01,3.119250809809039349e-01,1.586909964445095245e+00,1.834761746689519191e+00,2.220047788922774323e+00,-1.281953602530649494e+00
6.305261052210442330e+01,2.598375784939623845e-01,1.577938283737611025e+00,1.825097752155198316e+00,2.227851805181338740e+00,-1.322068646963074467e+00
6.309261852370474344e+01,2.061264435454568666e-01,1.567130740842429759e+00,1.813442090294377085e+00,2.235422747534824950e+00,-1.363082963632235467e+00
6.313262652530506358e+01,1.507604065801456672e-01,1.554457010548056184e+00,1.799754167953722339e+00,2.242724013307792585e+00,-1.404748182771835774e+00
6.317263452690538372e+01,9.371965907095175519e-02,1.539887646368016894e+00,1.783992833800389866e+00,2.249719351452845295e+00,-1.446743931666367278e+00
6.321264252850570386e+01,3.499864841482337730e-02,1.523394527202277304e+00,1.766116829236741292e+00,2.256373031877044522e+00,-1.488668975765645497e+00
6.325265053010602401e+01,-2.539024428219947144e-02,1.504951489676525700e+00,1.746085452028262486e+00,2.262650068235738665e+00,-1.530033055962981337e+00
6.329265853170634415e+01,-8.741324261161953491e-02,1.484534980528879666e+00,1.723859266939788526e+00,2.268516427276508374e+00,-1.570251297315836903e+00
6.333266653330666429e+01,-1.510111488435844085e-01,1.462124880947617722e+00,1.699401032488039087e+00,2.273939282201192569e+00,-1.608641717156292339e+00
6.337267453490698443e+01,-2.160956279089177312e-01,1.437705373041452406e+00,1.672676706567763683e+00,2.278887262659351265e+00,-1.644427844640868663e+00
6.341268253650730458e+01,-2.825454984850156448e-01,1.411265930237212141e+00,1.643656633309131365e+00,2.283330737104468433e+00,-1.676747529133312486e+00
6.345269053810762472e+01,-3.502036374635510430e-01,1.382802363664997314e+00,1.612316839667607304e+00,2.287242100929067767e+00,-1.704669587305881695e+00
6.349269853970794486e+01,-4.188747012207612030e-01,1.352317880239016779e+00,1.578640399634912539e+00,2.290596075690452427e+00,-1.727219149514362950e+00
6.353270654130826500e+01,-4.883240289647200472e-01,1.319824186726399118e+00,1.542618918165769903e+00,2.293370020913308771e+00,-1.743412103022739634e+00
6.357271454290858514e+01,-5.582780785438790083e-01,1.285342458466346427e+00,1.504253916079592912e+00,2.295544231741391883e+00,-1.752297819438277005e+00
6.361272254450890529e+01,-6.284268200978989638e-01,1.248904278260164036e+00,1.463558267704554217e+00,2.297102245445857616e+00,-1.753008463493201274e+00
6.365273054610922543e+01,-6.984279251433626046e-01,1.210552301306756950e+00,1.420557365139183181e+00,2.298031109908452052e+00,-1.744811224743992195e+00
6.369273854770954557e+01,-7.679134557639044623e-01,1.170340756168787300e+00,1.375290184592002030e+00,2.298321644663313457e+00,-1.727159542452235241e+00
6.373274654930986571e+01,-8.364979117200403991e-01,1.128335579637683939e+00,1.327809940925538612e+00,2.297968644805978400e+00,-1.699737540250305656e+00
6.377275455091018586e+01,-9.037885381000236862e-01,1.084614250533521895e+00,1.278184461184557197e+00,2.296971053227010007e+00,-1.662493041099538438e+00
6.381276255251050600e+01,-9.693958894813002880e-01,1.039265244332807203e+00,1.226496087482157327e+00,2.295332063616412732e+00,-1.615654306292490405e+00
6.385277055411082614e+01,-1.032945427559014862e+00,9.923871210093708761e-01,1.172841168678910861e+00,2.293059169103795814e+00,-1.559728067452678335e+00
6.389277855571114628e+01,-1.094087997583451877e+00,9.440873147248857178e-01,1.117329130412724636e+00,2.290164137719179926e+00,-1.495478267905828051e+00
6.393278655731146642e+01,-1.152509642964903325e+00,8.944805996813217641e-01,1.060081119683218720e+00,2.286662922014183419e+00,-1.423887336044792118e+00
6.397279455891178657e+01,-1.207939149016702851e+00,8.436874289840884389e-01,1.001228389732935931e+00,2.282575501761407111e+00,-1.346104269775086015e+00
6.401280256051209960e+01,-1.260153667534580357e+00,7.918320651983433711e-01,9.409103467765701501e-01,2.277925661241940514e+00,-1.263384630137178277e+00
6.405281056211242685e+01,-1.308981657511463004e+00,7.390408082222676978e-01,8.792725836894318414e-01,2.272740721031273559e+00,-1.177028785780967590e+00
6.409281856371273989e+01,-1.354303496399185125e+00,6.854401428522424178e-01,8.164647033037020218e-01,2.267051209134777867e+00,-1.088323564687756928e+00
6.413282656531306714e+01,-1.396049989462215146e+00,6.311551770312713305e-01,7.526383763050926712e-01,2.260890522483975928e+00,-9.984918956367228038e-01
6.417283456691338017e+01,-1.434198784590020592e+00,5.763081105377692026e-01,6.879453154947340332e-01,2.254294532017877106e+00,-9.086533282531206179e-01
6.421284256851370742e+01,-1.468769956986819114e+00,5.210170857017542012e-01,6.225356468349859673e-01,2.247301219501298686e+00,-8.197961286750786725e-01
6.425285057011402046e+01,-1.499819975457996613e+00,4.653951397956181402e-01,5.565562863352491174e-01,2.239950259910409969e+00,-7.327617493635568691e-01
6.429285857171434770e+01,-1.527436181874725296e+00,4.095495415159009500e-01,4.901497848525513956e-01,2.232282669599598535e+00,-6.482388062327157918e-01
6.433286657331466074e+01,-1.551730218549675966e+00,3.535812334885335417e-01,4.234532030471089836e-01,2.224340411881024160e+00,-5.667666313448740389e-01
6.437287457491498799e+01,-1.572832638859676946e+00,2.975846146660161562e-01,3.565974423307397556e-01,2.216166070442537439e+00,-4.887441461797115139e-01
6.441288257651530103e+01,-1.590887258935009818e+00,2.416473981251092695e-01,2.897066190250175977e-01,2.207802513239200071e+00,-4.144437835589062091e-01
6.445289057811562827e+01,-1.606046608801420250e+00,1.858507019632346657e-01,2.228977700525981154e-01,2.199292606006774342e+00,-3.440271868569985680e-01
6.449289857971594131e+01,-1.618467678744647920e+00,1.302692351355344558e-01,1.562806672129421481e-01,2.190678935349827494e+00,-2.775622438896494515e-01
6.453290658131626856e+01,-1.628308626269004744e+00,7.497157571151240318e-02,8.995780175462936290e-02,2.182003577264613359e+00,-2.150394441690830216e-01
6.457291458291658159e+01,-1.635725919515331750e+00,2.002053285481628087e-02,2.402448518405005118e-02,2.173307879853873192e+00,-1.563875040969785468e-01
6.461292258451690884e+01,-1.640872178991505503e+00,-3.452645851615349787e-02,-4.143096017894574296e-02,2.164632279990604147e+00,-1.014873139049585482e-01
6.465293058611722188e+01,-1.643894510326861180e+00,-8.861691031275543973e-02,-1.063269356362535750e-01,2.156016141921061724e+00,-5.018419125689489724e-02
6.469293858771754913e+01,-1.644933296738495754e+00,-1.422028448651380672e-01,-1.705882501293742026e-01,2.147497619086419007e+00,-2.298315384182668744e-03
6.473294658931786216e+01,-1.644121371349275496e+00,-1.952403627846951706e-01,-2.341457724402670471e-01,2.139113536434349871e+00,4.236658814108091448e-02
6.477295459091818941e+01,-1.641583505825984668e+00,-2.476892183742024911e-01,-2.969360579472505313e-01,2.130899290993014006e+00,8.401617952599399475e-02
6.481296259251850245e+01,-1.637436151892744274e+00,-2.995124203736915791e-01,-3.589009735502474707e-01,2.122888768957650107e+00,1.228598865198430451e-01
6.485297059411882969e+01,-1.631787381383200453e+00,-3.506758524110200614e-01,-4.199873175809334946e-01,2.115114277313915991e+00,1.591065370818140479e-01
6.489297859571914273e+01,-1.624736981599927965e+00,-4.011479137632633640e-01,-4.801464392427501893e-01,2.107606487018956365e+00,1.929610568392185754e-01
6.493298659731946998e+01,-1.616376658335259897e+00,-4.508992061414618391e-01,-5.393338899460572433e-01,2.100394387544529451e+00,2.246220625744504151e-01
6.497299459891978302e+01,-1.606790328433777004e+00,-4.999022232811818900e-01,-5.975090586911562252e-01,2.093505251134777811e+00,2.542801733363661554e-01
6.501300260052011026e+01,-1.596054461134788882e+00,-5.481310962451447777e-01,-6.546348579346394914e-01,2.086964602725496665e+00,2.821169235998804981e-01
6.505301060212042330e+01,-1.584238453884724285e+00,-5.955613405632718127e-01,-7.106773966548853849e-01,2.080796200131566298e+00,3.083041210101954976e-01
6.509301860372075055e+01,-1.571405033908328308e+00,-6.421696508861682862e-01,-7.656056987448597306e-01,2.075022014960760330e+00,3.330035970089136876e-01
6.513302660532106358e+01,-1.557610648378793483e+00,-6.879337008829740086e-01,-8.193914177758974127e-01,2.069662224239886772e+00,3.563671986793020552e-01
6.517303460692139083e+01,-1.542905871226857961e+00,-7.328319849464516311e-01,-8.720085933914113463e-01,2.064735198692507989e+00,3.785370338436762627e-01
6.521304260852170387e+01,-1.527335775123427553e+00,-7.768436577385030573e-01,-9.234333979849984608e-01,2.060257503544654867e+00,3.996458209952469809e-01
6.525305061012203112e+01,-1.510940305249593330e+00,-8.199484212483694190e-01,-9.736439376009993207e-01,2.056243890599775082e+00,4.198173959015618628e-01
6.529305861172234415e+01,-1.493754621574024055e+00,-8.621263937002614508e-01,-1.022620020872807345e+00,2.052707306971655044e+00,4.391672471997208893e-01
