S,H,theta,theta_noisy
4.476044209945745145e+00,4.013265722948969660e+00,1.410818396510008288e+00,1.403585769246117554e+00
8.922922231701718943e+00,2.250655010875686202e+00,9.956865734214476182e-01,9.936801097404287519e-01
9.122697166162113902e+00,1.060759144061320880e+00,8.361943854657412079e-01,8.403542395811828269e-01
2.122601121186757922e+00,1.683459127123064558e+00,1.232544825463497640e+00,1.235418749402515504e+00
1.294527111221269289e+00,2.526462703352843953e+00,1.225602937468345921e+00,1.215210044799786226e+00
8.812157667785022852e+00,1.984756757531982219e+00,9.678594388150044692e-01,9.646328530551681046e-01
9.569893237341094760e+00,2.109506100893536296e+00,9.623429960470387678e-01,9.412254456442796791e-01
5.455341492451167618e+00,6.991402311195465957e-01,8.770588108264496530e-01,8.850758367962541229e-01
7.297976163396890925e+00,3.611864378919136254e+00,1.202141241223543489e+00,1.196816974966658620e+00
2.420291841018293311e-01,1.057798776553207309e+00,2.557416767260562995e-01,2.581150069278825288e-01
4.931483905665849932e+00,3.949707175523002434e+00,1.371706663262273862e+00,1.360684912964458038e+00
8.468676955755845004e-01,4.321628248898366387e+00,1.127271062127207735e+00,1.126380545341502337e+00
1.358650192940085821e+00,4.403815999247604474e+00,1.440276260412610032e+00,1.444673236176435172e+00
6.014670367050070077e-01,3.898735389885554348e+00,8.379459916674346642e-01,8.476843136593641415e-01
5.385261836696705551e+00,4.667535829352702059e+00,1.416427435080538366e+00,1.402729890038679095e+00
5.772280746310587851e+00,3.572169282967802673e+00,1.276846231323232050e+00,1.285172469645259996e+00
4.323827904439379921e+00,7.272409465973189713e-01,9.324170509193733247e-01,9.306592260382460235e-01
7.171917201213183546e+00,1.347566717372679745e+00,9.364764759756097900e-01,9.286024939826464930e-01
8.753003982890836809e-01,6.499079444397503069e-01,6.897985913714623774e-01,6.944315027956290409e-01
2.362725793320227030e+00,4.928032388883756276e+00,1.626407374333385114e+00,1.623324568352934483e+00
1.810606323783706006e+00,9.412849947822899965e-01,1.044931947908085412e+00,1.041821915629985718e+00
5.101004187091290554e+00,1.454619014105830832e+00,1.050768493827068273e+00,1.043579164071710474e+00
7.915290966579687115e+00,2.152806644716270590e+00,1.016572773789819362e+00,1.018642368311207802e+00
1.816761155488213264e+00,6.976645357554798199e-01,9.687746506022099080e-01,9.689731134417766123e-01
9.012439847397399006e+00,1.971427095764455517e+00,9.606644242712559789e-01,9.587530785270740319e-01
3.536517878593394837e+00,4.595136185539571372e+00,1.540377707468156609e+00,1.530646465765620245e+00
2.025950750062858408e+00,4.317695211547820655e+00,1.552250635813580804e+00,1.546950403327479462e+00
2.575758756110386738e+00,1.933657136360776851e+00,1.274193312407596146e+00,1.278028740311796918e+00
7.685179016303766097e+00,6.265116297556998504e-01,7.927706845670057234e-01,8.053631469289285194e-01
1.260603341381755782e-01,4.940289387957926159e+00,3.333197729155973343e-01,3.328590395119757073e-01
4.307341266899158860e+00,1.822928795934974699e+00,1.159351149544117110e+00,1.173287688916386573e+00
2.942030941743747352e+00,4.538504316008039829e+00,1.570389536113615092e+00,1.570085631576108698e+00
5.344834116455492889e+00,3.918641438717255010e+00,1.340595801314825142e+00,1.329499067194707562e+00
3.973216117226170407e+00,4.078728345828517732e+00,1.454549000300549011e+00,1.460661677109815537e+00
9.725757308932579948e-01,3.194224802616326686e-01,6.498394334308343900e-01,6.399883468899196792e-01
1.568377113560811109e+00,3.149787964397339213e+00,1.370188231760077535e+00,1.374008980074064246e+00
9.623699154139833567e+00,3.422152061482679475e+00,1.103005402243102395e+00,1.113504780102749780e+00
5.657593022404354244e+00,2.451623690473434980e+00,1.157639473841044930e+00,1.154362401483801426e+00
9.203265174886393396e+00,3.072322342527646910e-01,7.086293206030773728e-01,7.075491086040276434e-01
9.543149912055495676e+00,4.702013833173269042e+00,1.236688557274402189e+00,1.261150658107432765e+00
6.042286606322274878e+00,3.008934427463029415e+00,1.199714780059328412e+00,1.201909719471341953e+00
9.143279556078089954e+00,2.432690269316713394e+00,1.009985949791498028e+00,1.012431951861321844e+00
4.230199316160251577e+00,2.506113784014058155e+00,1.257955382735352234e+00,1.265566395487736528e+00
3.005222825652948959e+00,1.268990429094117189e+00,1.134457042827050399e+00,1.133284237972961073e+00
8.122919305443295102e+00,2.482136847124066514e-01,7.146310821897240428e-01,7.135591485341348239e-01
3.317672070332457146e+00,4.634357257280977471e+00,1.559047491460139323e+00,1.562666991330331268e+00
2.683756735136189064e+00,2.971572757787888541e+00,1.408994347256634860e+00,1.384910032118243706e+00
4.799193052210566357e+00,4.974869618078062494e+00,1.488355992095552027e+00,1.502311390056615181e+00
4.084071423660728506e+00,1.612585863050125079e+00,1.140065659942068654e+00,1.129218769742722506e+00
9.583246543164758435e+00,5.100064385632480102e-01,7.370451758564646738e-01,7.260909002055384587e-01
8.995367622447792755e+00,3.988459507004827875e-01,7.265223830841270880e-01,7.317242753732735583e-01
7.241842453802923352e+00,2.231389521325254588e+00,1.051919818312376798e+00,1.052007979440932051e+00
8.949193688570838745e+00,6.352156052688905374e-01,7.686942023146952074e-01,7.560289397871562400e-01
2.554314835072131196e+00,8.308623787830089480e-01,1.031065285571246326e+00,1.033002194415696851e+00
2.661342941495322911e+00,4.478938012388272050e+00,1.575250006652781254e+00,1.563683762211060646e+00
3.483066160000288125e+00,5.495494600386031658e-01,9.155815416484189839e-01,9.084478365681007972e-01
5.983486754563568155e+00,2.521394432223685200e+00,1.147307299571728390e+00,1.132118731083123109e+00
2.930741560854920325e-01,2.160377400269032577e+00,4.005585727042602073e-01,3.921231786851686607e-01
1.035036059758619231e+00,3.039994211952818493e+00,1.156243356558280588e+00,1.160033511202878564e+00
2.560149017051767117e+00,1.903787250820313526e-01,8.336104194167256454e-01,8.346618857809061653e-01
1.009259246213434436e+00,1.798001364843307970e+00,1.005854872346540141e+00,1.008765733994373637e+00
2.553666890125888767e+00,1.985734702263714846e+00,1.282773315469118991e+00,1.291800771174557383e+00
1.069133157860149730e+00,1.653466463502139661e+00,1.016804963435665066e+00,1.016198902698264073e+00
3.003461367586676811e+00,1.010777500872320905e-01,8.117648403490541620e-01,8.049963532292360169e-01
4.380516395002821639e+00,1.516369739212940937e+00,1.104664343765698220e+00,1.101692185912877209e+00
5.474028773162443073e+00,1.999007792099146918e+00,1.111020154514594793e+00,1.127294024928294780e+00
8.054121795074017598e+00,2.263464502913936915e-01,7.122621162582452037e-01,7.124171624507494860e-01
2.940534639045272236e+00,8.427857843497830181e-01,1.025435643028984156e+00,1.028444036148965957e+00
3.878064195970774897e+00,5.357123840559753214e-01,8.965290971704912293e-01,8.953884549130936010e-01
8.687392649114960008e+00,1.360683141378490557e+00,8.909071463613482678e-01,8.931743901052663359e-01
2.318075330905483566e-01,2.794919206435225512e+00,3.731992320549495923e-01,3.773241108957744450e-01
5.161097922325042830e+00,2.656872061751903935e+00,1.212832268829671323e+00,1.212560538034133995e+00
1.227491511468168817e+00,6.028162371051172252e-01,8.326606823284101733e-01,8.309328109464279022e-01
1.839917303319150710e-01,3.884152273023374846e+00,3.603209596005882975e-01,3.523381418008919019e-01
8.869620027925218864e+00,1.084294900782744486e+00,8.454939727040666764e-01,8.368679238839573653e-01
6.673970883352132510e+00,2.352309158293605318e+00,1.091670976555864980e+00,1.095550914681503896e+00
4.683438523878223236e+00,7.339729077540849689e-01,9.180633890195759594e-01,9.253505258341753192e-01
8.112233939684433182e+00,3.543879510732860449e+00,1.162422262273571150e+00,1.171452603430541473e+00
9.562180489771879621e+00,4.240866863119345354e+00,1.189109597908245775e+00,1.189465310782293894e+00
5.832015260874729101e+00,3.718908400973008899e+00,1.288953915304041464e+00,1.280538756848060622e+00
4.586029102770903698e+00,2.657654423836989466e+00,1.251590493507835244e+00,1.257696002116617917e+00
5.775209646480542608e-02,4.632346828765022906e+00,2.983732502106078988e-01,3.043347350302022525e-01
9.483275213858215480e+00,4.900316039391121592e+00,1.258486874045222192e+00,1.243308329609351670e+00
7.779880313007589976e+00,2.537734641792799284e+00,1.066016390466612229e+00,1.073844921177978140e+00
1.101843046299971762e+00,2.783935188635823454e+00,1.169106746367753580e+00,1.174737259028530767e+00
4.501429673085079131e+00,4.246386544374647798e+00,1.433698964342536630e+00,1.450144919660546261e+00
2.502717134302864022e+00,2.983364739458477022e+00,1.414900836850061294e+00,1.403475314587555811e+00
9.474218801588197181e+00,2.774573034508657443e+00,1.038438917410688500e+00,1.025488557422166824e+00
3.066061757836350044e+00,4.978753027501570116e+00,1.610080792089871871e+00,1.617750265784821284e+00
1.468337765754140767e+00,5.919717871594757375e-01,8.881301046389782350e-01,8.700414163366166909e-01
8.992053021542853131e+00,1.142898538661378804e+00,8.516248894896195631e-01,8.441647834136505324e-01
3.073852693349325982e+00,9.401456884726309138e-01,1.048770267628209130e+00,1.037711259262563468e+00
1.341158653175658300e+00,1.505482407656935973e+00,1.097087619344383036e+00,1.086819878408198159e+00
6.685612931419686600e-01,3.700620952356539650e+00,9.011612497142169609e-01,8.819825254470765596e-01
1.671436013652210395e+00,1.824503774862904271e+00,1.220826921883024996e+00,1.218297005434351599e+00
4.368057574659341746e+00,4.608117974982847365e+00,1.481433953278914695e+00,1.491005099989358929e+00
2.545649593523598764e+00,4.208691473476854128e+00,1.549466592935974107e+00,1.553719605523163683e+00
6.776175255680706222e+00,1.877803553884668242e+00,1.027889649163061359e+00,1.032186176970302682e+00
8.903711457495498749e+00,4.240312109812604646e+00,1.208000930480721991e+00,1.204294330642770250e+00
1.508371911962560930e+00,2.596101515268923077e+00,1.295132561748958189e+00,1.309418503416304835e+00
4.288322540069855471e-01,2.598366785486802666e+00,5.635393601825170462e-01,5.686694288126060703e-01
7.613163511704159170e+00,4.924826026051504435e+00,1.324538027200287127e+00,1.334890077286875920e+00
6.647543427839746499e+00,2.953406219677589650e+00,1.161600263457772453e+00,1.146025049755757808e+00
8.688258062222129041e+00,3.133990650142053802e+00,1.099559663422416955e+00,1.102884416764540187e+00
1.228987939212274005e+00,3.655983487107048902e+00,1.315971685836028859e+00,1.304466327019717653e+00
6.999002450785465790e+00,3.217791685967841264e-01,7.480193648333421930e-01,7.513976797800561158e-01
2.858568723117313581e+00,1.434655693819216316e+00,1.176085554268372357e+00,1.177969571131001869e+00
1.894340847951961226e+00,4.145537816838142930e+00,1.523794109220542925e+00,1.512474276437426157e+00
3.826839068262970045e+00,1.490923803014351456e+00,1.134727260006104688e+00,1.136408314271168507e+00
8.501481206541150470e+00,3.848665528800270241e+00,1.180581060020248430e+00,1.192079894486250513e+00
8.182785492082020440e+00,1.095570164857375239e+00,8.644750099371889540e-01,8.694108662724917558e-01
8.400948765928475837e+00,9.350824351088909969e-01,8.323587636249349941e-01,8.381981276975161155e-01
2.491431202050587324e+00,1.330217750742862748e+00,1.164166123953177756e+00,1.155522155894704861e+00
4.546004021146349494e+00,1.636438088433370464e+00,1.114537804871359894e+00,1.107729417178503706e+00
1.800829766372217478e+00,1.372884569789830200e+00,1.152754151776112401e+00,1.141636739023256242e+00
2.256764707780373858e+00,4.329888508372689238e+00,1.562700894877139923e+00,1.563988791823746727e+00
8.438058476545675646e+00,2.739535620388868775e+00,1.065161166352508237e+00,1.076988088357155204e+00
1.113135419288390437e+00,2.567217219718218146e+00,1.152596352372096122e+00,1.156914782628963634e+00
9.180696644118105709e+00,6.352639076571060528e-01,7.647198896766360665e-01,7.646856416023938285e-01
9.638786320673885299e+00,3.836934101101405759e+00,1.145595918095481336e+00,1.134430150533592307e+00
4.410436302114534080e+00,2.021655821911231499e+00,1.181571788230400433e+00,1.185989140887256710e+00
5.997429698444067370e+00,1.739663632695554352e+00,1.046333874080557669e+00,1.043956403857237314e+00
9.638258028338814398e+00,1.937702451803851034e+00,9.407146126688092913e-01,9.217381978479409765e-01
7.225346909445494070e+00,3.296011563668498567e+00,1.171794310016994523e+00,1.154576423708613797e+00
7.903900624326037239e+00,2.803436407504032779e+00,1.090893296737812213e+00,1.087515695660599135e+00
7.445868854628552747e+00,3.949537511736466389e+00,1.231115555559548991e+00,1.222208491625506266e+00
6.047054359873895724e-01,1.153157803841566853e+00,6.013543545029793602e-01,6.178146336758789658e-01
7.844266803321007231e+00,2.227219436739329428e+00,1.027919509926592090e+00,1.028278619775363723e+00
6.998110234964757481e+00,4.861572907418151290e-01,7.807734226062654770e-01,7.704480852776108835e-01
3.430772650161329373e+00,1.717566201905663448e+00,1.199064059982330566e+00,1.194219421083519306e+00
4.846468997017641667e-01,4.676428610445555023e+00,7.364681035060733905e-01,7.523484826701998252e-01
3.565341554329727103e+00,2.703014842243013138e+00,1.328659243176795401e+00,1.319239850230111033e+00
5.555127574012732161e+00,3.113755256614927358e-01,7.816111563606065182e-01,7.893067139735014948e-01
3.639853187310333027e+00,1.268113390692213072e+00,1.101472522458353476e+00,1.105861188311527243e+00
5.833950636393020694e+00,4.735067470597514649e+00,1.395187947357071412e+00,1.409840575546796426e+00
4.001104391119735482e+00,1.992494655933410685e+00,1.205070305340782300e+00,1.210389172143840231e+00
6.966689860394040146e+00,3.703927736724676567e+00,1.226899806382399927e+00,1.222927624825723036e+00
9.365498068154641587e+00,4.679458320792254433e+00,1.239283687868306671e+00,1.244569620297012680e+00
1.992269685372903276e-01,4.252065153968009881e+00,3.796726427399539916e-01,3.803758046673482718e-01
6.205830728353988412e+00,3.543440576696313737e+00,1.248773178439626097e+00,1.258516165275558318e+00
8.114792924103136684e+00,6.259061469905803365e-01,7.831248897091012129e-01,7.825568289777697917e-01
2.898645358418681095e-01,1.625340850760007338e+00,3.606889134034527711e-01,3.804400810836454649e-01
4.612345072698078141e+00,1.768639894677537905e+00,1.131185837412156170e+00,1.130236822428510868e+00
8.076440928841710942e+00,2.525058857766401932e+00,1.053750018235828145e+00,1.058196992076966714e+00
6.856652839393424514e+00,3.796141410791361803e+00,1.241859935925701208e+00,1.235399476396712437e+00
3.863236213246766138e+00,3.618973984553055523e-01,8.475609822578962227e-01,8.488983913847102381e-01
3.446823511058448641e+00,8.180834154080789400e-01,9.982048092292724606e-01,9.985672741727682489e-01
3.736076113817414779e-01,1.581742906441057750e+00,4.342512126540565842e-01,4.360430076409758660e-01
5.028809009208333514e+00,2.039768497251340573e+00,1.143637417119253596e+00,1.152708055593261616e+00
8.213828738155173781e+00,3.649482630974328901e-01,7.328570106372549464e-01,7.276171449764567978e-01
8.257574267870532836e+00,4.407565130580187507e+00,1.246681303916548300e+00,1.238366121864451719e+00
7.149491180542922208e+00,7.638559338128165788e-01,8.339033022699522402e-01,8.450542436334775864e-01
4.973170303486692312e+00,3.005206140558060124e+00,1.265563401314923508e+00,1.262838574285314541e+00
2.499219974209963446e+00,4.429762168470817052e+00,1.573594921322831519e+00,1.567060484330124570e+00
2.853982656783315530e+00,3.174581076066345098e+00,1.426006653563073545e+00,1.437621902207711244e+00
1.767581437817724144e+00,2.710034580003477078e+00,1.353056255244753148e+00,1.360931295376561101e+00
3.328072368850130136e+00,3.701946654575721141e+00,1.458775641045669147e+00,1.432593642559816693e+00
1.115680267937608217e-01,4.155633349561380641e+00,3.164178832177451661e-01,3.127992606091972716e-01
4.564973284324502778e+00,3.854134410139011369e+00,1.387391590344226655e+00,1.395354637205734605e+00
