N,D,U,Q,L,L_noisy
5.949124101308463919e-01,1.667823296004296196e+02,4.611453610745218867e+01,1.744855837775645346e+00,8.605486830013278521e+00,8.606808985325100636e+00
2.168075916474851983e-01,3.915573631732493709e+01,8.756949745115496953e+00,1.968225964209779022e+00,1.248811120618688264e+01,1.247658078644648860e+01
1.412610052943311101e-01,4.370265318474089327e+02,7.766350362955021680e+00,1.703273952098873334e+00,1.457255039709850486e+01,1.457515769836548536e+01
5.525898366375102455e+00,8.357678682381943247e+01,7.084599844289293458e+01,1.518194290688472448e+00,4.922540359048052316e+00,4.922569880526547870e+00
5.454643348410126436e+00,2.537868586424572470e+02,1.178703244929222516e+00,1.259026119499988994e+00,1.417431250792658659e+01,1.417963219060606939e+01
8.349158114943735498e-01,4.858043880744369289e+02,2.900455188213930668e+01,1.016845619108027066e+00,8.306886422471940534e+00,8.316390790958378076e+00
2.380961930377882840e+00,4.600884058454863066e+02,2.039757818178969728e+00,1.915687862627821092e+00,1.177806965178375265e+01,1.179539803665788078e+01
5.312503540893818155e+00,6.768829055028346886e+01,5.323931246329153311e+01,1.989428610179761581e+00,5.070528181962499659e+00,5.066645023617333266e+00
6.045702213388003399e-01,9.589061327291472026e+01,5.661769701574479896e+00,1.019502035954429342e+00,1.059044112912912894e+01,1.060087501330672133e+01
2.652287856347384842e+00,1.709626697446901034e+01,5.933271800159928056e+00,1.499164461377124224e+00,7.659625061509998112e+00,7.651708365703709269e+00
3.232829796029764946e+00,1.266070227301870403e+02,5.825252450703477081e+00,1.646542612951388707e+00,7.739303982347923494e+00,7.730358332872710569e+00
1.432680071966877799e-01,4.040460085686459024e+01,3.348447785855733105e+00,1.953597351129187754e+00,1.619999137886206242e+01,1.619381081450886839e+01
1.889401020778258000e-01,2.114445885338739402e+02,2.101162584842958125e+01,1.105559762952777358e+00,1.220299089323248332e+01,1.219317123667458702e+01
3.167086791067431406e+00,9.293363906081913228e+01,3.843095666197415028e+01,1.310622481945702855e+00,5.761171238331971090e+00,5.770973881515317316e+00
2.578088815408976942e+00,8.710161073935715592e+01,5.508705630592184832e+01,1.880234792500946162e+00,5.919837044271218041e+00,5.929069455655834986e+00
2.347118215685896347e-01,2.111070525930403790e+02,1.797113315154647850e+01,1.125847102118564980e+00,1.165499557137997577e+01,1.166771868885036945e+01
4.502604965025612138e+00,2.642189217410278843e+02,5.649526045159886678e+01,1.241403346170262267e+00,5.351262841757911559e+00,5.351009838465270008e+00
3.997627665443256095e+00,1.178288238885544530e+02,5.131916801086376267e+01,1.986174476020666102e+00,5.423197492903939931e+00,5.425941308864812740e+00
4.628998683308537254e-01,1.467574903654256957e+01,2.627797577237208060e+01,1.936041278773975804e+00,9.609691069597753099e+00,9.603906799611753087e+00
4.792520708923361794e-01,6.906210960791680975e+01,1.523992293423804512e+01,1.399246665491599817e+00,9.674543132653008470e+00,9.663033520174510116e+00
1.663964232220475348e-01,3.191164585306095773e+02,6.932540923051759840e+00,1.233673674210932214e+00,1.405407364244858215e+01,1.405854382395389734e+01
7.779762013911452057e-01,1.788039704883462377e+02,4.853092517821532503e+00,1.711116077649967204e+00,1.058209687301006241e+01,1.058478060412322819e+01
1.657763297236985733e-01,1.018631932555406507e+02,9.715695644308125623e+01,1.445340823154685150e+00,1.177284217259998123e+01,1.176177203994940434e+01
1.221277297028375619e+00,1.277640276579695033e+01,1.258038035293835843e+00,1.395475552786154427e+00,1.556487676128065445e+01,1.557073008594712071e+01
1.774870347373278978e+00,4.517174689762541675e+02,4.793018118921387583e+01,1.568591010515368200e+00,6.779895529716951863e+00,6.762478256290954448e+00
1.458418905398992660e+00,1.110969411129458884e+01,1.395043525147906749e+00,1.000088883953778041e+00,1.436517551842308116e+01,1.436338553358183567e+01
1.390903781005581874e-01,1.724047380834779730e+01,3.739400195378112191e+00,1.247720840669475972e+00,1.571986649365824995e+01,1.571356335528709458e+01
1.751220748001331984e+00,1.306169533132444727e+01,1.722693394987221405e+00,1.483885239249832066e+00,1.268148640809505601e+01,1.267619364593282860e+01
3.194698385750782688e+00,1.132713365578427585e+02,3.462935714244319119e+00,1.598171523867220944e+00,9.031243515152292289e+00,9.020408937600040034e+00
1.921792152349735827e-01,6.603116461058753828e+01,1.178829935894957437e+01,1.832132280722904127e+00,1.254526556007100702e+01,1.255479050098562510e+01
1.549364467223522723e+00,3.873746760721049895e+02,3.078968899075304577e+00,1.708360034362518487e+00,1.066383170070232644e+01,1.066949118282281717e+01
4.346212439459500310e+00,1.147304590530696657e+02,1.774984118287733281e+00,1.971633594609804696e+00,1.161393692760466401e+01,1.162577113027277598e+01
2.439152099893856507e-01,9.069764480084401725e+01,8.318624184991662673e+00,1.841626163751173273e+00,1.236380618686098742e+01,1.236511116034743907e+01
6.711658358028961047e+00,1.092793803455414192e+01,1.441441890855169916e+01,1.386547093083527971e+00,5.560132647886081969e+00,5.547152111344122893e+00
8.786747830444351592e+00,4.172693827115705858e+02,6.759105873017499277e+01,1.990072830196337961e+00,4.742496753223299777e+00,4.738706738043851452e+00
2.650263847445510468e+00,5.890703565074759496e+01,2.252121682829687277e+00,1.346190406420197938e+00,1.082274751938213342e+01,1.081083234132839799e+01
5.547170772322517429e+00,2.829166233237732442e+01,2.358520947816666791e+01,1.869077608007232438e+00,5.381087932362529358e+00,5.385555884012328320e+00
3.495951726341482435e-01,7.071005139477954060e+01,1.872168338689697675e+00,1.566693577924830327e+00,1.599326828845966908e+01,1.600525534775015046e+01
2.137650861056825224e+00,4.047874085407122493e+02,3.563549504489186148e+01,1.122340974610271491e+00,6.582418274938272695e+00,6.585579178854068516e+00
7.116861413734611119e+00,1.923532992638202757e+02,1.272277047606315215e+00,1.964050230098441041e+00,1.338884599898638683e+01,1.338272078984778979e+01
1.228734469076633862e-01,1.501534649613258132e+01,1.250567247751924782e+01,1.307065112138918517e+00,1.399605094054714449e+01,1.399221766932230970e+01
4.381764905136617649e+00,8.700525799966460738e+01,4.188965110176731343e+01,1.307523064556315395e+00,5.331586586752669277e+00,5.333491086779336143e+00
2.977462731046852662e-01,5.276462898130309753e+01,3.710103877185685128e+00,1.333523946253535097e+00,1.343926685676367327e+01,1.342466328282816868e+01
4.001531351249925983e+00,1.853362360286916299e+01,1.695448492192713097e+00,1.302340386265252503e+00,1.164073852428976252e+01,1.164208454572235851e+01
1.926810838028132133e+00,1.361129570732201728e+02,1.320656837746350654e+01,1.897467125486332229e+00,7.316663094975001336e+00,7.318498073750244970e+00
4.009490676682058385e+00,1.876803777058090006e+01,3.356120830356691176e+00,1.828848235624700891e+00,8.566875711638658686e+00,8.561273282882137181e+00
6.338550584927082898e-01,1.565997640174926175e+02,8.678496264593313470e+00,1.124389271116279509e+00,9.833935014996812995e+00,9.829594662326359256e+00
7.951189334160929656e-01,1.076904160735591773e+02,6.813783354709690343e+01,1.324113477242666370e+00,7.774253855049873430e+00,7.775792301480723090e+00
7.056586188687591132e+00,2.484067685275743287e+01,3.548661056394101454e+00,1.700024640215406890e+00,7.792125708718965704e+00,7.783742820246403404e+00
1.388249102023099701e-01,1.298575079859870485e+01,4.748277221766755929e+01,1.803395745482065049e+00,1.300167083831303572e+01,1.299326621037307028e+01
2.053059110958661559e-01,1.097010608753710983e+02,1.359806327966031958e+01,1.648292297390917316e+00,1.226113462081773875e+01,1.226873432946181808e+01
8.823986216076010081e+00,1.058336307071626834e+02,9.015405875402638003e+01,1.568304799542566297e+00,4.432143879772051598e+00,4.434177586967433804e+00
6.706603223700762229e+00,3.485180472204916668e+01,1.175340069577356772e+01,1.867240391511311159e+00,5.675931822004103289e+00,5.692518458012255422e+00
1.966690901194263486e-01,2.739999938256408640e+01,1.238676540178969532e+01,1.664825343243055755e+00,1.233110936548953696e+01,1.232102958550025207e+01
8.849493895756431527e+00,1.853188003953392808e+02,1.688615823305986696e+00,1.043145676304528369e+00,1.097283862629754303e+01,1.095482896781098781e+01
3.395555732045598130e-01,8.908308970140166139e+01,3.162189436014352140e+01,1.666883722512520816e+00,1.005967942633736456e+01,1.006886721517904348e+01
6.084343608880965704e+00,5.827942328770149771e+01,7.763371383718433094e+01,1.137637146962753532e+00,4.772239024539405072e+00,4.781580468727318234e+00
6.449862482766967275e+00,5.841105058094607472e+01,1.008553927587849008e+00,1.906348225818698783e+00,1.549151387143350611e+01,1.548389203817282400e+01
1.115556541715687910e-01,3.713718770391364501e+02,1.044666614407176297e+01,1.229253895031854782e+00,1.492208880548563776e+01,1.490716023535667212e+01
1.045738915602681118e-01,1.058365536934485007e+01,1.332016467434756990e+00,1.811395117199240845e+00,2.222924261267252888e+01,2.222852070676055192e+01
4.508060362819710787e-01,3.227827766057603753e+02,1.023668204759256684e+00,1.096875953189315522e+00,1.998039992555133537e+01,1.996262087165923660e+01
7.283782261856012852e+00,5.509213159568366791e+01,1.330772428985517619e+00,1.677929034790368590e+00,1.284710803049145866e+01,1.284341838402487035e+01
3.825492692438695830e+00,1.135754359091449039e+01,8.341494772599288865e+01,1.200377911721378643e+00,5.391947340335025096e+00,5.369838218334907154e+00
5.938844539154972679e-01,1.560282786351502295e+02,3.158560382175499726e+00,1.590318232809230459e+00,1.237579690390801623e+01,1.237311744627233345e+01
5.200218927121971646e+00,1.871668994901952843e+01,3.513178840780740497e+00,1.754992898488322961e+00,8.114357647469757850e+00,8.092844144767797232e+00
4.122148760472263418e-01,6.511900199669305778e+01,2.876434567334134229e+01,1.799178377014658325e+00,9.593405392330165427e+00,9.590716996315792997e+00
4.952617697438675970e-01,5.313574696887854998e+01,3.091100903195977079e+00,1.637434849946975968e+00,1.272593300559818275e+01,1.274077811820328954e+01
2.404122780549994287e-01,3.824948863405223847e+02,1.903333131138848344e+01,1.673288333252175297e+00,1.171145508389895440e+01,1.170844813164129583e+01
8.300460913806988472e+00,1.464920681044356741e+02,2.681314150041493249e+01,1.750136827328847566e+00,5.003792426845260266e+00,5.011144812663909320e+00
4.048193529775922173e+00,3.248916746540425038e+02,2.138006388659289314e+01,1.176319844070702114e+00,6.009622034119352918e+00,6.002851266671767938e+00
8.411038305115680069e-01,3.070363688338973702e+02,3.490495967329708904e+00,1.065656387488487677e+00,1.124025659136495392e+01,1.123097176097389038e+01
3.377171698897449836e-01,1.417264102337892382e+02,1.541028765003105594e+00,1.909982471150448724e+00,1.746958752290800376e+01,1.745423673916768337e+01
8.549863890938043554e+00,3.423746733412989443e+02,2.216541397222383836e+01,1.470032145168161275e+00,5.249800390835682506e+00,5.259823475464218134e+00
6.217845565231858718e-01,2.180043357727314657e+01,3.022758436250991831e+00,1.825524603375900279e+00,1.210073256504418104e+01,1.209976276773837078e+01
2.638828275257485978e-01,2.150868444058691580e+02,9.010592845115398575e+01,1.143465432085319033e+00,1.039914005221253213e+01,1.041496323489032072e+01
7.068264011554969972e-01,1.264039517741222483e+02,2.507331039909130865e+01,1.275285308552991381e+00,8.507410432752974927e+00,8.495212247650956172e+00
2.743111245157586087e+00,3.976597360178835174e+02,1.518295281124044394e+01,1.978841391776125391e+00,6.914645104960656319e+00,6.911994180951631428e+00
3.478320512971486700e+00,1.329368460230424489e+02,5.608504141280568511e+00,1.786866798564181069e+00,7.749379367349861880e+00,7.749741235230408698e+00
1.651851888821526393e-01,1.522715631455897949e+02,9.358974512578821958e+00,1.945637004861743735e+00,1.357726750687495532e+01,1.359094922386096904e+01
7.795815191056941984e+00,7.892033024417636966e+01,1.755452479738724536e+00,1.105025478066957056e+00,1.082632814523237563e+01,1.084409749174498039e+01
2.234300101418601692e+00,1.302876483146106636e+02,8.538385321109252857e+00,1.710474510832646011e+00,7.613110088329491099e+00,7.606164154753991546e+00
1.333495406867211130e-01,9.197933909284883214e+01,1.866001083077393874e+00,1.108536311055250412e+00,1.916008045636112911e+01,1.914827761724263411e+01
4.730127805709341438e+00,2.015665197045054313e+01,2.474424434135916950e+00,1.632965485849317666e+00,9.509172359387765283e+00,9.491333904605811611e+00
8.786329254912780939e+00,1.650155521621124777e+01,9.249165887985616052e+01,1.947758730183057230e+00,4.635261301382620047e+00,4.648148533069865529e+00
4.736911649284776260e+00,8.359950283281004602e+01,1.261490421702021969e+00,1.958617558020190330e+00,1.384820506899854387e+01,1.384684512668967571e+01
1.046091705540249106e-01,9.078893420421394467e+01,1.476852832083165090e+00,1.837542787995910309e+00,2.182383289587700048e+01,2.181685812673696390e+01
8.834415402940519746e-01,2.498321394006085541e+02,3.071629177784916731e+00,1.954875571503226883e+00,1.173356083533390759e+01,1.173254643526755103e+01
1.507813224088968784e+00,2.194783423641341074e+02,3.746878332809620105e+01,1.748738956803969291e+00,7.006893105260479260e+00,6.980804020534387533e+00
5.970316949965045694e+00,2.135356187435244522e+02,1.756910004427465921e+01,1.278101665027016942e+00,5.662101457324101084e+00,5.644335127067259705e+00
1.012793652522155474e+00,1.279912988992034144e+02,7.950819844887689669e+01,1.254890656705044627e+00,7.279802662185788975e+00,7.288640685054516233e+00
1.427735081094215763e-01,3.905105479234556043e+01,2.372718014204835768e+01,1.690274063386639991e+00,1.288920320683172349e+01,1.289264353237024352e+01
7.362935738010357056e+00,1.010358988341783615e+01,2.069643193189896202e+00,1.504892411697538623e+00,9.781985039756216693e+00,9.782965834687139761e+00
8.007032580204722194e+00,3.245851735737560944e+02,1.649714758913430668e+00,1.468494195987594342e+00,1.134286662670909607e+01,1.133232975760485317e+01
9.382626534273331709e-01,1.656689846971462714e+02,3.128256472528693166e+01,1.523433348715411917e+00,7.869413272013381366e+00,7.874766722502102745e+00
1.279043965247361470e-01,3.806099670027655861e+02,1.239446503478151840e+01,1.702225652928553323e+00,1.426955833333417623e+01,1.428681738658951694e+01
4.761911922547018783e+00,1.609130264964562400e+02,5.425612254236651211e+01,1.033963726980879461e+00,5.210002827907028511e+00,5.197230145547337088e+00
3.043304112529313876e+00,1.040964894572146804e+01,4.205708879581171544e+01,1.678650396376317744e+00,6.022600824869191349e+00,6.022219193583014274e+00
8.759274964564536248e+00,1.583016933243053614e+01,1.004968818840823275e+01,1.233420532442301987e+00,5.531475997962476576e+00,5.526594160678840240e+00
1.034254428330475400e-01,2.018504504617980189e+01,1.572034868169700594e+01,1.930096372220213574e+00,1.456996148440826744e+01,1.457303760275616256e+01
7.430001458981528861e-01,3.842383504860595878e+01,3.218058505992291174e+01,1.828255136463576846e+00,8.210187420164428929e+00,8.209793168029481336e+00
3.694917936784903878e-01,7.030659026164885006e+01,2.491798862539031933e+00,1.464137061271186369e+00,1.437680318248473732e+01,1.437479698293322450e+01
1.642140043103648139e-01,2.503655155874139027e+01,1.366994548429497192e+00,1.695751048053769861e+00,2.040534449354428403e+01,2.039598634007671052e+01
2.953039154566481805e+00,4.936730744893995961e+02,1.084323959877514065e+00,1.118947435879828145e+00,1.572310347916310924e+01,1.572240762662123892e+01
4.813154834742077726e-01,1.118614485000681213e+01,2.485179266883371429e+00,1.436694749496361778e+00,1.338789877042391119e+01,1.338121585882936593e+01
1.196570463107937826e-01,5.439136842454854559e+01,2.567580972220476987e+00,1.347581157721311040e+00,1.793419498356922048e+01,1.793219101777820512e+01
1.850348836860470914e-01,4.667175794514530196e+01,2.257372615211877154e+00,1.817407380879033862e+00,1.695485016616822449e+01,1.695367502839480167e+01
