A,D,H,P_dist,S
5.410698618412349781e+00,1.912580378122365232e+02,1.989999563994348009e+01,4.253646048215537157e+00,5.208462914049973413e+00
2.408931777332249169e+02,1.720498505116728154e+02,1.412312907848053101e+01,1.426611436180611925e+00,1.720466141745519550e+01
1.153374967352383429e+00,1.556755770642466814e+02,1.334377889752029134e+01,3.686515649739835476e-01,3.345993269361901223e+00
5.858121076399456797e+02,1.798170091796973225e+02,7.151770180038072411e+00,3.824411287512841096e-01,1.886079495132320716e+01
2.801750032251864031e-01,3.309950737610011373e+01,8.019665826251820562e+00,3.401592475465550880e+00,1.716883787266559880e+00
1.193245930928065093e+02,3.832342253250997999e+01,1.305512481705055450e+01,1.280547533645490788e+00,4.969626528819373590e+01
1.204330851957627624e-01,1.667340350845376520e+02,9.092457174513146612e-01,9.142085303735120183e-01,1.801223369087235349e-01
8.816224773291756467e-01,5.888153667451990714e+01,1.426630102259417399e+01,3.724402522679409078e+00,5.387057030814021985e+00
3.035381041313522701e+02,1.684304624338926715e+02,1.950182952789480950e-01,4.242185710825980394e+00,1.404259276058622774e+01
2.514316811691168496e+00,2.249994948059360524e+02,1.134281526904034365e+01,2.911142748732205465e+00,2.598353587981807600e+00
5.369303735802456004e+02,2.424425182813537560e+02,1.907440126971362915e+01,1.849674111175004132e+00,1.081232906608662425e+01
5.219969945211076947e+02,3.822457725979207765e+01,4.739197407531992035e+00,4.415064994595630843e+00,6.580904467924244727e+01
1.587706810032128715e+02,2.428078473311574470e+01,1.559583459419270390e+01,4.592400146377088710e+00,6.076761469927062365e+01
3.840800919205112240e+00,1.289300418091681166e+01,1.483075229932034134e+01,2.443295617455243818e+00,2.340933635829051340e+01
2.710653550085546044e+02,1.434689144068587154e+02,9.404876777220669837e+00,4.256363829234569351e+00,2.258872362100848719e+01
6.736236833077880348e+00,4.244476926849115728e+01,1.645594322283565702e+01,4.548065509665546458e+00,2.228300918826092669e+01
3.196603571453202064e-01,2.480293959275544182e+02,6.414869012866453168e-01,4.744199757791941252e+00,2.069644234033878594e-01
2.557605019943674449e+02,6.984553516139612839e+01,8.380519050598522313e+00,4.045592949942611316e-01,4.398072261509491909e+01
1.840716128635305324e+02,1.341730524398617774e+02,1.991384895081091599e+01,3.445994926411400705e+00,2.362906802059954359e+01
3.485473312668307955e-01,8.397202974610034687e+01,1.036416552083710307e+01,2.915300130351197616e+00,1.489158319515276663e+00
2.924866631957879122e+02,5.900321536479771112e+01,8.394406690615667799e+00,1.280219801676027558e+00,5.012960899256251679e+01
1.190836705091749259e+01,2.824688964013691361e+02,8.231399590178400949e-01,5.930164552737915429e-01,2.124705426760351568e+00
9.426772670173960478e+01,2.166125805954731831e+01,7.094925396201756662e+00,1.933166995473334371e-01,5.122286484354926017e+01
1.182235736985945307e+00,2.196709215549984719e+02,1.052911199891345717e+01,1.291071934079719874e+00,1.645553990585249649e+00
7.275216725411736141e-01,7.639614749344357847e+01,8.050788626116311519e+00,3.952382821496257748e+00,3.564527579905049759e+00
2.473154566557392400e+02,3.061642668815517254e+01,1.170561113443193690e+01,1.538355698095212443e+00,6.320653970655313003e+01
2.516837593134157558e+01,5.079584857523341412e+01,5.921027212792846939e+00,2.588319363279430352e+00,2.782544858985276548e+01
3.897820742786911596e-01,1.142396896506009227e+02,4.812069808952433192e+00,3.219173438502473061e+00,1.182339259295093203e+00
2.907236382814321285e+00,1.954852795718879577e+02,3.098882312207482670e+00,4.771194934230865714e-01,3.557488622737250861e+00
2.729878215668493340e+02,2.061263068854792095e+02,1.355184233333768162e+01,3.248719199656262990e+00,1.271507115867248316e+01
7.466796699862254805e+00,3.536481381942137858e+01,1.017451902212509296e+01,1.455436233016301095e+00,2.400134461748924508e+01
2.225417928207055418e+00,1.259294044780969983e+02,1.797257128836074003e+01,4.930184391627612683e+00,6.367382463555570027e+00
2.311082556025092494e+00,3.490003195806124836e+01,7.175344771671358757e+00,1.637959151194861462e+00,1.455151000047610488e+01
1.988734505111708586e+02,5.619856411956971698e+01,1.547030405134948339e+01,1.468633881575508449e+00,4.893456328568998970e+01
6.564416223815603857e+00,6.930774116133787288e+01,1.353475714975146715e+01,2.767338498240536460e+00,1.730544059763327169e+01
6.214611880384030655e+02,2.809064389326437663e+02,1.742448328609981445e+01,4.935857762938312909e+00,7.646928760053418372e+00
1.773375089274820127e+00,8.374486628588888948e+01,1.270731012953261896e+01,4.158233818973406493e+00,7.932003030212059436e+00
1.061503221878762275e+02,5.744226226464321883e+01,1.072100355613965483e+01,3.579949568169659813e+00,4.015397842354710889e+01
1.389382968219081027e+00,2.949309175087428798e+02,9.589068562415361541e+00,7.022898791905918259e-01,9.335558115384599009e-01
1.178569527224087068e+02,2.079955664922911183e+02,7.886340229971347426e+00,3.630188853804466209e+00,9.659533672511743774e+00
1.175958257136248269e-01,1.295910579783484877e+02,4.902185095534847825e+00,4.323754750108326661e+00,2.194014933027089165e-01
3.305855954791830364e-01,2.868937408660149231e+02,1.315143938812432012e+01,3.730038380141168730e+00,1.950195875074229590e-01
1.088999363999908487e+00,2.582594158438657246e+02,1.892216211119353275e+01,2.924059249938425253e+00,1.024972235127840525e+00
3.022510780333826688e+02,2.790012037659762996e+02,1.630735907050118527e+01,8.680217230638714865e-01,6.478518916081280388e+00
1.949815441218961665e+00,1.919546531665931752e+02,4.078922376934269067e+00,4.454701366528431628e+00,2.726300153168127682e+00
8.592156223251713243e+00,7.623027938795033265e+01,7.829739605237686639e+00,1.805556605305571161e+00,1.695408612737655929e+01
2.680267129030363127e-01,2.457341908316425361e+02,1.995316744401799625e+01,1.704921887753428233e+00,2.590596582476771825e-01
1.848047561556174401e+01,2.469116944307066035e+02,3.675850395384911984e+00,5.255752281235187562e-01,3.830957464694591419e+00
2.420907164932176170e-01,1.957586064752719324e+02,8.728285227002485769e+00,9.867392183225470736e-01,3.835215706892142751e-01
3.684761231443877127e-01,2.931628587324183854e+02,1.509672418009758310e+01,3.561016537025151862e+00,2.125872633244864918e-01
1.599151393183662719e+02,1.216819951697327440e+02,1.915792158538056711e+01,2.821648509094311752e+00,2.562458541180687632e+01
9.454556139866870934e-01,1.169133934334847851e+02,3.150583003927587278e-01,3.089083647807163047e+00,2.577668698081532650e+00
1.757983701545456079e-01,2.647130036627553977e+02,7.053295196962929836e+00,2.024700129483387734e+00,1.149813694735669634e-01
2.554462437666407837e+01,1.042306576231305684e+02,1.206806754878726551e+01,2.446984155836804842e+00,1.826248128565356410e+01
3.854789115999447402e-01,2.909216916833864843e+02,2.689675668219833060e+00,4.699664331914664928e+00,1.904517914536014156e-01
1.626548041146453905e-01,2.710459704605837032e+02,1.645564586134665319e+01,4.201527303350303555e+00,9.354219197695741450e-02
2.099951507889455513e+02,2.010464222534722296e+02,2.134994221618413679e+00,1.619882663723107186e+00,1.053428269081966384e+01
3.879102753889449140e+00,2.715536061047517364e+02,1.080703765897661128e+01,2.533196998240547781e+00,2.035040040573628861e+00
2.896678556034356689e+02,4.436532713717732435e+01,7.999767764407817339e+00,1.199578311403028508e+00,5.665068245793843005e+01
9.465114504276488105e+01,2.059848317425320658e+02,1.244238404343616011e+01,4.422145629652329824e+00,9.675591605352241942e+00
6.365845880187972483e-01,2.270391571458308420e+02,8.202019444294370132e+00,5.495825763727957280e-01,8.976765786576387240e-01
2.183962532962112624e-01,7.942623025427832317e+01,9.050351776213368282e+00,1.595736763323268192e+00,9.493963135505232298e-01
4.846508844503857882e-01,4.692035892762302041e+01,1.738422570344723184e+01,7.624086046944883455e-01,3.774624383921085347e+00
9.513069243022545862e+00,1.561133521991731055e+00,3.990277512288948891e+00,2.110782991416851218e+00,3.060190246849896312e+01
2.697693206618243522e+00,1.096921790191837687e+02,8.494021659944092306e+00,3.742819803453615979e+00,7.939678222695729204e+00
2.127787105309332389e+02,1.778592958238472477e+02,1.634095505345324995e+01,4.579268384903775413e+00,1.591119666266839161e+01
7.532920294644243953e+00,1.890840242367910378e+02,9.311371767546274825e+00,1.975391587713885011e+00,5.666129203371626843e+00
1.655765395182734068e+01,6.027679735017235174e+01,1.485129552799481445e+01,3.039870179284375862e+00,2.467071703134077509e+01
3.546573607253285410e+00,2.185625011713231061e+02,9.299699768078944828e+00,2.970338138323663113e+00,3.236303120921520282e+00
1.046167811353688109e+02,8.516177412117890810e+01,1.998876322626538382e+01,4.938846144502145874e-01,3.255148550048645006e+01
5.698481794701468317e+01,2.624952901687277063e+02,5.730791763398737082e+00,4.346194221849685846e+00,4.565847910675910448e+00
5.534639474952627580e+01,1.888568318230189504e+02,1.193756261829824084e+01,3.519654220879342432e+00,9.929792154218157307e+00
1.220049787465759294e+02,2.878602353745028495e+02,1.330653080977820046e+01,2.261674821508466771e+00,4.655766037744925256e+00
3.930289262437621556e+00,1.229849886591107548e+02,7.595346257532041179e+00,1.128616902356236462e+00,8.589065575043276723e+00
2.994631337394773607e-01,6.182202819392998805e+01,6.198691326258458645e+00,1.539894209691106131e-01,2.066517225549298953e+00
1.869535759784722018e+02,2.008465015070175070e+02,1.653848850213208621e+01,4.956462130668466415e+00,1.233107808345346967e+01
2.410404570992195517e+00,2.227959121729057301e+02,1.912125398884252192e+01,7.459375829163766847e-01,2.857329176691417949e+00
5.848580396325828445e+01,1.955390596439009698e+02,1.254711854659926829e+01,1.740310458362032131e+00,9.489220966268822721e+00
8.992151959800888790e+02,7.538696940825586523e+01,1.896512270554400814e+01,4.167813621413478664e+00,6.086718028464448338e+01
6.412788870330938096e+01,5.092064345739039055e+01,2.380645196705644118e-01,2.783566200046283523e+00,2.853557647524460705e+01
4.233922698188743539e+02,2.163098542485984410e+02,1.976541051608105803e+01,2.993724559439239652e+00,1.317565423538552238e+01
1.130888517667289483e-01,2.463483988294563432e+01,2.921257095284963690e+00,2.971084460367400926e+00,5.442808952057098804e-01
2.599380636374250031e+01,1.066872832026923561e+02,1.277733888456468136e+01,3.015916933495645491e+00,1.798978767279736601e+01
2.450703487192831820e-01,1.249005262378266821e+02,1.714371349076277440e+01,2.656812592783634575e+00,6.918395822096646830e-01
3.090427240965247506e+02,2.999990300163746610e+02,1.202470350227695661e+00,6.740185620433886138e-01,4.204312261137189921e+00
6.934114554776205068e+02,9.414345552545046303e+01,1.958253243355998663e+01,2.590715701997535092e+00,4.806123310050736563e+01
1.369664848834160065e-01,2.400083960710923918e+02,1.183180496081866373e+01,3.078436486945524297e+00,1.043998256985269324e-01
3.412285820530286951e-01,1.721863102036343491e+02,6.014673737338132042e+00,3.545830651803052014e+00,5.841656417970891857e-01
2.143108410193529778e+02,1.590690231452391856e+02,1.960970487743659163e+01,2.776632514065948243e+00,1.932834735058978382e+01
5.591723753889063175e+01,1.612163891426310158e+02,2.253707178347419404e+00,4.865104272739405822e+00,1.110444552903143389e+01
8.445611625199145465e+02,2.094810334596665484e+02,3.995597830462105371e-01,1.493507588405483144e+00,1.241271736799068748e+01
1.061785473582782657e+02,2.636491693104881051e+02,1.413238611948739987e+01,2.977757970757475281e+00,5.724550791615756751e+00
2.381004948981124869e+01,1.779169775707472922e+02,5.596585595236556188e+00,2.497719110351861005e+00,8.281345357556922693e+00
1.435400241042991354e+01,1.305464992888006464e+02,3.346418386532101774e+00,4.222129177423362023e+00,1.076281474323045551e+01
1.095139488024151203e-01,2.405275352311123527e+01,1.702632278268048083e+00,2.978790807717551781e-01,7.350801894156826499e-01
1.365396599349546136e+02,2.973101651395386824e+01,1.885960283292945050e+01,2.232864259577871824e+00,5.662329920120607341e+01
3.435636006505668139e+00,8.937614961861881113e+01,5.724514496192700364e+00,3.780141353422621808e+00,1.044320196927360023e+01
2.670624310653632594e-01,2.490945085749697228e+02,1.093928334565222471e+01,6.996908778261096140e-01,2.748210476170186434e-01
1.539356424117009858e+01,2.326483031740175420e+02,1.567421090248126880e+01,7.300015777339180501e-01,4.765350937839819778e+00
3.018915522495778880e+00,7.006916234626370255e+00,1.781845642142954134e+01,3.309944058091796482e+00,2.200817404961469492e+01
2.651134856849006738e+01,2.035820726557102489e+02,1.969605028328260676e+00,2.713466158279253637e+00,5.995625666823282351e+00
1.165973035288818405e-01,6.582875651744974732e+01,1.789872011788922190e+00,4.390103233635532121e+00,3.557358002135004860e-01
4.569876318946261562e-01,2.205569015804979927e+02,1.354040639837614535e+01,3.197802963686340316e+00,5.634206479530969869e-01
1.443190692306578171e+01,4.582398197949098773e+01,1.893661086896979739e+01,2.184322541537657703e+00,2.748172769618433975e+01
2.751881096233756452e+01,1.484605535412700874e+02,1.357426061390957983e+01,2.824483169646994973e+00,1.233989859693173585e+01
2.132340899928802103e-01,1.703195449842262690e+02,1.321853864997694927e+01,3.865913828195195467e+00,3.506382249509022997e-01
3.511652245920674886e+01,2.510787799488062433e+02,1.743854997720165301e+01,2.316191303163880999e+00,4.942726380161201583e+00
2.316778922716807187e+02,1.900874633184716913e+02,1.552389684962175309e+01,3.505976848923496370e+00,1.439305343910507240e+01
1.403248231799689272e+00,1.163828906555771141e+02,2.946019135448385562e-01,2.924942418886966600e-01,4.330559595697537567e+00
1.217091178220058190e+01,2.865926682053485592e+02,1.015374033682642896e+01,2.299964666724701345e+00,2.520305267085620304e+00
4.211890769078810877e+02,1.608026853876078235e+02,1.248057088117409119e+00,2.315617730169195365e+00,1.772038661675544446e+01
6.483936321138254755e+01,1.019931782487499419e+02,1.119512840805131582e+01,1.927769421474222478e+00,2.364119000566083884e+01
6.712577483840130865e-01,6.986495811311496595e+01,1.171053608940387036e+01,2.008662061143890121e+00,3.807402451022689593e+00
7.344643152945482143e+02,1.901072148910123474e+02,7.349651277464886334e+00,1.410411305920111324e+00,1.810614303862912067e+01
2.335071460353135731e+00,8.641864144819632543e+01,2.388758890810793734e+00,2.253383185954910495e+00,8.174580018144579796e+00
1.980659235404578453e+02,2.725470191996197400e+02,1.650100851132927371e+00,1.199937890932419204e+00,5.045294238649799645e+00
6.457581601998978016e+00,2.081126824244935563e+02,6.000502559246418954e+00,2.805982730603433506e+00,4.289640335434904195e+00
1.442348638133655072e+02,2.101627318561209847e+02,1.845666835615086043e+01,2.520389120508897740e+00,1.062416746513669352e+01
4.827148912129686096e+02,8.105016920695754834e+01,1.765884037941160756e+01,1.397441260010329200e+00,4.924275651680494548e+01
4.082191138741789587e+02,4.504782822960551414e+01,1.396022753005183858e+00,5.515976893034008066e-01,5.207383607031273698e+01
1.653521486270088019e+02,2.532519657568304083e+01,2.750720541870614877e+00,2.484118049704279407e+00,5.201069948380830965e+01
1.958345541551507196e+00,2.785453685247646831e+02,7.612193218802421057e+00,3.744164265643764367e+00,1.255198691809156220e+00
4.472173644150689142e+02,1.768026767035150613e+02,7.016587817522612625e-01,2.904907766034007910e+00,1.487696362235734604e+01
4.105434204894520267e-01,1.944596110603708610e+02,1.035750584962848819e+01,3.076795694868876829e+00,6.290882529682813029e-01
1.098449021925351987e+00,2.064500585660245804e+02,8.635304395500252639e+00,4.925900171609185030e+00,1.567154250983064934e+00
