t,E,L,C,D,dC_dt
9.175835167033406847e+00,2.702550729589679041e-02,1.527025507295897144e+00,3.125741637796181777e-02,4.417170763261414335e-01,-5.978926274357102000e-04
9.181836367273454869e+00,2.702308185839182725e-02,1.527023081858392084e+00,3.125383351647869484e-02,4.417230846251295473e-01,-5.961601297093180318e-04
9.187837567513502890e+00,2.702066703236801273e-02,1.527020667032368273e+00,3.125026103957995183e-02,4.417290719280521083e-01,-5.944338937797499778e-04
9.193838767753550911e+00,2.701826277704113058e-02,1.527018262777041446e+00,3.124669890926447258e-02,4.417350383136944836e-01,-5.927138919331539912e-04
9.199839967993598933e+00,2.701586905193710531e-02,1.527015869051937313e+00,3.124314708745428576e-02,4.417409838606086714e-01,-5.910000955858321636e-04
9.205841168233646954e+00,2.701348581689201611e-02,1.527013485816892224e+00,3.123960553599455792e-02,4.417469086471134676e-01,-5.892924752844974634e-04
9.211842368473694975e+00,2.701111303205208647e-02,1.527011113032052281e+00,3.123607421665358305e-02,4.417528127512944103e-01,-5.875910007065374141e-04
9.217843568713742997e+00,2.700875065787369106e-02,1.527008750657874003e+00,3.123255309112279304e-02,4.417586962510035575e-01,-5.858956406605761447e-04
9.223844768953789242e+00,2.700639865512334883e-02,1.527006398655123665e+00,3.122904212101676458e-02,4.417645592238599317e-01,-5.842063630866548007e-04
9.229845969193837263e+00,2.700405698487772996e-02,1.527004056984877955e+00,3.122554126787319487e-02,4.417704017472491307e-01,-5.825231350566409394e-04
9.235847169433885284e+00,2.700172560852365233e-02,1.527001725608523985e+00,3.122205049315292594e-02,4.417762238983234946e-01,-5.808459227745754738e-04
9.241848369673933306e+00,2.699940448775807814e-02,1.526999404487758394e+00,3.121856975823993421e-02,4.417820257540020501e-01,-5.791746915770196180e-04
9.247849569913981327e+00,2.699709358458812769e-02,1.526997093584588461e+00,3.121509902444133400e-02,4.417878073909706216e-01,-5.775094059333324426e-04
9.253850770154029348e+00,2.699479286050302310e-02,1.526994792860503436e+00,3.121163825413339477e-02,4.417935688853636966e-01,-5.758500345357589478e-04
9.259851970394077370e+00,2.699250227420742915e-02,1.526992502274207686e+00,3.120818741425048642e-02,4.417993103115421816e-01,-5.741965653375813439e-04
9.265853170634125391e+00,2.699022178480751932e-02,1.526990221784807922e+00,3.120474647182622935e-02,4.418050317433663277e-01,-5.725489858151855405e-04
9.271854370874173412e+00,2.698795135174631571e-02,1.526987951351746586e+00,3.120131539374986288e-02,4.418107332545039290e-01,-5.709072823189692558e-04
9.277855571114221434e+00,2.698569093475426325e-02,1.526985690934754558e+00,3.119789414682763024e-02,4.418164149184182210e-01,-5.692714403554080538e-04
9.283856771354269455e+00,2.698344049384922630e-02,1.526983440493849598e+00,3.119448269778276120e-02,4.418220768083681027e-01,-5.676414445873259607e-04
9.289857971594317476e+00,2.698119998933648164e-02,1.526981199989336790e+00,3.119108101325548596e-02,4.418277189974081365e-01,-5.660172788342424099e-04
9.295859171834365497e+00,2.697896938180873241e-02,1.526978969381808993e+00,3.118768905980303860e-02,4.418333415583883261e-01,-5.643989260727400037e-04
9.301860372074413519e+00,2.697674863214610114e-02,1.526976748632146386e+00,3.118430680389963974e-02,4.418389445639543389e-01,-5.627863684366657404e-04
9.307861572314461540e+00,2.697453770151612279e-02,1.526974537701516477e+00,3.118093421193651044e-02,4.418445280865474500e-01,-5.611795872175057154e-04
9.313862772554509561e+00,2.697233655137376215e-02,1.526972336551374099e+00,3.117757125022186868e-02,4.418500921984044316e-01,-5.595785628648083931e-04
9.319863972794557583e+00,2.697014514346139993e-02,1.526970145143461854e+00,3.117421788498093288e-02,4.418556369715577747e-01,-5.579832749863025687e-04
9.325865173034605604e+00,2.696796343980882929e-02,1.526967963439809228e+00,3.117087408235591495e-02,4.418611624778353564e-01,-5.563937023483692124e-04
9.331866373274653625e+00,2.696579140273327665e-02,1.526965791402733696e+00,3.116753980840602026e-02,4.418666687888607725e-01,-5.548098228762288198e-04
9.337867573514701647e+00,2.696362899483937398e-02,1.526963628994839617e+00,3.116421502910745808e-02,4.418721559760532824e-01,-5.532316136544063179e-04
9.343868773754749668e+00,2.696147617901918300e-02,1.526961476179019561e+00,3.116089971035342771e-02,4.418776241106274760e-01,-5.516590509268490261e-04
9.349869973994797689e+00,2.695933291845217794e-02,1.526959332918452539e+00,3.115759381795413230e-02,4.418830732635937730e-01,-5.500921100974678901e-04
9.355871174234845711e+00,2.695719917660526280e-02,1.526957199176605551e+00,3.115429731763676505e-02,4.418885035057580901e-01,-5.485307657301929929e-04
9.361872374474893732e+00,2.695507491723274709e-02,1.526955074917233146e+00,3.115101017504551609e-02,4.418939149077218409e-01,-5.469749915495078496e-04
9.367873574714941753e+00,2.695296010437637016e-02,1.526952960104376755e+00,3.114773235574158292e-02,4.418993075398821579e-01,-5.454247604406298189e-04
9.373874774954989775e+00,2.695085470236529071e-02,1.526950854702365579e+00,3.114446382520314263e-02,4.419046814724316707e-01,-5.438800444497807196e-04
9.379875975195037796e+00,2.694875867581608339e-02,1.526948758675816364e+00,3.114120454882538663e-02,4.419100367753586167e-01,-5.423408147846378591e-04
9.385877175435085817e+00,2.694667198963274224e-02,1.526946671989633186e+00,3.113795449192048939e-02,4.419153735184468412e-01,-5.408070418145283220e-04
9.391878375675133839e+00,2.694459460900668415e-02,1.526944594609007000e+00,3.113471361971762927e-02,4.419206917712757976e-01,-5.392786950707412208e-04
9.397879575915181860e+00,2.694252649941673849e-02,1.526942526499417196e+00,3.113148189736298158e-02,4.419259916032203805e-01,-5.377557432468885179e-04
9.403880776155229881e+00,2.694046762662916789e-02,1.526940467626629605e+00,3.112825928991971164e-02,4.419312730834512037e-01,-5.362381541991062539e-04
9.409881976395277903e+00,2.693841795667464845e-02,1.526938417956674954e+00,3.112504576239858226e-02,4.419365362809268283e-01,-5.347258950839234304e-04
9.415883176635325924e+00,2.693637745377843937e-02,1.526936377453778748e+00,3.112184128270187311e-02,4.419417812635197396e-01,-5.332189453292751624e-04
9.421884376875373945e+00,2.693434608059427915e-02,1.526934346080594640e+00,3.111864582168177157e-02,4.419470080977240256e-01,-5.317172963987329415e-04
9.427885577115421967e+00,2.693232380036520227e-02,1.526932323800365587e+00,3.111545934978013350e-02,4.419522168498547510e-01,-5.302209373487104527e-04
9.433886777355469988e+00,2.693031057660078692e-02,1.526930310576601224e+00,3.111228183735062838e-02,4.419574075860486229e-01,-5.287298564207801310e-04
9.439887977595518009e+00,2.692830637307715505e-02,1.526928306373077415e+00,3.110911325465876009e-02,4.419625803722641577e-01,-5.272440410420617396e-04
9.445889177835566031e+00,2.692631115383696191e-02,1.526926311153837368e+00,3.110595357188185306e-02,4.419677352742812371e-01,-5.257634778253750252e-04
9.451890378075614052e+00,2.692432488318941344e-02,1.526924324883189854e+00,3.110280275910905223e-02,4.419728723577016072e-01,-5.242881525696421741e-04
9.457891578315662073e+00,2.692234752571025930e-02,1.526922347525710544e+00,3.109966078634133352e-02,4.419779916879484905e-01,-5.228180502600821011e-04
9.463892778555710095e+00,2.692037904624179287e-02,1.526920379046242227e+00,3.109652762349148988e-02,4.419830933302668075e-01,-5.213531550684533111e-04
9.469893978795758116e+00,2.691841940989283741e-02,1.526918419409893257e+00,3.109340324038414871e-02,4.419881773497230659e-01,-5.198934503535534990e-04
9.475895179035806137e+00,2.691646858203877724e-02,1.526916468582039110e+00,3.109028760675575098e-02,4.419932438112055273e-01,-5.184389186611848555e-04
9.481896379275854159e+00,2.691452652832152306e-02,1.526914526528321936e+00,3.108718069225456862e-02,4.419982927794239846e-01,-5.169895417246050950e-04
9.487897579515902180e+00,2.691259321464953974e-02,1.526912593214649894e+00,3.108408246644069409e-02,4.420033243189098182e-01,-5.155453004648466453e-04
9.493898779755950201e+00,2.691066860719782891e-02,1.526910668607198263e+00,3.108099289878605079e-02,4.420083384940161619e-01,-5.141061749908693024e-04
9.499899979995998223e+00,2.690875267240793942e-02,1.526908752672408331e+00,3.107791195867437573e-02,4.420133353689177369e-01,-5.126721445998447257e-04
9.505901180236046244e+00,2.690684537698795342e-02,1.526906845376988286e+00,3.107483961540123685e-02,4.420183150076108514e-01,-5.112431877775311384e-04
9.511902380476094265e+00,2.690494668791250724e-02,1.526904946687912767e+00,3.107177583817402958e-02,4.420232774739135118e-01,-5.098192821984329215e-04
9.517903580716142287e+00,2.690305657242277396e-02,1.526903056572423090e+00,3.106872059611196293e-02,4.420282228314653117e-01,-5.084004047261267423e-04
9.523904780956190308e+00,2.690117499802646694e-02,1.526901174998026800e+00,3.106567385824608382e-02,4.420331511437275429e-01,-5.069865314135321710e-04
9.529905981196238329e+00,2.689930193249784676e-02,1.526899301932498121e+00,3.106263559351925274e-02,4.420380624739829734e-01,-5.055776375031822978e-04
9.535907181436286351e+00,2.689743734387771423e-02,1.526897437343877950e+00,3.105960577078615767e-02,4.420429568853361801e-01,-5.041736974273972050e-04
9.541908381676334372e+00,2.689558120047341738e-02,1.526895581200473639e+00,3.105658435881331406e-02,4.420478344407133275e-01,-5.027746848087211173e-04
9.547909581916382393e+00,2.689373347085883756e-02,1.526893733470859216e+00,3.105357132627905789e-02,4.420526952028621670e-01,-5.013805724600334246e-04
9.553910782156430415e+00,2.689189412387441025e-02,1.526891894123874716e+00,3.105056664177355263e-02,4.420575392343520926e-01,-4.999913323849441982e-04
9.559911982396478436e+00,2.689006312862710427e-02,1.526890063128627517e+00,3.104757027379877882e-02,4.420623665975741967e-01,-4.986069357778843969e-04
9.565913182636526457e+00,2.688824045449043215e-02,1.526888240454490786e+00,3.104458219076855138e-02,4.420671773547411032e-01,-4.972273530245846507e-04
9.571914382876574479e+00,2.688642607104888699e-02,1.526886426071049074e+00,3.104160236108363322e-02,4.420719715678675388e-01,-4.958525540380911978e-04
9.577915583116622500e+00,2.688461994586605758e-02,1.526884619945866328e+00,3.103863075634038377e-02,4.420767492977936142e-01,-4.944825223522492097e-04
9.583916783356670521e+00,2.688282204527937813e-02,1.526882822045279697e+00,3.103566735054728506e-02,4.420815106041733888e-01,-4.931172512333617530e-04
9.589917983596718543e+00,2.688103233616603166e-02,1.526881032336166344e+00,3.103271211730235235e-02,4.420862555465316923e-01,-4.917567316364418462e-04
9.595919183836766564e+00,2.687925078565059009e-02,1.526879250785650788e+00,3.102976503011114010e-02,4.420909841842383670e-01,-4.904009537298123500e-04
9.601920384076814585e+00,2.687747736110501426e-02,1.526877477361105351e+00,3.102682606238671426e-02,4.420956965765083235e-01,-4.890499068951267847e-04
9.607921584316862607e+00,2.687571203014863311e-02,1.526875712030148824e+00,3.102389518744967656e-02,4.421003927824017632e-01,-4.877035797278272966e-04
9.613922784556910628e+00,2.687395476064816796e-02,1.526873954760648466e+00,3.102097237852815062e-02,4.421050728608237335e-01,-4.863619600373250695e-04
9.619923984796958649e+00,2.687220552071772212e-02,1.526872205520718007e+00,3.101805760875778195e-02,4.421097368705245723e-01,-4.850250348471321638e-04
9.625925185037006671e+00,2.687046427871877391e-02,1.526870464278718975e+00,3.101515085118175183e-02,4.421143848700995749e-01,-4.836927903953125440e-04
9.631926385277054692e+00,2.686873100326019406e-02,1.526868731003260482e+00,3.101225207875075648e-02,4.421190169179891050e-01,-4.823652121344959576e-04
9.637927585517102713e+00,2.686700566319822486e-02,1.526867005663198551e+00,3.100936126432302098e-02,4.421236330724788166e-01,-4.810422847323220230e-04
9.643928785757150735e+00,2.686528822763650098e-02,1.526865288227636785e+00,3.100647838066429920e-02,4.421282333916992657e-01,-4.797239920715304362e-04
9.649929985997198756e+00,2.686357866592602867e-02,1.526863578665926369e+00,3.100360340044786348e-02,4.421328179336261877e-01,-4.784103172502870982e-04
9.655931186237246777e+00,2.686187694766521000e-02,1.526861876947665397e+00,3.100073629625451840e-02,4.421373867560803306e-01,-4.771012425823645264e-04
9.661932386477294799e+00,2.686018304269981519e-02,1.526860183042700214e+00,3.099787704057259397e-02,4.421419399167276776e-01,-4.757967495974957384e-04
9.667933586717342820e+00,2.685849692112300680e-02,1.526858496921123409e+00,3.099502560579794203e-02,4.421464774730791136e-01,-4.744968190414228237e-04
9.673934786957390841e+00,2.685681855327532591e-02,1.526856818553275597e+00,3.099218196423393981e-02,4.421509994824908141e-01,-4.732014308762924615e-04
9.679935987197438862e+00,2.685514790974469559e-02,1.526855147909744970e+00,3.098934608809148991e-02,4.421555060021639116e-01,-4.719105642807946976e-04
9.685937187437486884e+00,2.685348496136642088e-02,1.526853484961366636e+00,3.098651794948902374e-02,4.421599970891446074e-01,-4.706241976505654012e-04
9.691938387677534905e+00,2.685182967922318878e-02,1.526851829679223504e+00,3.098369752045249809e-02,4.421644728003243929e-01,-4.693423085981029974e-04
9.697939587917582926e+00,2.685018203464507175e-02,1.526850182034645398e+00,3.098088477291538814e-02,4.421689331924396060e-01,-4.680648739533790903e-04
9.703940788157630948e+00,2.684854199920952075e-02,1.526848541999209719e+00,3.097807967871870488e-02,4.421733783220718750e-01,-4.667918697637898906e-04
9.709941988397678969e+00,2.684690954474136873e-02,1.526846909544741671e+00,3.097528220961098117e-02,4.421778082456477299e-01,-4.655232712945309159e-04
9.715943188637726990e+00,2.684528464331283754e-02,1.526845284643313150e+00,3.097249233724826828e-02,4.421822230194389913e-01,-4.642590530287218908e-04
9.721944388877775012e+00,2.684366726724352406e-02,1.526843667267243854e+00,3.096971003319414981e-02,4.421866226995623816e-01,-4.629991886677883861e-04
9.727945589117823033e+00,2.684205738910041064e-02,1.526842057389100615e+00,3.096693526891973469e-02,4.421910073419799136e-01,-4.617436511315659020e-04
9.733946789357871054e+00,2.684045498169786159e-02,1.526840454981698070e+00,3.096416801580366071e-02,4.421953770024985575e-01,-4.604924125585704853e-04
9.739947989597919076e+00,2.683886001661842449e-02,1.526838860016618726e+00,3.096140824723701487e-02,4.421997317361446300e-01,-4.592454535780818303e-04
9.745949189837967097e+00,2.683727246337894515e-02,1.526837272463379191e+00,3.095865594012953137e-02,4.422040715964916102e-01,-4.580027695431018731e-04
9.751950390078015118e+00,2.683569229208389653e-02,1.526835692292084268e+00,3.095591107095538308e-02,4.422083966369607655e-01,-4.567643533374618481e-04
9.757951590318063140e+00,2.683411947306759901e-02,1.526834119473067908e+00,3.095317361609273982e-02,4.422127069108397479e-01,-4.555301970846428739e-04
9.763952790558111161e+00,2.683255397689417523e-02,1.526832553976894546e+00,3.095044355182377180e-02,4.422170024712820946e-01,-4.543002921482963696e-04
9.769953990798159182e+00,2.683099577435756403e-02,1.526830995774357769e+00,3.094772085433466699e-02,4.422212833713078384e-01,-4.530746291323342612e-04
9.775955191038207204e+00,2.682944483648151343e-02,1.526829444836481864e+00,3.094500549971563111e-02,4.422255496638028971e-01,-4.518531978812204142e-04
9.781956391278255225e+00,2.682790113451958072e-02,1.526827901134519827e+00,3.094229746396087721e-02,4.422298014015196288e-01,-4.506359874801163512e-04
9.787957591518303246e+00,2.682636463995513240e-02,1.526826364639955358e+00,3.093959672296864305e-02,4.422340386370762766e-01,-4.494229862552212573e-04
9.793958791758351268e+00,2.682483532450134420e-02,1.526824835324501528e+00,3.093690325254116677e-02,4.422382614229575237e-01,-4.482141817737650413e-04
9.799959991998399289e+00,2.682331316010120800e-02,1.526823313160101447e+00,3.093421702838471815e-02,4.422424698115141606e-01,-4.470095608444732416e-04
9.805961192238447310e+00,2.682179811892751800e-02,1.526821798118927820e+00,3.093153802610956737e-02,4.422466638549629736e-01,-4.458091095176364149e-04
