A,B,P,Q,J_net
4.568728677030007290e+00,8.964850919422319819e+00,3.704876529586079936e+00,6.434249579676598607e+00,2.059174526798041860e-01
8.034289307271592406e+00,8.727570140632707307e+00,1.711361847233834554e+00,2.625422814453674203e+00,4.750693688807956505e-01
8.355176838182142518e+00,1.459635702944033886e+00,4.244569837027420967e+00,8.855728052982996701e+00,-5.148097228766376765e-02
7.665181022910287467e+00,3.478411258625644376e+00,5.660909153804768446e-01,3.237922576059975910e+00,3.575446879591301363e-01
2.507173508886372026e+00,2.761841099863187932e+00,4.813667791799699280e+00,9.488464698042839984e+00,-1.683985824721552227e-01
3.424357559600328949e-01,3.671376185998375341e+00,4.734805292339648197e+00,2.398060337954630583e+00,-1.208310384357888234e-01
6.616705475083976218e+00,7.670980667067755832e+00,1.148771646618698794e+00,7.420568963936381657e+00,3.505856387465394741e-01
4.171451175385938015e+00,1.929114706431908965e+00,4.266849532129095124e+00,4.556908529630994131e+00,-2.733627850377465945e-02
8.953182366627656208e+00,6.844783677940317057e-01,1.110297249709038647e+00,2.487100997700256944e+00,9.352185537445173447e-02
8.612490522712416663e+00,5.513751831798192171e+00,6.679077700096193837e+00,8.097574967628014875e+00,9.940512734306657106e-02
5.384145730552856612e+00,7.879265918790339107e+00,2.604437281719929498e+00,4.482791910648547429e+00,3.154148678310142451e-01
3.836697091489574163e+00,1.108199411137661405e+00,9.677379678101761584e+00,7.203136875848572984e+00,-2.568249888013406923e-01
7.158596455161018390e+00,8.366573222561132894e+00,1.332409964043521855e+00,2.852740978507148473e+00,4.660348198162949651e-01
7.122759985572800545e+00,1.691885561711407693e+00,5.950547281435645708e+00,8.645356470990282816e+00,-1.016850752650831496e-01
6.854600642066342786e+00,7.389174671849647602e-01,1.172948521240228636e+00,7.623218157968596032e+00,8.807236578034066329e-03
8.439998137969322300e+00,5.721513004501960431e+00,3.975326997121189532e+00,7.651399864977785015e+00,1.946524707687679323e-01
5.815453993923784815e+00,7.472637787805927800e+00,6.939422610192084839e+00,5.589917200189614910e+00,1.422245516818312350e-01
5.208830450418032498e+00,1.147431587410408793e-01,5.372011274722782836e+00,4.159690219490710383e+00,-1.909941091194073959e-01
5.217390522713276191e+00,3.218791339495229220e+00,4.241438107887837816e+00,3.222796432202891026e+00,1.420423742500303288e-01
8.900908514391529636e+00,1.410044869097142994e+00,8.828175811906472603e+00,6.043004958060582688e-01,1.549454107904357780e-01
3.730836220933518188e+00,5.472573368619477741e+00,3.821082277301951269e+00,7.630909950980413470e+00,5.576296780709436712e-02
8.434967012123008701e+00,7.777480963429610483e+00,9.075302685091294563e+00,9.660235582561380596e+00,7.465504259624555772e-02
5.098406681205974955e+00,5.747770977395358472e+00,5.281124672117727847e+00,2.923880827595065401e+00,2.175037593157686799e-01
9.448556126163347724e-01,2.681992748194995890e+00,2.222389962235864935e+00,2.818675476788999656e+00,-2.451309592307076429e-02
4.544921674394703182e+00,2.542211100146436920e+00,4.331848999965882463e+00,3.555722582744346827e+00,6.219887470892390691e-02
2.982844336694142839e+00,6.582300140835473989e+00,2.853343258284790185e+00,2.962493019370629810e+00,2.242003763361647695e-01
5.326061942172018782e+00,8.365109271535930091e+00,5.216586002128058119e+00,7.689360964593323189e+00,1.406042501273521705e-01
8.547767567820406143e+00,5.631778706695862446e+00,6.951202703032369756e-01,2.119502342445414467e+00,4.760300655895433608e-01
1.876609719482527527e+00,6.521486110986539408e+00,4.990639859716150539e+00,9.822156415827027587e+00,-1.021167940453783785e-01
4.804723780491033658e+00,4.505590621138379603e+00,5.147784696518892034e+00,8.143667520350380329e+00,5.410565103730975191e-03
5.866772292178391801e+00,6.346808921295048478e+00,7.553756472010858758e+00,4.928518024410240450e+00,1.212860549148113143e-01
7.721221083858109679e+00,9.678742995695792217e+00,8.760977961286723348e-01,4.343678501450122909e+00,4.734533493349831201e-01
9.415671928763609699e+00,8.083828525661699516e+00,6.928245961615867365e+00,3.314082743865777836e+00,3.196181554949650283e-01
5.551018024227260206e+00,1.803669002798055365e-01,2.113462512377290548e+00,8.376619858569354093e+00,-1.197916096312095224e-01
9.224018386737551367e+00,5.383178685010848064e+00,3.883714155103519694e+00,3.201130924504059783e-01,4.649841525875618164e-01
3.431933727220850994e+00,5.160978556406758955e+00,5.102505402190469219e+00,1.231086293702700507e+00,2.317230326259831774e-01
7.666765736044834689e+00,9.471044437012315909e-01,6.055254298484037179e+00,1.612299397487563679e+00,4.304280335209104136e-02
7.660882037345571050e+00,8.259563524070387075e+00,5.655698660549463241e+00,3.433179380900047928e+00,3.140081791547657541e-01
5.557661909635647213e+00,4.352997210705958686e+00,9.894381922307562860e+00,6.315557325179676162e+00,-4.330129136724075040e-02
1.820508315402161070e+00,7.025601653820261916e+00,1.328369133811255542e+00,8.928410039784617780e+00,1.007625826913541023e-01
3.923422527036723118e+00,2.671393384669996429e+00,2.468432413430564853e+00,7.305892734637484232e+00,2.152262483120180245e-02
2.979416170568344402e+00,9.483853674728193184e+00,9.172261480375652809e+00,9.309644930997537315e+00,-6.483014568682222978e-02
9.672098330724336890e+00,3.417616689394551877e+00,4.958450662917468499e+00,4.690601635042387585e+00,1.620083156060965202e-01
6.481762363657062487e+00,6.759450635240900951e+00,5.712899358469201161e+00,3.219259807654220928e+00,2.609494595320089316e-01
9.099474583943717221e+00,3.644396431612591858e+00,1.466781459975591506e+00,7.274525992661931895e+00,2.293994838525557911e-01
3.031981719380434370e+00,1.220702701157897696e+00,9.833380010327893217e+00,7.252315005902639555e+00,-2.743326875003619381e-01
4.346506579999305231e+00,3.498838705901035628e-01,6.894385939107698924e+00,5.509381740359836854e+00,-2.342381343822302897e-01
5.716986024415772860e+00,8.811220995847088844e+00,6.872296050140810131e+00,8.642298872235805618e+00,9.491416032791448465e-02
3.611809015564062531e+00,5.839545079073812595e+00,6.840731782556694007e+00,2.739290406384076171e+00,1.244225079465471895e-01
4.619346308824092695e+00,5.953274730976680473e+00,1.325875576074517337e+00,8.675561024413740441e+00,2.267460778436661550e-01
6.033139866291197251e+00,1.489408824287290045e+00,6.905916765491206810e+00,9.293796743634686663e+00,-1.664742340728095904e-01
3.800311460707156419e-01,3.179609928118494189e+00,1.846195884904455520e+00,8.479279117699217716e-01,2.804879729936596289e-02
3.464130433482028870e+00,7.300322464503749664e+00,6.127952485878500610e+00,6.742485774386342001e+00,3.346979571237842371e-02
1.021948271319519236e-01,3.918678717801146405e+00,3.408406038414500738e+00,7.682290476332920726e+00,-2.401892674829688989e-01
4.877122457816562395e+00,4.894216568582672622e+00,1.457098344727084882e+00,4.101505984206474942e+00,3.013587326228269747e-01
6.119206584296358997e+00,2.237716132627268095e+00,5.772074648564636812e-01,1.490687321622879757e+00,3.342831220445938167e-01
1.020605554650109159e+00,7.592907435346054612e-01,7.914687612473541911e+00,8.799431850527017929e+00,-3.483738295672895724e-01
2.496734581233487571e+00,5.219115358406265059e+00,2.207649014710233171e-01,5.083530321596270163e+00,2.983879376887819124e-01
8.059519028484235292e+00,8.029462725610988727e+00,3.052439359378542161e+00,3.558384489655655347e+00,3.906477655169173779e-01
8.418787442511018071e+00,4.698943802291588590e-01,2.675279849257976572e+00,3.052688708047989419e+00,-2.299128417014002432e-03
3.938559217276610180e+00,1.519819311484225333e+00,2.798606781153621714e+00,8.316298985711336744e-01,1.874099258233741794e-01
8.160814932358144702e+00,8.913464398485755780e+00,2.207955591940370166e+00,8.959931766130177166e+00,3.184245810370051610e-01
2.843688505018213242e+00,7.788048244901714767e+00,5.825134853141121560e+00,7.355354078479805047e+00,5.295159926640266926e-03
7.090471400903468613e+00,7.855089396781761657e+00,4.698726237533128902e+00,9.755886469971544628e+00,1.580537732788681871e-01
5.500020574205433554e+00,8.958931719796352056e+00,6.504090800785706783e-01,6.727468247494650555e+00,3.923765148092004384e-01
4.456980881136358263e+00,8.109091911346135717e+00,5.761904495484669653e+00,7.959676020562350018e+00,7.886137932963223351e-02
6.598778534120388173e+00,3.151892282713304461e+00,2.892345008616121316e+00,1.134360114994725777e-01,4.085143768556612764e-01
2.325677230621804037e-01,5.858247836595396940e+00,2.936146877346645478e+00,8.843507345059007374e-01,2.106780069605803697e-03
1.708190082812717669e+00,9.777461814240657745e+00,2.221107485345345633e+00,9.561640040761513859e+00,6.026646372500565202e-02
3.008852297440769430e+00,3.042721416609941887e+00,6.474887744600883899e+00,1.468443870230976334e+00,8.912691080282388045e-02
6.837569836719022298e+00,5.813715171416727223e+00,9.721571202642804721e+00,4.265638559982102507e+00,1.133253787346659852e-01
7.091729602277605515e+00,7.697818795526311320e+00,4.208716309941674005e+00,9.418022957477422352e+00,1.781818148439086036e-01
6.839532159441664483e+00,6.237899713940785240e+00,6.594478225678850336e+00,3.007088550426169515e+00,2.441002802333468169e-01
7.699409354981050058e+00,5.849184277213720584e+00,2.239476311462178071e+00,3.473334579752923368e+00,3.683793170154596730e-01
8.875604540359727235e-01,4.171240691378718779e+00,1.973400336038008573e+00,3.981663709973980447e-01,1.587358647255327770e-01
1.148300193312011608e+00,6.057902767177082204e+00,8.008208142498373761e+00,4.946108375691125048e+00,-1.254413199212067176e-01
8.567976486594927721e+00,2.238151490227365148e+00,8.553932644065239899e+00,1.811433773625774180e+00,1.271874879408209924e-01
3.632693754315230894e+00,2.379008600287055852e+00,6.382347738828404005e+00,3.209939110177680188e+00,-2.544655082632966275e-02
5.726875775786746559e+00,1.116186761977309150e+00,2.405488771942436266e+00,7.956956215850435221e+00,-4.255756949776266090e-02
5.084677776760800683e+00,6.591986436877346200e+00,1.639425429479024920e+00,7.677910208870312836e+00,2.547089742151970038e-01
6.303959456242483661e+00,3.792052401962467290e+00,5.345835840449002063e+00,5.922727499595065837e+00,6.867993221931464887e-02
8.617724411567274645e-01,8.917853264448277528e+00,6.718055741896507449e+00,2.834072939265127822e+00,-1.945729187835894616e-02
7.720923241027502826e+00,1.208519945351875569e+00,4.559705550469032254e+00,9.659365594697172597e+00,-9.778680722018207039e-02
1.321683048815221362e+00,3.353007995932833496e-01,2.329037375141706168e+00,1.470888156436577887e+00,-1.052817412876270037e-01
6.845607172156948472e+00,2.593044623699612306e+00,9.191577757607674926e+00,3.158060402179534432e+00,3.142576767755565076e-02
4.081206781592036315e+00,3.569176300894444598e+00,3.777414608706419319e+00,7.937296281392910657e+00,-4.530862064474454505e-03
4.973390197015169711e+00,6.785886256178238263e+00,7.292207921631827183e+00,6.319461082725045031e+00,6.658205624243880572e-02
6.749767970171371090e+00,2.720252418954818285e+00,1.476303169439955321e-01,7.841531801811471247e+00,2.363567362556444895e-01
3.772927231886804567e+00,9.062948819425090008e+00,3.944912775464077370e+00,8.456291616713335069e-01,3.427307959635217394e-01
5.557709663795745714e-01,7.229366045146882414e+00,8.366479269157188980e+00,5.397558804110690112e+00,-1.628448034356590191e-01
9.645694362043895964e+00,9.851527786684119548e+00,8.001975709384247182e+00,2.835954703919410402e+00,3.484198806851741548e-01
5.274501304138367708e+00,9.669664291961289848e+00,6.877197175517032690e+00,2.890612233380052132e+00,2.538955645731331145e-01
7.447231946502522959e+00,8.115954248768321833e+00,9.380268396929192676e+00,9.703251859375743749e+00,5.228797474355591918e-02
5.359818853869308342e+00,8.870426501808269748e+00,9.664021984671531840e+00,6.604787245079580593e+00,6.949015184982178239e-02
8.214900336432725325e+00,3.432373848200259925e+00,8.663340473388604357e-01,9.607253087442057193e+00,2.064126417240206290e-01
5.689700172968485958e+00,4.092871708569544964e+00,5.680752868116172749e+00,6.683843126552948100e+00,3.445695525721440694e-02
1.315293096033240072e+00,8.159512532963299591e+00,7.718786911153399544e+00,4.586821895294372453e+00,-5.953056464141578963e-02
6.454874990092473119e+00,4.760509056289920160e+00,3.171191574718271178e-01,1.187587981455254349e+00,4.903812961248645297e-01
1.810132627426144669e+00,4.021074674353330991e+00,2.842388348859552938e+00,2.161731952485438590e+00,1.142468468664786657e-01
8.254175936664612578e+00,9.651306915237694017e-01,3.302602816424390575e+00,2.296416252760318688e+00,7.420598458711193113e-02
6.842509844680872533e+00,3.200047708772306709e+00,8.231184103104233429e+00,1.837620485146826743e+00,1.610453887686697227e-01
9.404105517616766718e+00,2.479892291892073164e+00,2.663003629148283480e+00,9.463903479853060574e+00,7.643269222923390616e-02
6.327899816460954341e+00,3.958252100791298744e+00,1.037724347435484001e-01,5.915538593423018909e+00,3.387687078054412160e-01
2.329114664802233392e+00,7.055380750162783876e+00,9.462297993737060153e+00,4.553503648935206982e+00,-3.823997989301301803e-02
5.615661703670302707e+00,7.776756076999515876e+00,3.330092810233374223e+00,9.671156754538351663e+00,1.704112545949018898e-01
7.740545541902981164e+00,4.691901270195441676e+00,1.037089295692461111e+00,5.780044818118728500e+00,3.211593569584187402e-01
7.147694145498255658e+00,1.877303090865971802e+00,7.834932411403303654e+00,1.828894657267853496e+00,8.655752667413214863e-02
3.488737389414702683e+00,1.390917871534611328e+00,5.597766371979493449e+00,7.287057546613919357e+00,-1.854034667019956728e-01
6.587976390977662078e+00,1.779183137924108982e+00,9.804071327321825180e+00,5.910291078577711410e+00,-1.304430951830160834e-01
9.359163706880636369e+00,1.192800144616361191e+00,3.563955755872229680e+00,9.688508841104162883e+00,-4.493881656637158106e-02
6.879619426685400718e+00,8.599424060465253206e+00,4.172999244433261090e+00,3.494645706759146098e+00,3.409977254211609132e-01
3.736283882299440862e+00,3.007126509334606901e+00,4.310452519607600230e+00,6.332496974030701331e+00,-3.022053909784290504e-02
9.116507470795941259e+00,5.092631659759446983e+00,6.942520279497824021e+00,7.421990401779458679e+00,1.028814486788038052e-01
8.293479508008909207e+00,1.226563368083387839e+00,9.127211203297827424e+00,7.300531434563504618e+00,-1.505984663701966930e-01
8.566319226644960594e+00,8.711480222742890689e+00,2.992807737715768468e+00,7.376349023917755154e+00,3.182029736408351628e-01
1.157729629263686055e+00,3.528396614831497691e-01,6.604228522900963405e-01,2.804010507486110804e+00,-5.039208367932172805e-02
2.979205453042811591e+00,1.414603926991321980e+00,4.691258973952512790e+00,4.045194034433004404e+00,-1.079858694268710367e-01
7.922265246336003486e+00,3.383724132373204352e+00,9.593244649780036326e+00,9.575543681812817454e+00,-8.726421312427973254e-02
2.820594209258374008e+00,8.131871243227509538e+00,7.363626868046521778e+00,3.519040133203880316e+00,8.220681851082463354e-02
8.296887620227754168e-01,3.205050738756306306e+00,4.651266027475353226e+00,7.739381553287008053e-01,3.220045184792555415e-02
6.864333523478600263e+00,2.931517850147570048e+00,4.763216027126055074e+00,2.264765470315086127e+00,1.973576726608784471e-01
8.012772569142486034e+00,9.757553957794231625e-01,4.991053127447699467e+00,6.338104281529706618e+00,-7.870176769647395376e-02
6.453501300589610246e+00,3.685927497831350319e+00,3.659465663412649672e+00,7.307265185987613876e+00,9.137241450526757680e-02
3.513949030607545154e+00,6.961034800678334911e+00,9.269859395149836478e-01,4.244981833492297518e+00,3.313271472729538702e-01
5.641755857778732342e+00,8.245887186212687681e+00,6.458736406333631663e+00,1.884199938093262527e-01,3.944454427084683190e-01
3.130475193298583592e-01,7.878439382242587108e+00,4.812308647509808246e+00,5.306541137321760360e+00,-1.295294458539810734e-01
