t,V,m,n,dV_dt,dV_dt_noisy
3.040608121624325122e+01,2.533550219513089274e+01,3.683100200347659836e-01,6.168091701288181961e-01,-2.133056040224690086e-02,-8.070572706884420605e-03
3.042608521704341129e+01,2.533507609375947212e+01,3.683237958364972142e-01,6.168361417495704657e-01,-2.127134758272131165e-02,-2.120691202737690073e-02
3.044608921784357136e+01,2.533465117524761112e+01,3.683375332223861598e-01,6.168630396555669915e-01,-2.121230265795581715e-02,-8.313576166324374017e-02
3.046609321864373143e+01,2.533422743621936846e+01,3.683512323008895084e-01,6.168898640492395113e-01,-2.115342512894946569e-02,-1.450153165341439288e-01
3.048609721944389150e+01,2.533380487330776631e+01,3.683648931800608262e-01,6.169166151324609881e-01,-2.109471449852029501e-02,1.013551483061389188e-02
3.050610122024405158e+01,2.533338348315479038e+01,3.683785159675506682e-01,6.169432931065458314e-01,-2.103617027128357186e-02,-1.034015406367168599e-01
3.052610522104421165e+01,2.533296326241137919e+01,3.683921007706064121e-01,6.169698981722492315e-01,-2.097779195366267224e-02,-8.337392363372732318e-02
3.054610922184437172e+01,2.533254420773743476e+01,3.684056476960722026e-01,6.169964305297683804e-01,-2.091957905390562367e-02,-1.756178338859704091e-01
3.056611322264453179e+01,2.533212631580182617e+01,3.684191568503892289e-01,6.170228903787410291e-01,-2.086153108208321783e-02,-3.280711510736114001e-01
3.058611722344469186e+01,2.533170958328237177e+01,3.684326283395955581e-01,6.170492779182467080e-01,-2.080364755008345945e-02,-2.082524658953445740e-01
3.060612122424485193e+01,2.533129400686586052e+01,3.684460622693259690e-01,6.170755933468059506e-01,-2.074592797163554714e-02,4.505355801978060126e-02
3.062612522504501200e+01,2.533087958324803779e+01,3.684594587448122294e-01,6.171018368623807371e-01,-2.068837186229655067e-02,-2.573160466476606123e-01
3.064612922584517207e+01,2.533046630913361241e+01,3.684728178708830959e-01,6.171280086623741612e-01,-2.063097873947672412e-02,-1.502257574536002838e-01
3.066613322664533214e+01,2.533005418123624608e+01,3.684861397519639814e-01,6.171541089436308747e-01,-2.057374812241419271e-02,3.078582772676013435e-01
3.068613722744549221e+01,2.532964319627857464e+01,3.684994244920773432e-01,6.171801379024364209e-01,-2.051667953220825957e-02,2.047864733632299983e-01
3.070614122824565229e+01,2.532923335099218676e+01,3.685126721948425166e-01,6.172060957345179011e-01,-2.045977249180608304e-02,-1.591429829647320326e-01
3.072614522904581236e+01,2.532882464211762752e+01,3.685258829634755484e-01,6.172319826350436411e-01,-2.040302652602365985e-02,1.002728588290378031e-01
3.074614922984596888e+01,2.532841706640440904e+01,3.685390569007896411e-01,6.172577987986230807e-01,-2.034644116152706239e-02,-1.504036300629565948e-01
3.076615323064612895e+01,2.532801062058960540e+01,3.685521941150041170e-01,6.172835444216007161e-01,-2.029001588137169243e-02,3.052278174381271025e-01
3.078615723144628902e+01,2.532760530147232103e+01,3.685652947169970051e-01,6.173092196991650793e-01,-2.023375016515116531e-02,-1.373724892326624869e-01
3.080616123224644909e+01,2.532720110591338170e+01,3.685783588121180343e-01,6.173348248229889590e-01,-2.017764354452911135e-02,-3.834303472351811154e-03
3.082616523304660916e+01,2.532679803078095304e+01,3.685913865053814797e-01,6.173603599842749645e-01,-2.012169555244436303e-02,2.568400276975034702e-01
3.084616923384676923e+01,2.532639607295050155e+01,3.686043779014707145e-01,6.173858253737577462e-01,-2.006590572310584797e-02,-1.856412576203660958e-01
3.086617323464692930e+01,2.532599522930480873e+01,3.686173331047379875e-01,6.174112211817038842e-01,-2.001027359198059852e-02,2.408965679357498724e-01
3.088617723544708937e+01,2.532559549673396049e+01,3.686302522192046460e-01,6.174365475979118889e-01,-1.995479869579896981e-02,-1.834450666100864991e-01
3.090618123624724944e+01,2.532519687213535420e+01,3.686431353485608020e-01,6.174618048117124225e-01,-1.989948057256962777e-02,2.773966840150302732e-02
3.092618523704740952e+01,2.532479935241369517e+01,3.686559825961657211e-01,6.174869930119678552e-01,-1.984431876156944607e-02,-7.896725733068943320e-02
3.094618923784756959e+01,2.532440293448099311e+01,3.686687940650475448e-01,6.175121123870728201e-01,-1.978931280335627374e-02,-3.749032012406736114e-02
3.096619323864772966e+01,2.532400761525657273e+01,3.686815698579033462e-01,6.175371631249537696e-01,-1.973446223977826097e-02,1.228359776599452502e-02
3.098619723944788973e+01,2.532361339166705605e+01,3.686943100770992965e-01,6.175621454130688637e-01,-1.967976661394421622e-02,-3.454864502564496120e-02
3.100620124024804980e+01,2.532322026064638365e+01,3.687070148246703316e-01,6.175870594384088585e-01,-1.962522547029021958e-02,-2.230919072950107995e-01
3.102620524104820987e+01,2.532282821913580406e+01,3.687196842023205967e-01,6.176119053874957743e-01,-1.957083835451922660e-02,1.537451263271880364e-01
3.104620924184836994e+01,2.532243726408386664e+01,3.687323183114230019e-01,6.176366834463841160e-01,-1.951660481364625443e-02,1.245912609761086476e-01
3.106621324264853001e+01,2.532204739244643221e+01,3.687449172530194996e-01,6.176613938006602078e-01,-1.946252439598139539e-02,2.385047804506467140e-01
3.108621724344869008e+01,2.532165860118667311e+01,3.687574811278210296e-01,6.176860366354421927e-01,-1.940859665113536803e-02,2.575810347147222679e-01
3.110622124424885016e+01,2.532127088727506958e+01,3.687700100362074629e-01,6.177106121353803658e-01,-1.935482113005160265e-02,-2.881483863850924365e-01
3.112622524504901023e+01,2.532088424768940271e+01,3.687825040782276020e-01,6.177351204846569521e-01,-1.930119738496516302e-02,2.378010599247484813e-01
3.114622924584917030e+01,2.532049867941476862e+01,3.687949633535993477e-01,6.177595618669861066e-01,-1.924772496943316646e-02,2.402992097866662458e-01
3.116623324664933037e+01,2.532011417944357490e+01,3.688073879617094764e-01,6.177839364656139143e-01,-1.919440343834588614e-02,-1.256430421498651584e-01
3.118623724744949044e+01,2.531973074477552643e+01,3.688197780016136407e-01,6.178082444633186121e-01,-1.914123234790010564e-02,1.883396888260934210e-01
3.120624124824965051e+01,2.531934837241764669e+01,3.688321335720366467e-01,6.178324860424102560e-01,-1.908821125564341692e-02,2.745580230634458996e-01
3.122624524904981058e+01,2.531896705938425995e+01,3.688444547713721211e-01,6.178566613847309430e-01,-1.903533972043847111e-02,-1.268024404215146173e-01
3.124624924984997065e+01,2.531858680269700557e+01,3.688567416976827329e-01,6.178807706716544779e-01,-1.898261730249184431e-02,-2.947344871471824779e-01
3.126625325065013072e+01,2.531820759938482723e+01,3.688689944487000827e-01,6.179048140840870396e-01,-1.893004356335059590e-02,-9.083734880535236644e-02
3.128625725145029079e+01,2.531782944648397304e+01,3.688812131218247581e-01,6.179287918024666260e-01,-1.887761806590204650e-02,5.396637948165670107e-01
3.130626125225045087e+01,2.531745234103800613e+01,3.688933978141262782e-01,6.179527040067630539e-01,-1.882534037438909902e-02,2.842675018567047962e-02
3.132626525305061094e+01,2.531707628009779754e+01,3.689055486223431490e-01,6.179765508764782922e-01,-1.877321005439702706e-02,-2.616151004032902794e-01
3.134626925385077101e+01,2.531670126072151916e+01,3.689176656428829193e-01,6.180003325906461287e-01,-1.872122667287090536e-02,-6.931068115427055365e-02
3.136627325465093108e+01,2.531632727997466148e+01,3.689297489718219580e-01,6.180240493278326142e-01,-1.866938979811672006e-02,-2.174798327174476409e-01
3.138627725545109115e+01,2.531595433493001579e+01,3.689417987049056769e-01,6.180477012661352854e-01,-1.861769899979637266e-02,-9.847381816313535707e-02
3.140628125625125122e+01,2.531558242266768133e+01,3.689538149375484744e-01,6.180712885831841641e-01,-1.856615384894610976e-02,4.626698624208384902e-04
3.142628525705141129e+01,2.531521154027507237e+01,3.689657977648336251e-01,6.180948114561407580e-01,-1.851475391796009173e-02,-5.308341549063332332e-01
3.144628925785157136e+01,2.531484168484690400e+01,3.689777472815135573e-01,6.181182700616990600e-01,-1.846349878061770422e-02,5.361665751525926393e-02
3.146629325865173143e+01,2.531447285348520282e+01,3.689896635820094084e-01,6.181416645760845485e-01,-1.841238801206424025e-02,2.645215393942219606e-01
3.148629725945189151e+01,2.531410504329930333e+01,3.690015467604115251e-01,6.181649951750550764e-01,-1.836142118883843377e-02,-5.783518225813900210e-02
3.150630126025205158e+01,2.531373825140585154e+01,3.690133969104790745e-01,6.181882620339000933e-01,-1.831059788885236461e-02,-9.484958246984591390e-02
3.152630526105221165e+01,2.531337247492879428e+01,3.690252141256401552e-01,6.182114653274413119e-01,-1.825991769140267174e-02,2.004581714915637525e-01
3.154630926185237172e+01,2.531300771099939340e+01,3.690369984989920193e-01,6.182346052300322636e-01,-1.820938017718809476e-02,-2.715371053890829334e-01
3.156631326265253179e+01,2.531264395675621515e+01,3.690487501233006840e-01,6.182576819155585213e-01,-1.815898492829615130e-02,-2.673370211500109006e-01
3.158631726345269186e+01,2.531228120934513726e+01,3.690604690910012642e-01,6.182806955574374763e-01,-1.810873152820424714e-02,-2.962159440675092847e-01
3.160632126425285193e+01,2.531191946591934183e+01,3.690721554941977511e-01,6.183036463286187834e-01,-1.805861956180954131e-02,-4.953421093494111277e-02
3.162632526505301200e+01,2.531155872363932247e+01,3.690838094246631784e-01,6.183265344015838050e-01,-1.800864861539430706e-02,6.079674690804588721e-02
3.164632926585317207e+01,2.531119897967287713e+01,3.690954309738394556e-01,6.183493599483459446e-01,-1.795881827665835040e-02,-3.607340708863229078e-02
3.166633326665333215e+01,2.531084023119511528e+01,3.691070202328375904e-01,6.183721231404505358e-01,-1.790912813470946219e-02,9.204611652490937712e-02
3.168633726745349222e+01,2.531048247538845430e+01,3.691185772924374664e-01,6.183948241489751751e-01,-1.785957778008007146e-02,1.482898622124104726e-01
3.170634126825365229e+01,2.531012570944262308e+01,3.691301022430878986e-01,6.184174631445289450e-01,-1.781016680470792757e-02,8.150688664959544749e-02
3.172634526905381236e+01,2.530976993055465130e+01,3.691415951749068003e-01,6.184400402972531907e-01,-1.776089480195675030e-02,-1.794916561102091468e-01
3.174634926985397243e+01,2.530941513592888015e+01,3.691530561776808494e-01,6.184625557768212989e-01,-1.771176136661745115e-02,-7.132929919388358853e-02
3.176635327065413250e+01,2.530906132277695875e+01,3.691644853408658777e-01,6.184850097524384749e-01,-1.766276609490591287e-02,2.319866729471796452e-01
3.178635727145429257e+01,2.530870848831784770e+01,3.691758827535866483e-01,6.185074023928418541e-01,-1.761390858447176022e-02,-2.269512272291972776e-01
3.180636127225445264e+01,2.530835662977781553e+01,3.691872485046368002e-01,6.185297338663006128e-01,-1.756518843440235678e-02,-6.824992933159040875e-02
3.182636527305461271e+01,2.530800574439043160e+01,3.691985826824789596e-01,6.185520043406159685e-01,-1.751660524521003737e-02,-1.009713679781768236e-01
3.184636927385477279e+01,2.530765582939658032e+01,3.692098853752448506e-01,6.185742139831209574e-01,-1.746815861886652499e-02,-5.348589041106401737e-02
3.186637327465493286e+01,2.530730688204445400e+01,3.692211566707350179e-01,6.185963629606807679e-01,-1.741984815877617443e-02,-2.325535465051594142e-01
3.188637727545509293e+01,2.530695889958954936e+01,3.692323966564189930e-01,6.186184514396922962e-01,-1.737167346978973903e-02,-2.872383739872518826e-01
3.190638127625525300e+01,2.530661187929467815e+01,3.692436054194352946e-01,6.186404795860848127e-01,-1.732363415822213426e-02,4.938691617916758370e-01
3.192638527705541307e+01,2.530626581842995648e+01,3.692547830465914838e-01,6.186624475653190736e-01,-1.727572983182912303e-02,1.719044871857044743e-01
3.194638927785557314e+01,2.530592071427280132e+01,3.692659296243639422e-01,6.186843555423882091e-01,-1.722796009982874299e-02,-1.597514070953035548e-01
3.196639327865573321e+01,2.530557656410795175e+01,3.692770452388981495e-01,6.187062036818170574e-01,-1.718032457289742077e-02,-2.897331986119511260e-02
3.198639727945589328e+01,2.530523336522744415e+01,3.692881299760084612e-01,6.187279921476626088e-01,-1.713282286317951986e-02,1.182088801954794266e-01
3.200640128025604980e+01,2.530489111493062637e+01,3.692991839211782201e-01,6.187497211035136724e-01,-1.708545458428079034e-02,-8.581765036061766994e-02
3.202640528105621343e+01,2.530454981052416130e+01,3.693102071595597558e-01,6.187713907124912094e-01,-1.703821935128702059e-02,1.062664938393516334e-01
3.204640928185636994e+01,2.530420944931617555e+01,3.693211997772060107e-01,6.187930011378127704e-01,-1.699111677131237563e-02,-1.400480554333414229e-01
3.206641328265653357e+01,2.530387002861461099e+01,3.693321618681029150e-01,6.188145525450673423e-01,-1.694414639801211653e-02,-8.864997636196046693e-02
3.208641728345669009e+01,2.530353154581004205e+01,3.693430935209244259e-01,6.188360450955461278e-01,-1.689730783836063122e-02,-3.385105900664044098e-02
3.210642128425685371e+01,2.530319399830997540e+01,3.693539948226348679e-01,6.188574789493648254e-01,-1.685060071243105195e-02,-1.083497028638486237e-01
3.212642528505701023e+01,2.530285738352785430e+01,3.693648658599307244e-01,6.188788542662514436e-01,-1.680402464130481555e-02,-5.073685227661401953e-01
3.214642928585717385e+01,2.530252169888306213e+01,3.693757067192409149e-01,6.189001712055461901e-01,-1.675757924705956192e-02,-1.252716244109569610e-02
3.216643328665733037e+01,2.530218694180091887e+01,3.693865174867266843e-01,6.189214299262013608e-01,-1.671126415276469324e-02,3.561313899289939022e-02
3.218643728745749399e+01,2.530185310971268109e+01,3.693972982482816581e-01,6.189426305867812284e-01,-1.666507898249436348e-02,7.857421471649671252e-02
3.220644128825765051e+01,2.530152020005553481e+01,3.694080490895317315e-01,6.189637733454623758e-01,-1.661902336132359270e-02,-2.154160250209938843e-01
3.222644528905781414e+01,2.530118821027261333e+01,3.694187700958352361e-01,6.189848583600333631e-01,-1.657309691534014640e-02,5.227637620386860196e-02
3.224644928985797065e+01,2.530085713781298296e+01,3.694294613522827730e-01,6.190058857878950604e-01,-1.652729927163643087e-02,2.661281810640804546e-02
3.226645329065813428e+01,2.530052698013163948e+01,3.694401229436973799e-01,6.190268557860603149e-01,-1.648163005831793093e-02,-3.702452043396348702e-01
3.228645729145829080e+01,2.530019773468952238e+01,3.694507549546344194e-01,6.190477685111540618e-01,-1.643608890450387605e-02,-4.568231499963554265e-01
3.230646129225845442e+01,2.529986939895350773e+01,3.694613574693815239e-01,6.190686241194135464e-01,-1.639067544033756541e-02,7.890344148685181358e-02
3.232646529305861094e+01,2.529954197039640462e+01,3.694719305719587621e-01,6.190894227666881022e-01,-1.634538929697781917e-02,-2.071824565307607557e-01
3.234646929385877456e+01,2.529921544649696230e+01,3.694824743461185279e-01,6.191101646084389287e-01,-1.630023010660275329e-02,1.841410354620362511e-01
3.236647329465893108e+01,2.529888982473986658e+01,3.694929888753455405e-01,6.191308497997397575e-01,-1.625519750243087369e-02,4.118190617637424444e-01
3.238647729545909471e+01,2.529856510261573277e+01,3.695034742428568997e-01,6.191514784952760753e-01,-1.621029111869121131e-02,-1.327556723119024673e-01
3.240648129625925122e+01,2.529824127762112340e+01,3.695139305316019751e-01,6.191720508493456787e-01,-1.616551059065307605e-02,-1.540444618727812853e-01
3.242648529705941485e+01,2.529791834725853050e+01,3.695243578242626836e-01,6.191925670158586748e-01,-1.612085555462328124e-02,-1.846008057147459358e-02
3.244648929785957137e+01,2.529759630903638268e+01,3.695347562032529898e-01,6.192130271483368142e-01,-1.607632564793548546e-02,1.188730097291390841e-01
3.246649329865973499e+01,2.529727516046904867e+01,3.695451257507195164e-01,6.192334313999144912e-01,-1.603192050897539467e-02,-2.431917632309350541e-01
3.248649729945989151e+01,2.529695489907683381e+01,3.695554665485409895e-01,6.192537799233378548e-01,-1.598763977716166629e-02,2.331066927445309411e-01
3.250650130026005513e+01,2.529663552238597291e+01,3.695657786783286269e-01,6.192740728709653641e-01,-1.594348309295057220e-02,1.823008324296317706e-01
3.252650530106021165e+01,2.529631702792864800e+01,3.695760622214259716e-01,6.192943103947675665e-01,-1.589945009786908336e-02,1.163218455704738974e-01
3.254650930186037527e+01,2.529599941324296708e+01,3.695863172589088363e-01,6.193144926463270972e-01,-1.585554043446157912e-02,-1.238237364791956729e-01
