t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
3.744748949789958203e+00,5.129803622863660095e-01,4.364588143963066269e-02,-4.310628359356093453e-01,8.154226192738259771e-01,-3.527964229788547179e-01,-3.547842353088040412e-01
3.752750550110022232e+00,5.101598799738483736e-01,4.292137381066962742e-02,-4.307856748671944902e-01,8.151641691973866566e-01,-3.521770347526369527e-01,-3.507349417179070894e-01
3.760752150430085816e+00,5.073445014870392455e-01,4.220156025687989143e-02,-4.304622253377701213e-01,8.149060488939742219e-01,-3.515207213968137845e-01,-3.471789099919916355e-01
3.768753750750149845e+00,5.045345215249077420e-01,4.148649930342503817e-02,-4.300926382282304616e-01,8.146482524424327742e-01,-3.508276682734741692e-01,-3.596764870250614421e-01
3.776755351070213873e+00,5.017302333887461163e-01,4.077624777932901956e-02,-4.296770728999469435e-01,8.143907739731469642e-01,-3.500980672963786566e-01,-3.501919439163406200e-01
3.784756951390277901e+00,4.989319285459569153e-01,4.007086082509918323e-02,-4.292156963694533367e-01,8.141336076876606320e-01,-3.493321162160302751e-01,-3.645556664354803189e-01
3.792758551710341930e+00,4.961398972197944568e-01,3.937039188184120186e-02,-4.287086844663063334e-01,8.138767478384040244e-01,-3.485300196054973987e-01,-3.459220646126953125e-01
3.800760152030405958e+00,4.933544280120241154e-01,3.867489268955898174e-02,-4.281562211461952261e-01,8.136201887381991904e-01,-3.476919882596039013e-01,-3.414559935017900671e-01
3.808761752350469987e+00,4.905758076615028829e-01,3.798441328988341054e-02,-4.275584980339954266e-01,8.133639247689276042e-01,-3.468182387953886447e-01,-3.451786904117905563e-01
3.816763352670534015e+00,4.878043210441794786e-01,3.729900202607236426e-02,-4.269157144237684109e-01,8.131079503815297205e-01,-3.459089936451947844e-01,-3.430504621260073717e-01
3.824764952990598044e+00,4.850402511730939614e-01,3.661870554301070724e-02,-4.262280772787617744e-01,8.128522600960054190e-01,-3.449644810497257685e-01,-3.390650500141291213e-01
3.832766553310662072e+00,4.822838791983783402e-01,3.594356878721028520e-02,-4.254958012314092319e-01,8.125968485014138931e-01,-3.439849350510649773e-01,-3.506359434932349584e-01
3.840768153630726101e+00,4.795354844072559630e-01,3.527363500680992525e-02,-4.247191085833306179e-01,8.123417102558732061e-01,-3.429705954856582806e-01,-3.453610840789041458e-01
3.848769753950790129e+00,4.767953442240418505e-01,3.460894575157542896e-02,-4.238982293053318307e-01,8.120868400865611791e-01,-3.419217079772596812e-01,-3.368124875391018125e-01
3.856771354270854157e+00,4.740637341291474849e-01,3.394954088690282229e-02,-4.230334007610024871e-01,8.118322327927711690e-01,-3.408385236986385958e-01,-3.308196663513471858e-01
3.864772954590918186e+00,4.713409273865156734e-01,3.329545864838673319e-02,-4.221248666886544543e-01,8.115778832591935554e-01,-3.397212985168990285e-01,-3.357720845034464774e-01
3.872774554910982214e+00,4.686271955582155813e-01,3.264673554944606121e-02,-4.211728789777355875e-01,8.113237864372438990e-01,-3.385702944727130848e-01,-3.130417002491611145e-01
3.880776155231046243e+00,4.659228080098979929e-01,3.200340645064211897e-02,-4.201776961554401502e-01,8.110699373590134487e-01,-3.373857785014372501e-01,-3.382993842232859816e-01
3.888777755551110271e+00,4.632280318373142580e-01,3.136550457142121134e-02,-4.191395831466035449e-01,8.108163311397290629e-01,-3.361680222260958750e-01,-3.261714179325473917e-01
3.896779355871174300e+00,4.605431318663160689e-01,3.073306149011466315e-02,-4.180588112737022022e-01,8.105629629777538758e-01,-3.349173019516012983e-01,-3.222500251691004514e-01
3.904780956191238328e+00,4.578683706528556829e-01,3.010610714393880186e-02,-4.169356582568536362e-01,8.103098281545871862e-01,-3.336338986589163502e-01,-3.349715971223341526e-01
3.912782556511302356e+00,4.552040084829855893e-01,2.948466982899496797e-02,-4.157704082138163337e-01,8.100569220348644572e-01,-3.323180979991617323e-01,-3.405232268211891844e-01
3.920784156831366385e+00,4.525503033728590641e-01,2.886877620026950114e-02,-4.145633516599898649e-01,8.098042400663569840e-01,-3.309701902876658886e-01,-3.427962195629378206e-01
3.928785757151430413e+00,4.499075110687295598e-01,2.825845127163376450e-02,-4.133147855084148281e-01,8.095517777799725589e-01,-3.295904704979581989e-01,-3.279677004996665035e-01
3.936787357471494442e+00,4.472758848882564808e-01,2.765371848623973325e-02,-4.120250121793949116e-01,8.092995307954445883e-01,-3.281792375215972779e-01,-3.170763179762089989e-01
3.944788957791558470e+00,4.446556757588408515e-01,2.705459972407920841e-02,-4.106943395349801351e-01,8.090474948237880159e-01,-3.267367941149699195e-01,-3.240201101264157391e-01
3.952790558111622499e+00,4.420471323749026182e-01,2.646111520953717960e-02,-4.093230819868731163e-01,8.087956656594842419e-01,-3.252634478028549325e-01,-3.235348870491573936e-01
3.960792158431686527e+00,4.394505008547156533e-01,2.587328363860341707e-02,-4.079115588412591809e-01,8.085440391895144518e-01,-3.237595095030745829e-01,-3.275516483332016615e-01
3.968793758751750556e+00,4.368660247359613114e-01,2.529112218067413112e-02,-4.064600942757314317e-01,8.082926113934949530e-01,-3.222252935029732424e-01,-3.166149961750375219e-01
3.976795359071814584e+00,4.342939449757284298e-01,2.471464647855196872e-02,-4.049690173392910264e-01,8.080413783436776187e-01,-3.206611174548982257e-01,-3.420194279693354322e-01
3.984796959391878168e+00,4.317344999505134950e-01,2.414387064844605857e-02,-4.034386619523469553e-01,8.077903362049499991e-01,-3.190673023716129042e-01,-3.167435698578657255e-01
3.992798559711942197e+00,4.291879254562199209e-01,2.357880727997188619e-02,-4.018693669067160967e-01,8.075394812348347662e-01,-3.174441726216429838e-01,-3.171629095261133680e-01
4.000800160032006225e+00,4.266544547081591587e-01,2.301946743615146049e-02,-4.002614758656231619e-01,8.072888097834903798e-01,-3.157920559245581127e-01,-3.294954583901755218e-01
4.008801760352070254e+00,4.241343183347955903e-01,2.246586065917455591e-02,-3.986153373095491226e-01,8.070383182938676292e-01,-3.141112833019208961e-01,-2.923553040604822684e-01
4.016803360672134282e+00,4.216277442181479707e-01,2.191799514313435768e-02,-3.969313029188706321e-01,8.067880033071396229e-01,-3.124021877538318281e-01,-3.262763200693776788e-01
4.024804960992198311e+00,4.191349577334365084e-01,2.137587754678214533e-02,-3.952097293276954360e-01,8.065378614589348016e-01,-3.106651056930676003e-01,-3.214403106615442152e-01
4.032806561312262339e+00,4.166561815792882983e-01,2.083951307891119403e-02,-3.934509772851820797e-01,8.062878894802103513e-01,-3.089003762471244641e-01,-3.209090073226527062e-01
4.040808161632326367e+00,4.141916356666922594e-01,2.030890558830815429e-02,-3.916554108052531791e-01,8.060380841994106982e-01,-3.071083405584686399e-01,-2.960046625408817578e-01
4.048809761952390396e+00,4.117415371189993012e-01,1.978405756375306232e-02,-3.898233971665950315e-01,8.057884425424676200e-01,-3.052893417813843380e-01,-3.141701903929762230e-01
4.056811362272454424e+00,4.093061002719223240e-01,1.926497013401932967e-02,-3.879553069126575604e-01,8.055389615328001351e-01,-3.034437250787531681e-01,-2.967571609491110318e-01
4.064812962592518453e+00,4.068855366735362744e-01,1.875164306787376403e-02,-3.860515138516546485e-01,8.052896382913145024e-01,-3.015718376187669914e-01,-2.956967360935544575e-01
4.072814562912582481e+00,4.044800550842778675e-01,1.824407477407654493e-02,-3.841123950565638601e-01,8.050404700364042210e-01,-2.996740285715729368e-01,-2.970773244610915298e-01
4.080816163232646510e+00,4.020898614769459756e-01,1.774226230138123764e-02,-3.821383308651264965e-01,8.047914540839501418e-01,-2.977506491058534155e-01,-3.108264381724225034e-01
4.088817763552710538e+00,3.997151590195463511e-01,1.724620138588812621e-02,-3.801297045411580200e-01,8.045425878474098402e-01,-2.958020521111692225e-01,-3.019231158910474222e-01
4.096819363872774566e+00,3.973561480509756882e-01,1.675588663641045320e-02,-3.780869009489386534e-01,8.042938688392632374e-01,-2.938285911267667361e-01,-2.770974414264259500e-01
4.104820964192838595e+00,3.950130261921001029e-01,1.627131124004683321e-02,-3.760103086444034903e-01,8.040452946709492066e-01,-2.918306220325139755e-01,-3.047381660263401848e-01
4.112822564512902623e+00,3.926859881892181825e-01,1.579246719574641314e-02,-3.739003181919155483e-01,8.037968630517898783e-01,-2.898085016756496435e-01,-2.981250512793340302e-01
4.120824164832966652e+00,3.903752258956155741e-01,1.531934535261487290e-02,-3.717573218897589626e-01,8.035485717889597757e-01,-2.877625876461659682e-01,-2.893850528739697614e-01
4.128825765153030680e+00,3.880809282715651509e-01,1.485193540991440117e-02,-3.695817137701392086e-01,8.033004187874855928e-01,-2.856932382749060029e-01,-2.776033375545322590e-01
4.136827365473094709e+00,3.858032813843272346e-01,1.439022591706370924e-02,-3.673738895991827125e-01,8.030524020502463056e-01,-2.836008126315984201e-01,-2.810844207255497329e-01
4.144828965793158737e+00,3.835424684081491509e-01,1.393420427363802755e-02,-3.651342468769372407e-01,8.028045196779726167e-01,-2.814856705228327982e-01,-2.740652289298793898e-01
4.152830566113222766e+00,3.812986696242656182e-01,1.348385672936910917e-02,-3.628631848373716218e-01,8.025567698692480656e-01,-2.793481724899754548e-01,-2.900211148196953914e-01
4.160832166433286794e+00,3.790720624208984701e-01,1.303916838414521939e-02,-3.605611044483759686e-01,8.023091509205078076e-01,-2.771886798070268831e-01,-2.677409138678667477e-01
4.168833766753350822e+00,3.768628213036847030e-01,1.260012331729098295e-02,-3.582284077103136677e-01,8.020616612241868726e-01,-2.750075539161979665e-01,-2.693172657504097622e-01
4.176835367073414851e+00,3.746711179568848471e-01,1.216670465361383881e-02,-3.558654972997447596e-01,8.018142992692298687e-01,-2.728051561471793174e-01,-2.887508016984156600e-01
4.184836967393478879e+00,3.724971211929079540e-01,1.173889433142237364e-02,-3.534727778142134347e-01,8.015670636439751195e-01,-2.705818487099090897e-01,-2.551826866308363750e-01
4.192838567713542908e+00,3.703409969177642314e-01,1.131667337442453063e-02,-3.510506542883228831e-01,8.013199530309841334e-01,-2.683379934975915759e-01,-2.454140148958390000e-01
4.200840168033606936e+00,3.682029081309228236e-01,1.090002189886389063e-02,-3.485995321549300030e-01,8.010729662069223656e-01,-2.660739520547875103e-01,-2.737597256262545575e-01
4.208841768353670965e+00,3.660830149253119226e-01,1.048891911351966348e-02,-3.461198172451457333e-01,8.008261020425593291e-01,-2.637900855766442398e-01,-2.632335574104772147e-01
4.216843368673734993e+00,3.639814744873187680e-01,1.008334331970670017e-02,-3.436119157883347763e-01,8.005793595027681508e-01,-2.614867549080760467e-01,-2.475125290770006092e-01
4.224844968993799021e+00,3.618984410967894250e-01,9.683271911275471988e-03,-3.410762344121158196e-01,8.003327376465263487e-01,-2.591643205428959540e-01,-2.739767228371679519e-01
4.232846569313863050e+00,3.598340661270290619e-01,9.288681374612098307e-03,-3.385131801423612585e-01,8.000862356269151654e-01,-2.568231426229005132e-01,-2.767217458135979857e-01
4.240848169633927078e+00,3.577884980448675645e-01,8.899547288864472980e-03,-3.359231604022851481e-01,7.998398526911134621e-01,-2.544635809361838197e-01,-2.674330221581830425e-01
4.248849769953991107e+00,3.557618824980581240e-01,8.515844557319088293e-03,-3.333065820850688032e-01,7.995935881743313489e-01,-2.520859941813282656e-01,-2.577566620448889512e-01
4.256851370274055135e+00,3.537543623241902746e-01,8.137547263052088975e-03,-3.306638521484900894e-01,7.993474415053756221e-01,-2.496907404456263913e-01,-2.554751625654752556e-01
4.264852970594119164e+00,3.517660774739462815e-01,7.764628629860551717e-03,-3.279953777473098575e-01,7.991014122063510028e-01,-2.472781773024255170e-01,-2.412047055639995607e-01
4.272854570914183192e+00,3.497971650543185707e-01,7.397061235252772038e-03,-3.253015653675560004e-01,7.988554998861588929e-01,-2.448486611208808283e-01,-2.421632974012502271e-01
4.280856171234247221e+00,3.478477593286101177e-01,7.034817010448257343e-03,-3.225828208265236197e-01,7.986097042404964874e-01,-2.424025470661961279e-01,-2.548633197128867822e-01
4.288857771554311249e+00,3.459179917164343365e-01,6.677867240377728664e-03,-3.198395492727750256e-01,7.983640250518574399e-01,-2.399401890998279774e-01,-2.342663893989394563e-01
4.296859371874375277e+00,3.440079907937150239e-01,6.326182563683122387e-03,-3.170721551861395149e-01,7.981184621895314191e-01,-2.374619399796536467e-01,-2.187211265628415946e-01
4.304860972194439306e+00,3.421178822926863594e-01,5.979732972717588524e-03,-3.142810423777136486e-01,7.978730156096047743e-01,-2.349681512601050071e-01,-2.229976084694021699e-01
4.312862572514503334e+00,3.402477891018930167e-01,5.638487813545492444e-03,-3.114666139898610853e-01,7.976276853549594259e-01,-2.324591732922688114e-01,-2.225480988154333872e-01
4.320864172834567363e+00,3.383978312704320479e-01,5.302415794179646084e-03,-3.086292724727051073e-01,7.973824715549586717e-01,-2.299353552055375671e-01,-2.297335759203238681e-01
4.328865773154630503e+00,3.365681261789156276e-01,4.971485268932336783e-03,-3.057694187880118930e-01,7.971373744152775442e-01,-2.273970442870527908e-01,-2.175607303406072723e-01
4.336867373474694531e+00,3.347587884278782067e-01,4.645663950989396135e-03,-3.028874532514402307e-01,7.968923942301633367e-01,-2.248445866466046994e-01,-2.345059148463004561e-01
4.344868973794758560e+00,3.329699298306499355e-01,4.324919024860911926e-03,-2.999837751697203569e-01,7.966475313764709298e-01,-2.222783269250170057e-01,-2.147681805549864764e-01
4.352870574114822588e+00,3.312016594775689105e-01,4.009217294385481953e-03,-2.970587824106347696e-01,7.964027863076668101e-01,-2.196986079567493366e-01,-2.205710921515608158e-01
4.360872174434886617e+00,3.294540837359812291e-01,3.698525182730244380e-03,-2.941128714030186719e-01,7.961581595538296252e-01,-2.171057707709176388e-01,-2.057967137921231371e-01
4.368873774754950645e+00,3.277273062502412126e-01,3.392808732390878608e-03,-2.911464371367594728e-01,7.959136517216501838e-01,-2.145001545922902153e-01,-2.098400490797115436e-01
4.376875375075014674e+00,3.260214279417114058e-01,3.092033605191607873e-03,-2.881598731627973420e-01,7.956692634944312337e-01,-2.118820968422628070e-01,-2.227808946993863337e-01
4.384876975395078702e+00,3.243365470087621882e-01,2.796165082285195780e-03,-2.851535715931249326e-01,7.954249956320875725e-01,-2.092519331398117743e-01,-2.079720036050766718e-01
4.392878575715142730e+00,3.226727589267723850e-01,2.505168064152949337e-03,-2.821279231007874366e-01,7.951808489711460481e-01,-2.066099973024276004e-01,-1.944277826043097346e-01
4.400880176035206759e+00,3.210301564608421532e-01,2.219007089022259453e-03,-2.790833168860926139e-01,7.949368244238673720e-01,-2.039566213211945478e-01,-2.152489601718625412e-01
4.408881776355270787e+00,3.194088298882084564e-01,1.937646619090438536e-03,-2.760201401783151098e-01,7.946929229654957627e-01,-2.012921349844719598e-01,-2.068835337663186280e-01
4.416883376675334816e+00,3.178088667921971644e-01,1.661050706883616598e-03,-2.729387788764315870e-01,7.944491456512667860e-01,-1.986168663727008177e-01,-2.063035964565782254e-01
4.424884976995398844e+00,3.162303521255124816e-01,1.389183171348627992e-03,-2.698396171659766529e-01,7.942054936061798687e-01,-1.959311415583583627e-01,-2.108876009628159742e-01
4.432886577315462873e+00,3.146733682773624752e-01,1.122007706796057614e-03,-2.667230373106740382e-01,7.939619680195331153e-01,-1.932352844470663633e-01,-1.836226016943693917e-01
4.440888177635526901e+00,3.131379950734594075e-01,8.594878829002415566e-04,-2.635894196524363187e-01,7.937185701449246400e-01,-1.905296167792081830e-01,-1.774196437493479050e-01
4.448889777955590930e+00,3.116243097760192926e-01,6.015871446992666731e-04,-2.604391426113650265e-01,7.934753013002512345e-01,-1.878144581315338846e-01,-1.798140260609636110e-01
4.456891378275654958e+00,3.101323870837623398e-01,3.482688125949692792e-04,-2.572725826857508169e-01,7.932321628677094782e-01,-1.850901259187559822e-01,-1.826644227643832163e-01
4.464892978595718986e+00,3.086622991319125653e-01,9.949608235293753641e-05,-2.540901144520731902e-01,7.929891562937950722e-01,-1.823569353951345895e-01,-1.828772492382791659e-01
4.472894578915783015e+00,3.072141154921982364e-01,-1.447679748974896319e-04,-2.508921105650006589e-01,7.927462830893030610e-01,-1.796151996560545472e-01,-1.772213966508079941e-01
4.480896179235847043e+00,3.057879031907367873e-01,-3.845603914692232936e-04,-2.476789417377741331e-01,7.925035448281001482e-01,-1.768652296255321388e-01,-1.841807887964429236e-01
