t,S,E,I,R,dI_dt,dI_dt_noisy
1.209841968393678613e+01,9.696048103784467003e+02,8.438548790542084177e+00,1.425888104935271805e+01,7.697759781658509937e+00,2.862425743498607567e+00,2.261994189722194903e+00
1.212242448489697821e+01,9.694408290469232270e+02,8.482823045432217768e+00,1.432771710462729509e+01,7.748630803017293900e+00,2.872766458938166068e+00,3.427950359817510062e+00
1.214642928585717030e+01,9.692760956980029050e+02,8.527289592242787819e+00,1.439680146684691486e+01,7.799813242907418953e+00,2.883113964874231439e+00,2.439071534294636301e+00
1.217043408681736238e+01,9.691106080211277458e+02,8.571948925942059816e+00,1.446613429660742511e+01,7.851308756322827875e+00,2.893467994451276226e+00,3.227796200933382487e+00
1.219443888777755447e+01,9.689443637078735492e+02,8.616801539847877223e+00,1.453571574846098535e+01,7.903119003817684174e+00,2.903828278960855158e+00,3.197583355221480961e+00
1.221844368873774656e+01,9.687773604519499031e+02,8.661847925627652600e+00,1.460554597091606688e+01,7.955245651506371196e+00,2.914194547852585693e+00,3.044029753376655822e+00
1.224244848969793864e+01,9.686095959493171677e+02,8.707088573260472586e+00,1.467562510638554585e+01,8.007690371036852994e+00,2.924566528736558979e+00,2.270777075408103585e+00
1.226645329065813073e+01,9.684410679119795304e+02,8.752523966669924604e+00,1.474595328501529501e+01,8.060454836335328110e+00,2.934943946401634030e+00,2.628890757407723822e+00
1.229045809161832281e+01,9.682717740515906826e+02,8.798154589350787091e+00,1.481653063193006936e+01,8.113540727128510710e+00,2.945326524098355492e+00,3.781884009115393575e+00
1.231446289257851490e+01,9.681017120749349942e+02,8.843980925530148696e+00,1.488735726929795433e+01,8.166949730237021754e+00,2.955713983820823287e+00,2.310336784129514154e+00
1.233846769353870698e+01,9.679308796933285066e+02,8.890003457026100619e+00,1.495843331215451499e+01,8.220683537490932835e+00,2.966106045609453012e+00,2.550278565425233790e+00
1.236247249449889907e+01,9.677592746226197278e+02,8.936222663247749054e+00,1.502975886840278363e+01,8.274743845729762626e+00,2.976502427565010933e+00,2.895379166174821606e+00
1.238647729545909115e+01,9.675868945831891779e+02,8.982639021195200968e+00,1.510133403881327574e+01,8.329132356802473325e+00,2.986902845862709821e+00,3.391397881881395904e+00
1.241048209641928324e+01,9.674137372999490481e+02,9.029253005459572989e+00,1.517315891702397757e+01,8.383850777567475987e+00,2.997307014766351863e+00,3.123126610068786224e+00
1.243448689737947532e+01,9.672398005023441101e+02,9.076065088222991406e+00,1.524523358954034968e+01,8.438900819892632299e+00,3.007714646642539513e+00,3.378736726290208825e+00
1.245849169833966741e+01,9.670650819243509204e+02,9.123075739258586836e+00,1.531755813573533409e+01,8.494284200655243922e+00,3.018125451974934315e+00,2.484478335488936818e+00
1.248249649929985949e+01,9.668895793044781612e+02,9.170285425930497780e+00,1.539013262784934177e+01,8.550002641742063147e+00,3.028539139378576550e+00,3.500927436336582321e+00
1.250650130026005158e+01,9.667132903857666406e+02,9.217694613193872399e+00,1.546295713099026337e+01,8.606057870049291125e+00,3.038955415614249311e+00,3.323469823903660192e+00
1.253050610122024366e+01,9.665362129157891786e+02,9.265303763594863184e+00,1.553603170313346205e+01,8.662451617482574306e+00,3.049373985602910508e+00,2.252091708041093820e+00
1.255451090218043575e+01,9.663583446466507212e+02,9.313113337270632286e+00,1.560935639512177708e+01,8.719185620957002669e+00,3.059794552440160409e+00,3.829752656393795807e+00
1.257851570314062783e+01,9.661796833349881126e+02,9.361123791949347961e+00,1.568293125066552562e+01,8.776261622397120377e+00,3.070216817410772236e+00,4.216415747498400535e+00
1.260252050410081992e+01,9.660002267419704367e+02,9.409335582950186350e+00,1.575675630634249558e+01,8.833681368736909789e+00,3.080640480003278281e+00,2.696351801429925477e+00
1.262652530506101201e+01,9.658199726332990167e+02,9.457749163183331476e+00,1.583083159159795272e+01,8.891446611919807452e+00,3.091065237924591980e+00,3.118891646232943682e+00
1.265053010602120409e+01,9.656389187792067332e+02,9.506364983149973469e+00,1.590515712874464249e+01,8.949559108898693438e+00,3.101490787114689063e+00,3.800202078668461603e+00
1.267453490698139618e+01,9.654570629544590474e+02,9.555183490942312119e+00,1.597973293296277575e+01,9.008020621635896674e+00,3.111916821761340657e+00,2.371296707047739538e+00
1.269853970794158826e+01,9.652744029383533189e+02,9.604205132243549770e+00,1.605455901230005011e+01,9.066832917103187839e+00,3.122343034314886800e+00,2.127412874780011620e+00
1.272254450890178035e+01,9.650909365147188055e+02,9.653430350327903753e+00,1.612963536767162864e+01,9.125997767281795348e+00,3.132769115503066359e+00,2.484297054403104887e+00
1.274654930986197066e+01,9.649066614719170047e+02,9.702859586060588626e+00,1.620496199286014871e+01,9.185516949162376932e+00,3.143194754345883357e+00,2.859661361167849858e+00
1.277055411082216274e+01,9.647215756028414262e+02,9.752493277897841040e+00,1.628053887451574155e+01,9.245392244745060495e+00,3.153619638170537698e+00,2.864398532178094037e+00
1.279455891178235483e+01,9.645356767049178188e+02,9.802331861886889541e+00,1.635636599215599318e+01,9.305625441039403256e+00,3.164043452626376762e+00,3.467717039547674851e+00
1.281856371274254691e+01,9.643489625801037164e+02,9.852375771665979443e+00,1.643244331816597636e+01,9.366218330064413067e+00,3.174465881699918945e+00,3.308734067681448732e+00
1.284256851370273900e+01,9.641614310394083986e+02,9.902625437050012636e+00,1.650877081614330777e+01,9.427172707398360885e+00,3.184886607447667828e+00,2.561847975113136222e+00
1.286657331466293108e+01,9.639730799157085812e+02,9.953081280323027968e+00,1.658534843603051456e+01,9.488490367937892245e+00,3.195305309269389937e+00,3.478995294313816711e+00
1.289057811562312317e+01,9.637839070306522444e+02,1.000374372671344858e+01,1.666217612615811916e+01,9.550173116476214474e+00,3.205721666014234472e+00,4.142762336854836747e+00
1.291458291658331525e+01,9.635939102104838412e+02,1.005461319905415785e+01,1.673925382766635650e+01,9.612222762795759934e+00,3.216135354935812707e+00,3.814662494470954179e+00
1.293858771754350734e+01,9.634030872886773977e+02,1.010569011693533525e+01,1.681658147355400601e+01,9.674641120833284091e+00,3.226546051541410165e+00,3.722099775383181264e+00
1.296259251850369942e+01,9.632114361059373095e+02,1.015697489670446174e+01,1.689415898867839516e+01,9.737430008679853088e+00,3.236953429610151201e+00,3.247042393870835930e+00
1.298659731946389151e+01,9.630189545101975455e+02,1.020846795146630548e+01,1.697198628975541368e+01,9.800591248580852621e+00,3.247357161211204435e+00,3.739172858533479804e+00
1.301060212042408359e+01,9.628256403566216477e+02,1.026016969108293608e+01,1.705006328535948867e+01,9.864126666935986165e+00,3.257756916722050811e+00,2.774690506737262918e+00
1.303460692138427568e+01,9.626314915076034140e+02,1.031208052217372106e+01,1.712838987592360951e+01,9.928038094299269645e+00,3.268152364846821811e+00,3.643659683348348111e+00
1.305861172234446776e+01,9.624365058327664428e+02,1.036420084811532050e+01,1.720696595373931004e+01,9.992327365379036763e+00,3.278543172634670988e+00,3.234918962894097749e+00
1.308261652330465985e+01,9.622406812089637924e+02,1.041653106904169235e+01,1.728579140295667926e+01,1.005699631903794256e+01,3.288929005498205882e+00,3.854381854437931132e+00
1.310662132426485194e+01,9.620440155202786627e+02,1.046907158184408715e+01,1.736486609958435423e+01,1.012204679829294918e+01,3.299309527231985673e+00,3.532314802860919034e+00
1.313062612522504402e+01,9.618465066580241682e+02,1.052182278017105865e+01,1.744418991148952003e+01,1.018748065031534544e+01,3.309684400031056128e+00,2.764744507174880184e+00
1.315463092618523611e+01,9.616481525207429968e+02,1.057478505442845140e+01,1.752376269839792045e+01,1.025329972643072907e+01,3.320053284509545399e+00,3.384049761246300303e+00
1.317863572714542819e+01,9.614489510142077506e+02,1.062795879177940606e+01,1.760358431189384731e+01,1.031950588211901554e+01,3.330415839719312210e+00,3.939526574625205058e+00
1.320264052810562028e+01,9.612489000514211739e+02,1.068134437614436294e+01,1.768365459542014051e+01,1.038610097701444168e+01,3.340771723168641572e+00,2.776154780635241792e+00
1.322664532906581236e+01,9.610479975526152430e+02,1.073494218820105317e+01,1.776397338427819150e+01,1.045308687490555499e+01,3.351120590840988456e+00,3.071550651748655714e+00
1.325065013002600445e+01,9.608462414452524172e+02,1.078875260538451286e+01,1.784454050562795047e+01,1.052046544373522075e+01,3.361462097213784972e+00,2.977125593019914085e+00
1.327465493098619653e+01,9.606436296640245018e+02,1.084277600188706359e+01,1.792535577848790496e+01,1.058823855560062377e+01,3.371795895277276411e+00,2.623972925054395944e+00
1.329865973194638862e+01,9.604401601508533304e+02,1.089701274865833014e+01,1.800641901373510123e+01,1.065640808675326312e+01,3.382121636553425237e+00,3.862755774188273428e+00
1.332266453290658070e+01,9.602358308548907644e+02,1.095146321340523166e+01,1.808773001410514070e+01,1.072497591759895208e+01,3.392438971114859925e+00,4.047937622607873820e+00
1.334666933386677279e+01,9.600306397325181251e+02,1.100612776059198339e+01,1.816928857419217280e+01,1.079394393269782348e+01,3.402747547603852674e+00,3.802769151132365799e+00
1.337067413482696487e+01,9.598245847473467620e+02,1.106100675144009671e+01,1.825109448044888794e+01,1.086331402076432617e+01,3.413047013251375716e+00,3.534332170970013731e+00
1.339467893578715696e+01,9.596176638702179389e+02,1.111610054392837910e+01,1.833314751118654584e+01,1.093308807466722676e+01,3.423337013896180281e+00,3.397321321738951738e+00
1.341868373674734904e+01,9.594098750792026067e+02,1.117140949279293416e+01,1.841544743657494010e+01,1.100326799142960255e+01,3.433617194003933282e+00,3.553307344266261047e+00
1.344268853770754113e+01,9.592012163617445140e+02,1.122693394887189200e+01,1.849799401803761612e+01,1.107385567134600102e+01,3.443887196572251064e+00,3.078109238026711658e+00
1.346669333866773322e+01,9.589916857340027718e+02,1.128267425347015696e+01,1.858078700255475724e+01,1.114485300997232642e+01,3.454146662171291737e+00,3.901069462397127818e+00
1.349069813962792530e+01,9.587812812050445928e+02,1.133863074958940942e+01,1.866382613252307721e+01,1.121626191284298812e+01,3.464395230923552393e+00,3.987141392942745277e+00
1.351470294058811739e+01,9.585700007878150473e+02,1.139480377808259348e+01,1.874711114307091364e+01,1.128808429103148825e+01,3.474632541851044643e+00,3.940904308852998028e+00
1.353870774154830947e+01,9.583578425053769934e+02,1.145119367568695878e+01,1.883064176034699955e+01,1.136032205858901811e+01,3.484858232554167934e+00,3.219384123694771116e+00
1.356271254250850156e+01,9.581448043909110766e+02,1.150780077502405696e+01,1.891441770152043134e+01,1.143297713254444936e+01,3.495071939233829639e+00,3.534274110207230812e+00
1.358671734346869364e+01,9.579308844877152751e+02,1.156462540459975052e+01,1.899843867478069726e+01,1.150605143290434462e+01,3.505273296713643738e+00,3.422382887223966552e+00
1.361072214442888395e+01,9.577160808492052411e+02,1.162166788880419510e+01,1.908270437933764896e+01,1.157954688265294685e+01,3.515461938462166813e+00,4.409749332445835002e+00
1.363472694538907604e+01,9.575003915389144140e+02,1.167892854791187318e+01,1.916721450542154059e+01,1.165346540775219708e+01,3.525637496615209532e+00,3.615485597576490129e+00
1.365873174634926812e+01,9.572838146304937936e+02,1.173640769808155326e+01,1.925196873428298261e+01,1.172780893714171135e+01,3.535799601998181885e+00,2.594764155032983410e+00
1.368273654730946021e+01,9.570663482077119397e+02,1.179410565135631472e+01,1.933696673819297729e+01,1.180257940273879314e+01,3.545947884148508145e+00,3.745200709564044939e+00
1.370674134826965229e+01,9.568479903644550859e+02,1.185202271566354781e+01,1.942220818044290098e+01,1.187777873943843510e+01,3.556081971338095116e+00,4.497215095873587920e+00
1.373074614922984438e+01,9.566287392047272533e+02,1.191015919481493945e+01,1.950769271534450411e+01,1.195340888511331379e+01,3.566201490595845236e+00,3.908789348707128575e+00
1.375475095019003646e+01,9.564085928426497958e+02,1.196851538850648744e+01,1.959341998822992892e+01,1.202947178061379319e+01,3.576306067730232296e+00,4.016045922753337827e+00
1.377875575115022855e+01,9.561875494024619684e+02,1.202709159231849334e+01,1.967938963545168107e+01,1.210596936976792293e+01,3.586395327351926454e+00,3.604425960776378002e+00
1.380276055211042063e+01,9.559656070185203589e+02,1.208588809771556605e+01,1.976560128438265806e+01,1.218290359938143652e+01,3.596468892896467207e+00,2.610774149803875677e+00
1.382676535307061272e+01,9.557427638352995700e+02,1.214490519204661645e+01,1.985205455341612790e+01,1.226027641923775846e+01,3.606526386647001203e+00,2.701397509620533377e+00
1.385077015403080480e+01,9.555190180073914235e+02,1.220414315854486276e+01,1.993874905196574687e+01,1.233808978209799534e+01,3.616567429757054697e+00,2.993593542389112461e+00
1.387477495499099689e+01,9.552943676995057558e+02,1.226360227632783051e+01,2.002568438046553467e+01,1.241634564370093941e+01,3.626591642273368610e+00,3.563175623753505050e+00
1.389877975595118897e+01,9.550688110864697364e+02,1.232328282039734546e+01,2.011286013036990639e+01,1.249504596276307211e+01,3.636598643158786448e+00,3.791597891404443033e+00
1.392278455691138106e+01,9.548423463532283222e+02,1.238318506163954247e+01,2.020027588415364406e+01,1.257419270097856057e+01,3.646588050315183072e+00,3.991295126384943881e+00
1.394678935787157315e+01,9.546149716948440300e+02,1.244330926682486016e+01,2.028793121531191446e+01,1.265378782301925398e+01,3.656559480606447643e+00,3.486330459224086020e+00
1.397079415883176523e+01,9.543866853164970507e+02,1.250365569860804627e+01,2.037582568836026198e+01,1.273383329653469076e+01,3.666512549881522975e+00,4.144977179087067753e+00
1.399479895979195732e+01,9.541574854334851352e+02,1.256422461552814696e+01,2.046395885883460863e+01,1.281433109215209498e+01,3.676446872997481297e+00,3.536572493807669915e+00
1.401880376075214940e+01,9.539273702712238219e+02,1.262501627200852106e+01,2.055233027329125761e+01,1.289528318347637992e+01,3.686362063842664405e+00,3.334117306169144701e+00
1.404280856171234149e+01,9.536963380652462092e+02,1.268603091835682761e+01,2.064093946930689327e+01,1.297669154709013739e+01,3.696257735359857133e+00,4.122078593082306952e+00
1.406681336267253357e+01,9.534643870724137287e+02,1.274726879748913966e+01,2.072978597328004113e+01,1.305855815681714205e+01,3.706133499074498960e+00,3.248911007522412575e+00
1.409081816363272566e+01,9.532315155708073462e+02,1.280873014554104472e+01,2.081886929984418444e+01,1.314088498380751879e+01,3.715988965229368279e+00,2.351446499818818481e+00
1.411482296459291774e+01,9.529977218312000105e+02,1.287041520007128881e+01,2.090818895759160867e+01,1.322367401113719332e+01,3.725823744045891228e+00,3.195845364571941793e+00
1.413882776555310983e+01,9.527630041369309311e+02,1.293232419380142595e+01,2.099774444564743803e+01,1.330692722362027069e+01,3.735637444789559947e+00,3.782717217541008647e+00
1.416283256651330191e+01,9.525273607843771515e+02,1.299445735447293870e+01,2.108753525358242698e+01,1.339064660756751479e+01,3.745429675773906286e+00,2.205340796249076973e+00
1.418683736747349400e+01,9.522907900829534356e+02,1.305681490484724172e+01,2.117756086141300642e+01,1.347483415078635893e+01,3.755200044386281188e+00,3.576631021296992952e+00
1.421084216843368608e+01,9.520532903551122672e+02,1.311939706270568173e+01,2.126782073960124819e+01,1.355949184258089701e+01,3.764948157113677585e+00,3.598902977732172825e+00
1.423484696939387817e+01,9.518148599363437370e+02,1.318220404084953401e+01,2.135831434905487924e+01,1.364462167375188884e+01,3.774673619568624794e+00,3.061445635083985373e+00
1.425885177035407025e+01,9.515754971751759967e+02,1.324523604710000413e+01,2.144904114112727811e+01,1.373022563659676010e+01,3.784376036515137098e+00,3.043124304216233256e+00
1.428285657131426234e+01,9.513352004331748049e+02,1.330849328429823153e+01,2.154000055761748200e+01,1.381630572490959707e+01,3.794055011894708063e+00,3.562824037845070180e+00
