D,T,s,A,P,P_noisy
5.579213514799553408e+00,5.787668001218241542e+00,1.896022363948407730e+00,6.239978791665699731e+01,6.102567326775968359e-01,6.212916833384999338e-01
6.858213782209496401e+00,3.128405237682034468e+01,1.483219597235505116e+00,6.730971150144625881e+01,9.629074236809268550e-01,9.421360677941866824e-01
7.884430520304649193e+00,1.793393677671603292e+00,1.341375552595596599e+00,2.564905252172436079e+01,2.455481009095917821e-01,2.784218356715624232e-01
5.468009478147368263e+00,6.120277396687748173e+00,5.436203416518923248e-01,2.630995005009074106e+01,1.257863613312001361e-01,1.062349627411942610e-01
6.427197702398383505e+00,1.466952424466728289e+01,1.170143979917967370e+00,2.229843956824318951e+01,7.712839895011104341e-01,7.479294218781770143e-01
8.288382659042738965e+00,8.860573325317677273e+00,1.590339067749031221e+00,7.220292648050231321e+01,8.038147138144112747e-01,8.168670782428117949e-01
6.470930732910192162e+00,3.810657560007651057e+01,1.633453790506619097e+00,6.896843405395286197e+01,9.800216673156139091e-01,9.844404382299248857e-01
6.701733973831117908e+00,2.183589450377855812e+01,1.637860175731103318e+00,2.315600049261105653e+01,9.733025083220321338e-01,9.700923483026554495e-01
8.555115354899392344e+00,1.193658001399346880e+01,1.729452266094586577e+00,4.187017711334827652e+01,9.260713014687640410e-01,9.247299848107447540e-01
8.267755024637736261e-01,1.854326501380837211e+00,1.313924393169257465e+00,2.953707144334455492e+01,2.716994188433408119e-03,7.193010013603963124e-03
5.233358403010663906e+00,2.250584023812569612e+01,1.845489825387252925e+00,4.045455256149404732e+01,9.513934377568500356e-01,9.486018380418733686e-01
3.628650352362946530e-01,2.204813015907097551e+01,1.566901838525799784e+00,3.886978168644584741e+01,3.531480449925461507e-03,8.138308430472073265e-05
1.598723096296982060e+00,1.474885029163281303e+01,1.681076142100189852e+00,2.466266693236849150e+01,1.376104412308746250e-01,9.969130745754564704e-02
3.822135007479017244e-01,2.113488985013765387e+01,1.569803202914632045e+00,4.096907499410784226e+01,3.761674205871035070e-03,-2.307755311432230574e-02
8.675790815527090416e+00,2.121064566700724896e+01,1.156109373061214640e+00,6.463826538669209754e+01,8.999886190708317191e-01,9.122076104772869343e-01
3.364408358227116924e+00,8.837269849897355201e+00,1.633110314452322909e+00,4.387157842222667625e+01,3.919452904090591217e-01,3.778592726001252511e-01
5.259198952728630694e+00,3.565957146151401957e+01,1.270238564529155179e+00,2.736459754696164026e+01,9.348892897539833324e-01,9.457931549362174062e-01
7.893853586091995389e+00,1.824786934886311229e+01,1.583107998865289634e+00,7.431997395859428934e+01,9.404497415320537401e-01,9.651590195169669206e-01
6.920078565022871331e+00,1.562740623043503163e+01,1.842549016916260163e+00,7.625415372780688017e+01,9.311628258377426803e-01,9.240638093087740756e-01
9.270514148906517704e+00,7.496099191437449960e+00,1.350448666664577191e+00,4.524418657281484712e+01,7.262668056389316451e-01,7.319262012657933303e-01
4.949056518357616063e+00,1.024244029102720077e+01,1.109192216188884306e+00,3.090838634762100057e+01,4.724938124298758702e-01,5.140233413654495820e-01
7.054134368840500713e+00,2.615669213024533235e+01,1.326230201383605589e+00,5.750012304198180146e+01,9.363892537872583466e-01,9.502879666335292130e-01
8.690771222020941877e+00,1.252847769497671671e+01,7.804799614045228040e-01,3.171530202441869051e+01,6.092752161704003688e-01,6.461126927854271562e-01
1.161250528081628097e+00,8.862377142532636753e+00,1.349002993061225730e+00,6.949993296899714323e+01,2.046264550252252512e-02,5.113078658080411065e-02
4.751566072859745304e+00,2.106004666233914691e+01,1.192279796642995882e+00,4.703240428676648577e+01,6.840138833945019758e-01,6.990810903849247193e-01
9.711431582045503275e-01,3.008714596007357400e+01,9.103002113301504883e-01,6.192276150627930065e+01,9.351756768185448543e-03,7.113881539710529590e-03
5.613947185129113393e+00,1.070145669855095250e+01,5.730460135868926663e-01,6.117890938794430866e+01,1.927804732133125976e-01,1.759406025486015823e-01
3.202198129693106576e+00,1.417140691589896306e+01,7.637336977156038431e-01,2.908974690265330310e+01,1.676522364422466937e-01,1.454182766517993497e-01
8.420932904204624592e+00,1.006835094796631580e+00,5.202329409641512914e-01,7.031546557532520580e+01,3.861585224806796113e-02,4.834243094169334704e-02
4.736970608078133971e+00,1.979943445894031839e+01,1.235497332595837383e+00,4.147738435858160955e+01,7.021170322598009328e-01,7.114806997932967558e-01
1.712663476808626628e+00,3.551585630423366524e+01,1.510755663770414259e+00,2.729956423959713874e+01,2.484983476024333893e-01,2.450059034417793602e-01
8.746453437955644006e+00,3.636515342823015828e+01,1.137666193605177956e+00,4.514598795306979184e+01,9.795465483768337478e-01,9.965158759985657255e-01
4.316068417216701647e+00,3.203566668643443194e+01,9.926261681772756695e-01,4.259416213935796236e+01,6.067577365433822756e-01,5.946669942565193656e-01
2.951412976557133971e-01,9.040912680838546933e+00,1.053245959092106609e+00,2.027377372846532211e+01,9.248728486240809232e-04,2.312925421084785146e-02
2.760019700011395738e+00,1.402232224797065108e+01,1.717395194818187587e+00,2.447584501912919563e+01,4.377842272966150361e-01,4.385843685923374591e-01
3.892684275919014780e+00,4.213805662674089625e+00,1.345331386796266626e+00,7.814218785570608361e+01,2.014716479183459308e-01,2.007451164027346246e-01
3.598187752747408208e-01,2.247282524220385014e+01,1.401295052608093394e+00,3.756175609453931941e+01,3.087038723934454332e-03,3.081572784345155535e-03
1.487104198396168808e+00,2.696621513378347501e+01,7.236676225825515729e-01,4.683441890448649758e+01,3.032320157895562751e-02,2.835137604326515640e-02
3.035437800995031576e+00,9.848845394723831248e+00,7.008995830689219719e-01,3.360847173034416357e+01,9.488860878009452993e-02,1.446538945466689374e-01
3.442074622068274525e+00,3.659410627704231445e+01,1.435041669801398578e+00,4.819755644862002697e+01,6.880214605402655836e-01,6.557910639573135692e-01
4.432036697774320189e+00,2.284815752575745762e+01,6.048504718500260502e-01,2.398937330649317090e+01,3.085165113062923181e-01,3.120609621819283030e-01
3.046416362628111774e+00,1.094233953146180482e+01,1.907564695583679582e+00,4.175003527208587428e+01,4.729964014059300226e-01,4.978785251927111966e-01
3.274615588567098445e+00,1.344058316094586303e+01,8.361871731257513041e-01,3.823311568923064385e+01,1.846885653269384475e-01,1.990388263783888778e-01
4.674579870764088874e+00,2.731055441087593039e+01,7.270651493789359598e-01,7.820556882143091570e+01,2.516802672279198072e-01,2.456386277937744056e-01
3.584134188471847171e+00,1.573403868463634758e+01,5.720247356225249824e-01,7.570235429735740240e+01,8.359730379140883905e-02,1.183997242757455770e-01
7.522880882889746879e+00,7.580085272705243682e+00,1.932938681968004557e+00,2.588489716181498324e+01,8.311628187968772563e-01,8.097929616415636689e-01
7.832601067666399963e+00,1.938523248224858975e+01,1.376389688307962267e+00,4.320327333183682583e+01,9.383578941348291735e-01,9.122319715404645368e-01
2.748930420858619605e-01,9.244339176531195079e+00,1.801276473702387859e+00,6.331314372488309061e+01,1.009467138140651699e-03,1.237087839678886747e-02
1.704712897936924376e+00,2.762675674178057150e+01,5.246170046670544096e-01,6.338275410108654029e+01,1.527976455289192792e-02,-1.380963147176859224e-02
1.108009524539458779e+00,1.756196740938259993e+01,1.654055933887690566e+00,4.997796539012558270e+01,4.686748194416290314e-02,-6.915131151694065004e-04
3.593400136519888211e+00,1.129939941892343924e+01,1.416544871366211211e+00,2.163051042329382412e+01,4.521409194862462400e-01,4.697986522408062471e-01
3.626979478341783469e+00,6.977998087623112689e+00,1.345424362722483780e+00,4.354238390120602276e+01,2.852861250743798927e-01,3.005131313267886406e-01
7.518001644915424997e+00,5.653029298184116591e+00,5.972786894618211662e-01,3.976246901394802080e+01,2.085427898460984197e-01,2.231885271049674213e-01
7.322249244175837113e+00,6.317756954847442152e+00,1.923278282407247630e+00,4.279035811501780984e+01,7.589610098063317434e-01,7.492115869126492189e-01
8.835905852357784696e+00,1.545149565215978527e+01,6.107863700199482881e-01,5.329165037200398558e+01,4.956203792288828014e-01,4.992793017826696600e-01
6.861680401058796619e+00,1.612046682978613887e+01,6.504353960006269419e-01,2.056627904251918082e+01,4.905016577315474136e-01,4.711951261666984525e-01
5.995787988978864114e+00,3.140183437443500125e+01,1.435581742038722242e+00,2.460587164388068615e+01,9.744276088892888099e-01,1.009114633021541918e+00
9.943898694751887035e+00,1.416832222128284258e+01,1.805427832564448609e+00,7.002833852181578322e+01,9.644906825298579234e-01,9.803111675599468500e-01
6.455470479180148935e+00,2.043333578195804190e+00,1.170688545655457213e+00,7.027817977763395163e+01,1.890541723308233335e-01,2.038992937782277137e-01
3.955770406245837645e+00,1.221740165820237678e+01,7.913546465280705267e-01,7.557551721147790147e+01,1.747109877569575920e-01,1.357112929388248901e-01
3.117194736043904513e+00,3.647899289448204740e+00,7.357861462447008449e-01,5.496243756416153303e+01,4.299737666579717121e-02,5.914341754559485076e-02
4.539382253218561258e-01,1.402436762878268084e+01,1.649970303598409682e+00,4.528328666700022609e+01,4.624644817720846568e-03,3.450408525734803555e-02
9.446969982809152455e+00,2.050167232933954509e+01,6.906489044903090235e-01,5.562234799073571878e+01,6.752849046288724733e-01,6.996101463418199495e-01
7.551132073515804954e+00,1.178422072155910350e+01,1.157242466566201111e+00,3.449625574404797135e+01,7.472024091366651355e-01,7.629850158525951498e-01
3.833037292981289923e+00,4.655867316222003893e+00,1.205572907860968268e+00,2.118330138327697654e+01,1.980496831386031609e-01,1.980305397580098548e-01
8.762761447503846668e+00,2.411501619854625744e+01,6.731320351649137113e-01,5.565591122251268530e+01,6.634064789912683668e-01,6.565698220461675394e-01
7.652942949552803853e+00,3.260980108043208503e+01,8.233902199845877234e-01,5.128966603207865660e+01,8.090090996356600339e-01,8.210419333480376558e-01
4.705216327960844325e+00,3.247002856624445144e+01,1.282045394573804398e+00,6.195419930961252675e+01,7.630543038153045909e-01,7.707096909312518562e-01
9.562255113651090710e+00,1.623811128829947137e+01,1.056522029668055307e+00,7.868348665751175020e+01,8.120507143081185930e-01,8.167782049158356372e-01
8.934755298451142025e+00,1.864774187408876926e+01,9.494304815386673813e-01,3.229202327485014479e+01,8.465685487941597698e-01,8.403840538583794428e-01
4.515857604213351806e+00,3.348433832488729678e+01,1.220885092977577191e+00,4.655395285213107570e+01,7.774946216688511935e-01,8.111197522273598803e-01
4.327398361627992074e+00,2.341927519161582083e+01,1.808241520112824130e+00,3.963284184580619751e+01,8.957032981688822781e-01,8.723464323249625618e-01
1.601788915285258019e+00,1.258857260936221500e+01,8.224439099561577926e-01,6.570437080447659639e+01,2.503492141526542092e-02,2.458227229902375244e-02
1.113830569354778754e+00,3.455105040922454407e+01,1.448907346597575696e+00,5.703864672893497811e+01,3.748792955644253411e-02,2.588431210065661459e-02
3.636384799742853779e+00,3.891471843386026563e+01,9.545152493441843022e-01,5.522154058091705764e+01,3.893733925628559689e-01,4.100142535246731335e-01
2.224503590427679089e+00,3.270180084092108075e+01,5.449470485778451501e-01,4.447502209539300111e+01,5.493733499847408552e-02,8.354696514435970556e-02
7.791882660565252472e-01,2.615192879309068985e+01,1.213008884189065828e+00,3.801349425022566919e+01,1.687560798190257394e-02,4.175738479810794934e-02
7.381249449339917668e+00,3.644830089892046487e+01,1.580065926842976864e+00,3.916243315940855041e+01,9.961572523869480777e-01,1.011265396022117846e+00
9.615638704558424621e+00,3.580450885527917393e+01,1.967045924173627558e+00,3.874282011972522355e+01,9.998925294042377843e-01,9.718404898746376697e-01
6.905144973306231115e+00,1.663481893993022709e+01,1.969506985138473221e+00,5.337530091169431046e+01,9.652978750345276859e-01,1.006922529185454218e+00
9.083581532918193702e+00,3.576889245117588700e+01,1.284341148707024427e+00,5.852338637067747129e+01,9.863231052242812380e-01,9.966570270157741884e-01
8.716632718817242775e+00,2.816547537421615033e+01,1.249337364107331094e+00,3.532028984236584535e+01,9.790592344289489324e-01,9.768899695290126362e-01
6.495938254783238719e+00,1.334862568115811321e+01,1.920008778262364268e+00,5.323454321612788220e+01,9.187122006573457123e-01,9.191422125796402387e-01
5.273867824094502943e+00,3.166595774108726857e+01,5.744264570775482470e-01,4.696156592072638603e+01,3.474991588942046850e-01,3.407087762211726267e-01
3.643223785431424222e+00,1.182328476016797403e+01,9.274356101924503548e-01,5.645506970162485771e+01,2.219368752341805973e-01,2.304144866886568555e-01
5.000264138165719352e+00,3.584556443883228027e+00,8.816836222507686838e-01,3.419825484912715297e+01,1.483272441154349641e-01,1.545306002776470344e-01
3.280394319864837982e+00,6.697132426300389518e+00,6.012493695940779315e-01,3.492184033382336850e+01,6.201029784992884153e-02,5.480829693659478724e-02
1.803460105448266848e+00,2.867040344900605664e+00,1.015468599224285562e+00,7.654253351005118589e+01,1.604250791209882454e-02,-3.535532082341071025e-02
5.003737350869117861e+00,3.595868150171676270e+00,8.465890281414591989e-01,7.329955089861326201e+01,1.305381984306910326e-01,1.298357717297315972e-01
6.645459332117199303e+00,8.390994355768587099e+00,1.236413607157332395e+00,5.459630537297405795e+01,5.973233500513539518e-01,6.068600691761439903e-01
5.894619688533847324e+00,5.467292479333777599e+00,1.458476602150349022e+00,3.492721589734811971e+01,4.989347392021851180e-01,5.094580961000316766e-01
7.404445651079382351e+00,1.871167788961769318e+01,1.751626704809494228e+00,7.029066574661095501e+01,9.581207939280070862e-01,9.550514939124933322e-01
3.426105607154380728e+00,6.939751582417747144e+00,1.936853774683148233e+00,3.486407308116469039e+01,4.273719396196281606e-01,4.364382350088963358e-01
1.009508015439572470e-01,3.088787367153102892e+01,1.671647046801580716e+00,7.275124797217578987e+01,4.745504841374703631e-05,2.061383385715324923e-02
2.205329284724971473e+00,2.606483571769686236e+01,1.652909785539956156e+00,6.641784792175161556e+01,2.686742050027641771e-01,2.592691993514868454e-01
2.967984210234301923e+00,1.100996329694336673e+01,1.028043295344762686e+00,7.651966275448742749e+01,1.425120310454851547e-01,1.718376119538577163e-01
5.575738183402870085e+00,3.730372922682858672e+01,1.556771905912054610e+00,3.831871066962580130e+01,9.801432693297567056e-01,9.410401032933382037e-01
3.955570001941171476e+00,4.609543307013734825e+00,8.630438413976126988e-01,5.132324155084361905e+01,1.143343326694135076e-01,8.911336199503210043e-02
6.610951614403268728e+00,1.054126579480644921e+01,1.973966540517857915e+00,2.743689390563481822e+01,8.935732636056288314e-01,8.754703645981204430e-01
2.317034893962456099e+00,1.538260227520999202e+01,1.605778268574973078e+00,2.125814821966827495e+01,3.108663626875551866e-01,2.619770284980443287e-01
4.733371117828113483e+00,3.602923824501157668e+01,1.198107315377054949e+00,7.123422385820479974e+01,6.759845430882251982e-01,6.559892906675695023e-01
1.222368309447464108e-01,2.285613690963638334e+01,5.608457168928440151e-01,5.486767067705270051e+01,5.714977672066634540e-05,2.502458928944830199e-02
6.894373938448517869e+00,2.789720973907321877e+01,1.071510895717484146e+00,5.225567664109986765e+01,8.712489026689927973e-01,8.960794839740444662e-01
8.667051774402622755e+00,2.699179201615049095e+01,1.656795562144584233e+00,6.796652393980680529e+01,9.897331761710046472e-01,9.916803454255287420e-01
8.600710447592433638e+00,3.540993493827236449e+01,1.836068275379286741e+00,2.328612046371859634e+01,9.997274846222103939e-01,1.034147523956969961e+00
8.759365650937882108e+00,1.187660297529422415e+01,6.958889878020991793e-01,2.158349475968300268e+01,5.385685913144281356e-01,5.433583957133519826e-01
