c,r,N_eq,N_eq_noisy
4.118968692858721248e+00,1.393740887701636399e+00,7.555365469459742656e+01,7.580275568338001335e+01
6.421746234913646489e+00,1.562952067274243184e+00,7.636219753928118337e+01,7.661868470423128485e+01
4.630764297183685763e+00,7.707538068329892189e-01,6.631806024494187568e+01,6.600651400214007936e+01
8.049710424762359651e+00,2.455236356467351833e+00,8.199007319665986415e+01,8.174158183005259559e+01
2.168580854449473794e+00,2.800736876863199498e+00,8.617273874045363868e+01,8.623758423136185058e+01
1.133186484875267075e+00,2.802332314059799434e-01,6.027302021031385948e+01,6.076917257232825165e+01
4.808187800196511930e+00,2.232399203754529715e+00,8.150391464116934515e+01,8.038430720219210457e+01
9.460701122513443195e+00,2.609557170126176051e-01,4.621388105942562419e+01,4.490566189824937027e+01
8.899656124374780930e+00,1.853547068411021792e+00,7.830170260140155847e+01,7.862981982839133366e+01
3.815551916649025932e-01,2.856382076679817139e+00,9.409918353275597269e+01,9.487062659915342522e+01
2.271326023766568447e+00,2.060238166887349731e+00,8.261451395993964297e+01,8.264559417012709730e+01
5.433279476747852055e-01,2.386195775319170931e+00,9.144951872152631722e+01,9.124860146484941481e+01
6.968669373594371663e+00,1.521602886270770005e+00,7.587751309889425499e+01,7.578654805776086789e+01
9.804803694461579511e+00,2.838914519129072112e-01,4.773583746942652795e+01,4.772918573933819886e+01
4.737522431952504220e+00,2.245980218457693578e+00,8.160405510499782622e+01,8.165922705004791737e+01
1.012429328397773665e-01,1.708065434288723150e+00,9.694099945237199734e+01,9.774519773761508645e+01
2.938632006393832707e+00,2.413772419939898661e+00,8.356039963677024218e+01,8.278670516154326720e+01
5.505766094633927743e+00,4.769644744843989925e-01,5.798922192047893986e+01,5.835556246162217064e+01
3.558281264071981198e+00,1.719826602990044639e+00,7.881397875667899200e+01,7.893821497144539023e+01
7.797349093803116915e+00,2.514999047133466448e+00,8.231295575264596209e+01,8.256692044979330092e+01
6.106036034189303852e-01,1.460099056029786402e+00,8.694492661759157670e+01,8.585377404028645287e+01
5.023535676722232779e+00,1.684622044719844003e-01,3.934857478330987135e+01,3.977936146767553538e+01
7.315844756972930796e+00,6.838475358533242510e-01,6.356434592266987238e+01,6.240252177646637932e+01
9.519244324885174358e-01,1.063115245775396067e+00,8.016328534339743328e+01,7.956409428910258441e+01
3.015105915461712804e+00,2.522407841072301871e+00,8.398795019244661830e+01,8.358553413061150650e+01
7.616684485300561747e+00,1.932311502539387771e+00,7.902378997152732154e+01,7.878773042415092220e+01
8.447834672255672972e-01,3.229636815356855539e-01,6.633204978756107550e+01,6.637750457497156731e+01
8.167643089995973327e+00,1.911926177154417150e+00,7.880557399555497966e+01,7.835008725643896810e+01
3.123410083659744263e+00,2.349255445184549096e+00,8.307158739135650194e+01,8.341946963708711849e+01
4.017752414639887526e+00,1.536533805964025223e+00,7.697802224242214209e+01,7.718143102184717463e+01
8.536999173885810421e+00,2.465172972758725933e+00,8.197914661072961451e+01,8.235911397980329696e+01
2.159493368713822470e+00,1.042050603317234758e+00,7.389860294533352203e+01,7.405728488710745694e+01
2.282170093242678055e-01,2.379833606089416964e+00,9.532235685937594383e+01,9.513763720027384352e+01
5.117491702155351208e-01,2.683196788709428127e+00,9.247921463799713138e+01,9.311068185191270175e+01
3.256577633887432377e+00,1.116307459074210140e+00,7.302809819924235057e+01,7.290286318022101852e+01
2.643637152461688622e+00,1.077501299409825863e+00,7.334771123780805624e+01,7.318261332627808713e+01
7.283652436844446854e+00,1.089245845947682145e+00,7.092734185475187303e+01,7.115535127083603584e+01
8.014493197001646863e+00,2.066980375205207388e+00,7.984374152074076392e+01,8.037889440024964927e+01
5.933217221681635900e-01,1.593815392812096832e+00,8.790030705529173360e+01,8.831264702121268328e+01
9.378051557762439927e+00,1.823233387620995183e+00,7.802694884397764952e+01,7.787060481220512997e+01
6.281017885490446595e+00,2.106611919893158102e+00,8.037787138760062078e+01,8.080509170174396161e+01
6.100380259809218941e+00,2.343743452747177325e-01,4.499628677851389114e+01,4.515904688438424586e+01
6.073143250253079550e+00,4.479904888586388467e-01,5.671393677055017690e+01,5.581125546583378139e+01
9.323320543126509818e+00,2.134844597763485119e+00,8.010170090410164789e+01,8.009920079889232625e+01
3.481761190742858947e+00,1.095286899391726854e+00,7.252303848193196245e+01,7.241694279828526248e+01
3.599056301305956662e+00,2.870194754466573794e+00,8.498242826309858344e+01,8.472834337291054396e+01
3.513701416253252940e+00,2.317726216115004068e+00,8.260374140352251970e+01,8.236082097713027395e+01
6.735005767089035089e+00,5.879934890712020801e-01,6.118093363151105279e+01,6.085588409322074455e+01
2.407727335181491402e+00,1.643125729387732159e+00,7.957403254184603725e+01,7.930088099038172800e+01
7.576926441011782920e+00,1.113176335208968748e+00,7.120556177606910353e+01,7.121032240238773170e+01
6.026143378953104701e+00,5.730399972445633372e-01,6.093285731641564240e+01,6.148369413760504898e+01
6.773094915949174677e+00,5.762649535369864795e-01,6.083391328313061308e+01,6.045695575277834877e+01
3.823366344615525492e+00,2.592274624181307274e+00,8.371778581108215178e+01,8.475110832068537547e+01
3.936238474536061904e+00,5.374372723019068543e-01,6.088121129991311875e+01,6.037804860383147343e+01
1.304345550809068888e+00,2.184234948780764185e+00,8.592645875635913910e+01,8.673827368544175442e+01
7.307047290668657880e+00,7.547129649432715581e-01,6.517184748215707657e+01,6.483890894581590203e+01
3.375322568120880717e+00,2.218323448690146638e+00,8.218035925329357383e+01,8.213847472781725401e+01
9.366093541322495497e+00,2.389234284752026927e+00,8.150760567890722541e+01,8.126446598260049825e+01
7.049844837065351477e+00,5.402339257726734845e-01,5.968124387227909722e+01,6.058609637791500546e+01
9.788129795690689861e+00,5.233735434719688495e-01,5.870335699044608191e+01,5.851614143172416505e+01
9.190076313344492931e+00,8.483390873700982215e-01,6.676087274162280494e+01,6.694141404942222096e+01
1.201345580973021132e+00,1.349695148339711492e+00,8.115695640474552874e+01,8.049536004981784743e+01
7.053301080078643537e+00,2.124617551497099743e+00,8.034125501314079543e+01,8.019037470429057635e+01
5.952530254735077797e+00,2.208116432652952099e+00,8.104293320258527444e+01,8.049794323032155319e+01
6.743943830386116112e+00,1.424798919575128719e+00,7.498852357716833694e+01,7.496099553527318449e+01
3.986462183836693818e+00,2.372351016748083907e+00,8.259523571348593407e+01,8.158531565488647175e+01
6.253859843783983408e+00,2.876986173415699177e+00,8.412117623337168482e+01,8.321423681913260850e+01
7.799091276218468316e-01,1.240283514852453806e+00,8.351057331586844157e+01,8.421883968262861231e+01
8.513248279618824910e+00,1.030949080734055306e-01,2.910109679688427775e+01,2.898506861565230253e+01
9.155037593322171929e+00,1.593650031542108270e+00,7.620826786132653297e+01,7.572578837863009937e+01
6.552613666846578866e+00,8.382066933610563542e-01,6.700809981497920376e+01,6.751164346064300048e+01
6.413984104231991168e-01,1.550403386622605684e+00,8.712372970993031629e+01,8.675161900791479752e+01
9.580263882853209623e+00,1.531113492852164581e+00,7.559945240970539260e+01,7.595459716367329861e+01
7.648412776194816409e+00,2.942705016740598811e-01,4.877685409938682426e+01,4.867300750183102309e+01
6.831876478262004504e-01,2.817747627909016561e+00,9.142424493566485921e+01,9.086593472047367470e+01
9.103960720375107840e+00,2.035662649082224385e-01,4.159098150975994201e+01,4.160750815631038080e+01
9.628999633138088043e+00,1.755197562644665865e+00,7.748632857792951256e+01,7.699751657448345554e+01
6.777344276445973037e+00,2.892822746011751711e+00,8.409037839649569435e+01,8.341875031934146989e+01
6.386445391824761231e+00,2.950515169087378542e+00,8.437862675123376732e+01,8.304696114815664032e+01
6.898064135736452052e+00,4.519287313061174371e-01,5.664477568465416368e+01,5.774468743106812951e+01
1.538189053299418019e+00,2.091579402575509672e+00,8.460294248709648457e+01,8.371897319184428454e+01
2.547720052869925755e+00,1.660802005526193170e+00,7.947713016745137793e+01,7.894892094367763491e+01
1.036034831325075289e-01,2.111906109387201358e+00,9.735185564018235027e+01,9.630938123354724212e+01
7.635292465931550865e+00,1.971673179427914313e+00,7.928538003805628875e+01,7.832539314405194375e+01
4.206307015564878071e+00,7.030679337730848522e-01,6.508752666172715351e+01,6.552690336448073083e+01
4.249965584696084875e+00,2.514239895811293479e+00,8.315329237797133999e+01,8.395060678302799317e+01
8.156877909376373026e+00,1.887386103858925912e+00,7.863597046027290105e+01,7.805662239519081425e+01
7.977257781711004192e+00,1.005500776352836745e-01,2.878104373020291717e+01,2.872063241641130915e+01
1.076069205987478100e-01,2.033880882617662422e+00,9.717862289843128565e+01,9.742778899759861133e+01
5.995962336764755207e+00,1.780551447379134178e+00,7.824295853433571324e+01,7.838038686787976417e+01
8.367345380734476645e-01,3.333093790011552038e-01,6.688878872086743854e+01,6.711772148523031944e+01
6.248167518559651690e+00,1.256090021262900924e+00,7.326869603120320562e+01,7.385346914928898343e+01
8.100029620579440870e-01,1.875282154807613733e+00,8.726988117987512794e+01,8.642313559490213493e+01
9.993952373393483413e+00,2.794416651147120678e+00,8.331513292234976120e+01,8.359327316013407483e+01
2.421065671694727417e+00,2.809125457749144239e+00,8.582574400910208112e+01,8.643592747017017075e+01
6.343173050702249682e+00,4.772531149831847896e-01,5.773085103269087881e+01,5.821568784435572042e+01
5.508008804468586206e+00,9.741016787902432306e-01,6.964072844750039337e+01,6.967040543073403569e+01
9.647655477980420002e+00,1.206287673592040477e+00,7.213206058852379954e+01,7.237469201460794466e+01
2.336905072204016776e+00,2.958284338371315325e+00,8.647126457956501611e+01,8.671153909132286230e+01
7.769136042054480384e+00,1.553793983533600098e+00,7.603718506019176004e+01,7.671741082760206609e+01
7.261546620036420485e+00,2.684127475185972944e+00,8.315772165159604867e+01,8.305818324394522278e+01
5.405444798594047917e+00,2.977727210103739086e+00,8.468819018165596901e+01,8.461616311317852990e+01
8.065928518933612068e+00,1.002925920749909938e+00,6.953576544876000298e+01,6.862634320054931436e+01
3.858701033046889162e+00,2.261148937117596791e+00,8.208871556790609247e+01,8.208813144764583569e+01
7.470055395779207075e+00,2.928357829319103267e+00,8.412339177054391826e+01,8.390806214614876524e+01
9.937006420217612046e+00,9.094811849537660642e-01,6.777486181691733691e+01,6.838889489619784001e+01
5.935261915331798477e+00,1.705648115274594590e+00,7.767729532823067018e+01,7.732581099728696472e+01
2.784973345487451457e+00,2.069716106172432735e+00,8.191290738389470505e+01,8.213487271062686546e+01
2.202167830404847759e+00,2.236727944868049711e+00,8.369060948183529547e+01,8.381696877919644351e+01
3.187392562860559053e+00,2.560069380687691964e+00,8.400474863227888989e+01,8.382625988966466934e+01
4.535862148683158068e+00,2.026245798829600098e+00,8.039405250251847690e+01,8.087652907743093067e+01
4.358211134049748914e+00,6.867361642413906120e-01,6.461280535285773396e+01,6.463682362190681374e+01
7.712928633154094271e+00,1.871390238816932117e+00,7.858583131227021568e+01,7.887126028696752655e+01
1.304315518300693144e+00,2.663730007791623500e+00,8.783338288511481551e+01,8.774622238287831522e+01
2.605203870529240184e+00,1.161412042072169637e+00,7.449615521317312528e+01,7.434166058285352108e+01
3.468346053003948715e+00,2.990180277155971567e+00,8.550281138848710327e+01,8.461215210665089614e+01
9.481824913493381857e+00,2.968607901192549470e+00,8.405002977275043463e+01,8.422393218997248709e+01
6.173197104099957144e+00,1.625004728755253147e+00,7.695751442600770531e+01,7.686053781734750601e+01
1.175968626454883204e+00,2.541759139275984847e+00,8.791388791350141219e+01,8.696323587810474010e+01
8.498501962812103017e+00,1.443307509251550158e+00,7.488971528951022094e+01,7.471191973010928677e+01
1.089919101830242765e+00,9.122897664806756124e-01,7.712970526197904064e+01,7.685703747647085038e+01
4.678719470665540392e+00,1.049443571626445193e+00,7.109818509438693468e+01,7.152383587644342811e+01
8.692503233124668327e+00,2.478349920298585030e+00,8.202571993005946638e+01,8.181774266141000851e+01
9.542369064056410721e+00,2.795918606902743964e+00,8.336203959914701045e+01,8.347660286796053697e+01
4.951986032188763431e+00,1.934234127173839690e+00,7.963746157979736040e+01,7.948144917705936052e+01
3.534228198953975664e+00,2.434349570315669009e+00,8.316813517622348684e+01,8.255934982612957640e+01
1.416419705888366298e+00,2.262808852727710818e+00,8.585153441235179628e+01,8.586397794941582617e+01
6.790890636088078303e+00,1.887493457391583584e+00,7.885249558548086668e+01,7.864576727329304617e+01
1.569203076788813211e+00,1.324664211098705469e+00,7.910395639778448640e+01,7.845757959206447651e+01
3.099096790046085292e+00,1.432925029567940989e+00,7.676526742161243533e+01,7.629348775014700834e+01
4.860491720743187471e+00,2.207180520535187540e+00,8.134509647326655113e+01,8.074108083685531767e+01
6.219707178245080570e+00,2.823791827407376442e-01,4.840443266446271053e+01,4.820554923231254918e+01
5.459496752048388579e+00,2.309598111097196149e+00,8.172075130706841151e+01,8.196449858583811476e+01
8.563239151263919879e+00,2.034981079858582120e+00,7.957132799364605091e+01,8.086783751365872774e+01
4.306992708866986597e+00,1.874354247078380054e+00,7.949192421901204852e+01,7.958517116937937885e+01
6.421252719316016488e+00,2.203245610389572118e+00,8.091549739440598898e+01,8.105556414303090662e+01
5.456376949966778023e-01,9.283737320467952969e-01,8.367768056121251163e+01,8.395877214466737826e+01
6.217358034162224101e+00,6.489477002130016325e-01,6.294921554386844065e+01,6.235918521844611462e+01
8.185420736724907442e+00,1.662787633804314824e+00,7.691883738702549067e+01,7.628878636500810728e+01
3.982649404770524093e+00,1.074501873968812582e+00,7.184180471083337238e+01,7.227560217972900602e+01
3.379886643040521665e-01,1.961774577229158822e+00,9.271947101146061243e+01,9.297417966293744485e+01
2.227125745397296352e+00,9.087005672986100957e-02,3.287523199130986029e+01,3.334428862283500195e+01
6.289527022913324217e+00,2.378654165171558255e+00,8.188763501429029645e+01,8.196077906214095776e+01
2.112384704506308442e+00,1.625142776362255015e+00,8.002999414828327929e+01,7.921914378533288925e+01
5.852156201894710641e+00,2.647630094754351848e+00,8.325449402458183101e+01,8.329046836527409425e+01
5.541778946302658326e+00,1.022427428713388986e+00,7.037339054636998981e+01,6.934718216619958753e+01
2.374212787559848437e+00,1.237003968053324021e+00,7.582256116312865402e+01,7.608423143324567661e+01
2.789017610741265862e+00,2.484235223397301073e+00,8.404456413865301556e+01,8.418306239220355280e+01
2.772627608257727250e+00,1.645377119069322491e+00,7.902755188854112589e+01,7.861956581806850863e+01
4.681372577250566991e+00,1.017162407733975371e+00,7.062226400966783046e+01,7.018892422754336735e+01
2.607757542216135871e+00,2.027547244683544747e+00,8.189207410209627369e+01,8.143736251166356510e+01
9.166975914671446901e+00,1.496032565767325684e-01,3.576726441523135946e+01,3.531810681961819398e+01
4.277785303345967627e+00,1.278840259526645040e+00,7.423080350952405126e+01,7.440627134493024641e+01
8.987076346506073676e+00,1.523179457861280950e+00,7.559333906542285320e+01,7.584464569536868339e+01
6.249238919071711251e+00,1.736213134085259568e+00,7.784476649624416211e+01,7.747340464207105981e+01
8.067507270517406681e+00,6.956856262005598479e-01,6.371504509633651026e+01,6.378392918262606770e+01
2.998058208132147850e+00,9.647923149249836294e-01,7.116997978716321427e+01,7.187997014840688337e+01
9.656066191489806272e+00,1.297786425852078152e+00,7.321201539538203917e+01,7.300943402690958806e+01
2.789372605061856136e-01,1.741000717671673081e+00,9.306884449140163440e+01,9.319785682230033785e+01
