t,I,M,dI_dt
1.102220444088817808e-01,1.352115582193886834e+00,4.531809146708714597e-01,5.618755187390691574e+00
1.103220644128825728e-01,1.352677539964180164e+00,4.535727270777382691e-01,5.618146940142736412e+00
1.104220844168833787e-01,1.353239436954549957e+00,4.539644553990657694e-01,5.617538629292981867e+00
1.105221044208841708e-01,1.353801273154241924e+00,4.543560996371593941e-01,5.616930255180241360e+00
1.106221244248849767e-01,1.354363048551544990e+00,4.547476597943719834e-01,5.616321818254954579e+00
1.107221444288857826e-01,1.354924763133790178e+00,4.551391358731032843e-01,5.615713319078849963e+00
1.108221644328865746e-01,1.355486416887351497e+00,4.555305278758000620e-01,5.615104758325042411e+00
1.109221844368873805e-01,1.356048009797645282e+00,4.559218358049565434e-01,5.614496136777695767e+00
1.110222044408881725e-01,1.356609541849131073e+00,4.563130596631136404e-01,5.613887455331907361e+00
1.111222244448889784e-01,1.357171013025310513e+00,4.567041994528596160e-01,5.613278714993565899e+00
1.112222444488897843e-01,1.357732423308728231e+00,4.570952551768297512e-01,5.612669916879138299e+00
1.113222644528905764e-01,1.358293772680970957e+00,4.574862268377062891e-01,5.612061062215669693e+00
1.114222844568913823e-01,1.358855061122669072e+00,4.578771144382188796e-01,5.611452152340410393e+00
1.115223044608921743e-01,1.359416288613494395e+00,4.582679179811439130e-01,5.610843188700815887e+00
1.116223244648929802e-01,1.359977455132162172e+00,4.586586374693051860e-01,5.610234172854342560e+00
1.117223444688937722e-01,1.360538560656430196e+00,4.590492729055732912e-01,5.609625106468261180e+00
1.118223644728945781e-01,1.361099605163099024e+00,4.594398242928662279e-01,5.609015991319488137e+00
1.119223844768953841e-01,1.361660588628011315e+00,4.598302916341489022e-01,5.608406829294576568e+00
1.120224044808961761e-01,1.362221511030205834e+00,4.602206749322310109e-01,5.607797621893695350e+00
1.121224244848969820e-01,1.362782372379143236e+00,4.606109741884197306e-01,5.607188366979505290e+00
1.122224444888977740e-01,1.363343172687757621e+00,4.610011894038221758e-01,5.606579061995082824e+00
1.123224644928985799e-01,1.363903911966701576e+00,4.613913205796558725e-01,5.605969704655500152e+00
1.124224844968993858e-01,1.364464590225693774e+00,4.617813677171845876e-01,5.605360292787002763e+00
1.125225045009001779e-01,1.365025207473519631e+00,4.621713308177184398e-01,5.604750824326876213e+00
1.126225245049009838e-01,1.365585763718031531e+00,4.625612098826140106e-01,5.604141297323224080e+00
1.127225445089017758e-01,1.366146258966147276e+00,4.629510049132741223e-01,5.603531709935047900e+00
1.128225645129025817e-01,1.366706693223852742e+00,4.633407159111480600e-01,5.602922060431687612e+00
1.129225845169033876e-01,1.367267066496199446e+00,4.637303428777313496e-01,5.602312347192999198e+00
1.130226045209041796e-01,1.367827378787305426e+00,4.641198858145658690e-01,5.601702568709114871e+00
1.131226245249049855e-01,1.368387630100355690e+00,4.645093447232399586e-01,5.601092723580283206e+00
1.132226445289057776e-01,1.368947820437601770e+00,4.648987196053882553e-01,5.600482810516664856e+00
1.133226645329065835e-01,1.369507949800361279e+00,4.652880104626918034e-01,5.599872828338261499e+00
1.134226845369073755e-01,1.370068018189019243e+00,4.656772172968778323e-01,5.599262775974631623e+00
1.135227045409081814e-01,1.370628025603026545e+00,4.660663401097201453e-01,5.598652652464979340e+00
1.136227245449089873e-01,1.371187972040901037e+00,4.664553789030387865e-01,5.598042456957728064e+00
1.137227445489097793e-01,1.371747857500226653e+00,4.668443336787000963e-01,5.597432188710556034e+00
1.138227645529105853e-01,1.372307681977654514e+00,4.672332044386168781e-01,5.596821847090147628e+00
1.139227845569113773e-01,1.372867445468901826e+00,4.676219911847482313e-01,5.596211431572104544e+00
1.140228045609121832e-01,1.373427147968752760e+00,4.680106939190997184e-01,5.595600941740723755e+00
1.141228245649129891e-01,1.373986789471057790e+00,4.683993126437230314e-01,5.594990377288837635e+00
1.142228445689137811e-01,1.374546369968733917e+00,4.687878473607164365e-01,5.594379738017831727e+00
1.143228645729145870e-01,1.375105889453764885e+00,4.691762980722244403e-01,5.593769023837253940e+00
1.144228845769153791e-01,1.375665347917200965e+00,4.695646647804379015e-01,5.593158234764779024e+00
1.145229045809161850e-01,1.376224745349159173e+00,4.699529474875941415e-01,5.592547370926084227e+00
1.146229245849169770e-01,1.376784081738822385e+00,4.703411461959766116e-01,5.591936432554645009e+00
1.147229445889177829e-01,1.377343357074440888e+00,4.707292609079154477e-01,5.591325419991610701e+00
1.148229645929185888e-01,1.377902571343331273e+00,4.711172916257868604e-01,5.590714333685564696e+00
1.149229845969193808e-01,1.378461724531876431e+00,4.715052383520134671e-01,5.590103174192488922e+00
1.150230046009201867e-01,1.379020816625526002e+00,4.718931010890644040e-01,5.589491942175603967e+00
1.151230246049209788e-01,1.379579847608796594e+00,4.722808798394548813e-01,5.588880638405031576e+00
1.152230446089217847e-01,1.380138817465270451e+00,4.726685746057467941e-01,5.588269263758016692e+00
1.153230646129225906e-01,1.380697726177597451e+00,4.730561853905480563e-01,5.587657819218279087e+00
1.154230846169233826e-01,1.381256573727493109e+00,4.734437121965131556e-01,5.587046305876315344e+00
1.155231046209241885e-01,1.381815360095740131e+00,4.738311550263429317e-01,5.586434724928919238e+00
1.156231246249249806e-01,1.382374085262187524e+00,4.742185138827844648e-01,5.585823077679288318e+00
1.157231446289257865e-01,1.382932749205751044e+00,4.746057887686312982e-01,5.585211365536624228e+00
1.158231646329265924e-01,1.383491351904412969e+00,4.749929796867232157e-01,5.584599590016088300e+00
1.159231846369273844e-01,1.384049893335221659e+00,4.753800866399464087e-01,5.583987752738783783e+00
1.160232046409281903e-01,1.384608373474292886e+00,4.757671096312334758e-01,5.583375855431382817e+00
1.161232246449289823e-01,1.385166792296808502e+00,4.761540486635633118e-01,5.582763899926010964e+00
1.162232446489297882e-01,1.385725149778596066e+00,4.765409037398842251e-01,5.582151887974022841e+00
1.163232646529305803e-01,1.386283445922318780e+00,4.769276748618167527e-01,5.581539818155025756e+00
1.164232846569313862e-01,1.386841680740729110e+00,4.773143620304513557e-01,5.580927687852224039e+00
1.165233046609321921e-01,1.387399854243361874e+00,4.777009652470324275e-01,5.580315494827834399e+00
1.166233246649329841e-01,1.387957966438841506e+00,4.780874845128498252e-01,5.579703236951232270e+00
1.167233446689337900e-01,1.388516017334883834e+00,4.784739198292392581e-01,5.579090912198756413e+00
1.168233646729345820e-01,1.389074006938294525e+00,4.788602711975818993e-01,5.578478518653664509e+00
1.169233846769353879e-01,1.389631935254969530e+00,4.792465386193046073e-01,5.577866054505911109e+00
1.170234046809361939e-01,1.390189802289895304e+00,4.796327220958798154e-01,5.577253518052041059e+00
1.171234246849369859e-01,1.390747608047149031e+00,4.800188216288255316e-01,5.576640907694940807e+00
1.172234446889377918e-01,1.391305352529897954e+00,4.804048372197054495e-01,5.576028221943829521e+00
1.173234646929385838e-01,1.391863035740399379e+00,4.807907688701288929e-01,5.575415459414072572e+00
1.174234846969393897e-01,1.392420657680002005e+00,4.811766165817507601e-01,5.574802618826852907e+00
1.175235047009401818e-01,1.392978218349143926e+00,4.815623803562714689e-01,5.574189699009339805e+00
1.176235247049409877e-01,1.393535717747354186e+00,4.819480601954373444e-01,5.573576698894289194e+00
1.177235447089417936e-01,1.394093155873251888e+00,4.823336561010400092e-01,5.572963617519999246e+00
1.178235647129425856e-01,1.394650532724546865e+00,4.827191680749168268e-01,5.572350454030070566e+00
1.179235847169433915e-01,1.395207848298039011e+00,4.831045961189509019e-01,5.571737207673486125e+00
1.180236047209441835e-01,1.395765102589618722e+00,4.834899402350706366e-01,5.571123877804096125e+00
1.181236247249449894e-01,1.396322295594267127e+00,4.838752004252504513e-01,5.570510463880795626e+00
1.182236447289457953e-01,1.396879427306055188e+00,4.842603766915101193e-01,5.569896965467231453e+00
1.183236647329465874e-01,1.397436497718144599e+00,4.846454690359149886e-01,5.569283382231660084e+00
1.184236847369473933e-01,1.397993506822787335e+00,4.850304774605762037e-01,5.568669713946778899e+00
1.185237047409481853e-01,1.398550454611325877e+00,4.854154019676504284e-01,5.568055960489655121e+00
1.186237247449489912e-01,1.399107341074192989e+00,4.858002425593400120e-01,5.567442121841521541e+00
1.187237447489497971e-01,1.399664166200911941e+00,4.861849992378927676e-01,5.566828198087589996e+00
1.188237647529505892e-01,1.400220929980096285e+00,4.865696720056023050e-01,5.566214189416980318e+00
1.189237847569513951e-01,1.400777632399449857e+00,4.869542608648077531e-01,5.565600096122542695e+00
1.190238047609521871e-01,1.401334273445766998e+00,4.873387658178937598e-01,5.564985918600662274e+00
1.191238247649529930e-01,1.401890853104932777e+00,4.877231868672908810e-01,5.564371657351152578e+00
1.192238447689537850e-01,1.402447371361921880e+00,4.881075240154750250e-01,5.563757312977175573e+00
1.193238647729545909e-01,1.403003828200800385e+00,4.884917772649677858e-01,5.563142886184833102e+00
1.194238847769553968e-01,1.403560223604723767e+00,4.888759466183364433e-01,5.562528377783442224e+00
1.195239047809561889e-01,1.404116557555938671e+00,4.892600320781936851e-01,5.561913788684904603e+00
1.196239247849569948e-01,1.404672830035781583e+00,4.896440336471981625e-01,5.561299119903990729e+00
1.197239447889577868e-01,1.405229041024679715e+00,4.900279513280537680e-01,5.560684372557851418e+00
1.198239647929585927e-01,1.405785190502150783e+00,4.904117851235103576e-01,5.560069547866035577e+00
1.199239847969593986e-01,1.406341278446802345e+00,4.907955350363631397e-01,5.559454647150410267e+00
1.200240048009601906e-01,1.406897304836332685e+00,4.911792010694530086e-01,5.558839671834805429e+00
1.201240248049609965e-01,1.407453269647530814e+00,4.915627832256665442e-01,5.558224623444996126e+00
1.202240448089617886e-01,1.408009172856275582e+00,4.919462815079359008e-01,5.557609503608551549e+00
1.203240648129625945e-01,1.408565014437536567e+00,4.923296959192388078e-01,5.556994314054648498e+00
1.204240848169633865e-01,1.409120794365373408e+00,4.927130264625986800e-01,5.556379056613938161e+00
1.205241048209641924e-01,1.409676512620778643e+00,4.930962731406977051e-01,5.555763732304264124e+00
1.206241248249649983e-01,1.410232169214731046e+00,4.934794359547131637e-01,5.555148338641213712e+00
1.207241448289657904e-01,1.410787764156600899e+00,4.938625149058764596e-01,5.554532873324014020e+00
1.208241648329665963e-01,1.411343297454328516e+00,4.942455099954904951e-01,5.553917334218567703e+00
1.209241848369673883e-01,1.411898769114967589e+00,4.946284212249028034e-01,5.553301719293992633e+00
1.210242048409681942e-01,1.412454179144686961e+00,4.950112485955059372e-01,5.552686026622222215e+00
1.211242248449690001e-01,1.413009527548769295e+00,4.953939921087371911e-01,5.552070254378049796e+00
1.212242448489697921e-01,1.413564814331611741e+00,4.957766517660787131e-01,5.551454400838986558e+00
1.213242648529705980e-01,1.414120039496726378e+00,4.961592275690577813e-01,5.550838464384968418e+00
1.214242848569713901e-01,1.414675203046738661e+00,4.965417195192461386e-01,5.550222443498356029e+00
1.215243048609721960e-01,1.415230304983389420e+00,4.969241276182607137e-01,5.549606336763694969e+00
1.216243248649729880e-01,1.415785345307532861e+00,4.973064518677631773e-01,5.548990142867689102e+00
1.217243448689737939e-01,1.416340324019138563e+00,4.976886922694601090e-01,5.548373860598845297e+00
1.218243648729745998e-01,1.416895241117289483e+00,4.980708488251029409e-01,5.547757488847588903e+00
1.219243848769753918e-01,1.417450096600183729e+00,4.984529215364877919e-01,5.547141026605864056e+00
1.220244048809761978e-01,1.418004890465133672e+00,4.988349104054560779e-01,5.546524472967178099e+00
1.221244248849769898e-01,1.418559622708565282e+00,4.992168154338936237e-01,5.545907827126423939e+00
1.222244448889777957e-01,1.419114293326019904e+00,4.995986366237313847e-01,5.545291088379604716e+00
1.223244648929786016e-01,1.419668902312152703e+00,4.999803739769451694e-01,5.544674256123816036e+00
1.224244848969793936e-01,1.420223449660733328e+00,5.003620274955554725e-01,5.544057329857059457e+00
1.225245049009801995e-01,1.420777935364645694e+00,5.007435971816279752e-01,5.543440309178162551e+00
1.226245249049809916e-01,1.421332359415888202e+00,5.011250830372728782e-01,5.542823193786450275e+00
1.227245449089817975e-01,1.421886721805573739e+00,5.015064850646454575e-01,5.542205983481807152e+00
1.228245649129826034e-01,1.422441022523929455e+00,5.018878032659458421e-01,5.541588678164410808e+00
1.229245849169833954e-01,1.422995261560296321e+00,5.022690376434189030e-01,5.540971277834652042e+00
1.230246049209842013e-01,1.423549438903130682e+00,5.026501881993545862e-01,5.540353782592903897e+00
1.231246249249849933e-01,1.424103554540002481e+00,5.030312549360875796e-01,5.539736192639432844e+00
1.232246449289857992e-01,1.424657608457596369e+00,5.034122378559973132e-01,5.539118508274301078e+00
1.233246649329865913e-01,1.425211600641711263e+00,5.037931369615082922e-01,5.538500729897082309e+00
1.234246849369873972e-01,1.425765531077260562e+00,5.041739522550899855e-01,5.537882858006861753e+00
1.235247049409882031e-01,1.426319399748271710e+00,5.045546837392562711e-01,5.537264893201969684e+00
1.236247249449889951e-01,1.426873206637886859e+00,5.049353314165663242e-01,5.536646836179972553e+00
1.237247449489898010e-01,1.427426951728362647e+00,5.053158952896240619e-01,5.536028687737344356e+00
1.238247649529905930e-01,1.427980635001069309e+00,5.056963753610782542e-01,5.535410448769502167e+00
1.239247849569913990e-01,1.428534256436492456e+00,5.060767716336225241e-01,5.534792120270530802e+00
1.240248049609922049e-01,1.429087816014231294e+00,5.064570841099953480e-01,5.534173703333147287e+00
1.241248249649929969e-01,1.429641313712999739e+00,5.068373127929800548e-01,5.533555199148381121e+00
1.242248449689938028e-01,1.430194749510626195e+00,5.072174576854049377e-01,5.532936609005618678e+00
1.243248649729945948e-01,1.430748123384052883e+00,5.075975187901431429e-01,5.532317934292398931e+00
1.244248849769954007e-01,1.431301435309336956e+00,5.079774961101126696e-01,5.531699176494164760e+00
1.245249049809961928e-01,1.431854685261650051e+00,5.083573896482761478e-01,5.531080337194227425e+00
1.246249249849969987e-01,1.432407873215277405e+00,5.087371994076415049e-01,5.530461418073624458e+00
1.247249449889978046e-01,1.432960999143619185e+00,5.091169253912612991e-01,5.529842420910924261e+00
1.248249649929985966e-01,1.433514063025478569e+00,5.094965676019213019e-01,5.529223346857961019e+00
1.249249849969994025e-01,1.434067064869593011e+00,5.098761260408987139e-01,5.528604193613153583e+00
1.250250050010001945e-01,1.434620004684402428e+00,5.102556007094579682e-01,5.527984958904905710e+00
1.251250250050010004e-01,1.435172882476675849e+00,5.106349916089465424e-01,5.527365640654045009e+00
1.252250450090018064e-01,1.435725698252320326e+00,5.110142987407559900e-01,5.526746236880475394e+00
1.253250650130026123e-01,1.436278452016381824e+00,5.113935221063221626e-01,5.526126745703150434e+00
1.254250850170033904e-01,1.436831143773044328e+00,5.117726617071245432e-01,5.525507165339824667e+00
1.255251050210041963e-01,1.437383773525631403e+00,5.121517175446875791e-01,5.524887494106982544e+00
1.256251250250050022e-01,1.437936341276604857e+00,5.125306896205789053e-01,5.524267730419536448e+00
