C,Na,R,R_noisy
2.541159104147494574e+01,1.070182705967158228e+02,6.681997276087995097e+00,6.570827477135757988e+00
6.731961271558259341e+01,8.001402070727513660e+01,2.983547831473660317e+00,3.032180724941787364e+00
3.773627912547592445e+01,1.185629424798775773e+02,5.018906316324857286e+00,5.065724653992336179e+00
1.345017640467533404e+01,1.508017565215049558e+02,8.620198005746296133e+00,8.602735784943025266e+00
6.993364124418926053e+01,1.525439044681644418e+02,2.811150054936562892e+00,2.895996693045222781e+00
3.435630698674018646e+01,1.436629060234552639e+02,5.446592749504262088e+00,5.386139038069947205e+00
2.067043753901940839e+00,9.649417985813035159e+01,4.311236873610056364e+00,4.422258780421175040e+00
2.186076425766726672e+01,1.067124558932731304e+02,7.233256974278283735e+00,7.237257680756895795e+00
3.095640403389511519e+01,8.659242187215197362e+01,5.817233945254692173e+00,5.813601287676635643e+00
2.586423498418373157e+00,1.240468210096489230e+02,5.567248971090601906e+00,5.567221641392655407e+00
1.163886704772680858e+01,1.332640310436584059e+02,8.637338733685977488e+00,8.627479606007524282e+00
2.407245506859646511e+01,9.815147773276683552e+01,6.854025111280274807e+00,7.102851540113146456e+00
2.733787196509371853e+01,1.530135513375226992e+02,6.475361405365649858e+00,6.314209422450889342e+00
3.528756742152106085e+01,1.248167333861691475e+02,5.315174526390659793e+00,5.332896780768839662e+00
2.416061624534695795e+01,1.003945426286395985e+02,6.850134433242387466e+00,6.974545052176293503e+00
2.599312518091760538e+01,1.055191449455299733e+02,6.587831964377142135e+00,6.659583269634394398e+00
3.723526259856010512e+01,1.339703680223096001e+02,5.084540436947323272e+00,5.054332239776596403e+00
2.847865333166786428e+01,1.102236690966899459e+02,6.226361984922116122e+00,6.400374087343799978e+00
6.010798284744796405e+01,9.349761081580562916e+01,3.285394592844963491e+00,3.178545307068395331e+00
6.259512978580593767e+01,1.177132973994842757e+02,3.143310410242707409e+00,3.012680797270884447e+00
1.904444125841012747e+00,9.691146497749988953e+01,4.097030600579131487e+00,4.153837656872372719e+00
1.338633084706924059e+01,1.346189881882678492e+02,8.531887651063268407e+00,8.386440670939965258e+00
8.594621939483531037e+00,1.139732664807848153e+02,8.339251952040507732e+00,8.101456976743845573e+00
2.855306170235667906e+01,1.011269731670224417e+02,6.192936334626557127e+00,6.281224998399356885e+00
2.882271399274462453e+01,9.226256017973972234e+01,6.128373807656608996e+00,6.204508838918652458e+00
6.006880108795720474e+01,8.954467548345459704e+01,3.291218063479431688e+00,3.364446749773776890e+00
5.849684999110899497e+01,9.090821939455885570e+01,3.370699816320326558e+00,3.321952701851913936e+00
7.065197123863069351e+01,1.096440936454559676e+02,2.822465577200013342e+00,2.840760189968947635e+00
5.479834261456306876e+01,1.110163422149459223e+02,3.566343381015442127e+00,3.469810723191197432e+00
4.784496415392118251e+01,1.423627371783281887e+02,4.043341345288653521e+00,4.216776465949918951e+00
7.954948951846212424e+01,1.070119430180160833e+02,2.550988883593832579e+00,2.630091308744277434e+00
5.153635384796180574e+01,8.214017144245292457e+01,3.792045899370109829e+00,3.866271506607131592e+00
3.146300477742869361e+01,1.030100546834920578e+02,5.787565739340575277e+00,5.592567265249911657e+00
2.472898803186771843e+01,8.543158828604759947e+01,6.693924553198296934e+00,6.774654757597285304e+00
3.342231203342178159e+00,1.067166515462208878e+02,5.968902952189145239e+00,6.118300154387281253e+00
7.555900137710381159e+01,1.200034304191580361e+02,2.649889112368610800e+00,2.771515320933348292e+00
6.033484846914207367e+01,1.021214784031981537e+02,3.266054856099141368e+00,3.344967889678791551e+00
3.047742068606187260e+01,8.749921500763488780e+01,5.884318010371034191e+00,5.884222293468067910e+00
7.006459950268241244e+01,1.274154178431718094e+02,2.826042168635200635e+00,2.791858883909696498e+00
6.115242065549978889e+01,1.448406176008863326e+02,3.193622537861227073e+00,3.253786706423115405e+00
3.748128263362496426e+01,1.445539047512706929e+02,5.059666817677349826e+00,5.097943753257085930e+00
7.648477591265269382e+01,1.112576641811271259e+02,2.631861989498832877e+00,2.655499442537418098e+00
7.144576224513795637e+01,1.162004961519769637e+02,2.787646568184125151e+00,2.756724093505223738e+00
3.596067470050115844e+01,1.466345401536149780e+02,5.244069413159126114e+00,5.412195065951669548e+00
3.444728987367933826e+01,1.259882568033144992e+02,5.422277366339594451e+00,5.305493037119996202e+00
1.255982007729070560e+01,1.037714309935635129e+02,8.328526698949572094e+00,8.326263453368364154e+00
8.641366693303526247e+00,1.488226675061016238e+02,8.715888696805130564e+00,8.657870609526201022e+00
2.889824157369260860e+01,1.577737814027902914e+02,6.236088754971327752e+00,6.339293059780414019e+00
1.756040762010105993e+01,1.450293350582996652e+02,8.060908502436602063e+00,8.203956653166029511e+00
5.954087591059975537e+00,1.315937000883911594e+02,7.974716540751942695e+00,8.099125424832969600e+00
5.897063951742661203e+01,1.527144633824009361e+02,3.302136552371272238e+00,3.377677270547121857e+00
7.691346232448431408e+01,1.513938643185213664e+02,2.581064730939164775e+00,2.440804533291164091e+00
5.514737630079246600e+01,1.120714234665235409e+02,3.544429216195908339e+00,3.752552486950540889e+00
7.264088200676731333e+01,1.513208050280530870e+02,2.716243460567238976e+00,2.767913069524703840e+00
6.969417183292634377e+01,1.357240520496741567e+02,2.832601239611355126e+00,2.821754915111673423e+00
5.186132234901691618e+01,1.053305142177602249e+02,3.758971141403503857e+00,3.761121201014976378e+00
4.204772646621343313e+01,1.429045286996661730e+02,4.564028682626732447e+00,4.530076769261571989e+00
2.895316070119173801e+01,1.022016097644471273e+02,6.137824398529945213e+00,6.180212455802326588e+00
3.985060595799744476e+01,8.530165424386302675e+01,4.766778360024982675e+00,4.797795140836043082e+00
2.603953014436915225e+01,9.168642548984695395e+01,6.530382635994840257e+00,6.494372631428169562e+00
1.417930084678153513e+01,8.382982634851406090e+01,7.997430050705507831e+00,7.740440907027959838e+00
3.987849690849443363e+01,8.532485774394190514e+01,4.763959963634544437e+00,4.760447830129747260e+00
5.306202190942599373e+01,9.516101406311504718e+01,3.684960164670903815e+00,3.732643760294854118e+00
4.703255204428695180e+01,8.916367688068467601e+01,4.119339721772087515e+00,4.171956506261319753e+00
5.915691204654655166e+01,1.163316469530619344e+02,3.314971259394721148e+00,3.299624759317152378e+00
2.720963593623972088e+01,9.218410581008768645e+01,6.360326745852002972e+00,6.405658222798344070e+00
5.076352245196565915e-01,1.413084588133969817e+02,2.021588299410614020e+00,2.124420193454311434e+00
1.740643213491264873e+01,1.314150476260448386e+02,8.026137247277768338e+00,7.979112219021381236e+00
2.353078229430575874e+01,1.005332580450120332e+02,6.947448450676624532e+00,7.094076355218486896e+00
4.447183692732608051e+01,1.544691881575971024e+02,4.331510929248025832e+00,4.135995099065933545e+00
3.146139547013364535e+01,8.740419139900252787e+01,5.752409099482492572e+00,5.626304246110585439e+00
5.278491447929898328e+01,9.957182727139783651e+01,3.700450934262951463e+00,3.609936439225409632e+00
1.830346202727426785e+01,1.095027738978666463e+02,7.781544146209299129e+00,7.537097475261744783e+00
3.770737412801364030e+01,1.518548476820750466e+02,5.035359749682491781e+00,4.935383487579213302e+00
6.785684909199332093e-01,1.248331013531002753e+02,2.309479274957798367e+00,2.434316472521436570e+00
5.506088162693506405e+01,1.351737635673296722e+02,3.536684169963464797e+00,3.660837076488723252e+00
6.929602182474833683e+01,1.333164964433856312e+02,2.849416189691391654e+00,2.859152035964012128e+00
6.876328086703014719e+01,1.505844819246612474e+02,2.856613265615640440e+00,3.028713462289437608e+00
7.003733022722845192e+01,1.023109804621419983e+02,2.852781790992688915e+00,2.876730812987308372e+00
1.609249320034415121e+01,1.426079743234716091e+02,8.263367047536192445e+00,8.213585851874567467e+00
7.852299244608833817e+01,8.361952439452487340e+01,2.613544938949599938e+00,2.637708015887881619e+00
4.433391941526431879e+01,9.794717261802173880e+01,4.346088994172116138e+00,4.332374333135725841e+00
1.525359334338918771e+01,1.129150001880800005e+02,8.194648257058069873e+00,8.268241603108069882e+00
7.738797965165847614e+00,1.068092036920170358e+02,8.097222176044475361e+00,7.946917112069135314e+00
6.142566333342772467e+00,8.639637865521429205e+01,7.225628263906438420e+00,7.325569758239561580e+00
5.113890321119087190e+01,1.545781273638093580e+02,3.789305431481307718e+00,3.743352758362455734e+00
5.047274167092312780e+01,1.376413638681807754e+02,3.843312215167111745e+00,3.928844516818137400e+00
6.304724631671589208e+01,1.138317193308164690e+02,3.125672772210967398e+00,2.971568752026328752e+00
5.285988279591250460e+01,1.039350772057468646e+02,3.693171563778322231e+00,3.651245698233093417e+00
4.179258670898013150e+01,8.703486396825373106e+01,4.576439544200918697e+00,4.584245866235939992e+00
1.344432084152263940e+01,1.462593800591424156e+02,8.596235717624171713e+00,8.686380980519288642e+00
5.889067084013690589e+01,1.010424659018385540e+02,3.341071427854655163e+00,3.219318320937469391e+00
8.228319444331293475e-01,1.556799643822812413e+02,3.128800624275939413e+00,3.295545049866815290e+00
5.299429779349429026e+01,1.021979896808166046e+02,3.685363835121185261e+00,3.733630182621536786e+00
1.364219593049298673e+01,1.588685789179841379e+02,8.640585760297490481e+00,8.588008218457179765e+00
1.312559378928190412e+01,1.463437350385525235e+02,8.626302391994256524e+00,8.748032595413064882e+00
7.253431259460037950e+01,1.366286713390019827e+02,2.731339086300409669e+00,2.741610188602672693e+00
7.421786949907995279e+01,1.587084443029750673e+02,2.658921747645966338e+00,2.774751445717089204e+00
5.776269044292907040e+01,1.184331501146339320e+02,3.388763499760663045e+00,3.621078280635340096e+00
1.867475535866700298e+01,1.080225923810100142e+02,7.719740902539999894e+00,7.796593740305858056e+00
3.781542160727166646e+01,8.753647053381625653e+01,4.984220935899422500e+00,4.931552989542418608e+00
2.802276175538277769e+01,1.490973157850780524e+02,6.362153953903273873e+00,6.319583210364158710e+00
9.849561573120999114e+00,8.993443292167816594e+01,8.105660353599636991e+00,8.163915788237483540e+00
1.932688342096996692e+01,8.620391345694189056e+01,7.474571979070648631e+00,7.503362520780024525e+00
5.108525337767812147e+00,1.264958938990344279e+02,7.544892606992366524e+00,7.461589610637067160e+00
7.779776565982903946e+01,8.556910970041985820e+01,2.630188719051545387e+00,2.563377767488947523e+00
1.928546706172526726e+01,9.199701886366915460e+01,7.526443690456902758e+00,7.593021893385121679e+00
3.127685911473896851e+01,1.041604234133208706e+02,5.815150162581907978e+00,6.049819999668037518e+00
2.010573655912059365e+01,1.015588344241440524e+02,7.472814249763599648e+00,7.209777511632805336e+00
5.227485962389210528e+01,8.817124780056045097e+01,3.740051394853824096e+00,3.812443008636096309e+00
4.522108126726538302e+01,1.195272188527155350e+02,4.267836713770372548e+00,4.246731995468205234e+00
6.137043071033908603e+01,1.088784094536648013e+02,3.209096662142289613e+00,3.287033133516308325e+00
1.407650107685225471e+00,1.140577208729610419e+02,3.691871222571410538e+00,3.778643360377937910e+00
1.677169042150632094e+01,1.320653068613927132e+02,8.119683568777890770e+00,8.124967377281745229e+00
4.809964941492557244e+01,9.969485779835910932e+01,4.033901955248508031e+00,3.932304600546288498e+00
4.633707094676774574e+01,1.482644316417243999e+02,4.167178889230699568e+00,4.027473699880400382e+00
6.604286523582084101e+01,8.791813917118892618e+01,3.023481785094151775e+00,2.836063916234835336e+00
6.903475733740967790e+00,1.106535082672817509e+02,7.961598344635498314e+00,8.083832904658990515e+00
3.000662320137767480e+01,1.352704626072483052e+02,6.043414475368803274e+00,6.022444238793103644e+00
3.259861308245901057e+01,1.297090752725631546e+02,5.669940145928445752e+00,5.615912649192590145e+00
4.128564028139144426e+01,1.367581807429471894e+02,4.640532767924147706e+00,4.612760826841508788e+00
2.843862292870175423e+01,1.557164633964629274e+02,6.305163688455388105e+00,6.171216916615731130e+00
5.890624842005549766e+01,1.124193570626508176e+02,3.331140399660249329e+00,3.361601857612355193e+00
8.792857220736761903e+00,1.149308935723357337e+02,8.375186108332112411e+00,8.507056257936492116e+00
5.319810627475089149e+00,1.562859880665211278e+02,8.038058311708770276e+00,8.151904374785866381e+00
2.542300877270232107e+01,9.872245302083582885e+01,6.650856080539851334e+00,6.494276173417079079e+00
7.604784489303596295e+00,8.774060341000486574e+01,7.718424697025794146e+00,7.854775885406689362e+00
3.169669920424444953e+01,1.360611302336946551e+02,5.801097490141189361e+00,5.724673800668555579e+00
4.648521968395500181e+01,1.472262402727909034e+02,4.154751692118367146e+00,3.963456465594090705e+00
7.193075870117376702e+00,1.004547019161959156e+02,7.864618085707352435e+00,7.741670862166291300e+00
3.705377319735961095e+01,8.467643385841979864e+01,5.064556084584838302e+00,4.967904673460332710e+00
4.464775225502221900e+01,1.341035768018807062e+02,4.317465739209392694e+00,4.316770955175388558e+00
4.538087325365547997e+01,1.505391185584473703e+02,4.250000506084568919e+00,4.146802958785944071e+00
2.901115555052510064e+00,1.494730331357675368e+02,6.346478955514124998e+00,6.195454409436131904e+00
6.197212618395830930e+01,8.969543415333893677e+01,3.199040577253525086e+00,3.172591173740394677e+00
5.789855576010027960e+01,1.094323863757660007e+02,3.387684495574988297e+00,3.580074889854345521e+00
2.411238868874652752e+01,1.225241249282136096e+02,6.934024846584522450e+00,6.863789758345662406e+00
3.797196172106473000e+01,8.605956398649226458e+01,4.965317097226613186e+00,5.011742448771587810e+00
5.926495941617498175e+01,1.040761920161802152e+02,3.318949616131930291e+00,3.326944299254877002e+00
6.680894109844709305e+01,1.088530897409960687e+02,2.968606197113893064e+00,3.234412968533350252e+00
2.019345522686158034e+01,9.931579361998737454e+01,7.446500732756009988e+00,7.256674916790061936e+00
6.178115166164084116e+01,1.185797902125407006e+02,3.181185052227506471e+00,3.290723216949004382e+00
3.422377038083467227e+01,1.227334803105405143e+02,5.448164645841650611e+00,5.320026146261639610e+00
7.627625879894453931e+01,1.300252811613471522e+02,2.618228480005652337e+00,2.558986954603638786e+00
7.033005685380496175e+01,1.463566196292262305e+02,2.801014632476078958e+00,2.791346467136737619e+00
2.896032608709181488e+01,1.046074490640191925e+02,6.142730148465872730e+00,6.461338768645676467e+00
2.910668488068643356e+01,1.246358275333906818e+02,6.161228237188387524e+00,6.084927706160055294e+00
3.912395098121269399e+01,9.195194773052712378e+01,4.848146882835203897e+00,4.659258471510369759e+00
7.687126133547963036e+01,1.266850846647126758e+02,2.603838844366604288e+00,2.733575204400727099e+00
1.194645302523584363e+01,9.015269429508126109e+01,8.175167191649368448e+00,8.091243580816358971e+00
4.413765068773525257e+01,1.359442088297867883e+02,4.363806132645850155e+00,4.339511097276781193e+00
5.199300497824685863e+01,9.645498036304256573e+01,3.754482323165524438e+00,3.752078140871098810e+00
5.774437841675504757e+01,1.153501584564453566e+02,3.391904537463084512e+00,3.401603416021173665e+00
5.835630633672169054e+00,1.524929887514627467e+02,8.190679302328899070e+00,8.173665439493209561e+00
4.814556775157716118e+01,9.560116576194945992e+01,4.031285420012228116e+00,4.058061063609633479e+00
3.631006223773194108e+01,9.007253182550319082e+01,5.156838232919529474e+00,5.195574193143103869e+00
2.748364295665551893e+01,1.386213111328735863e+02,6.431592781950719484e+00,6.516985063772513520e+00
7.765759175896013744e+01,1.272552808430627636e+02,2.580486757734216763e+00,2.537763444144250702e+00
8.929315185536308874e+00,1.501551592070626953e+02,8.749314794161737296e+00,8.674441779826246091e+00
