E_T,substrate_bound_fraction,v_dim
1.395337287837840334e-01,3.509797132543903686e-01,6.455500209213993219e-04
4.907993525929057910e+00,2.668037243719458829e-01,1.260972645072660492e-01
8.315894651682400607e-01,7.564456353471292471e-02,3.461394161754503904e-03
1.232047817487714747e+00,5.318492577289015699e-01,5.073843860214535817e-02
3.684993052502846034e+00,2.499126611409362986e-01,8.674848421211028837e-02
3.789999856454778993e+00,7.743586482409702265e-01,4.193687374912715149e-01
2.613793640405041252e+00,8.493680227876033717e-01,2.867195236878106734e-01
2.055827236250479528e-01,5.766709064439595744e-01,2.247724049501968486e-03
1.191035590185792747e+00,2.082175258001999207e-01,1.705697636236132644e-02
1.119133092368151949e+00,4.178987154272431059e-01,3.320007185100049690e-02
4.472354724133708714e+00,2.560601425150302868e-01,1.092853104805589642e-01
2.348290127399476290e+00,5.676360126788615457e-01,1.414226654853733001e-01
3.860470952697629077e+00,3.754196971770242808e-01,1.502835519901883909e-01
4.540554576222757710e+00,3.044411802563588565e-01,1.369812621582447709e-01
2.026440032605369534e+00,5.762596424346629886e-01,1.176142709012001353e-01
4.627033629249721614e+00,2.540001936144679617e-01,1.120322691692348105e-01
3.434030713136972945e+00,3.450072786154154136e-01,1.186030232370392512e-01
3.063813680406070716e+00,5.655947306038751066e-01,1.991031382754836210e-01
2.308338318567831671e+00,3.517124592059164279e-01,7.569350344601413760e-02
2.266346337116647014e+00,3.443298464165980288e-01,7.210311632381219415e-02
1.687534410392863560e+00,1.089155552626408369e-01,1.390301118250736497e-02
1.466627221611181309e+00,1.048847773068508210e-01,1.109922562881224609e-02
2.477207123791120402e+00,7.980268848838230067e-01,2.428940539735566229e-01
2.097536414421155904e+00,8.718852927044179468e-02,1.446494436923147220e-02
1.385354162709945269e+00,3.680100456523416885e-01,3.976996275721408902e-02
4.612576930932134611e-01,3.972446523337595514e-01,6.986193903117643086e-03
4.869019521318742605e+00,7.317430173044598973e-01,5.224011721963073285e-01
2.906384135191431461e+00,4.095173000764769644e-01,1.213044762526293008e-01
1.746238382143448176e+00,4.306447096119099816e-01,6.654589246008778269e-02
4.217508291599115111e+00,4.494425835319900142e-01,2.102723536956426220e-01
2.486533657297100852e+00,5.602026582589526849e-02,1.116534242881632791e-02
4.195648761473469435e+00,6.622197314762113818e-01,3.703929953148042964e-01
9.073563933992493391e-01,2.431703663796478121e-01,1.327520474028094817e-02
8.134269663316391341e-01,9.254151942197731406e-01,4.670166914353920257e-02
1.252781652342932261e+00,7.031793116549530653e-01,7.206656548076043056e-02
4.315114532281804749e+00,7.670690015550362117e-01,4.879746353508990775e-01
3.846638639807784088e+00,2.966947639326065755e-01,1.115210673918133333e-01
1.707400149038628134e+00,4.516743556454017594e-01,6.824964039673836469e-02
4.674323574491349831e+00,5.589219127704293522e-01,3.223340914472692664e-01
4.315735611446814168e+00,8.387443766133475531e-01,5.679703165417979704e-01
2.001594593352200135e+00,2.564452838403951107e-01,4.374228871509324573e-02
3.039300438636066026e+00,9.015946246363268357e-02,2.291481179876776048e-02
4.925680739750051274e+00,4.850236321698396247e-01,2.767356232259277071e-01
3.560864281088510719e+00,4.137792064386606183e-01,1.558448927858724353e-01
1.068928797620395610e+00,4.628400912896532549e-01,3.460761986285089409e-02
3.033287830622207970e+00,8.288006010737281049e-01,3.435942281776360741e-01
4.467130270990184115e+00,1.040958689497784029e-01,3.975276549687629946e-02
2.708404009976061122e+00,6.487438234614765209e-01,2.057318954064682459e-01
2.390139939755455245e+00,4.354355289659166961e-01,1.028222126905278255e-01
3.752430553679737546e+00,5.858696676697404682e-01,2.685273320421638354e-01
2.324816716951058737e+00,8.140262754220440877e-01,2.271883739871992380e-01
3.202403466217580430e+00,3.189970492831975535e-01,9.952640022424887045e-02
1.344313864673277181e-01,1.353710993607799284e-01,2.311322809142721995e-04
3.837773808289154598e+00,4.065166268738699684e-01,1.656038626069593345e-01
4.809043621654327083e+00,4.535651802639741881e-01,2.452909569344823293e-01
4.241586965507375240e+00,6.840740741796812463e-01,3.953486000419225710e-01
4.101885809198297039e+00,7.777076327300971315e-01,4.680823866810837064e-01
2.420579563802821355e+00,1.643617004517693714e-01,3.371142353637254091e-02
3.703261631377153140e+00,1.252987162443534030e-01,4.015858047654397717e-02
2.496879606882610680e+00,9.187859168505024821e-01,2.976992820598970968e-01
6.563579950968734256e-01,9.476082156238965215e-01,3.261436015577891256e-02
2.643229158509167731e-01,2.840824971589608339e-01,1.775550261048446403e-03
1.806160286889538780e+00,1.177087251119071365e-01,1.646213789491357896e-02
4.199489242867247896e+00,6.254824444732992594e-01,3.389507402126825109e-01
2.403808525790250172e+00,7.183739889285042368e-01,2.010074856393402332e-01
6.440160595783556152e-01,4.565858944962817856e-01,1.460668958735070015e-02
2.644209671397888539e-01,2.550880636931192047e-01,1.593944743074126019e-03
2.686506380289615858e+00,2.157057216407149980e-01,5.149158188368341965e-02
1.317204819815206429e+00,6.612280778573897955e-01,7.271361586975970404e-02
3.229719273892932119e+00,3.608574215953608277e-01,1.170195921449087850e-01
1.549070730034057153e+00,1.517451410429175307e-01,1.761986847182117275e-02
2.273609376849006214e+00,2.120867220437465950e-01,4.143320506422463328e-02
7.928132445272136897e-01,8.725546196397027110e-01,4.194228842424208015e-02
2.088525566479996431e+00,4.659383578887362765e-01,9.370330526153386463e-02
2.886280764660599019e+00,7.523390813652774956e-01,2.777394198981581463e-01
2.699309188021945971e+00,8.111287381727023682e-01,2.816528460989449201e-01
6.006478274828210839e-01,3.376134781467469703e-01,9.428547742129488735e-03
4.314198585021601140e+00,7.327794273666132785e-01,4.518614131391021638e-01
3.598005156894165335e+00,7.609191665787458092e-01,3.808356429929037335e-01
8.292734164951590659e-01,7.248996890792329673e-01,3.719408067256328720e-02
6.402379905680691818e-01,4.093485307632770409e-01,1.288652835984142875e-02
9.494846106155921950e-01,9.306458539710477096e-01,6.165303419900219212e-02
2.110191645490379297e+00,5.826364321637906851e-01,1.262962027537401222e-01
1.299674929118602051e+00,8.113675962294973898e-01,9.039117819720411673e-02
1.220390234476991242e+00,5.181205541704225759e-01,4.850426540378755674e-02
3.175475946933612903e+00,3.424526769464318332e-01,1.075357095395947649e-01
6.851047397545022566e-01,3.951353369144998129e-01,1.395347356840328026e-02
1.143749756898311487e+00,2.979475991350473141e-01,2.363573348415203002e-02
4.580802044828677033e+00,7.444826592243897201e-01,4.997016312069603727e-01
6.767203752569639352e-01,9.245373510800907191e-01,3.359385308640353701e-02
1.191589640161963448e+00,7.930253320838336062e-02,6.229654116800786325e-03
4.551626855335892508e+00,3.096290635968738103e-01,1.402360579535167628e-01
3.927210463731233059e+00,3.140107326375854435e-01,1.222374973238223861e-01
2.296515998174471829e+00,1.767841757583941686e-01,3.429035351908030216e-02
4.850782107594387327e+00,7.223798662051633679e-01,5.086673835974189206e-01
1.701948373091159983e+00,1.059501637157571757e-01,1.365633372882443103e-02
3.009153306614760215e+00,1.799333505062122307e-01,4.779762093287293068e-02
1.096499944179858632e+00,5.511729185486493598e-01,4.388168885898169336e-02
2.350222016136847447e+00,8.967724903658895741e-01,2.628195330100456251e-01
1.301987725398303430e+00,5.922008468062931463e-01,6.271028723242559610e-02
3.631732962335052939e+00,8.167147545023495381e-01,4.315040082828566215e-01
1.002591422429289336e+00,6.694157517951421221e-01,4.712818872959002869e-02
4.441404369276200192e+00,8.618067604560130102e-01,6.179624324064703078e-01
4.495004245750643612e+00,7.797927372403463675e-01,5.283674563204853181e-01
3.865945940920255008e+00,7.281492427410817259e-01,3.896571860925976960e-01
4.441064241668140511e+00,1.976247238500211945e-01,8.018499191622539823e-02
1.581680268778429488e+00,6.064492746499332565e-01,8.719061089725874125e-02
3.537704342453760198e-01,7.204288266414146102e-01,7.890220008906136118e-03
4.550739543508401042e+00,7.541108003323105935e-01,5.066511479513661209e-01
2.926665680423842453e+00,7.949599961474678178e-01,3.070877612242573496e-01
3.153326084219676972e-01,5.188671321725695229e-01,4.553121241683688071e-03
3.902097909774643547e+00,3.324640841255692703e-01,1.303241852299748260e-01
1.675423738981060229e+00,3.609914258242282181e-01,5.104077565702479918e-02
4.764836238292307513e+00,6.232785654483835591e-01,3.901984346740056675e-01
4.924613385583296754e+00,5.228055621798534114e-01,3.087410999074551854e-01
3.052940735529994676e+00,6.330485734238051609e-01,2.326928131733686234e-01
4.548406663083950363e+00,8.867440042038527981e-01,6.699360670670559958e-01
1.849511461351421193e+00,9.307457195722561583e-01,1.888476297861736153e-01
1.445802098449548323e+00,7.945149557900299531e-01,1.050199047767004512e-01
3.677842914416973752e+00,6.909911857166682880e-01,3.366948406483311618e-01
2.838388071658345613e+00,4.374252267620386547e-01,1.282696757772756879e-01
2.210163626396023651e-01,7.884915262814204961e-01,3.539841856220843526e-03
1.808772008811542431e+00,3.711318917787056471e-01,5.857985210894491035e-02
1.423174249099757316e-01,6.336093055659677287e-01,1.213492107755878699e-03
1.614350307616033708e+00,8.665082136502865184e-01,1.392339484751668466e-01
2.391678930774141065e+00,5.739034632752022524e-01,1.470977724481768723e-01
1.873563131425519224e+00,3.905446099131336113e-01,6.527062996488786073e-02
2.668302874737035424e+00,2.136133940403656395e-01,5.052777609266656533e-02
2.444296495768955857e-01,6.727784321480126950e-01,3.657433152848616007e-03
4.749684146881839375e+00,4.492917838937470210e-01,2.389044384033092994e-01
1.134439581730370739e+00,1.776196735187586806e-01,1.341100674186725648e-02
5.122049750796336953e-01,4.050252577621599737e-01,8.603446993945742388e-03
3.069684928191174222e+00,8.236653008542426102e-01,3.462467719288860879e-01
3.388130663297876488e+00,8.793890761005058732e-01,4.396166903759887723e-01
1.672303430434117111e+00,8.734370555218541332e-01,1.488100678578158642e-01
4.585731754473701294e+00,6.018834355437744504e-02,2.288376633991178605e-02
8.571871866399100037e-01,3.629427279394955574e-01,1.856198151841286642e-02
9.428156958181629355e-01,3.171668096572186069e-01,1.872900364387285535e-02
4.233806350305052923e+00,6.912926249577462379e-01,4.012275648595411970e-01
2.300754933866877128e+00,2.176789071232797523e-01,4.327691599620773349e-02
2.842936500602363470e+00,2.396317051752387961e-01,6.196597332102542904e-02
3.862168698397713040e+00,8.369973130887476964e-01,4.879153841117305768e-01
2.430036786173486174e+00,4.856009849216526009e-01,1.206792730961723514e-01
4.463240961248960303e+00,7.569083751582131869e-01,4.977191136664551041e-01
1.197120211340275908e+00,6.546964567900646070e-01,6.160678170647210933e-02
2.498771334186155713e+00,3.896243759482176383e-01,9.470643525182892430e-02
9.325394257939401133e-01,8.300154917608169036e-01,5.282279215567593778e-02
1.265852100778663170e+00,8.602134181631455601e-01,9.249894975880264270e-02
3.105604837858668255e+00,9.022633993451745216e-01,4.026511142067209503e-01
3.049792349979711936e+00,3.662503843319399044e-01,1.115574917389162979e-01
1.968408652484594512e+00,9.193958808002974381e-01,2.055647509624626557e-01
1.448451934828230148e-01,5.283620664495224384e-01,1.046440237870486156e-03
2.296780782042135538e+00,9.607451363871313821e-02,1.784501250312914983e-02
1.421634731176319999e+00,4.142472205585698286e-01,4.729651375761031312e-02
4.976870792581074454e+00,8.324976034578944750e-01,6.742813845595789779e-01
2.934456369139105014e+00,5.096128244579660738e-01,1.634677914408611543e-01
4.439827160098559489e+00,1.462875186376555170e-01,5.718943637381917328e-02
3.487136366550789734e+00,5.569846654062990954e-01,2.284499217003271021e-01
5.479802076141894185e-01,3.945761849827725820e-01,9.441105684522584432e-03
2.504409098203996820e+00,7.797677985730998573e-01,2.389696603482858173e-01
4.753561763578512789e+00,3.792434234691250960e-01,1.900907457558780322e-01
2.703684267014556664e+00,6.390299680925464187e-01,2.009418712617940250e-01
7.927886769799056266e-01,2.739535312176507031e-01,1.211001711589920413e-02
3.836148777894061723e+00,2.756775655294010363e-01,1.017464829499792195e-01
3.912236228713900310e+00,1.020439748502399435e-01,3.407501866497714832e-02
3.699230517589684020e+00,1.255696969134089402e-01,4.020715584832337125e-02
3.337514578781828778e+00,1.999157352072866434e-01,6.027704839151166311e-02
4.269346706394223645e+00,1.288767705092315474e-01,4.786504208309877439e-02
2.208561875589349910e+00,3.614206120113024334e-01,7.393112120539414855e-02
1.767602508432391861e+00,7.331495902381749419e-01,1.307920189296532254e-01
4.488496828725117460e+00,2.371079918672875375e-01,1.001258966798155292e-01
5.202048530359212331e-01,7.936835400719400857e-01,1.779613505840522622e-02
4.848648148604115526e+00,2.197342191078772711e-01,9.893597900905026776e-02
9.741902868990036657e-01,5.166947682093798733e-01,3.365902467774050527e-02
1.738146190015688708e+00,2.053902391640194947e-01,2.845761569342283512e-02
4.029116294177891078e+00,4.484422423922926892e-01,1.993322649289081538e-01
7.120895049308532121e-01,9.321270037958154231e-02,3.339583792149654600e-03
1.927162250328228410e+00,2.475769943505184978e-01,4.004224351879185489e-02
3.279217665805359783e+00,9.453021480117091979e-01,4.662240769541509122e-01
1.719880599249570041e+00,5.571491590418412576e-01,8.902285164530185368e-02
4.240395606446545784e+00,8.574363796117627778e-01,5.758932634919973204e-01
1.542574994145634815e+00,3.874766007571536219e-01,4.930433411384371051e-02
2.990157936441332875e+00,3.696138985172165992e-01,1.102561916020721178e-01
1.827866467281161089e+00,3.151308500598783979e-01,4.913035585280774858e-02
6.373443035178967264e-01,8.550501367702989519e-02,2.548109474054675513e-03
1.464295058882435940e+00,5.019239348883537399e-01,6.183540863581177965e-02
4.099191206735641302e+00,6.885809670397058380e-01,3.832608931442208489e-01
1.653020300246615060e+00,5.916032546427141270e-01,9.039228661641719731e-02
1.792009080728532489e+00,4.395291982963774324e-01,7.070895247995132027e-02
4.453964742709167091e+00,2.254597247306667496e-01,9.364737205044884605e-02
4.587204303683760642e+00,7.128152662106007620e-01,4.650666834633917501e-01
2.912790923114153774e+00,6.799222998941431007e-01,2.425853916175094438e-01
6.409600861395658988e-01,4.190082537786223860e-01,1.323257112096656342e-02
1.370131917259449050e+00,1.946909490688118749e-01,1.941879281198620466e-02
3.978376328984570609e+00,7.670220845356188200e-01,4.398299259500869085e-01
1.958226657211872501e+00,8.632993895633900294e-01,1.885645021228365414e-01
4.648234762043918167e+00,6.374484523866055241e-01,3.931740506222202725e-01
1.957993159614018541e+00,4.756711111874334930e-01,8.803812169824680456e-02
4.936462051325731792e+00,8.607782854046831522e-01,7.085591168378067017e-01
3.312242611789378177e+00,3.230992316703946154e-01,1.050196637398254640e-01
1.465898651032322419e+00,4.896771503854527863e-01,6.015651873739698285e-02
2.781254298898219623e+00,9.497828295835623047e-01,3.666196579594176996e-01
4.021635858357484494e+00,2.182840621123303126e-01,8.123536011848382643e-02
1.316122110884128116e+00,6.685293734372427243e-01,7.356303454207051284e-02
1.546643045354493706e+00,4.674323196555684734e-01,6.164251607958331353e-02
