T,C_S,k
3.913084525181783988e+02,8.445212695165348338e-01,1.236394790364818874e+01
3.598638288062138599e+02,7.547984133434777476e-01,2.272246395565700627e+00
3.098181892176376664e+02,2.860903397279323523e-01,2.817511488267743780e-01
3.551440906239272408e+02,6.662017458015376814e-01,2.087431397814845102e+00
3.618431137994973597e+02,2.335454765981026803e-01,1.982064151491241688e+01
3.811238629877648805e+02,3.006118172629173024e-01,4.224904404351977405e+01
3.581585762318985644e+02,2.071875146602002171e-01,1.889317617065556121e+01
3.201343796451592993e+02,7.851975241397173011e-02,4.882016351231688311e+00
3.969928438461154201e+02,6.836635800527461893e-01,2.476490396443137953e+01
3.296264889219861516e+02,6.575231491181450227e-01,3.331477352405065595e-01
3.725363933290230420e+02,5.735625851877489412e-01,8.372988190343926718e+00
3.687725446846357613e+02,6.947710655626131437e-01,4.687452858047127080e+00
3.923276748249982120e+02,5.153039236936183265e-01,3.176555364045557894e+01
3.765026842614786915e+02,8.346027880348195760e-01,5.373146561232299057e+00
3.387704960796748992e+02,8.318908313754138639e-01,4.329091513013341164e-01
3.048017423417903728e+02,3.142862283898112397e-01,1.524691302137321514e-01
3.656337806836595519e+02,1.296078074123791224e-01,6.020772839214589567e+01
3.011885340029185159e+02,6.052002383574851541e-01,3.361643722525717304e-02
3.052402911078987131e+02,8.363824902569769182e-02,1.261762784472016063e+00
3.023161239773150442e+02,3.296478735844639019e-01,1.115117408818164929e-01
3.573130482567009381e+02,8.265442076385012271e-01,1.621102352552860504e+00
3.787442511459955199e+02,8.629722906787068437e-02,2.129632855441535355e+02
3.070252059165666765e+02,2.027543746110935519e-01,3.905081272811182780e-01
3.319296491260122934e+02,5.297759480422782330e-01,5.920924807791636546e-01
3.379179504959973315e+02,7.952189554366906332e-01,4.419461243828946562e-01
3.899431382540333288e+02,5.791311091446535997e-01,2.267657956952497855e+01
3.646336079125177889e+02,6.792123626954101878e-01,3.760069558099575104e+00
3.404750998061712153e+02,4.548795261797474176e-01,1.482448504118476729e+00
3.922008758757232840e+02,5.681786440521296999e-01,2.656715587754113983e+01
3.687131208082344074e+02,4.471789105809887976e-01,1.028484567290523799e+01
3.672246468862193751e+02,8.759827518980037864e-01,2.771786310820852250e+00
3.712093276970618945e+02,3.444497916850848274e-01,1.877745071870480942e+01
3.541827887788916769e+02,1.571112743898903652e-01,2.218416199644868314e+01
3.467498532370964881e+02,6.689694341993560611e-01,1.158756927936105852e+00
3.972491623274668768e+02,7.110783932007982422e-01,2.339084099604563605e+01
3.571827015089247652e+02,1.158290672370887592e-01,4.148782165390961296e+01
3.406197627389681770e+02,7.432046806572267794e-01,6.125685309151172042e-01
3.093576030532720438e+02,8.620190661797981768e-01,3.674489359683397183e-02
3.192259346800630624e+02,1.478063837263409175e-01,1.842636188725044422e+00
3.983289584858131320e+02,5.116723536536004202e-01,4.439587580266481837e+01
3.961704577077335898e+02,1.751022142591644182e-01,2.165437379529743680e+02
3.002976136901003201e+02,3.218549861326416850e-01,9.619758655824534044e-02
3.077795154764084486e+02,4.461730705207808123e-01,1.075621533313043388e-01
3.678890464635076114e+02,9.995506451237514689e-01,2.258329324820478323e+00
3.218016616283000531e+02,5.183655862199040287e-01,2.744303861203881700e-01
3.663653018588981922e+02,1.199657634835671061e-01,6.986795275931211791e+01
3.209821998055803647e+02,7.477834294838953122e-01,1.305504034470744701e-01
3.396842651519395986e+02,5.737051063697218289e-01,9.205895565189362584e-01
3.325886194946413070e+02,1.217399454618611210e-01,7.042313934416544186e+00
3.246483649087510344e+02,8.112909066466162944e-01,1.514086921013057530e-01
3.775114423418492606e+02,5.119919797208504209e-01,1.382642429295900044e+01
3.303813827213617174e+02,4.022936979636148602e-01,8.595473732538493339e-01
3.914655152325531731e+02,5.617168829692896770e-01,2.603728407238430620e+01
3.188720808600468786e+02,4.058824106456943026e-01,3.338896352383717847e-01
3.894936108836028552e+02,8.272696671525714418e-01,1.160586534446860085e+01
3.153488552896754413e+02,5.612123489945581856e-01,1.379952612562338476e-01
3.295944526575891587e+02,7.292062628748992026e-01,2.743082858584580119e-01
3.983702941606416061e+02,6.719570985764539151e-01,2.749608299741363737e+01
3.047317940389492605e+02,9.867474657876893485e-01,1.869745894126137106e-02
3.838294490255941014e+02,8.049892980942376097e-02,3.008880929679856422e+02
3.163683394834632736e+02,1.921252243295158146e-01,9.622064942206344229e-01
3.519095746790546286e+02,6.495484128617199371e-01,1.753919446804045768e+00
3.958199979923787737e+02,1.411403549698405091e-01,2.843335168118022693e+02
3.118929895680664117e+02,9.163572879573070873e-01,4.098857460612402581e-02
3.376903511800026081e+02,2.841929146681562712e-01,2.729969018718989116e+00
3.508179964379711464e+02,3.498810398540785904e-01,4.890510390948508146e+00
3.652232513629133450e+02,9.384228685719803176e-01,2.145817369688559850e+00
3.336238101952986881e+02,7.113232182900367517e-01,3.928265114258842061e-01
3.248746767480096764e+02,7.037415727111358266e-02,8.182091330058737455e+00
3.907820308821428625e+02,5.518705781983009873e-01,2.587063893216327060e+01
3.008068107915057681e+02,3.677008084351898742e-01,7.989514464118731285e-02
3.981223168556950327e+02,2.788483757259428431e-01,1.200881563565139061e+02
3.149303972483314169e+02,7.706926150886364568e-02,3.262817264981896948e+00
3.231030166834227657e+02,5.586186609360628275e-01,2.664677686257387879e-01
3.731631235204662289e+02,2.610189200932105380e-01,3.333737554245631429e+01
3.753061195194852644e+02,8.146007953654685885e-01,5.228552773396880404e+00
3.513019110286742830e+02,8.937773573869146615e-01,9.305937880475068091e-01
3.021547494617356620e+02,6.059304012464017397e-01,3.672671677438822668e-02
3.222660324527712987e+02,2.170073883446554663e-01,1.288299964979249923e+00
3.207986345381255546e+02,4.383375329509788809e-01,3.417735209486565395e-01
3.892317290639532530e+02,2.675079282103097755e-01,8.004383756879805389e+01
3.458834719877444286e+02,5.963935689387983574e-01,1.344653137970231560e+00
3.767443051570944590e+02,3.934985692424145531e-01,2.088180284778856688e+01
3.906235627800562611e+02,3.185768013817121269e-01,6.526563011772137202e+01
3.393151027062320395e+02,6.054962892365887139e-01,8.117928041024863317e-01
3.923884414132596135e+02,2.653335377041606269e-01,9.608012729987572698e+01
3.680414431252443137e+02,3.613965718718273878e-01,1.424774987192775555e+01
3.604859934776749242e+02,5.942388823040903878e-01,3.667116235336810526e+00
3.450681289503639277e+02,3.684742624951340417e-01,2.992260973117548684e+00
3.442111497370744360e+02,3.606815045508535156e-01,2.921105236402970817e+00
3.323986614365890659e+02,1.121886416661208863e-01,7.799133570897775591e+00
3.278903514614526671e+02,1.079339316016758726e-01,5.842461684393990495e+00
3.485144310977779583e+02,8.395839340440354182e-01,8.612628348668039946e-01
3.407660492739011602e+02,8.925455867435522217e-02,1.953665185443798435e+01
3.262317176063253896e+02,3.856772704108051286e-01,6.673737893067779314e-01
3.073726059814941323e+02,4.165360219078573234e-01,1.172858855054296490e-01
3.973269290065049404e+02,7.696176293769299015e-01,2.035242550623648583e+01
3.572731456161516803e+02,4.294904834140590433e-01,5.296371856697589031e+00
3.335967016763968900e+02,4.517916379236827651e-01,8.964964286533684268e-01
3.840307814612064021e+02,4.716338381726561391e-01,2.332945435051673755e+01
3.487047685162673361e+02,5.635472503844500547e-02,5.777829056544354813e+01
3.835846686014993452e+02,6.962319387804454252e-01,1.136714248275215944e+01
3.164766610897805776e+02,2.539020534007393470e-01,6.141483630315529574e-01
3.145597340067681671e+02,9.740493716764273557e-01,4.607050691181113766e-02
3.235261561702639028e+02,7.394670511913394861e-01,1.643477861970547849e-01
3.860227455567714969e+02,8.069061683080939185e-01,9.984821865551941400e+00
3.764620130573017036e+02,3.104000285955291760e-01,3.058598486447482756e+01
3.328040846742576946e+02,4.739895976257018639e-01,7.742249551585907996e-01
3.933535423365581210e+02,5.871953523687866161e-01,2.669165753446169731e+01
3.860354206417717364e+02,8.825635086474225011e-01,8.470322978399034142e+00
3.388080529255551028e+02,2.679144662759726514e-01,3.272742765803711595e+00
3.599857232374707223e+02,9.239054371161228851e-02,6.638064143549229357e+01
3.984832804030622810e+02,5.091916117348307402e-01,4.513859047890208842e+01
3.706298832875206131e+02,4.339891623519195885e-01,1.219845411763256315e+01
3.197740570942937666e+02,4.857756519168562326e-01,2.609346735931308836e-01
3.598630169514736394e+02,8.720673011333797131e-01,1.737463742343913653e+00
3.891251075712282272e+02,1.071011950025438642e-01,2.857136522459709909e+02
3.532327348974706069e+02,6.820073692093364670e-01,1.756034591018516666e+00
3.467375497909276305e+02,4.568486139084676489e-01,2.308880145450019850e+00
3.745393990546884879e+02,6.156402047625038065e-01,8.325694859623768096e+00
3.454044227949195829e+02,8.564721796121577135e-01,6.654365586194537219e-01
3.633143564534200323e+02,3.339413297989307639e-01,1.210122217295945291e+01
3.007026813564760914e+02,1.401139382141566025e-01,3.927256032954808962e-01
3.762810981283500951e+02,4.263231061446405290e-01,1.770180224944157743e+01
3.961029310541699147e+02,4.759854680564171714e-01,4.470268844209932269e+01
3.845221829695382780e+02,7.193004116341079612e-01,1.130663868028403840e+01
3.816711389632305327e+02,8.181358345484358585e-01,7.571722019932754399e+00
3.473587666082208329e+02,1.707151282546454651e-01,1.236583435477139581e+01
3.735359516607582009e+02,1.294819782579285927e-01,9.618105009729822541e+01
3.489159103445430787e+02,9.670518011199749076e-01,6.795034231266912084e-01
3.113542447978953760e+02,9.974753387141129801e-01,3.328236647475465992e-02
3.033535288949166784e+02,2.970870803344586863e-01,1.470724117986842716e-01
3.348195976916232439e+02,1.214703209514575444e-01,8.343822528385013371e+00
3.836630457728009560e+02,6.574536913884825307e-01,1.266766928367535527e+01
3.470165005263316402e+02,7.555058772023101055e-01,9.431026755928575422e-01
3.111023685628235853e+02,4.791739997460752187e-01,1.271592062601388240e-01
3.033555299416283333e+02,2.664818450094036395e-01,1.771964176060769613e-01
3.527858444957064421e+02,2.249115950651991713e-01,1.163995370015813080e+01
3.248409146901062741e+02,6.951851932939114853e-01,2.051539966578612428e-01
3.638718219161822844e+02,3.781272783506586244e-01,1.014593448397410569e+01
3.295728720415113457e+02,1.573976488786351657e-01,3.822589325531241311e+00
3.443593750377348215e+02,2.210915399350658617e-01,6.690916388013843807e+00
3.141390458066778137e+02,9.182520985085751430e-01,4.967412586729742091e-02
3.405821544179590887e+02,4.890460444381105609e-01,1.312652149987266981e+00
3.568628727481755050e+02,7.913579192189040823e-01,1.705501661857796503e+00
3.530471262861621540e+02,8.534136680711859047e-01,1.144240426118162457e+00
3.102173026016902213e+02,3.535920047104551545e-01,2.021693898351883123e-01
3.860040527555428866e+02,7.707116177758696063e-01,1.084982245307701909e+01
3.713878603447788578e+02,8.004146758331206479e-01,4.250982013573269214e+00
3.148831309488808188e+02,7.623941162503015123e-01,7.517219624854822035e-02
3.110252651136340774e+02,4.293123380279035839e-01,1.539151036571600184e-01
3.173364206248079995e+02,9.795706236361059194e-01,5.782629130355166486e-02
3.410243192957220231e+02,6.122273450617791157e-01,9.022978819745136603e-01
3.244831618187469644e+02,8.536657960200250139e-01,1.357709705743612716e-01
3.228651068260610373e+02,5.441272516243349511e-01,2.741734921939303349e-01
3.627648152435431257e+02,3.587000478879002752e-01,1.034757912185446926e+01
3.119409130562143559e+02,4.143095222986387105e-01,1.777608902002651425e-01
3.213010154469043300e+02,3.117224657536610821e-01,6.482261700344380539e-01
3.914449396903811476e+02,7.830650291813002761e-01,1.430847218809625154e+01
3.117698035766727571e+02,9.731227594734291886e-01,3.618282814024069427e-02
3.222773395951421094e+02,8.093045171996021692e-02,5.570326650483549358e+00
3.908495276599161912e+02,3.240529004633667665e-01,6.426184673409827042e+01
3.781063359945149500e+02,3.286779955618957527e-01,3.064023143361447410e+01
3.448268571056014480e+02,1.838277410783049626e-01,9.254310644194202240e+00
3.969547368896813850e+02,7.597343032165613241e-01,2.042361652251445037e+01
3.326928239406358898e+02,1.090585061444103582e-01,8.296189897116834189e+00
3.593704756451991784e+02,1.871518699787795836e-01,2.390121344562605543e+01
3.203367335546909658e+02,5.790158584680188403e-01,1.986435574316896546e-01
3.459228982885070991e+02,9.438154064973278690e-01,5.754629571282955380e-01
3.245303617428224925e+02,6.223231160733094791e-01,2.455100151276073672e-01
3.720761829047970082e+02,8.593100186413690222e-01,3.888663057883269047e+00
3.184202331108018029e+02,7.038277380059834165e-01,1.179711337652582098e-01
3.886000891689020591e+02,9.069071360369026502e-01,9.316257229244989446e+00
3.896939641989927168e+02,8.203367781981434348e-01,1.191963770930080102e+01
3.768560396106174721e+02,7.658242006711418748e-01,6.431316095998966809e+00
3.885931477891456893e+02,2.058260973972446117e-01,1.154608766714837742e+02
3.302383728322128604e+02,6.373631232415962744e-01,3.701889136204827846e-01
3.051789884539872446e+02,7.576748725659376849e-01,3.207425568500772012e-02
3.908314192552734880e+02,7.932280670174389758e-01,1.350723826744825296e+01
3.576870547025274050e+02,8.363466626001049287e-01,1.626003608589468685e+00
3.043945430290197578e+02,5.449153061821567778e-01,5.496632559462206330e-02
3.775938348933600537e+02,3.481565332436564186e-01,2.701087661898338510e+01
3.321515048771644842e+02,3.782687272589075889e-01,1.098687421813921539e+00
3.952007395569858659e+02,6.551273746399604025e-01,2.427465219033359389e+01
3.984614976649652363e+02,5.490725378565119996e-01,3.952992360937169991e+01
3.602640966434692587e+02,6.654401608362389142e-01,2.941177007653450470e+00
3.907838094506928428e+02,9.332297822151779387e-01,9.986073472884815061e+00
3.357043155377841117e+02,9.796760373262703991e-01,2.527237621256507860e-01
3.274653489479499626e+02,8.358768977783649357e-01,1.795589688015106489e-01
3.730172023350402810e+02,7.266018071453721472e-01,5.614474136573671004e+00
3.558854708501702930e+02,4.589488504710408368e-01,4.295985133283717339e+00
3.024697216865225187e+02,8.295188332970550027e-01,2.104986533698879544e-02
3.348728981390110562e+02,3.889725524330781559e-01,1.287909527779657060e+00
3.008636209165301238e+02,6.660320447640771802e-01,2.730004249183585682e-02
3.309051083186945448e+02,9.118697810753025879e-01,1.999814071742812005e-01
3.467689577709008404e+02,6.030092112349357825e-01,1.403411755037663022e+00
3.361951659474595999e+02,4.094637549083077199e-01,1.300073970599256779e+00
3.524143443823884922e+02,2.227030270426081926e-01,1.153290186632647973e+01
3.029475438689162274e+02,7.073772339340134163e-01,2.967012465080772279e-02
3.948915132016701932e+02,4.714746607767329456e-01,4.258832016185127145e+01
3.211110118720483797e+02,1.847096553809119412e-01,1.520004312177641648e+00
3.084123464301965782e+02,4.247488831933911024e-01,1.243666133423929065e-01
3.606058148610443936e+02,8.666467064572561663e-01,1.845823732083444746e+00
3.671047074142423980e+02,9.254662469949784809e-01,2.482691302503299280e+00
3.320878251109003259e+02,9.191835586064016628e-01,2.159839989897889834e-01
