E,sigma,sigma_noisy
8.712542508501700311e+00,-1.004552085063871031e-01,-1.092430437893383566e-01
8.714542908581716318e+00,-9.957634135738581416e-02,-1.063146082785905583e-01
8.716543308661732326e+00,-9.869194583841471580e-02,-9.409988703402022425e-02
8.718543708741748333e+00,-9.780198738519493840e-02,-8.219249914477516628e-02
8.720544108821764340e+00,-9.690643119830656682e-02,-9.733545395669636335e-02
8.722544508901780347e+00,-9.600524224146625429e-02,-8.764625799596570399e-02
8.724544908981796354e+00,-9.509838523979456670e-02,-1.029398186463365006e-01
8.726545309061812361e+00,-9.418582467806944913e-02,-9.453244742995255134e-02
8.728545709141828368e+00,-9.326752479896609216e-02,-9.299154848832894005e-02
8.730546109221844375e+00,-9.234344960128412771e-02,-1.056715198510934789e-01
8.732546509301860382e+00,-9.141356283816208517e-02,-9.206088101748252650e-02
8.734546909381876389e+00,-9.047782801527685936e-02,-9.282447162712309519e-02
8.736547309461892397e+00,-8.953620838903089685e-02,-1.155422383941378389e-01
8.738547709541908404e+00,-8.858866696472583735e-02,-9.001285215038912213e-02
8.740548109621924411e+00,-8.763516649472150033e-02,-8.526357324578129337e-02
8.742548509701940418e+00,-8.667566947658283949e-02,-8.486881099771977077e-02
8.744548909781956425e+00,-8.571013815121089618e-02,-8.315288373664322941e-02
8.746549309861972432e+00,-8.473853450096065221e-02,-9.650913003563603432e-02
8.748549709941988439e+00,-8.376082024774672563e-02,-9.180331767084679018e-02
8.750550110022004446e+00,-8.277695685113102553e-02,-8.541888828152564839e-02
8.752550510102020453e+00,-8.178690550640041468e-02,-9.118740174701359114e-02
8.754550910182036461e+00,-8.079062714262626177e-02,-8.622332943152108409e-02
8.756551310262052468e+00,-7.978808242071198931e-02,-6.839256278997324356e-02
8.758551710342068475e+00,-7.877923173142584168e-02,-8.836384070401244462e-02
8.760552110422084482e+00,-7.776403519341788806e-02,-8.196030784022764748e-02
8.762552510502100489e+00,-7.674245265122342508e-02,-5.927867010206422371e-02
8.764552910582116496e+00,-7.571444367325028124e-02,-7.780813020080894205e-02
8.766553310662132503e+00,-7.467996754975335383e-02,-8.539665950159835983e-02
8.768553710742148510e+00,-7.363898329079196503e-02,-7.178710148142553038e-02
8.770554110822164517e+00,-7.259144962417254932e-02,-7.147843270202855481e-02
8.772554510902180525e+00,-7.153732499337764339e-02,-7.080469697918276295e-02
8.774554910982196532e+00,-7.047656755547808405e-02,-8.758136174892010295e-02
8.776555311062212539e+00,-6.940913517902926044e-02,-6.716169756642761945e-02
8.778555711142228546e+00,-6.833498544195391877e-02,-6.509353172467202686e-02
8.780556111222244553e+00,-6.725407562940799444e-02,-4.726829941411556102e-02
8.782556511302260560e+00,-6.616636273163040149e-02,-5.980516448265337653e-02
8.784556911382276567e+00,-6.507180344177813935e-02,-6.970915913153410970e-02
8.786557311462292574e+00,-6.397035415374467682e-02,-6.110977838090835695e-02
8.788557711542308581e+00,-6.286197095996240436e-02,-5.642650415549092108e-02
8.790558111622324589e+00,-6.174660964918959882e-02,-6.335473089221926868e-02
8.792558511702340596e+00,-6.062422570428108171e-02,-6.115789796497488051e-02
8.794558911782356603e+00,-5.949477429994107225e-02,-4.600193108116821389e-02
8.796559311862372610e+00,-5.835821030046120517e-02,-5.352470370931807636e-02
8.798559711942388617e+00,-5.721448825744289424e-02,-5.206669058801682848e-02
8.800560112022404624e+00,-5.606356240750068332e-02,-6.552928765512161524e-02
8.802560512102420631e+00,-5.490538666994926320e-02,-5.050950799742436742e-02
8.804560912182436638e+00,-5.373991464447683275e-02,-7.236037826751910707e-02
8.806561312262452645e+00,-5.256709960879728250e-02,-4.012682229769968384e-02
8.808561712342468653e+00,-5.138689451628790372e-02,-5.566070463168926175e-02
8.810562112422484660e+00,-5.019925199360993073e-02,-4.355811173382058421e-02
8.812562512502500667e+00,-4.900412433831025094e-02,-3.477905494489227228e-02
8.814562912582516674e+00,-4.780146351640784941e-02,-5.809937135212561721e-02
8.816563312662532681e+00,-4.659122115996199021e-02,-3.464361363283201267e-02
8.818563712742548688e+00,-4.537334856462119093e-02,-4.260730374634547069e-02
8.820564112822564695e+00,-4.414779668715899941e-02,-3.218940356570958172e-02
8.822564512902580702e+00,-4.291451614298665007e-02,-4.591187162661159588e-02
8.824564912982596709e+00,-4.167345720365242534e-02,-4.788903718641514956e-02
8.826565313062612717e+00,-4.042456979431985342e-02,-2.697830144829348881e-02
8.828565713142628724e+00,-3.916780349123050176e-02,-3.433482300974195767e-02
8.830566113222644731e+00,-3.790310751914646725e-02,-3.672088598516084351e-02
8.832566513302660738e+00,-3.663043074877686545e-02,-4.725203739062815850e-02
8.834566913382676745e+00,-3.534972169418337806e-02,-2.158153627292640903e-02
8.836567313462692752e+00,-3.406092851016999379e-02,-3.664052904844109643e-02
8.838567713542708759e+00,-3.276399898965282054e-02,-3.420694216203999660e-02
8.840568113622724766e+00,-3.145888056101163455e-02,-3.756991477387966460e-02
8.842568513702740773e+00,-3.014552028542254181e-02,-2.931604793667702893e-02
8.844568913782756781e+00,-2.882386485417223754e-02,-2.224563932319718190e-02
8.846569313862772788e+00,-2.749386058595360005e-02,-2.740044552959449917e-02
8.848569713942788795e+00,-2.615545342414124508e-02,-2.633494609282181764e-02
8.850570114022804802e+00,-2.480858893404846999e-02,-2.958322972807791301e-02
8.852570514102820809e+00,-2.345321230016700342e-02,-8.081068567073046785e-03
8.854570914182836816e+00,-2.208926832338359292e-02,-5.430331601279096004e-03
8.856571314262852823e+00,-2.071670141818082733e-02,-2.297526142004103697e-02
8.858571714342868830e+00,-1.933545560981671241e-02,-2.741012191608959564e-02
8.860572114422884837e+00,-1.794547453148467864e-02,-1.475806583186839438e-02
8.862572514502900844e+00,-1.654670142145554801e-02,-3.191498057578744801e-02
8.864572914582916852e+00,-1.513907912019754609e-02,-1.214882251266554206e-02
8.866573314662932859e+00,-1.372255006747769013e-02,-1.050129134073479568e-02
8.868573714742948866e+00,-1.229705629944415068e-02,-1.014887622488063953e-02
8.870574114822964873e+00,-1.086253944568710272e-02,5.366698185533324422e-03
8.872574514902980880e+00,-9.418940726279648179e-03,9.191234729406385501e-03
8.874574914982996887e+00,-7.966200948800364334e-03,-3.014131770887660752e-03
8.876575315063012894e+00,-6.504260505332329356e-03,-9.500952420237357074e-03
8.878575715143028901e+00,-5.033059369446368780e-03,5.646256927283857877e-03
8.880576115223044908e+00,-3.552537093159238712e-03,8.219197234442726652e-03
8.882576515303060916e+00,-2.062632803874628329e-03,-1.330707631396939837e-02
8.884576915383076923e+00,-5.632852013012501491e-04,-7.220936326491872448e-03
8.886577315463092930e+00,9.455674456465557043e-04,-1.079532629924529440e-03
8.888577715543108937e+00,2.463987301973072364e-03,-1.338373945456986652e-02
8.890578115623124944e+00,3.992036969742346342e-03,-6.455488400693324552e-03
8.892578515703140951e+00,5.529779491243613787e-03,2.215182201705469950e-02
8.894578915783156958e+00,7.077278352173851927e-03,-4.816528461699852437e-03
8.896579315863172965e+00,8.634597484845477067e-03,1.746211254629920911e-02
8.898579715943188972e+00,1.020180127141262494e-02,2.790840617096741055e-03
8.900580116023204980e+00,1.177895454711756773e-02,2.207040103774512985e-02
8.902580516103220987e+00,1.336612260356197235e-02,1.706454559067106802e-02
8.904580916183236994e+00,1.496337119199632471e-02,2.434228043350187415e-02
8.906581316263253001e+00,1.657076652663133642e-02,3.441423894901188621e-03
8.908581716343269008e+00,1.818837528797208336e-02,2.157067295726562001e-02
8.910582116423285015e+00,1.981626462617143425e-02,1.475923774158451572e-02
8.912582516503301022e+00,2.145450216440744629e-02,2.951527325029080356e-02
8.914582916583317029e+00,2.310315600228057820e-02,3.067389716982221043e-02
8.916583316663333036e+00,2.476229471923219183e-02,2.697641180974707370e-02
8.918583716743349044e+00,2.643198737798792275e-02,2.571236637477836845e-02
8.920584116823365051e+00,2.811230352801721843e-02,2.852563160852585045e-02
8.922584516903381058e+00,2.980331320902113168e-02,3.279532701049396592e-02
8.924584916983397065e+00,3.150508695443644813e-02,2.701267834835069728e-02
8.926585317063413072e+00,3.321769579496471059e-02,2.943568661669505176e-02
8.928585717143429079e+00,3.494121126212305917e-02,2.912208286038012184e-02
8.930586117223445086e+00,3.667570539181487510e-02,2.682339162745538824e-02
8.932586517303461093e+00,3.842125072792493268e-02,4.917310198498883733e-02
8.934586917383477100e+00,4.017792032593525686e-02,2.769182878888420962e-02
8.936587317463493108e+00,4.194578775656283842e-02,5.520965425088883438e-02
8.938587717543509115e+00,4.372492710941987271e-02,5.117464102017586086e-02
8.940588117623525122e+00,4.551541299669692453e-02,2.920157700552854577e-02
8.942588517703541129e+00,4.731732055686493910e-02,2.978992216688201508e-02
8.944588917783557136e+00,4.913072545840491134e-02,4.983518086391250379e-02
8.946589317863573143e+00,5.095570390355341761e-02,4.094703226665053625e-02
8.948589717943589150e+00,5.279233263207488980e-02,5.462218330908776703e-02
8.950590118023605157e+00,5.464068892505412334e-02,6.443419137300841759e-02
8.952590518103621164e+00,5.650085060871076759e-02,6.047180516771952230e-02
8.954590918183637172e+00,5.837289605823700600e-02,5.671234379373293194e-02
8.956591318263653179e+00,6.025690420165626116e-02,5.892524445816403611e-02
8.958591718343669186e+00,6.215295452370463158e-02,7.708610509902280583e-02
8.960592118423685193e+00,6.406112706973483839e-02,6.099417996756128363e-02
8.962592518503701200e+00,6.598150244963980893e-02,8.354048464357684278e-02
8.964592918583717207e+00,6.791416184180222582e-02,8.852103909632413892e-02
8.966593318663733214e+00,6.985918699706374080e-02,6.684227597436517843e-02
8.968593718743749221e+00,7.181666024271488036e-02,7.533629785760823094e-02
8.970594118823765228e+00,7.378666448651031995e-02,9.127984716114764807e-02
8.972594518903781236e+00,7.576928322070405897e-02,6.960824060868368857e-02
8.974594918983797243e+00,7.776460052610438545e-02,8.270275123948410412e-02
8.976595319063813250e+00,7.977270107615616612e-02,9.085513223423967444e-02
8.978595719143829257e+00,8.179367014103929023e-02,7.236991190453201384e-02
8.980596119223845264e+00,8.382759359179196845e-02,8.827014632441987363e-02
8.982596519303861271e+00,8.587455790445562565e-02,8.797503122207551984e-02
8.984596919383877278e+00,8.793465016423772374e-02,8.360014928909700882e-02
8.986597319463893285e+00,9.000795806970184054e-02,1.060249426571001630e-01
8.988597719543909292e+00,9.209456993697535954e-02,9.163347644649527668e-02
8.990598119623925299e+00,9.419457470397765708e-02,1.174946491643713842e-01
8.992598519703941307e+00,9.630806193467211784e-02,1.042506370593555831e-01
8.994598919783957314e+00,9.843512182333848115e-02,9.244328868755009865e-02
8.996599319863973321e+00,1.005758451988650187e-01,1.041057491565237914e-01
8.998599719943989328e+00,1.027303235290626948e-01,9.615695194806675450e-02
9.000600120024005335e+00,1.048986489249987275e-01,1.138927830591514173e-01
9.002600520104021342e+00,1.070809141453523128e-01,1.145225164657829448e-01
9.004600920184037349e+00,1.092772126007910127e-01,9.857002165458393639e-02
9.006601320264053356e+00,1.114876383583637692e-01,1.083903622919719645e-01
9.008601720344069363e+00,1.137122861459201606e-01,1.193311431368076631e-01
9.010602120424085371e+00,1.159512513565436331e-01,1.174999128973457652e-01
9.012602520504101378e+00,1.182046300530074923e-01,1.095692317726472825e-01
9.014602920584117385e+00,1.204725189722511275e-01,1.321234252942533882e-01
9.016603320664133392e+00,1.227550155298746254e-01,1.370690780589517710e-01
9.018603720744149399e+00,1.250522178246510907e-01,1.114217295773040628e-01
9.020604120824165406e+00,1.273642246430609637e-01,1.427132078260978654e-01
9.022604520904181413e+00,1.296911354638426994e-01,1.105339936938059264e-01
9.024604920984197420e+00,1.320330504625645829e-01,1.315054580993646749e-01
9.026605321064213427e+00,1.343900705162102138e-01,1.286484567067910090e-01
9.028605721144229435e+00,1.367622972077889298e-01,1.320930999606032552e-01
9.030606121224245442e+00,1.391498328309575538e-01,1.416599595338856876e-01
9.032606521304261449e+00,1.415527803946630692e-01,1.308520453606565326e-01
9.034606921384277456e+00,1.439712436278021701e-01,1.436577923641005339e-01
9.036607321464293463e+00,1.464053269838978544e-01,1.635822180888691912e-01
9.038607721544309470e+00,1.488551356457914476e-01,1.539859928275258416e-01
9.040608121624325477e+00,1.513207755303523916e-01,1.665787559598768952e-01
9.042608521704341484e+00,1.538023532932047410e-01,1.629495669711235328e-01
9.044608921784357491e+00,1.562999763334662895e-01,1.410657529262144272e-01
9.046609321864373499e+00,1.588137527985070685e-01,1.768835158446176170e-01
9.048609721944389506e+00,1.613437915887198093e-01,1.703874358593304161e-01
9.050610122024405513e+00,1.638902023623070303e-01,1.710104045513089477e-01
9.052610522104421520e+00,1.664530955400788659e-01,1.634501518317993674e-01
9.054610922184437527e+00,1.690325823102722391e-01,1.646065862984060768e-01
9.056611322264453534e+00,1.716287746333753084e-01,1.620433366558497179e-01
9.058611722344469541e+00,1.742417852469670958e-01,1.734491243460064558e-01
9.060612122424485548e+00,1.768717276705762675e-01,1.786783613219171951e-01
9.062612522504501555e+00,1.795187162105398304e-01,1.786737268529667022e-01
9.064612922584517563e+00,1.821828659648859206e-01,1.813749431621134445e-01
9.066613322664533570e+00,1.848642928282208109e-01,1.665204516389421630e-01
9.068613722744549577e+00,1.875631134966263547e-01,1.808456188246971574e-01
9.070614122824565584e+00,1.902794454725705853e-01,1.832011422368878262e-01
9.072614522904579815e+00,1.930134070698250048e-01,1.965718195192699691e-01
9.074614922984597598e+00,1.957651174184033005e-01,1.919646538311688688e-01
9.076615323064611829e+00,1.985346964694720828e-01,1.947274511951693210e-01
9.078615723144629612e+00,2.013222650003312353e-01,2.027794191617741937e-01
9.080616123224643843e+00,2.041279446193280389e-01,2.000694673654503097e-01
9.082616523304661627e+00,2.069518577708544249e-01,2.047454249717952923e-01
9.084616923384675857e+00,2.097941277402701754e-01,2.210472193134228602e-01
9.086617323464693641e+00,2.126548786589160245e-01,2.116021613158285131e-01
9.088617723544707871e+00,2.155342355090469897e-01,2.072145934400940193e-01
9.090618123624725655e+00,2.184323241288510242e-01,2.247904317889825310e-01
9.092618523704739886e+00,2.213492712173914245e-01,2.296877155809551874e-01
9.094618923784757669e+00,2.242852043396324213e-01,2.309236941946481714e-01
9.096619323864771900e+00,2.272402519313847236e-01,2.148953644651012962e-01
9.098619723944789683e+00,2.302145433043351064e-01,2.399218779804207780e-01
9.100620124024803914e+00,2.332082086509914276e-01,2.341766321113078198e-01
9.102620524104821698e+00,2.362213790497145471e-01,2.380243663928717779e-01
9.104620924184835928e+00,2.392541864696592913e-01,2.406401294741948582e-01
9.106621324264853712e+00,2.423067637758030135e-01,2.473254373057472699e-01
9.108621724344867943e+00,2.453792447338832006e-01,2.506880442972642120e-01
9.110622124424885726e+00,2.484717640154146812e-01,2.633730411780993985e-01
9.112622524504899957e+00,2.515844572026216808e-01,2.545619655920257074e-01
9.114622924584917740e+00,2.547174607934447055e-01,2.544868794112200017e-01
9.116623324664931971e+00,2.578709122064549719e-01,2.647336374839469597e-01
9.118623724744949754e+00,2.610449497858504664e-01,2.606318968577490680e-01
9.120624124824963985e+00,2.642397128063521672e-01,2.754690395910583400e-01
9.122624524904981769e+00,2.674553414781806748e-01,2.696012632946936938e-01
9.124624924984995999e+00,2.706919769519314234e-01,2.785567602487650229e-01
9.126625325065013783e+00,2.739497613235266638e-01,2.695957759742566018e-01
9.128625725145028014e+00,2.772288376390658060e-01,2.875058315649792751e-01
9.130626125225045797e+00,2.805293498997505908e-01,2.872486802413706242e-01
9.132626525305060028e+00,2.838514430667011257e-01,2.763010270255166767e-01
9.134626925385077811e+00,2.871952630658513583e-01,2.842119212440183396e-01
9.136627325465092042e+00,2.905609567927269765e-01,2.920511853551220893e-01
9.138627725545109826e+00,2.939486721173055761e-01,2.818241321748266581e-01
9.140628125625124056e+00,2.973585578887514291e-01,2.874691413536881734e-01
9.142628525705141840e+00,3.007907639402309097e-01,3.061405226219440223e-01
9.144628925785156071e+00,3.042454410936043518e-01,3.097560360830006743e-01
9.146629325865173854e+00,3.077227411641904609e-01,3.213587451925077332e-01
9.148629725945188085e+00,3.112228169654036591e-01,2.993916435574943136e-01
9.150630126025205868e+00,3.147458223134668720e-01,3.118002562973890557e-01
