w,a,theta_obs,P
9.782297744807801898e-01,3.967572266709380457e-01,2.896134894703890961e+00,1.569228556606602808e-03
3.276364598292896280e-01,1.994064588328136323e-01,1.786465625073276886e+00,6.049044585351283486e-06
9.168731781110540657e-01,3.594533666532790939e-01,1.383698899460646947e+00,1.891093729137692005e-03
1.003960479393465999e+00,1.772823059360432441e-01,1.244084776746301024e+00,6.219643054795762288e-04
1.254610218840943592e+00,2.055207651633336186e-01,1.497894990311112728e+00,1.646504551211714100e-03
9.560614910146811862e-01,1.661842166990316894e-01,2.650541602266416330e+00,3.445742006973613429e-04
4.617469353870705673e-01,1.120083168058828432e-01,8.452254906750090724e-01,1.260448657278566560e-05
1.460906969999500538e+00,3.668057179169457727e-01,6.801681975767822630e-01,2.309518061409329415e-01
5.851443559858197085e-01,3.557992206813242464e-01,2.432400443621999475e+00,1.919261087405503964e-04
1.142973113277299557e+00,3.204474042895785191e-01,1.422231631097211402e+00,3.599214617669632774e-03
1.094043080900265252e+00,3.714825539211003003e-01,8.845373185630531765e-01,1.750524000980445763e-02
1.400259772724977037e+00,2.959174415552077164e-01,2.456339372913760144e+00,3.592162281965388844e-03
1.194534895399223418e+00,4.303590686462398507e-01,1.395834509249049171e+00,1.127207837431819411e-02
7.040164490357738725e-01,4.292171921580690275e-01,1.976251915211731269e+00,5.195035381714925484e-04
2.624226504432748408e-01,2.112784119536047500e-01,2.356335137838485139e+00,3.637740214153658868e-06
1.053239148887574306e+00,1.335190768052122723e-01,5.930282250614419270e-01,8.488281345301004234e-04
2.154509420379406015e-01,3.337685214136780210e-01,2.106882812336934752e+00,3.510323731927010947e-06
2.681237844026830852e-01,1.141634732739779806e-01,2.018329362752571576e+00,1.007992439958907281e-06
2.301096117050955847e-01,2.177464730881953359e-01,2.899271556458232535e+00,2.852484436620685078e-06
9.450696273371125278e-01,4.269659821635795049e-01,2.494351833003574548e+00,1.557403784223192851e-03
1.223675264897941872e+00,1.152830438180508232e-01,2.764596004632849269e+00,4.756033960146133070e-04
2.913276769153667067e-01,1.643176314151972850e-01,2.585745482267658879e+00,3.809302423569863966e-06
6.150854386381600092e-01,3.020109254914855601e-01,8.586763055456941851e-01,4.482204952493650516e-04
6.929333564479650542e-01,4.137764022891329274e-01,2.828491318104227936e+00,4.773421547268609467e-04
1.369260797302433108e+00,3.227920459556436472e-01,1.437918448103718827e+00,8.367534863491038477e-03
1.040236902862731627e+00,3.649315211349095645e-01,2.990209682346747666e+00,1.710918996924365399e-03
7.261762974802256077e-01,2.704755899704199829e-01,1.108775815544911225e+00,5.009832610454285299e-04
1.398611386384402744e+00,3.181804817061599233e-01,1.806724315259207847e+00,4.976318751040536593e-03
1.093270570507047568e+00,2.672332255077847774e-01,1.591688384354067676e+00,1.481597883445374660e-03
1.073920409520852104e+00,4.477822113254752989e-01,2.162847318974330246e+00,2.931466019386973990e-03
1.125721260061804507e+00,2.239788596568778323e-01,2.374772561572375373e+00,9.688912488409537468e-04
9.043762541255915277e-01,1.450994839536380587e-01,2.811102458766872036e+00,2.325886843336263769e-04
8.077480920822541766e-01,3.606187091365710140e-01,8.993224345256274344e-01,2.731575235767372614e-03
1.464239110257069765e+00,3.783487971371782277e-01,2.960965073973084838e+00,7.042818929246915695e-03
9.433751196160221619e-01,1.277175019945636925e-01,2.740579232464125159e+00,2.163443650639822321e-04
7.280569156065864744e-01,3.918756550135691907e-01,1.615051814808230901e+00,6.084555573547915930e-04
3.216488396925363258e-01,4.419027647072835130e-01,1.617111290863024076e+00,2.779098909368659612e-05
4.499371508408195330e-01,1.411816352531961860e-01,1.354006537637282959e+00,1.204685747926813192e-05
1.478276460315570917e+00,2.943883594330949371e-01,1.578142688174593855e-01,1.737150965714505113e-01
1.450215950200536508e+00,1.526746165301745006e-01,2.807195267013945728e+00,1.387193444755177888e-03
2.038689779713044326e-01,2.144652573190070355e-01,1.165832165124105924e+00,1.309321815192218398e-06
3.011337011933095664e-01,2.668097139034866783e-01,8.182492317505662971e-01,1.449370702991058225e-05
1.082557604025598641e+00,4.998107979468427442e-01,1.501245942347183282e-01,4.331294853377208876e-01
4.834216011679008385e-01,2.972065626189069887e-01,2.356542864278843297e+00,6.844045057407054198e-05
1.062748924165676678e+00,1.294592688351861587e-01,1.116437385502867974e+00,4.490701871238804454e-04
4.727685974725445717e-01,3.938035492563770057e-01,2.874887167180752101e+00,1.129722884259290027e-04
7.158954469752151217e-01,3.205074132083039484e-01,3.717189335035565034e-01,2.022822552310263571e-03
6.236520534303368057e-01,1.302062928260467878e-01,2.285686713905421996e+00,4.011497433164352630e-05
5.204287438137632504e-01,4.205435396406805859e-01,1.287930396042184178e+00,2.570881068930193272e-04
1.207648750444040742e+00,2.945229388298317708e-01,1.863352927362053935e+00,2.197423905534349325e-03
5.949579753777026747e-01,2.483341886162588885e-01,7.687675067872243861e-01,2.565677345226385388e-04
1.389051698023191062e+00,3.154597401975957061e-01,9.154973655841417424e-01,3.564275893855978206e-02
4.453370511806096221e-01,2.498452255350291917e-01,2.825759698007417331e+00,4.292976651446606427e-05
1.363416941486837564e+00,4.272714388010827591e-01,1.849984302142806181e+00,8.911142939520251896e-03
3.995351187657809611e-01,3.152473048398140021e-01,2.059156025102165000e+00,3.355792051184710976e-05
5.847278845486592047e-01,3.859815843683786496e-01,2.290890785615457226e+00,2.136023389705135969e-04
1.478813824088340612e+00,3.618766730848227420e-01,1.274646861215247284e+00,2.900035554677113728e-02
2.615133225063403510e-01,4.944199855948165911e-01,2.434856831855210402e+00,1.713965936595812753e-05
1.289782837332723364e+00,1.128416546565994827e-01,9.690182324634993849e-01,9.096684164755907548e-04
4.127884132850226373e-01,1.598421997176908693e-01,2.665748791913816529e+00,1.418845735890666606e-05
8.748244708277104209e-01,3.524414369944084413e-01,2.532100307066972977e+00,8.355566176163916172e-04
1.445659973900924378e+00,1.383748863030907494e-01,2.731107500905577190e+00,1.161600549219033362e-03
3.546088643848632760e-01,4.647820159820240660e-01,2.773324613604876809e+00,5.155936069118371333e-05
6.899745653400343182e-01,1.986075430181710733e-01,2.448382916879315030e-01,4.295422766184203776e-04
8.606339536936250534e-01,2.262657009911910044e-01,7.504508597297102623e-01,1.158333828690628160e-03
1.047902267717873315e+00,4.740727867671496454e-01,2.852163303357892588e+00,2.854199649470811305e-03
6.371095325388826947e-01,3.784518813852786323e-01,2.843494390932621130e+00,3.073115020324963570e-04
5.233707977241260911e-01,1.085785925352057285e-01,2.452695243049287210e+00,1.589601340475417258e-05
1.380166401467857407e+00,3.113139276624425911e-01,1.514045593132842926e+00,6.697079961725602680e-03
2.104885402895753654e-01,2.337687614463957453e-01,1.155783162698437394e+00,1.799681417834559471e-06
1.475590119124035704e+00,1.963572108319759646e-01,2.485852630060289670e+00,2.132533954237620169e-03
3.940951642283085921e-01,1.113975837932057456e-01,2.257037799562635061e-01,9.271922197992035731e-06
5.003392168844957855e-01,3.141552256572896495e-01,3.964862093557015577e-01,3.041257287640612835e-04
1.151120605766061233e+00,1.888500716181939210e-01,1.877055205645379976e+00,7.575936308810098498e-04
1.178979553753308762e+00,4.219371769959868179e-01,2.826292876594120873e+00,3.624345863257010750e-03
8.669248433727659853e-01,4.552746767944904072e-01,2.030764830425849876e+00,1.307375011617667492e-03
2.280117430025637437e-01,3.340759584195376330e-01,1.730942937073672194e+00,3.940687691031804128e-06
4.894584218860266178e-01,1.703189003556444259e-01,2.984896059308046468e+00,3.243057476401821918e-05
4.703822489956321351e-01,2.635105401898858446e-01,2.441045685138764298e+00,5.166162788615048801e-05
1.360012477831392008e+00,1.915822855622356935e-01,2.383031364004923047e-01,1.259772166510732087e-02
7.964851358406772608e-01,3.300604500794940832e-01,1.262360288294883004e+00,9.893358982414437227e-04
1.197675967042228118e+00,2.446309765231219346e-01,2.518967737424024911e+00,1.436293162069500993e-03
1.378106316140731646e+00,2.130849690028261689e-01,2.946578059339187039e+00,1.973657242381661805e-03
7.110963351810164479e-01,3.338931744154058356e-01,1.310077418338996713e+00,5.656647102086503637e-04
1.401049738372375009e+00,1.906667527175413268e-01,1.314302247077334895e+00,2.919479873887389533e-03
1.084538760628176446e+00,2.311143460512957715e-01,5.756132994272726844e-01,5.054327755721378657e-03
9.863179152097737434e-01,3.291532136017223387e-01,1.332334971400598866e-01,1.714717770788438955e-02
7.858856763547308333e-01,2.340944263137406667e-01,1.221968509015038729e+00,4.245194992815587431e-04
7.747449465819675751e-01,2.308132650740435943e-01,2.709481541135524196e+00,2.776269000200285580e-04
6.211825986756576157e-01,1.261846912278403732e-01,9.551992983185020325e-01,5.111804218361125986e-05
5.625745689988848053e-01,1.243932343586003769e-01,2.255477101518869876e-01,5.392385129662662823e-05
8.306876042711135444e-01,4.324563932816991585e-01,2.716064705556964221e-01,1.780306734657214479e-02
7.299586405607147999e-01,1.165282352313074671e-01,2.347425759973529313e+00,6.152310648245405298e-05
5.410123288822303866e-01,2.413377980677074430e-01,6.274282710068873614e-01,1.789110660888477684e-04
2.958438777594240010e-01,2.543309565927820426e-01,1.888850015435028507e+00,6.632990535549903034e-06
1.465250077084564229e+00,4.029968965797600111e-01,1.219136518163729699e+00,5.231272486303408659e-02
9.445508930099715261e-01,2.597854667006564422e-01,1.981256508518575821e+00,6.320523622306338605e-04
6.367571217931596861e-01,2.691754264941822461e-01,5.547189313932504584e-01,5.519458920038098747e-04
1.292400158995683501e+00,2.775300371253289211e-01,4.887075053890055365e-01,3.273148216181328424e-02
8.331619907114756751e-01,1.026756737003979014e-01,1.695513632982925234e+00,6.623225242053690459e-05
1.286600691819491882e+00,3.720976584338717696e-01,2.426463959898983447e+00,4.037303719569283397e-03
4.141965941671477691e-01,1.858534961687323683e-01,7.696849683005722031e-01,2.602309040962610999e-05
3.892765420879858995e-01,4.890734196532325884e-01,5.478750701312699034e-01,2.816427643014484902e-04
5.058400302134310467e-01,3.903019162910903450e-01,1.058220601981103348e+00,2.658889612709287279e-04
1.318295692238029782e+00,4.186973340244606323e-01,1.563742806375085503e-01,7.543112375479682497e-01
1.194006169744922241e+00,2.096421173033807261e-01,1.833046628900114883e-01,8.613523273946025252e-03
6.264531007653503236e-01,2.785219358424008140e-01,2.404779760828163138e+00,1.624859741495183758e-04
1.413596050375256041e+00,3.261875167868575343e-01,2.705099057006177699e+00,4.483125660170768877e-03
1.318460468343032321e+00,4.505530562725990062e-01,2.979039197479993462e+00,6.749994501928337914e-03
7.045046880322163307e-01,1.917534594846200813e-01,2.533406662507915907e+00,1.383896152357059063e-04
9.798144020871195625e-01,1.178486499838367618e-01,4.266800580593756442e-01,5.021439692689493159e-04
1.480282645239809458e+00,2.933438365199287357e-01,2.155343972149833753e+00,4.497092646564763811e-03
1.118188482737768163e+00,2.616796473060714057e-01,1.441265876948737423e+00,1.897540912683466207e-03
4.570627422258192185e-01,2.834844850176236886e-01,2.918005089310740541e+00,5.914202551599918894e-05
9.782192203691572052e-01,4.461336004772125108e-01,2.160699656588694673e+00,1.982297958882368524e-03
1.358626398425967219e+00,1.240426084221237374e-01,1.996870882020823412e+00,6.540602116983004191e-04
8.920255536671183316e-01,3.661083659828785475e-01,1.111201265825002782e+00,3.073317848999970042e-03
8.075881472820595208e-01,2.713046795404074341e-01,2.011898768781406499e+00,3.744812023074591098e-04
1.169012187710950723e+00,3.381642967421069068e-01,4.522601932091321886e-01,4.511046592497001961e-02
7.902574963339543679e-01,4.395672335209085402e-01,2.261974155694579380e+00,8.271881390029511534e-04
1.023086633894460196e+00,2.195542441258656052e-01,6.194075919505019900e-01,2.973299638024547685e-03
2.091348576341889864e-01,1.379427108270133151e-01,1.440244469924345516e-01,1.075562523416243238e-06
1.191654275668551310e+00,2.584518341661644625e-01,1.679788147335166792e+00,1.806632830304787888e-03
1.449338103704209235e+00,2.793623023395441218e-01,8.388930572959526488e-01,3.403307627620115461e-02
1.298788378603997540e+00,3.818106996354139193e-01,2.667664738039824623e+00,4.384329403183344527e-03
1.261724806521997033e+00,4.234256145467099053e-01,2.452412378735721266e+00,4.923738929346456981e-03
8.156639659068709580e-01,1.508274224230086169e-01,2.319722476112615617e+00,1.467312402392496786e-04
1.155967371589857073e+00,1.334660961086015230e-01,2.666548559993948686e+00,4.817102580604054498e-04
8.359068344790598903e-01,4.861270741557789377e-01,2.742493310015114982e+00,1.238635875336532291e-03
3.476051823726398760e-01,4.989369847217318132e-01,2.455850695412459483e+00,5.019606821690243513e-05
2.435958756339167142e-01,2.040366654039826033e-01,4.797328483096293117e-01,4.188854406581533672e-06
6.526547699911021683e-01,1.300927667164031853e-01,2.785484690570072086e+00,5.746506032767114861e-05
1.287619595046412657e+00,3.557699753214663696e-01,1.732476898902189089e-01,1.794774403624912196e-01
8.112145068423112226e-01,3.970551061904463719e-01,2.859005660939780702e-01,1.017282417626195166e-02
3.443307913167065748e-01,2.807048419983474985e-01,1.886309064111732159e+00,1.452316948053352272e-05
2.436218892411684822e-01,1.911502505302752342e-01,5.473248511932151672e-01,3.492039887735657155e-06
8.862159784441838717e-01,1.736469873958733645e-01,1.092752309095972540e+00,4.190387322997633042e-04
5.229318909713812635e-01,3.716569234921732745e-01,2.042405802711502627e+00,1.263898910792635979e-04
1.030333684910369696e+00,2.381588540423826006e-01,1.042376107815970732e-01,6.130139954539302362e-03
5.844473365396477549e-01,1.452200626857411414e-01,1.353858865862799687e+00,3.714414793712715699e-05
7.766718754905526101e-01,1.720385431305540558e-01,1.550050335686002922e+00,1.479121273513532206e-04
3.838075954868118145e-01,4.655798309509790456e-01,6.185318571046906078e-01,2.113947658805538307e-04
7.275680074334683889e-01,2.848614923949939204e-01,1.520843957939470581e+00,3.336799915862937349e-04
9.392173457262813496e-01,4.121507028290122832e-01,1.149821317860258763e+00,5.351133294245731184e-03
8.896126417201081216e-01,4.382794391878677698e-01,2.557483794520941434e+00,1.297693534311776834e-03
3.328249338219729236e-01,2.278282125096653399e-01,1.810786823603910856e+00,8.379818239713979737e-06
1.318052685822057590e+00,4.034575232740503781e-01,6.376846504809323690e-01,2.042425585089116813e-01
1.128042184482125343e+00,4.159640740349981880e-01,1.207646165833758722e+00,1.279932103554717177e-02
3.934807023354503497e-01,3.999554173685480052e-01,1.399833687255803039e+00,6.039029267240999171e-05
3.433284464772428657e-01,2.597104581170120441e-01,1.889315412694754670e+00,1.238029463220208245e-05
4.253734681225040393e-01,4.913981573204657116e-01,2.407923918478029890e+00,1.015782408313148740e-04
7.333161508443862830e-01,3.367273031839070341e-01,1.190449622432607102e+00,8.068609601303416154e-04
5.182811036437107166e-01,4.383855983242210819e-01,2.884942773989511711e+00,1.859394409789765434e-04
4.972463887387935655e-01,3.080535796312989794e-01,8.397686460490161320e-01,1.807074013247952579e-04
1.015942598166060584e+00,2.299789675317475135e-01,7.859189129676887875e-01,2.623898238038998177e-03
