S,theta
1.968604797843233500e+00,1.068142113471023669e-01
1.971961725052692405e+00,1.068488644236893492e-01
1.975324376600678944e+00,1.068836923669598260e-01
1.978692762248515979e+00,1.069186960454771990e-01
1.982066891774172390e+00,1.069538763319778374e-01
1.985446774972289274e+00,1.069892341033896604e-01
1.988832421654212812e+00,1.070247702408508028e-01
1.992223841648017579e+00,1.070604856297283775e-01
1.995621044798537191e+00,1.070963811596372384e-01
1.999024040967393834e+00,1.071324577244588822e-01
2.002432840033025574e+00,1.071687162223604189e-01
2.005847451890715671e+00,1.072051575558135433e-01
2.009267886452620999e+00,1.072417826316136025e-01
2.012694153647801354e+00,1.072785923608987890e-01
2.016126263422246545e+00,1.073155876591693481e-01
2.019564225738909702e+00,1.073527694463068255e-01
2.023008050577729477e+00,1.073901386465934554e-01
2.026457747935665132e+00,1.074276961887315751e-01
2.029913327826721403e+00,1.074654430058631510e-01
2.033374800281980477e+00,1.075033800355892355e-01
2.036842175349629080e+00,1.075415082199897010e-01
2.040315463094988235e+00,1.075798285056429049e-01
2.043794673600543899e+00,1.076183418436454237e-01
2.047279816965974053e+00,1.076570491896319814e-01
2.050770903308177573e+00,1.076959515037951842e-01
2.054267942761309307e+00,1.077350497509056843e-01
2.057770945476800950e+00,1.077743449003321780e-01
2.061279921623396572e+00,1.078138379260613205e-01
2.064794881387179259e+00,1.078535298067181819e-01
2.068315834971603540e+00,1.078934215255863832e-01
2.071842792597521132e+00,1.079335140706283863e-01
2.075375764503213816e+00,1.079738084345058663e-01
2.078914760944421847e+00,1.080143056146003061e-01
2.082459792194373271e+00,1.080550066130333414e-01
2.086010868543816343e+00,1.080959124366875079e-01
2.089568000301045725e+00,1.081370240972268360e-01
2.093131197791933573e+00,1.081783426111175977e-01
2.096700471359961959e+00,1.082198689996490687e-01
2.100275831366249069e+00,1.082616042889545105e-01
2.103857288189582508e+00,1.083035495100320156e-01
2.107444852226447285e+00,1.083457056987655182e-01
2.111038533891057778e+00,1.083880738959460133e-01
2.114638343615384830e+00,1.084306551472924846e-01
2.118244291849192162e+00,1.084734505034733731e-01
2.121856389060059911e+00,1.085164610201276719e-01
2.125474645733417489e+00,1.085596877578863251e-01
2.129099072372575563e+00,1.086031317823937248e-01
2.132729679498755360e+00,1.086467941643292218e-01
2.136366477651118867e+00,1.086906759794285804e-01
2.140009477386799919e+00,1.087347783085057112e-01
2.143658689280934393e+00,1.087791022374743066e-01
2.147314123926691742e+00,1.088236488573696842e-01
2.150975791935303860e+00,1.088684192643705750e-01
2.154643703936100607e+00,1.089134145598211340e-01
2.158317870576533792e+00,1.089586358502527413e-01
2.161998302522213145e+00,1.090040842474062355e-01
2.165685010456935622e+00,1.090497608682539366e-01
2.169378005082715610e+00,1.090956668350218234e-01
2.173077297119818674e+00,1.091418032752118905e-01
2.176782897306789089e+00,1.091881713216243388e-01
2.180494816400484481e+00,1.092347721123800575e-01
2.184213065176102475e+00,1.092816067909430783e-01
2.187937654427220213e+00,1.093286765061431132e-01
2.191668594965815675e+00,1.093759824121980778e-01
2.195405897622304980e+00,1.094235256687368513e-01
2.199149573245573475e+00,1.094713074408219522e-01
2.202899632703005484e+00,1.095193288989724095e-01
2.206656086880517620e+00,1.095675912191865220e-01
2.210418946682588093e+00,1.096160955829649231e-01
2.214188223032290903e+00,1.096648431773335070e-01
2.217963926871325597e+00,1.097138351948664797e-01
2.221746069160051906e+00,1.097630728337096184e-01
2.225534660877517723e+00,1.098125572976034053e-01
2.229329713021492410e+00,1.098622897959062178e-01
2.233131236608500103e+00,1.099122715436178788e-01
2.236939242673849915e+00,1.099625037614028050e-01
2.240753742271669235e+00,1.100129876756137520e-01
2.244574746474935267e+00,1.100637245183151702e-01
2.248402266375506997e+00,1.101147155273068667e-01
2.252236313084158059e+00,1.101659619461477363e-01
2.256076897730606490e+00,1.102174650241793674e-01
2.259924031463553362e+00,1.102692260165500232e-01
2.263777725450707212e+00,1.103212461842383862e-01
2.267637990878820453e+00,1.103735267940775255e-01
2.271504838953723127e+00,1.104260691187789467e-01
2.275378280900352213e+00,1.104788744369566006e-01
2.279258327962787156e+00,1.105319440331510306e-01
2.283144991404279622e+00,1.105852791978536170e-01
2.287038282507289022e+00,1.106388812275307665e-01
2.290938212573512711e+00,1.106927514246482946e-01
2.294844792923922849e+00,1.107468910976958099e-01
2.298758034898793046e+00,1.108013015612111657e-01
2.302677949857736994e+00,1.108559841358048997e-01
2.306604549179737784e+00,1.109109401481849499e-01
2.310537844263182983e+00,1.109661709311812600e-01
2.314477846525897053e+00,1.110216778237703567e-01
2.318424567405173775e+00,1.110774621711002746e-01
2.322378018357811769e+00,1.111335253245153837e-01
2.326338210860142919e+00,1.111898686415811327e-01
2.330305156408074563e+00,1.112464934861092242e-01
2.334278866517111695e+00,1.113034012281824137e-01
2.338259352722398265e+00,1.113605932441796981e-01
2.342246626578748714e+00,1.114180709168014760e-01
2.346240699660679496e+00,1.114758356350946666e-01
2.350241583562445946e+00,1.115338887944780505e-01
2.354249289898073361e+00,1.115922317967675270e-01
2.358263830301391639e+00,1.116508660502014832e-01
2.362285216426069923e+00,1.117097929694663427e-01
2.366313459945647235e+00,1.117690139757218509e-01
2.370348572553573341e+00,1.118285304966269017e-01
2.374390565963233168e+00,1.118883439663648643e-01
2.378439451907988111e+00,1.119484558256694656e-01
2.382495242141207115e+00,1.120088675218504359e-01
2.386557948436301313e+00,1.120695805088192665e-01
2.390627582586758670e+00,1.121305962471151052e-01
2.394704156406176399e+00,1.121919162039305834e-01
2.398787681728299148e+00,1.122535418531378643e-01
2.402878170407046987e+00,1.123154746753145250e-01
2.406975634316558477e+00,1.123777161577697858e-01
2.411080085351217317e+00,1.124402677945704199e-01
2.415191535425690095e+00,1.125031310865670792e-01
2.419309996474961366e+00,1.125663075414204545e-01
2.423435480454366964e+00,1.126297986736275458e-01
2.427567999339629523e+00,1.126936060045480303e-01
2.431707565126893122e+00,1.127577310624305884e-01
2.435854189832758365e+00,1.128221753824393964e-01
2.440007885494315243e+00,1.128869405066805220e-01
2.444168664169183991e+00,1.129520279842286118e-01
2.448336537935541735e+00,1.130174393711532443e-01
2.452511518892162901e+00,1.130831762305457844e-01
2.456693619158453412e+00,1.131492401325459446e-01
2.460882850874484884e+00,1.132156326543685004e-01
2.465079226201031926e+00,1.132823553803301575e-01
2.469282757319605448e+00,1.133494099018763079e-01
2.473493456432487303e+00,1.134167978176079117e-01
2.477711335762769362e+00,1.134845207333084333e-01
2.481936407554384161e+00,1.135525802619707925e-01
2.486168684072146196e+00,1.136209780238243566e-01
2.490408177601782125e+00,1.136897156463620578e-01
2.494654900449968959e+00,1.137587947643673436e-01
2.498908864944368702e+00,1.138282170199415161e-01
2.503170083433666537e+00,1.138979840625307383e-01
2.507438568287604141e+00,1.139680975489533454e-01
2.511714331897015651e+00,1.140385591434270873e-01
2.515997386673866298e+00,1.141093705175964534e-01
2.520287745051283501e+00,1.141805333505599429e-01
2.524585419483601267e+00,1.142520493288976119e-01
2.528890422446386399e+00,1.143239201466982463e-01
2.533202766436480680e+00,1.143961475055870758e-01
2.537522463972036846e+00,1.144687331147531129e-01
2.541849527592553226e+00,1.145416786909766865e-01
2.546183969858910601e+00,1.146149859586571007e-01
2.550525803353409948e+00,1.146886566498401677e-01
2.554875040679807086e+00,1.147626925042458390e-01
2.559231694463350415e+00,1.148370952692959190e-01
2.563595777350816451e+00,1.149118667001417099e-01
2.567967302010551123e+00,1.149870085596918778e-01
2.572346281132498191e+00,1.150625226186399730e-01
2.576732727428242775e+00,1.151384106554924208e-01
2.581126653631045542e+00,1.152146744565962916e-01
2.585528072495881791e+00,1.152913158161672086e-01
2.589936996799475200e+00,1.153683365363170066e-01
2.594353439340337353e+00,1.154457384270819037e-01
2.598777412938805043e+00,1.155235233064503125e-01
2.603208930437074020e+00,1.156016930003907206e-01
2.607648004699244737e+00,1.156802493428798623e-01
2.612094648611347658e+00,1.157591941759304605e-01
2.616548875081389891e+00,1.158385293496194957e-01
2.621010697039389381e+00,1.159182567221160726e-01
2.625480127437412214e+00,1.159983781597095642e-01
2.629957179249611698e+00,1.160788955368377007e-01
2.634441865472264332e+00,1.161598107361145882e-01
2.638934199123808000e+00,1.162411256483589228e-01
2.643434193244879715e+00,1.163228421726220235e-01
2.647941860898356925e+00,1.164049622162161013e-01
2.652457215169388594e+00,1.164874876947422644e-01
2.656980269165438724e+00,1.165704205321188708e-01
2.661511036016321441e+00,1.166537626606095057e-01
2.666049528874241403e+00,1.167375160208513063e-01
2.670595760913830219e+00,1.168216825618831611e-01
2.675149745332185525e+00,1.169062642411739239e-01
2.679711495348908734e+00,1.169912630246505159e-01
2.684281024206144117e+00,1.170766808867262920e-01
2.688858345168615660e+00,1.171625198103292270e-01
2.693443471523669697e+00,1.172487817869301008e-01
2.698036416581308217e+00,1.173354688165707954e-01
2.702637193674230165e+00,1.174225829078924532e-01
2.707245816157869633e+00,1.175101260781637874e-01
2.711862297410435385e+00,1.175981003533092539e-01
2.716486650832949046e+00,1.176865077679373484e-01
2.721118889849283740e+00,1.177753503653687500e-01
2.725759027906203613e+00,1.178646301976646327e-01
2.730407078473402027e+00,1.179543493256547809e-01
2.735063055043543745e+00,1.180445098189659009e-01
2.739726971132298683e+00,1.181351137560497089e-01
2.744398840278385876e+00,1.182261632242112143e-01
2.749078676043609892e+00,1.183176603196367943e-01
2.753766492012901690e+00,1.184096071474224354e-01
2.758462301794358140e+00,1.185020058216019190e-01
2.763166119019281108e+00,1.185948584651747434e-01
2.767877957342215645e+00,1.186881672101344765e-01
2.772597830440991284e+00,1.187819341974966775e-01
2.777325752016764682e+00,1.188761615773271385e-01
2.782061735794052471e+00,1.189708515087697094e-01
2.786805795520775675e+00,1.190660061600744973e-01
2.791557944968298344e+00,1.191616277086258030e-01
2.796318197931469296e+00,1.192577183409700980e-01
2.801086568228659424e+00,1.193542802528439473e-01
2.805863069701803436e+00,1.194513156492019584e-01
2.810647716216440273e+00,1.195488267442446767e-01
2.815440521661752626e+00,1.196468157614463540e-01
2.820241499950605579e+00,1.197452849335828157e-01
2.825050665019593232e+00,1.198442365027593132e-01
2.829868030829071124e+00,1.199436727204381270e-01
2.834693611363201970e+00,1.200435958474662806e-01
2.839527420629993415e+00,1.201440081541032961e-01
2.844369472661341103e+00,1.202449119200486999e-01
2.849219781513068206e+00,1.203463094344696810e-01
2.854078361264965835e+00,1.204482029960285278e-01
2.858945226020835229e+00,1.205505949129101612e-01
2.863820389908525499e+00,1.206534875028495157e-01
2.868703867079982039e+00,1.207568830931589482e-01
2.873595671711278055e+00,1.208607840207554934e-01
2.878495818002661633e+00,1.209651926321881482e-01
2.883404320178595270e+00,1.210701112836650717e-01
2.888321192487798061e+00,1.211755423410807303e-01
2.893246449203286108e+00,1.212814881800429595e-01
2.898180104622414266e+00,1.213879511858999422e-01
2.903122173066917888e+00,1.214949337537672425e-01
2.908072668882952794e+00,1.216024382885546318e-01
2.913031606441142340e+00,1.217104672049928449e-01
2.917999000136611620e+00,1.218190229276604059e-01
2.922974864389032312e+00,1.219281078910101346e-01
2.927959213642667535e+00,1.220377245393959448e-01
2.932952062366409152e+00,1.221478753270992118e-01
2.937953425053822620e+00,1.222585627183551960e-01
2.942963316223188741e+00,1.223697891873793964e-01
2.947981750417544511e+00,1.224815572183938356e-01
2.953008742204726644e+00,1.225938693056531775e-01
2.958044306177411542e+00,1.227067279534708455e-01
2.963088456953164584e+00,1.228201356762449459e-01
2.968141209174472550e+00,1.229340949984843445e-01
2.973202577508792910e+00,1.230486084548341463e-01
2.978272576648593351e+00,1.231636785901015774e-01
2.983351221311397516e+00,1.232793079592816449e-01
2.988438526239824533e+00,1.233954991275824919e-01
2.993534506201633416e+00,1.235122546704508217e-01
2.998639175989765704e+00,1.236295771735971827e-01
3.003752550422386758e+00,1.237474692330210874e-01
3.008874644342935056e+00,1.238659334550362423e-01
3.014005472620155501e+00,1.239849724562951672e-01
3.019145050148150045e+00,1.241045888638142441e-01
3.024293391846417212e+00,1.242247853149983094e-01
3.029450512659898731e+00,1.243455644576653557e-01
3.034616427559018614e+00,1.244669289500707626e-01
3.039791151539730674e+00,1.245888814609317774e-01
3.044974699623559378e+00,1.247114246694516204e-01
3.050167086857643373e+00,1.248345612653435494e-01
3.055368328314783888e+00,1.249582939488548400e-01
3.060578439093481595e+00,1.250826254307903507e-01
3.065797434317984127e+00,1.252075584325364199e-01
3.071025329138329596e+00,1.253330956860841117e-01
3.076262138730390117e+00,1.254592399340526965e-01
3.081507878295917102e+00,1.255859939297127859e-01
3.086762563062583897e+00,1.257133604370093138e-01
3.092026208284030631e+00,1.258413422305844909e-01
3.097298829239907736e+00,1.259699420958004523e-01
3.102580441235920805e+00,1.260991628287617405e-01
3.107871059603878994e+00,1.262290072363379534e-01
3.113170699701731436e+00,1.263594781361856989e-01
3.118479376913616985e+00,1.264905783567705500e-01
3.123797106649909061e+00,1.266223107373892209e-01
3.129123904347258733e+00,1.267546781281911061e-01
3.134459785468639570e+00,1.268876833901996515e-01
3.139804765503394268e+00,1.270213293953339206e-01
3.145158859967278175e+00,1.271556190264295227e-01
3.150522084402501921e+00,1.272905551772596233e-01
3.155894454377785596e+00,1.274261407525558443e-01
3.161275985488391616e+00,1.275623786680284422e-01
3.166666693356178008e+00,1.276992718503870416e-01
3.172066593629641051e+00,1.278368232373605917e-01
3.177475701983962786e+00,1.279750357777172942e-01
3.182894034121053206e+00,1.281139124312843380e-01
3.188321605769599110e+00,1.282534561689675223e-01
3.193758432685108062e+00,1.283936699727703801e-01
3.199204530649952360e+00,1.285345568358133572e-01
3.204659915473421883e+00,1.286761197623526587e-01
3.210124602991760501e+00,1.288183617677988446e-01
3.215598609068217595e+00,1.289612858787351490e-01
3.221081949593093796e+00,1.291048951329357153e-01
3.226574640483785839e+00,1.292491925793834429e-01
3.232076697684833633e+00,1.293941812782878342e-01
3.237588137167965563e+00,1.295398643011020923e-01
3.243108974932146893e+00,1.296862447305406341e-01
3.248639227003622842e+00,1.298333256605956887e-01
3.254178909435967437e+00,1.299811101965541726e-01
3.259728038310132803e+00,1.301296014550140934e-01
3.265286629734490020e+00,1.302788025639005642e-01
3.270854699844878422e+00,1.304287166624816530e-01
3.276432264804653993e+00,1.305793469013841468e-01
