lr,bsz,D,N,L,L_noisy
8.157680456651873052e-03,2.113139506075932275e+02,1.297310876977274496e+01,8.902480993725436775e+00,7.534399085579243760e+00,7.535108209170401139e+00
6.092549272995104875e-03,2.654068247364883177e+02,7.922476562690625279e+00,1.480386929649589178e-01,1.436745740673910277e+01,1.436652973249873533e+01
7.799961252931451395e-04,1.079882838934596293e+03,2.765477860206217642e+01,5.215877359014841064e-01,1.209245945346593842e+01,1.209750322304971526e+01
7.145290184250409956e-04,4.167919602732383169e+02,4.135071660301484826e+02,2.830735583027367275e-01,1.027801350152327409e+01,1.027450997164668678e+01
2.010905676458837898e-04,1.496272644251348822e+02,4.414564025829659677e+00,2.829798249320580883e+00,9.301811952554585261e+00,9.301744055187148419e+00
1.602559844697791784e-04,1.194525790034436568e+03,7.903413295025038110e+01,1.316499271248570802e+00,9.436229262451842459e+00,9.434488719833474590e+00
5.181090420445680182e-04,1.804879860003443582e+03,8.110180102630698329e+00,1.121330651792234123e+00,1.427663721094548066e+01,1.427973334008975392e+01
2.686535876116978973e-04,1.002838973862005219e+03,1.229968805965228507e+00,4.341095474256300157e-01,1.863987666347883732e+01,1.864416810800072000e+01
1.371544019303789618e-04,5.397250040845875674e+02,2.666967776482405128e+01,2.453559047938533300e-01,1.243290353910865775e+01,1.243663580563108795e+01
2.957736526762452973e-03,1.429327210366678855e+03,1.445878679145459955e+02,2.715556829250212467e-01,1.217513796715059904e+01,1.217740418869587415e+01
8.362791197648612382e-03,1.344886626419272716e+03,8.591952123147756311e+02,2.616775867558938096e-01,1.107459073955353546e+01,1.107038293362409576e+01
2.370155076279961606e-03,2.193937792666857263e+02,8.689883822389932675e+02,9.526414621485680412e-01,8.127568873744756672e+00,8.133812571867395036e+00
6.529274932958239151e-03,1.340363546374969246e+03,3.704096541911358997e+01,1.500932392822204919e+00,1.105027447669177931e+01,1.105182456496050314e+01
5.504702879778724904e-03,6.529590320501249607e+02,3.152642516974238518e+01,1.934241864300940972e-01,1.337946018764544043e+01,1.337913479791044935e+01
1.959335189031504408e-03,1.607801933828901042e+02,6.918589390225268971e+02,9.408737488834123530e-01,8.239651247564143688e+00,8.239715749352487961e+00
1.109751710392312867e-03,9.092438309392867950e+02,1.408811584585218268e+00,5.407039425241473296e-01,1.756180739202258678e+01,1.756078883462163276e+01
5.197599176348065286e-04,1.391790566920264212e+02,7.159310865375866584e+00,1.250374627100849123e+00,9.678843387893570238e+00,9.680115029611741306e+00
9.771300087238656961e-04,6.384686923109256185e+01,5.799188753417341857e+00,1.751782469340377457e-01,1.308472828589998116e+01,1.308565878932431303e+01
4.390398112724707607e-04,8.570367368152807330e+01,1.594038253010714001e+00,1.867368553370014339e-01,1.485815989219881672e+01,1.485707959206181705e+01
2.208682827931441402e-04,5.965751359989114633e+01,1.073834118346837485e+01,7.368930010135006370e+00,7.221314353596835822e+00,7.213604679286509835e+00
9.787099651095011298e-04,6.391521788050218333e+01,4.933760416108057711e+00,5.533939759067930453e+00,8.140429174843813342e+00,8.140323810838669516e+00
2.100462907218722010e-03,1.005959925555336412e+02,2.970483978441112427e+01,1.061098281177561553e+00,8.695502486028184208e+00,8.696932993896902886e+00
1.481256401065393158e-03,7.629208880624165090e+01,8.259489478913972960e+01,1.868255186264185519e-01,1.146751674140686816e+01,1.146909524494154553e+01
2.989823740646652909e-03,2.670167338866323234e+02,3.186056034265367884e+02,4.242698567768449891e+00,6.412244938030007724e+00,6.411784543027680527e+00
4.698297646127324537e-04,8.769318824771752929e+01,7.476658583969591518e+02,1.857867073726462981e-01,1.200446176405435850e+01,1.200582170836274898e+01
1.000442380945139461e-04,8.447299001185677980e+02,2.204418736193573807e+02,5.272380387890462927e+00,6.578291717480771794e+00,6.581376674302082286e+00
2.662680436598761219e-04,5.352970977605574490e+02,2.022178883972835308e+02,3.013822547741030089e+00,6.919123018420068050e+00,6.917712267572376561e+00
3.796564211672177175e-04,1.288735804103003204e+02,1.137854131330881557e+01,7.354062673206676948e+00,7.289689029946563537e+00,7.294087867082819088e+00
1.277055388824469180e-03,1.549784599848912194e+03,1.298804581215135272e+02,2.520587142232701416e-01,1.248989234517415525e+01,1.248402687026869273e+01
6.010395223499785276e-04,7.034682313214962335e+01,5.322157012254802311e+00,7.947526362384406129e-01,1.034384864586472652e+01,1.034006550026357019e+01
2.067015629396381539e-03,1.232850802488403019e+02,8.870193237070715213e+02,9.642254796501302516e-02,1.509942258697155104e+01,1.509670715212042502e+01
2.804696271529791133e-04,1.948880344437626206e+02,1.627633189741563626e+02,5.587539644535692573e-02,1.629801215183638163e+01,1.629067875170795432e+01
8.630472424357544473e-04,1.373780072913852337e+03,2.490087629432517957e+01,4.611350174389941436e+00,9.650122218063616586e+00,9.647122930200518809e+00
1.010397560709713668e-04,3.951722856452823294e+02,1.323400924771300557e+00,1.086832473197216986e+00,1.413807856335908930e+01,1.414182367928599859e+01
2.358309473798054882e-03,6.365990616210567623e+02,1.390022376106620072e+01,8.629613180135590200e-01,1.125087900831622711e+01,1.125460359551198408e+01
5.379197998696671860e-03,5.843497024144503484e+02,2.058690802676094052e+02,3.455494270614263730e+00,7.008275633016912032e+00,7.008567708405090357e+00
5.215731687720098243e-03,1.295618634127516998e+03,4.700418758184479202e+02,6.683352488068917963e-02,1.677057827683679392e+01,1.677574128273700893e+01
5.615220283347211773e-03,1.398827362309306466e+02,2.464778945988405301e+00,5.750396882774760215e-02,1.796928973663964157e+01,1.797000820729947890e+01
2.467538740723593054e-04,8.968950752464153311e+02,5.918139733843875483e+00,3.688854480195661867e-01,1.483893924581261636e+01,1.483744580994276774e+01
9.179997802920008762e-03,5.908179679326156730e+01,4.639068132680246315e+00,1.954274887750926393e-01,1.323545673948063062e+01,1.323618163178877971e+01
1.266893509168362476e-03,1.143867167128116193e+02,2.400081018960240442e+02,7.875293028467372558e+00,6.120005588391775220e+00,6.119594148560683955e+00
2.350496349139576504e-04,2.280959456069727764e+02,2.409696686748342387e+01,2.424863319570121911e-01,1.167631770227798249e+01,1.167852550265948253e+01
1.520926142722755896e-04,1.721251819168210773e+02,3.465609694165835890e+02,1.986716809141310658e-01,1.120724371116084761e+01,1.120273455924158768e+01
1.386600505846303198e-04,6.715251514923146203e+01,1.724105372333008290e+02,2.148833779555998358e-01,1.117677709195072744e+01,1.117977533678072177e+01
1.879034144978156346e-03,1.557589211092411233e+03,5.370988399696793181e+01,2.529626172218808478e-01,1.360982551473807156e+01,1.360844693454450649e+01
1.807906187369359360e-03,7.133153019824554804e+02,5.542083886033563545e+01,5.453903463326436052e-01,1.053708072632395876e+01,1.053964669537348975e+01
3.745550273314964245e-03,2.379444360970957462e+02,1.625629067237395731e+01,3.546972827073665790e+00,8.053618329607775905e+00,8.048995209002237416e+00
2.076011504437892067e-03,1.507606058665489286e+02,3.629766504392163142e+02,2.030564692880833633e+00,7.261505703833339709e+00,7.260247927866982920e+00
1.093470857049293763e-03,6.915895631779224573e+01,6.135270363782239400e+01,6.942682781640950873e-01,9.050170114042270342e+00,9.050404303703320608e+00
2.116621930669047153e-04,1.061362593543207822e+03,6.394992831370746700e+01,1.022716432264591857e+00,9.848591709758375501e+00,9.851296067645229471e+00
2.944067032529485914e-03,1.319353469868213438e+02,2.777072550590810263e+00,4.305183111560772491e-01,1.264639955333248977e+01,1.264274696012497401e+01
1.018876530104119340e-04,1.638770142940084952e+03,7.504308682328957048e+01,5.666074667763855155e-01,1.144846198424938244e+01,1.145346431701710799e+01
2.092238865218597026e-03,1.391558260762478767e+02,7.759839884878834937e+02,2.606874328740233171e+00,7.117181702393255094e+00,7.118629692818265298e+00
2.141022746258884678e-04,1.898333186281631924e+03,1.462266503348821134e+00,3.553787345879190207e-01,2.110188647261420769e+01,2.110030914635899890e+01
2.077901712427200241e-04,1.065499006475696660e+03,3.672235463137872102e+01,5.887812045283901341e+00,8.315489347746833459e+00,8.319141253849398510e+00
6.489092495638232837e-03,6.807718875378780012e+02,5.815664423241257985e+00,5.487212778204611396e+00,1.069550774039131547e+01,1.069581587346038276e+01
7.153813229240853049e-03,1.884367582538060560e+03,1.502730677276655626e+02,1.252810042348318831e+00,1.037266078732552721e+01,1.037613567826766037e+01
2.757851191500648638e-03,2.941864435602153662e+02,3.255223444109958564e+01,7.116622670512756876e+00,6.926527825143949713e+00,6.933497268570190109e+00
2.865672459345066964e-04,1.820301934682871661e+02,8.616957794422951622e+00,1.954860925479581790e-01,1.298908771297316633e+01,1.299139329810614285e+01
8.684658482776587418e-04,7.077721640969227224e+01,1.201504726857556165e+02,9.474931643316442109e-01,8.479378930604855924e+00,8.477798892214146065e+00
4.924889857127233775e-04,1.209749826315818837e+03,7.002015852609312674e+01,1.470494642990449297e+00,9.454782941179759703e+00,9.453505818873585653e+00
1.718735693469781859e-04,7.905229330821565270e+01,5.509767040517838055e+00,1.223934573602865283e+00,9.721418398711941578e+00,9.723166061751076228e+00
2.975995617464850568e-04,6.655918930382875942e+01,2.694357258683398868e+02,6.608658876962731910e+00,6.504782362579030419e+00,6.505646078830311652e+00
1.305983663339094138e-04,4.266631609712935642e+02,6.653185913451011402e+01,4.913218426666288163e-01,9.956774562498125647e+00,9.954275472607466924e+00
8.802334701604632231e-03,6.463914485789493369e+01,1.186957339786757970e+01,1.834239775699802566e+00,8.720622162729574356e+00,8.718617834182696313e+00
2.968864429139651644e-04,8.693993347593530530e+01,6.437421698937703241e+01,2.124131336147869309e+00,7.525006521723145880e+00,7.527003867810992510e+00
5.946488819418510683e-04,1.523353170847221065e+02,7.146765329540789935e+01,5.525807113391683956e+00,6.502623117376842288e+00,6.509663212489425810e+00
3.113336598316063003e-04,1.351144601870768724e+02,7.554499643883780813e+00,1.847145299525596585e+00,9.095835161774713740e+00,9.087944059630789440e+00
2.006837426467675874e-03,7.287949742496661543e+01,9.925686162129137813e+01,4.819573437914108638e+00,6.716176458669482763e+00,6.718348207082950552e+00
1.333701526454253309e-03,3.094084733722012857e+02,3.427285761936348596e+00,4.857075891037580528e-01,1.312048231490867067e+01,1.311984917335960610e+01
3.398846804781287690e-03,1.893571939870437291e+02,1.804093566720998298e+00,1.050731445585910973e-01,1.707893063871993888e+01,1.708126873286115810e+01
1.053983871016580973e-04,2.404370575216648263e+02,1.219181596252209943e+02,9.327235559781271945e+00,5.909797424989601922e+00,5.912400589123797623e+00
2.566555750628595292e-04,5.515905505789273775e+02,3.747635892627513954e+01,6.508653349089065898e+00,7.309487291269013198e+00,7.309645805524128903e+00
1.575706973254929408e-03,1.239864715163994902e+02,2.953742780531569565e+02,1.301311214139244665e-01,1.246739655105806399e+01,1.246434863041699792e+01
1.422767251587450221e-03,1.164170094664271573e+03,6.269260204926481173e+00,1.097185872659161288e-01,1.856760944308975425e+01,1.856341828740924527e+01
4.455301641833972308e-03,7.203385859338905561e+01,6.291003387017635617e+01,5.477098296681613965e-01,9.452709256814602057e+00,9.447086720748822941e+00
1.449084560280430888e-04,2.055083603288548488e+02,1.622886773662463611e+02,2.293552281994233610e-01,1.082616782315560755e+01,1.082983485995631234e+01
5.524652755111326020e-04,6.394439237763890560e+02,1.943785745430432499e+01,6.357138792760036461e-01,1.120982422195639039e+01,1.120919511485911890e+01
6.419663715609345801e-04,4.948020759918510407e+02,5.888614894650446558e+02,2.358346797815380480e-01,1.075926216372479516e+01,1.075764133882271878e+01
1.061827193706824232e-03,6.848494892333112603e+02,1.224043648249978844e+01,3.074196704735539520e-01,1.340320087216527867e+01,1.340236771393279902e+01
5.044968262371469538e-04,1.641530524803255730e+03,3.031950550080538278e+02,6.964670742800578573e-02,1.705812306678228296e+01,1.705410466362709343e+01
2.946724831916693911e-03,2.229420244753021336e+02,8.839725700741415721e+02,8.742968027680582566e+00,5.898897758220947196e+00,5.899811601959510377e+00
1.616684739580560545e-04,2.503152693040684937e+02,6.248007632611384565e+01,3.849066665906585083e+00,6.941217584003229746e+00,6.945173688491361297e+00
1.322065881476356026e-04,1.685210364880459792e+03,2.343654629960309421e+01,2.726931893272051433e+00,1.076992372589512037e+01,1.077333910778743409e+01
4.236370463185292899e-04,1.185498928790289028e+02,5.824926000179200258e+00,9.404202738119948890e-01,1.021719140094998401e+01,1.021249400373630145e+01
1.509164972423574945e-04,7.144657134484137373e+01,2.791834967350187569e+01,1.722147449146745002e+00,8.082955720347554163e+00,8.087046255998981081e+00
6.092879954593481131e-04,6.631872635490672110e+02,4.153865769153966880e+01,5.059592570657979183e-01,1.080018948833417625e+01,1.079789677764999745e+01
1.435029643964256477e-03,1.109751851296833365e+03,2.989160419634419341e+01,6.193910377317597415e-01,1.178590591860150916e+01,1.178016706180578055e+01
1.473598827077293217e-04,1.284076059550686750e+02,7.386767061011150872e+02,4.292830816213487388e+00,6.670278011040704946e+00,6.666589594334473290e+00
8.309823099114724276e-04,6.203247356868354245e+01,1.947893279229406360e+00,7.965774384745813563e+00,8.979230548538359002e+00,8.976331006204624430e+00
1.290135355028241594e-03,6.059470864450782983e+02,3.664989005324919447e+01,1.369188726607529771e+00,9.254319424765197866e+00,9.254298581244178479e+00
1.346103868709134545e-03,1.292911356479035021e+03,1.762097732634777358e+01,3.642586008411432541e+00,1.035444657271101043e+01,1.035135064629205104e+01
1.149225946792632795e-04,1.230890982682134108e+03,3.173141065486720702e+00,1.414279108609254598e-01,1.944035407098809642e+01,1.943582333460575740e+01
3.519399623537633730e-03,7.818588273081456919e+01,1.814967520393128950e+02,2.173934393279053356e+00,7.442216251039728725e+00,7.441422768934335075e+00
2.779641737379616798e-03,1.942565237081517466e+02,3.146954352742782568e+00,1.749300349303057889e-01,1.477950515761590822e+01,1.478527686944428865e+01
3.926651488016796865e-04,3.552609677489818409e+02,1.062069630791778074e+00,9.653977736298919865e+00,1.186913151630090546e+01,1.186702446365374009e+01
8.763767773672535757e-04,6.611763599496030963e+01,1.290622057623412289e+01,1.111155262017422679e-01,1.354926114261816039e+01,1.355065390316450902e+01
3.008595204248361039e-03,1.517447952556007067e+02,2.197820160780372021e+02,4.278556463267718102e-01,9.504776771587481576e+00,9.505016612081169214e+00
4.657463516406988926e-03,1.891362452312391440e+02,1.965046308329878810e+00,2.277716849558029999e+00,1.119264655897189265e+01,1.120062076211447710e+01
3.129196500570188919e-04,1.218381388655336650e+02,9.520207308191866105e+02,1.024116117532343662e+00,8.324224850562110589e+00,8.318530076083131775e+00
3.480680760974778302e-03,2.961823904953479314e+02,2.999580798210448762e+01,2.927586467947720816e+00,7.878226254387682204e+00,7.881512399329326790e+00
7.053371182804201800e-04,3.587071166406101952e+02,7.685330163399606818e+02,4.710840794273381427e+00,6.169308727456551900e+00,6.165464572469151250e+00
8.059738960634242610e-03,5.020694233759916756e+02,2.063013452812501569e+01,8.695952876816885890e+00,7.989321131984586266e+00,7.987543886222526091e+00
5.711247619328037664e-03,1.066132230188630274e+03,4.946608044472835530e+01,2.470579335934339316e+00,9.380717822914522941e+00,9.380427777954341906e+00
5.199756975704292574e-04,1.555079602003859520e+02,1.431120495261598347e+00,7.420146174575326548e+00,1.020121046169822598e+01,1.021076872030361926e+01
5.244028320534478271e-04,3.915939042405117334e+02,4.966286590410206259e+01,1.327911021610512776e+00,8.556760244166596863e+00,8.554471228235746239e+00
