t,K,I,C,dK_dt,dK_dt_noisy
6.657331466293258337e+00,6.570513011721947072e-02,5.835143179187016749e-01,3.842592751757262226e-01,2.005406584483643284e-03,1.530170825736234391e-02
6.665333066613322366e+00,6.572132677250336341e-02,5.832555931179321806e-01,3.839507389723393893e-01,2.042989678999657110e-03,6.078979222928202787e-03
6.673334666933386394e+00,6.573782465023003674e-02,5.829968359922081955e-01,3.836428231430536462e-01,2.080696499608875039e-03,-3.489176440100293097e-03
6.681336267253450423e+00,6.575462475287560671e-02,5.827380486850815000e-01,3.833355288469831312e-01,2.118529482180109280e-03,-6.294583475038648471e-03
6.689337867573514451e+00,6.577172810222627064e-02,5.824792333439389180e-01,3.830288572474282449e-01,2.156491073853225582e-03,7.775907975054410781e-03
6.697339467893578480e+00,6.578913573937839043e-02,5.822203921200028720e-01,3.827228095118758167e-01,2.194583733406363368e-03,1.614280218202349126e-02
6.705341068213642508e+00,6.580684872473838154e-02,5.819615271683304947e-01,3.824173868119987718e-01,2.232809931624335498e-03,5.769864571043890542e-03
6.713342668533706536e+00,6.582486813802282399e-02,5.817026406478144063e-01,3.821125903236564647e-01,2.271172151669248462e-03,-1.284780869012062260e-02
6.721344268853770565e+00,6.584319507825839302e-02,5.814437347211822704e-01,3.818084212268945121e-01,2.309672889451344635e-03,-8.112922672095975937e-03
6.729345869173834593e+00,6.586183066378185902e-02,5.811848115549972382e-01,3.815048807059447933e-01,2.348314654002314761e-03,6.857166641408875274e-05
6.737347469493898622e+00,6.588077603224012924e-02,5.809258733196572821e-01,3.812019699492255609e-01,2.387099967849165560e-03,1.595876273825899694e-02
6.745349069813962650e+00,6.590003234059020609e-02,5.806669221893957511e-01,3.808996901493412746e-01,2.426031367390418803e-03,5.260184583750484796e-03
6.753350670134026679e+00,6.591960076509922883e-02,5.804079603422812594e-01,3.805980425030828229e-01,2.465111403272865487e-03,5.737731003877328401e-03
6.761352270454090707e+00,6.593948250134443190e-02,5.801489899602174649e-01,3.802970282114271905e-01,2.504342640770373940e-03,1.460938013542043001e-02
6.769353870774154736e+00,6.595967876421315879e-02,5.798900132289434017e-01,3.799966484795377908e-01,2.543727660163835891e-03,4.977731088872481419e-04
6.777355471094218764e+00,6.598019078790287595e-02,5.796310323380330365e-01,3.796969045167644108e-01,2.583269057122639101e-03,1.692108989882517428e-03
6.785357071414282792e+00,6.600101982592115890e-02,5.793720494808959343e-01,3.793977975366428779e-01,2.622969443087486141e-03,8.043083283322946184e-04
6.793358671734346821e+00,6.602216716542956554e-02,5.791130668659077996e-01,3.790993287742584483e-01,2.662831441942320465e-03,-1.511677440374889145e-02
6.801360272054410849e+00,6.604363419505608623e-02,5.788540867715288307e-01,3.788014995777048699e-01,2.702857673342690115e-03,7.369645920080260433e-03
6.809361872374474878e+00,6.606542223356863530e-02,5.785951114150997832e-01,3.785043112071834193e-01,2.743050797683138642e-03,6.851438743858984451e-03
6.817363472694538906e+00,6.608753260334281066e-02,5.783361430060482977e-01,3.782077649095135219e-01,2.783413496654035812e-03,1.253783759881792886e-02
6.825365073014602935e+00,6.610996665133146710e-02,5.780771837618210451e-01,3.779118619422252023e-01,2.823948468215570218e-03,-9.065083473671801256e-03
6.833366673334666963e+00,6.613272574906467471e-02,5.778182359078828378e-01,3.776166035735594173e-01,2.864658427076394176e-03,-5.293973902309094190e-03
6.841368273654730991e+00,6.615581129264980209e-02,5.775593016777174071e-01,3.773219910824677781e-01,2.905546105173600901e-03,1.225024117314982113e-02
6.849369873974795020e+00,6.617922470277144698e-02,5.773003833128267370e-01,3.770280257586127726e-01,2.946614252155282943e-03,6.177230456454060881e-03
6.857371474294859048e+00,6.620296742469143625e-02,5.770414830627317304e-01,3.767347089023674878e-01,2.987865635863728997e-03,1.673812254047542941e-02
6.865373074614923077e+00,6.622704092824889532e-02,5.767826031849715429e-01,3.764420418248159428e-01,3.029303042821229752e-03,-5.601019333516654014e-03
6.873374674934987105e+00,6.625144670786016488e-02,5.765237459451043600e-01,3.761500258477527558e-01,3.070929278717215993e-03,5.078959328371594750e-03
6.881376275255051134e+00,6.627618628251884247e-02,5.762649136167065089e-01,3.758586623036834773e-01,3.112747168897450623e-03,-3.647226934441492874e-03
6.889377875575115162e+00,6.630126119579579647e-02,5.760061084813732357e-01,3.755679525358243120e-01,3.154759558854580703e-03,6.252292864803976266e-03
6.897379475895179191e+00,6.632667301583911046e-02,5.757473328287181502e-01,3.752778978981021751e-01,3.196969314721076483e-03,-1.653478633970335322e-03
6.905381076215243219e+00,6.635242333537415271e-02,5.754885889563734480e-01,3.749884997551549692e-01,3.239379323763419416e-03,8.599050383386550381e-03
6.913382676535307247e+00,6.637851377170353451e-02,5.752298791699901326e-01,3.746997594823310851e-01,3.281992494877900013e-03,1.409562999326228507e-02
6.921384276855371276e+00,6.640494596670711014e-02,5.749712057832376821e-01,3.744116784656899011e-01,3.324811759089052465e-03,1.007751665945326794e-02
6.929385877175435304e+00,6.643172158684197692e-02,5.747125711178040497e-01,3.741242581020013391e-01,3.367840070049088474e-03,-1.471489086303153296e-02
6.937387477495499333e+00,6.645884232314251683e-02,5.744539775033958851e-01,3.738374997987463644e-01,3.411080404539384991e-03,1.281511678756985274e-02
6.945389077815563361e+00,6.648630989122032708e-02,5.741954272777384238e-01,3.735514049741164300e-01,3.454535762973637292e-03,7.929957375655185409e-03
6.953390678135627390e+00,6.651412603126427570e-02,5.739369227865755985e-01,3.732659750570138657e-01,3.498209169903065963e-03,-6.931997777687689058e-03
6.961392278455691418e+00,6.654229250804048756e-02,5.736784663836695941e-01,3.729812114870518780e-01,3.542103674523233714e-03,-5.315557775673633231e-03
6.969393878775755446e+00,6.657081111089230285e-02,5.734200604308014038e-01,3.726971157145542168e-01,3.586222351182583035e-03,3.669289594346629262e-03
6.977395479095819475e+00,6.659968365374036026e-02,5.731617072977708283e-01,3.724136892005555644e-01,3.630568299892528161e-03,9.365862136656015469e-03
6.985397079415883503e+00,6.662891197508252761e-02,5.729034093623958102e-01,3.721309334168012573e-01,3.675144646840433627e-03,-8.318644233812474628e-04
6.993398679735947532e+00,6.665849793799390188e-02,5.726451690105132108e-01,3.718488498457475089e-01,3.719954544902731586e-03,-1.250516215504235418e-02
7.001400280056011560e+00,6.668844343012687859e-02,5.723869886359783665e-01,3.715674399805611872e-01,3.765001174160925723e-03,6.580791944225347113e-03
7.009401880376075589e+00,6.671875036371106849e-02,5.721288706406650881e-01,3.712867053251199256e-01,3.810287742419343759e-03,5.508374122053781054e-03
7.017403480696139617e+00,6.674942067555335312e-02,5.718708174344661055e-01,3.710066473940122900e-01,3.855817485724111204e-03,2.826714584265169194e-02
7.025405081016203646e+00,6.678045632703782930e-02,5.716128314352922901e-01,3.707272677125373339e-01,3.901593668884373312e-03,-8.983999970928902706e-03
7.033406681336267674e+00,6.681185930412590623e-02,5.713549150690733214e-01,3.704485678167050988e-01,3.947619585994877056e-03,2.918512515165406704e-02
7.041408281656331702e+00,6.684363161735619452e-02,5.710970707697576865e-01,3.701705492532363362e-01,3.993898560960745803e-03,2.144092203409300734e-02
7.049409881976395731e+00,6.687577530184457553e-02,5.708393009793121253e-01,3.698932135795624521e-01,4.040433948023669508e-03,7.071662117413444679e-03
7.057411482296458871e+00,6.690829241728417365e-02,5.705816081477220747e-01,3.696165623638258402e-01,4.087229132290204348e-03,2.067707029671869007e-02
7.065413082616522900e+00,6.694118504794537017e-02,5.703239947329916681e-01,3.693405971848793268e-01,4.134287530261099297e-03,5.099891435717546738e-03
7.073414682936586928e+00,6.697445530267580327e-02,5.700664632011434030e-01,3.690653196322868368e-01,4.181612590363176230e-03,1.395998462878136892e-02
7.081416283256650956e+00,6.700810531490035415e-02,5.698090160262185844e-01,3.687907313063228387e-01,4.229207793482514521e-03,-3.108450520340856789e-03
7.089417883576714985e+00,6.704213724262114704e-02,5.695516556902768812e-01,3.685168338179726222e-01,4.277076653499412018e-03,5.074056115515365034e-03
7.097419483896779013e+00,6.707655326841756305e-02,5.692943846833968813e-01,3.682436287889323534e-01,4.325222717824650509e-03,-5.820730318549046170e-03
7.105421084216843042e+00,6.711135559944625406e-02,5.690372055036754251e-01,3.679711178516087422e-01,4.373649567938425742e-03,-1.138106001586218496e-02
7.113422684536907070e+00,6.714654655983046116e-02,5.687801207146240268e-01,3.676993027137702708e-01,4.422360809329589637e-03,1.705755313475170506e-03
7.121424284856971099e+00,6.718212866761301416e-02,5.685231329955315882e-01,3.674281852225755873e-01,4.471360065142759854e-03,-2.117578418841706278e-03
7.129425885177035127e+00,6.721810419503380929e-02,5.682662448686188750e-01,3.671577670579083685e-01,4.520651027026173496e-03,1.024877405298816463e-02
7.137427485497099156e+00,6.725447543172050069e-02,5.680094588599871042e-01,3.668880499061984435e-01,4.570237423441231295e-03,1.727827650551702621e-02
7.145429085817163184e+00,6.729124470430949967e-02,5.677527775117213737e-01,3.666190354738092516e-01,4.620123018111210733e-03,2.928593202897695775e-03
7.153430686137227212e+00,6.732841437644597471e-02,5.674962033818914398e-01,3.663507254870377872e-01,4.670311610794758428e-03,5.259634065673157895e-03
7.161432286457291241e+00,6.736598684878380983e-02,5.672397390445512722e-01,3.660831216921148212e-01,4.720807038062352357e-03,6.600001156934408482e-03
7.169433886777355269e+00,6.740396455898564620e-02,5.669833870897390549e-01,3.658162258552045132e-01,4.771613174075095554e-03,-1.200806889065119537e-02
7.177435487097419298e+00,6.744234998172285445e-02,5.667271501234774078e-01,3.655500397624047437e-01,4.822733931365702498e-03,7.513544559586417607e-03
7.185437087417483326e+00,6.748114562867554844e-02,5.664710307677731649e-01,3.652845652197469484e-01,4.874173261622982700e-03,4.987678400205056324e-03
7.193438687737547355e+00,6.752035404853258538e-02,5.662150316606174849e-01,3.650198040531962285e-01,4.925935156478239429e-03,4.462705800932341253e-03
7.201440288057611383e+00,6.755997782699156573e-02,5.659591554559859627e-01,3.647557581086511846e-01,4.978023648294527259e-03,-6.025726031845021757e-03
7.209441888377675411e+00,6.760001958675880551e-02,5.657034048238382962e-01,3.644924292519441389e-01,5.030442810958379862e-03,-1.478835763349286084e-02
7.217443488697739440e+00,6.764048198754939178e-02,5.654477824501185079e-01,3.642298193688409680e-01,5.083196760674174586e-03,2.580593361403327787e-03
7.225445089017803468e+00,6.768136772608714102e-02,5.651922910367551678e-01,3.639679303650410480e-01,5.136289656760689715e-03,8.297857161450199193e-03
7.233446689337867497e+00,6.772267953610459912e-02,5.649369333016608374e-01,3.637067641661774764e-01,5.189725702450659339e-03,1.859885605140843695e-02
7.241448289657931525e+00,6.776442018834308301e-02,5.646817119787327366e-01,3.634463227178169609e-01,5.243509145692520912e-03,1.655526901624707059e-02
7.249449889977995554e+00,6.780659249055261129e-02,5.644266298178519659e-01,3.631866079854597085e-01,5.297644279954716318e-03,1.985082138989577999e-02
7.257451490298059582e+00,6.784919928749197360e-02,5.641716895848842839e-01,3.629276219545395921e-01,5.352135445032019101e-03,9.051646668444867164e-03
7.265453090618123611e+00,6.789224346092866125e-02,5.639168940616796633e-01,3.626693666304241503e-01,5.406987027855136851e-03,1.696866181835474455e-02
7.273454690938187639e+00,6.793572792963896434e-02,5.636622460460724016e-01,3.624118440384144213e-01,5.462203463301562589e-03,3.402094303481895468e-03
7.281456291258251667e+00,6.797965564940786076e-02,5.634077483518808993e-01,3.621550562237449977e-01,5.517789235010006621e-03,1.180212312362519111e-02
7.289457891578315696e+00,6.802402961302908557e-02,5.631534038089081040e-01,3.618990052515842493e-01,5.573748876195855351e-03,1.489189442020875595e-02
7.297459491898379724e+00,6.806885285030511712e-02,5.628992152629411772e-01,3.616436932070339894e-01,5.630086970470155050e-03,3.252333513828191414e-02
7.305461092218443753e+00,6.811412842804719092e-02,5.626451855757516052e-01,3.613891221951297528e-01,5.686808152659261761e-03,8.113112005635166393e-03
7.313462692538507781e+00,6.815985945007524416e-02,5.623913176250951995e-01,3.611352943408405736e-01,5.743917109628904338e-03,-6.981779379924519385e-03
7.321464292858571810e+00,6.820604905721797118e-02,5.621376143047120966e-01,3.608822117890691517e-01,5.801418581108025441e-03,1.957874822336794912e-02
7.329465893178635838e+00,6.825270042731283737e-02,5.618840785243266467e-01,3.606298767046517417e-01,5.859317360516341777e-03,-2.053672935453845771e-03
7.337467493498699866e+00,6.829981677520599592e-02,5.616307132096475252e-01,3.603782912723582643e-01,5.917618295793375394e-03,5.310846316093815328e-03
7.345469093818763895e+00,6.834740135275237105e-02,5.613775213023678434e-01,3.601274576968921393e-01,5.976326290229511118e-03,3.034179082629736082e-03
7.353470694138827923e+00,6.839545744881563027e-02,5.611245057601648156e-01,3.598773782028905077e-01,6.035446303299107917e-03,-3.042119466071529707e-03
7.361472294458891952e+00,6.844398838926817052e-02,5.608716695567002031e-01,3.596280550349240102e-01,6.094983351495469881e-03,1.944270895653431308e-02
7.369473894778955980e+00,6.849299753699113202e-02,5.606190156816199810e-01,3.593794904574970084e-01,6.154942509167704578e-03,1.211555339294792880e-02
7.377475495099020009e+00,6.854248829187437053e-02,5.603665471405542275e-01,3.591316867550473080e-01,6.215328909359163490e-03,9.507458510150511993e-05
7.385477095419084037e+00,6.859246409081654061e-02,5.601142669551175679e-01,3.588846462319463804e-01,6.276147744648102877e-03,6.969534760318747517e-03
7.393478695739148066e+00,6.864292840772498461e-02,5.598621781629089522e-01,3.586383712124994183e-01,6.337404267989205087e-03,2.005048056132656409e-03
7.401480296059212094e+00,6.869388475351580203e-02,5.596102838175115446e-01,3.583928640409450583e-01,6.399103793557819886e-03,1.255105985669751484e-02
7.409481896379276122e+00,6.874533667611384957e-02,5.593585869884927231e-01,3.581481270814555473e-01,6.461251697594344590e-03,2.675680787836580421e-03
7.417483496699340151e+00,6.879728776045267169e-02,5.591070907614043017e-01,3.579041627181368534e-01,6.523853419251296470e-03,-1.137781037155221643e-03
7.425485097019404179e+00,6.884974162847462553e-02,5.588557982377824196e-01,3.576609733550284442e-01,6.586914461440968038e-03,1.438394644326266777e-04
7.433486697339468208e+00,6.890270193913075603e-02,5.586047125351475406e-01,3.574185614161033975e-01,6.650440391684470098e-03,2.281903837976954376e-03
7.441488297659532236e+00,6.895617238838086527e-02,5.583538367870042318e-01,3.571769293452684013e-01,6.714436842962745455e-03,9.608108825188865776e-03
7.449489897979596265e+00,6.901015670919349865e-02,5.581031741428417181e-01,3.569360796063638097e-01,6.778909514567027506e-03,-2.409841622525955504e-03
7.457491498299660293e+00,6.906465867154593097e-02,5.578527277681331054e-01,3.566960146831635314e-01,6.843864172952435210e-03,5.950167319766085268e-03
7.465493098619724321e+00,6.911968211732102962e-02,5.576025008659358795e-01,3.564567371010854968e-01,6.909306654277524995e-03,1.134511699770291565e-02
7.473494698939788350e+00,6.917523139053127768e-02,5.573524969444998423e-01,3.562182497008436477e-01,6.975242888381888440e-03,3.034799457172116660e-02
7.481496299259852378e+00,6.923131052780386041e-02,5.571027193177705561e-01,3.559805551418194214e-01,7.041678863210609762e-03,1.560413361357564088e-02
7.489497899579916407e+00,6.928792345734460789e-02,5.568531712259673361e-01,3.557436560140284088e-01,7.108620630961737241e-03,-2.272902991714246396e-02
7.497499499899980435e+00,6.934507416856000583e-02,5.566038559402112229e-01,3.555075549419949854e-01,7.176074316970704192e-03,2.065314247548779604e-03
7.505501100220044464e+00,6.940276671205725112e-02,5.563547767625245388e-01,3.552722545847519231e-01,7.244046121049230180e-03,3.274793712805076050e-03
7.513502700540107604e+00,6.946100519964422404e-02,5.561059370258314427e-01,3.550377576358406673e-01,7.312542318827386367e-03,1.051639563042388453e-02
7.521504300860171632e+00,6.951979380432950217e-02,5.558573400939571529e-01,3.548040668233110595e-01,7.381569263098602951e-03,2.307542837070619690e-02
