t,A,R,S_a,dA_dt,dA_dt_noisy
2.228445689137827479e+00,2.401743769230396397e-01,8.214108541853878398e-01,8.214108541853878398e-01,1.087989223342316625e-01,1.112246254886044283e-01
2.232446489297859493e+00,2.406095998834766603e-01,8.209787433195043782e-01,8.209787433195043782e-01,1.087687340339930780e-01,1.082484201908485016e-01
2.236447289457891507e+00,2.410447005065028681e-01,8.205464837719765869e-01,8.205464837719765869e-01,1.087377994225015854e-01,1.111316024277481385e-01
2.240448089617923522e+00,2.414796758042024039e-01,8.201140778945220644e-01,8.201140778945220644e-01,1.087061194015624122e-01,1.013905602306516274e-01
2.244448889777955536e+00,2.419145227934827169e-01,8.196815280407576676e-01,8.196815280407576676e-01,1.086736948899090782e-01,1.176121508944257960e-01
2.248449689937987550e+00,2.423492384960746482e-01,8.192488365662001781e-01,8.192488365662001781e-01,1.086405268231395715e-01,1.190954500635234281e-01
2.252450490098019564e+00,2.427838199385323192e-01,8.188160058282657472e-01,8.188160058282657472e-01,1.086066161536528435e-01,1.179320514936919168e-01
2.256451290258051579e+00,2.432182641522332711e-01,8.183830381862700065e-01,8.183830381862700065e-01,1.085719638505854012e-01,1.032624816733974660e-01
2.260452090418083593e+00,2.436525681733782978e-01,8.179499360014286236e-01,8.179499360014286236e-01,1.085365708997476086e-01,1.093206143192156365e-01
2.264452890578115607e+00,2.440867290429916125e-01,8.175167016368564132e-01,8.175167016368564132e-01,1.085004383035606812e-01,1.068426301137671286e-01
2.268453690738147621e+00,2.445207438069207095e-01,8.170833374575680041e-01,8.170833374575680041e-01,1.084635670809931673e-01,1.263493149606665367e-01
2.272454490898179635e+00,2.449546095158364467e-01,8.166498458304776165e-01,8.166498458304776165e-01,1.084259582674981792e-01,1.102229202867237856e-01
2.276455291058211650e+00,2.453883232252330182e-01,8.162162291243990619e-01,8.162162291243990619e-01,1.083876129149501655e-01,8.956690397564620598e-02
2.280456091218243664e+00,2.458218819954279544e-01,8.157824897100456329e-01,8.157824897100456329e-01,1.083485320915818784e-01,1.123335885998926059e-01
2.284456891378275678e+00,2.462552828915621772e-01,8.153486299600303244e-01,8.153486299600303244e-01,1.083087168819220347e-01,1.271313793726318864e-01
2.288457691538307692e+00,2.466885229835998616e-01,8.149146522488658340e-01,8.149146522488658340e-01,1.082681683867321720e-01,1.151199255489578355e-01
2.292458491698339706e+00,2.471215993463285743e-01,8.144805589529641177e-01,8.144805589529641177e-01,1.082268877229441706e-01,1.170216848234062884e-01
2.296459291858371721e+00,2.475545090593592179e-01,8.140463524506371673e-01,8.140463524506371673e-01,1.081848760235980811e-01,1.085454886920871193e-01
2.300460092018403735e+00,2.479872492071260315e-01,8.136120351220962332e-01,8.136120351220962332e-01,1.081421344377792582e-01,8.842823957592742257e-02
2.304460892178435749e+00,2.484198168788865901e-01,8.131776093494522684e-01,8.131776093494522684e-01,1.080986641305565349e-01,8.999608659002716893e-02
2.308461692338467763e+00,2.488522091687218329e-01,8.127430775167159283e-01,8.127430775167159283e-01,1.080544662829198976e-01,9.559498853556105957e-02
2.312462492498499778e+00,2.492844231755360074e-01,8.123084420097973490e-01,8.123084420097973490e-01,1.080095420917183968e-01,1.067412217213211251e-01
2.316463292658531792e+00,2.497164560030567249e-01,8.118737052165061474e-01,8.118737052165061474e-01,1.079638927695983630e-01,1.110638777345114986e-01
2.320464092818563806e+00,2.501483047598349052e-01,8.114388695265517537e-01,8.114388695265517537e-01,1.079175195449414149e-01,1.148116610663366260e-01
2.324464892978595820e+00,2.505799665592448600e-01,8.110039373315431899e-01,8.110039373315431899e-01,1.078704236618030499e-01,1.044658432341558085e-01
2.328465693138627834e+00,2.510114385194842090e-01,8.105689110249889584e-01,8.105689110249889584e-01,1.078226063798507217e-01,1.173918989639616134e-01
2.332466493298659849e+00,2.514427177635739086e-01,8.101337930022971534e-01,8.101337930022971534e-01,1.077740689743025837e-01,1.049765813905063627e-01
2.336467293458691863e+00,2.518738014193582231e-01,8.096985856607755716e-01,8.096985856607755716e-01,1.077248127358660934e-01,1.006799175823956949e-01
2.340468093618723877e+00,2.523046866195048921e-01,8.092632913996314903e-01,8.092632913996314903e-01,1.076748389706767561e-01,1.161912561251257636e-01
2.344468893778755891e+00,2.527353705015047969e-01,8.088279126199718894e-01,8.088279126199718894e-01,1.076241490002369516e-01,9.847969916919521727e-02
2.348469693938787906e+00,2.531658502076722939e-01,8.083924517248032293e-01,8.083924517248032293e-01,1.075727441613549273e-01,8.028189485314393692e-02
2.352470494098819920e+00,2.535961228851451033e-01,8.079569111190317843e-01,8.079569111190317843e-01,1.075206258060841663e-01,9.692105821660518261e-02
2.356471294258851934e+00,2.540261856858841427e-01,8.075212932094630869e-01,8.075212932094630869e-01,1.074677953016620890e-01,1.084093907566910653e-01
2.360472094418883948e+00,2.544560357666738604e-01,8.070856004048025945e-01,8.070856004048025945e-01,1.074142540304497961e-01,7.661247643995321155e-02
2.364472894578915962e+00,2.548856702891218462e-01,8.066498351156551339e-01,8.066498351156551339e-01,1.073600033898714778e-01,1.037886229280857164e-01
2.368473694738947977e+00,2.553150864196591652e-01,8.062139997545253456e-01,8.062139997545253456e-01,1.073050447923538098e-01,1.039841412047237124e-01
2.372474494898979991e+00,2.557442813295402462e-01,8.057780967358171287e-01,8.057780967358171287e-01,1.072493796652656817e-01,9.298481997557288270e-02
2.376475295059012005e+00,2.561732521948426600e-01,8.053421284758344179e-01,8.053421284758344179e-01,1.071930094508583009e-01,9.236797480488022349e-02
2.380476095219044019e+00,2.566019961964676188e-01,8.049060973927804064e-01,8.049060973927804064e-01,1.071359356062045465e-01,1.025113161252117905e-01
2.384476895379076034e+00,2.570305105201393658e-01,8.044700059067578790e-01,8.044700059067578790e-01,1.070781596031394750e-01,1.016071579067913538e-01
2.388477695539108048e+00,2.574587923564057301e-01,8.040338564397695453e-01,8.040338564397695453e-01,1.070196829282003270e-01,1.196188680221167006e-01
2.392478495699139618e+00,2.578868389006376827e-01,8.035976514157174844e-01,8.035976514157174844e-01,1.069605070825667414e-01,1.107091375338947331e-01
2.396479295859171632e+00,2.583146473530297804e-01,8.031613932604032557e-01,8.031613932604032557e-01,1.069006335820011644e-01,9.109207912694536335e-02
2.400480096019203646e+00,2.587422149185996667e-01,8.027250844015281217e-01,8.027250844015281217e-01,1.068400639567893412e-01,9.829354925842191670e-02
2.404480896179235661e+00,2.591695388071884598e-01,8.022887272686930471e-01,8.022887272686930471e-01,1.067787997516810028e-01,1.138302150229013321e-01
2.408481696339267675e+00,2.595966162334605865e-01,8.018523242933985884e-01,8.018523242933985884e-01,1.067168425258305242e-01,1.256766102154095455e-01
2.412482496499299689e+00,2.600234444169038373e-01,8.014158779090446716e-01,8.014158779090446716e-01,1.066541938527378747e-01,1.105191887901801201e-01
2.416483296659331703e+00,2.604500205818293113e-01,8.009793905509310363e-01,8.009793905509310363e-01,1.065908553201893316e-01,1.096979807667841783e-01
2.420484096819363717e+00,2.608763419573714160e-01,8.005428646562570139e-01,8.005428646562570139e-01,1.065268285301988888e-01,1.251343531719189550e-01
2.424484896979395732e+00,2.613024057774880338e-01,8.001063026641213050e-01,8.001063026641213050e-01,1.064621150989492337e-01,1.062354006587590688e-01
2.428485697139427746e+00,2.617282092809602445e-01,7.996697070155226461e-01,7.996697070155226461e-01,1.063967166567331840e-01,1.033057070733858496e-01
2.432486497299459760e+00,2.621537497113925475e-01,7.992330801533588103e-01,7.992330801533588103e-01,1.063306348478949281e-01,9.219814702497824976e-02
2.436487297459491774e+00,2.625790243172126948e-01,7.987964245224276061e-01,7.987964245224276061e-01,1.062638713307718086e-01,1.011337105084947480e-01
2.440488097619523788e+00,2.630040303516719136e-01,7.983597425694263228e-01,7.983597425694263228e-01,1.061964277776358268e-01,1.279835552036173718e-01
2.444488897779555803e+00,2.634287650728446839e-01,7.979230367429516191e-01,7.979230367429516191e-01,1.061283058746353147e-01,9.191089194974814969e-02
2.448489697939587817e+00,2.638532258525309593e-01,7.974863093795501179e-01,7.974863093795501179e-01,1.060595073035831559e-01,1.061714243717156447e-01
2.452490498099619831e+00,2.642774101016586163e-01,7.970495627835334496e-01,7.970495627835334496e-01,1.059900337539970150e-01,9.190675947447385363e-02
2.456491298259651845e+00,2.647013151086201055e-01,7.966127993953748820e-01,7.966127993953748820e-01,1.059198869500612428e-01,1.072046444305788243e-01
2.460492098419683860e+00,2.651249381696949570e-01,7.961760216541967639e-01,7.961760216541967639e-01,1.058490686289784710e-01,1.147255406634996866e-01
2.464492898579715874e+00,2.655482765894246477e-01,7.957392319973771722e-01,7.957392319973771722e-01,1.057775805408233405e-01,1.033410873426914567e-01
2.468493698739747888e+00,2.659713276806122129e-01,7.953024328605504678e-01,7.953024328605504678e-01,1.057054244484588318e-01,1.130088971514538049e-01
2.472494498899779902e+00,2.663940887643223565e-01,7.948656266776066293e-01,7.948656266776066293e-01,1.056326021274528737e-01,1.128410403825412522e-01
2.476495299059811916e+00,2.668165571698815075e-01,7.944288158806914746e-01,7.944288158806914746e-01,1.055591153659946324e-01,1.100293635270637727e-01
2.480496099219843931e+00,2.672387302348778748e-01,7.939920029002071056e-01,7.939920029002071056e-01,1.054849659648117999e-01,1.226474459589713267e-01
2.484496899379875945e+00,2.676606053051612810e-01,7.935551901648112416e-01,7.935551901648112416e-01,1.054101557370872161e-01,1.131985312770677765e-01
2.488497699539907959e+00,2.680821797348432178e-01,7.931183801014175527e-01,7.931183801014175527e-01,1.053346865083765321e-01,1.022850908470333692e-01
2.492498499699939973e+00,2.685034508862970126e-01,7.926815751351956596e-01,7.926815751351956596e-01,1.052585601165252210e-01,9.845032463160406644e-02
2.496499299859971988e+00,2.689244161301574954e-01,7.922447776895710225e-01,7.922447776895710225e-01,1.051817784115865601e-01,9.672871493654307262e-02
2.500500100020004002e+00,2.693450728453213872e-01,7.918079901862251635e-01,7.918079901862251635e-01,1.051043432557393076e-01,1.098630176320894297e-01
2.504500900180036016e+00,2.697654184189469673e-01,7.913712150450954441e-01,7.913712150450954441e-01,1.050262565232058243e-01,1.017890383807041332e-01
2.508501700340068030e+00,2.701854502464542951e-01,7.909344546843750656e-01,7.909344546843750656e-01,1.049475201001701385e-01,1.322391904902130988e-01
2.512502500500100044e+00,2.706051657315250991e-01,7.904977115205131799e-01,7.904977115205131799e-01,1.048681358846964840e-01,1.232926119408780524e-01
2.516503300660132059e+00,2.710245622861027215e-01,7.900609879682148895e-01,7.900609879682148895e-01,1.047881057866480309e-01,1.026428657915847975e-01
2.520504100820164073e+00,2.714436373303923955e-01,7.896242864404412476e-01,7.896242864404412476e-01,1.047074317276053823e-01,1.014161191859754840e-01
2.524504900980196087e+00,2.718623882928608015e-01,7.891876093484089250e-01,7.891876093484089250e-01,1.046261156407858328e-01,1.215278811739500531e-01
2.528505701140228101e+00,2.722808126102366222e-01,7.887509591015909871e-01,7.887509591015909871e-01,1.045441594709625444e-01,8.571056165791268722e-02
2.532506501300260116e+00,2.726989077275099316e-01,7.883143381077160061e-01,7.883143381077160061e-01,1.044615651743838886e-01,9.994605458133280773e-02
2.536507301460292130e+00,2.731166710979327505e-01,7.878777487727687268e-01,7.878777487727687268e-01,1.043783347186930111e-01,1.138859042286467366e-01
2.540508101620324144e+00,2.735341001830186025e-01,7.874411935009895114e-01,7.874411935009895114e-01,1.042944700828475901e-01,9.517349437365794917e-02
2.544508901780356158e+00,2.739511924525427911e-01,7.870046746948748950e-01,7.870046746948748950e-01,1.042099732570399284e-01,9.944167352610507049e-02
2.548509701940388172e+00,2.743679453845423999e-01,7.865681947551772524e-01,7.865681947551772524e-01,1.041248462426170585e-01,1.006134345816701858e-01
2.552510502100420187e+00,2.747843564653160708e-01,7.861317560809049088e-01,7.861317560809049088e-01,1.040390910520011258e-01,1.106471760170667645e-01
2.556511302260452201e+00,2.752004231894241704e-01,7.856953610693220291e-01,7.856953610693220291e-01,1.039527097086097307e-01,1.053279785568410204e-01
2.560512102420484215e+00,2.756161430596888451e-01,7.852590121159485070e-01,7.852590121159485070e-01,1.038657042467769492e-01,1.078865783496582853e-01
2.564512902580516229e+00,2.760315135871939107e-01,7.848227116145606308e-01,7.848227116145606308e-01,1.037780767116741609e-01,1.097309139635075648e-01
2.568513702740548243e+00,2.764465322912847967e-01,7.843864619571901953e-01,7.843864619571901953e-01,1.036898291592311255e-01,1.039892114410024548e-01
2.572514502900580258e+00,2.768611966995687679e-01,7.839502655341249460e-01,7.839502655341249460e-01,1.036009636560571989e-01,1.147066256385439187e-01
2.576515303060612272e+00,2.772755043479145920e-01,7.835141247339086901e-01,7.835141247339086901e-01,1.035114822793631179e-01,9.622189356830676554e-02
2.580516103220644286e+00,2.776894527804529833e-01,7.830780419433409634e-01,7.830780419433409634e-01,1.034213871168823407e-01,8.906017216061595798e-02
2.584516903380676300e+00,2.781030395495761032e-01,7.826420195474775854e-01,7.826420195474775854e-01,1.033306802667932345e-01,8.556196221866879670e-02
2.588517703540708315e+00,2.785162622159380041e-01,7.822060599296297712e-01,7.822060599296297712e-01,1.032393638376407352e-01,8.702926604801615451e-02
2.592518503700740329e+00,2.789291183484544079e-01,7.817701654713650194e-01,7.817701654713650194e-01,1.031474399482590343e-01,9.764228265278329655e-02
2.596519303860772343e+00,2.793416055243025387e-01,7.813343385525065576e-01,7.813343385525065576e-01,1.030549107276937104e-01,1.133553796602569108e-01
2.600520104020804357e+00,2.797537213289216229e-01,7.808985815511335637e-01,7.808985815511335637e-01,1.029617783151243748e-01,1.047034458888441433e-01
2.604520904180836371e+00,2.801654633560123342e-01,7.804628968435812775e-01,7.804628968435812775e-01,1.028680448597875663e-01,9.688257876443394367e-02
2.608521704340868386e+00,2.805768292075371817e-01,7.800272868044405561e-01,7.800272868044405561e-01,1.027737125208995767e-01,9.207515659074294589e-02
2.612522504500900400e+00,2.809878164937202882e-01,7.795917538065584296e-01,7.795917538065584296e-01,1.026787834675798872e-01,9.738992695427405033e-02
2.616523304660932414e+00,2.813984228330475568e-01,7.791563002210377675e-01,7.791563002210377675e-01,1.025832598787741051e-01,9.854659602480972391e-02
2.620524104820963984e+00,2.818086458522665039e-01,7.787209284172371682e-01,7.787209284172371682e-01,1.024871439431777609e-01,9.683615003418594158e-02
2.624524904980995998e+00,2.822184831863864263e-01,7.782856407627714024e-01,7.782856407627714024e-01,1.023904378591600495e-01,8.806499465173267538e-02
2.628525705141028013e+00,2.826279324786782898e-01,7.778504396235110807e-01,7.778504396235110807e-01,1.022931438346875721e-01,9.753506562346488107e-02
2.632526505301060027e+00,2.830369913806746740e-01,7.774153273635826533e-01,7.774153273635826533e-01,1.021952640872483276e-01,1.123666254210391041e-01
2.636527305461092041e+00,2.834456575521700494e-01,7.769803063453684100e-01,7.769803063453684100e-01,1.020968008437762031e-01,8.035071142782149178e-02
2.640528105621124055e+00,2.838539286612203338e-01,7.765453789295067022e-01,7.765453789295067022e-01,1.019977563405751741e-01,9.959166961613141744e-02
2.644528905781156070e+00,2.842618023841433361e-01,7.761105474748918320e-01,7.761105474748918320e-01,1.018981328232439754e-01,8.068464927491872385e-02
2.648529705941188084e+00,2.846692764055185343e-01,7.756758143386738302e-01,7.756758143386738302e-01,1.017979325466009249e-01,1.036284086523799469e-01
