P,pH,CO2,S,S_noisy
9.253922786119198918e+01,7.529277663265814269e+00,2.326090071292376749e+01,9.778180348453996418e-01,9.857168986338914474e-01
9.011311651543016410e+01,7.580676952774077826e+00,3.750770804206686648e+01,9.793636520205450946e-01,1.027322397372253171e+00
5.033620356234458626e+01,7.476874281879807960e+00,4.565617745105808467e+01,8.369096169730407819e-01,8.704362713663527096e-01
5.874566690449871231e+01,7.507103334097489977e+00,5.330239131660514573e+01,8.937994051134766638e-01,8.703278380659755786e-01
5.389163127064616532e+01,7.300484318229052860e+00,5.577176774271082138e+01,7.490311307567866228e-01,7.560356266722577656e-01
3.006084592995546423e+00,7.491190229116535981e+00,3.668047009277390202e+01,1.326009595497183446e-01,1.059811823223465455e-01
9.469459571131558562e+01,7.551881616281583831e+00,5.612078607979786682e+01,9.782532913228947358e-01,9.451397534085081986e-01
1.595794495717724892e+01,7.294297382315233058e+00,5.195613043821725796e+01,1.976387850201552776e-01,2.125097050490094841e-01
5.579213514799553053e+01,7.249104287191982188e+00,5.722726303862420849e+01,7.306054665340200316e-01,7.416404171949231294e-01
6.858213782209496401e+01,7.510605665403285336e+00,4.621918925961346503e+01,9.360435092612735541e-01,9.152721533745333815e-01
7.884430520304648837e+01,7.208137371053042308e+00,4.243668140254924737e+01,8.812052179341387514e-01,9.140789526961093925e-01
5.468009478147368441e+01,7.252515665607053741e+00,2.116320911071712629e+01,7.944743634790797371e-01,7.749229648890738620e-01
6.427197702398383683e+01,7.340200248663253824e+00,3.787050613114580244e+01,8.732166989759089226e-01,8.498621313529755028e-01
8.288382659042738965e+01,7.280621264875053456e+00,4.907570847330750041e+01,9.135377529394371754e-01,9.265901173678376956e-01
6.470930732910193228e+01,7.580580262564886596e+00,5.022543441350984494e+01,9.396056642032972750e-01,9.440244351176082516e-01
6.701733973831117908e+01,7.413701482090035988e+00,5.034293801949608849e+01,9.008048242162968178e-01,8.975946641969201334e-01
8.555115354899393765e+01,7.312170051425574080e+00,5.278539376252230397e+01,9.270288658259260295e-01,9.256875491679067425e-01
8.267755024637736483e+00,7.208762323091085555e+00,4.170465048451353596e+01,1.444219945309104247e-01,1.488980103560809676e-01
5.233358403010664262e+01,7.420572720391032995e+00,5.587972867699340895e+01,8.070759398670260820e-01,8.042843401520494151e-01
3.628650352362946307e+00,7.415878258041753490e+00,4.845071569402132639e+01,1.323949756718404147e-01,1.289448783062196735e-01
1.598723096296981794e+01,7.341013849144951919e+00,5.149536378933839842e+01,2.076672659534422871e-01,1.697481321801133092e-01
3.822135007479016799e+00,7.406511690770642531e+00,4.852808541105684981e+01,1.326776899265522669e-01,1.058384626063589296e-01
8.675790815527089705e+01,7.407288673507766319e+00,3.749624994829905944e+01,9.551605867366983471e-01,9.673795781431535623e-01
3.364408358227116480e+01,7.280382254870741754e+00,5.021627505206194542e+01,4.677933469599171445e-01,4.537073291509832740e-01
5.259198952728630871e+01,7.555482784220656001e+00,4.053969505411080831e+01,8.911483069280866642e-01,9.020521721103207380e-01
7.893853586091995567e+01,7.376901224090903320e+00,4.888287996974105454e+01,9.293387115628302109e-01,9.540479895477433914e-01
6.920078565022870976e+01,7.350024679286512708e+00,5.580130711776693886e+01,8.818888154767459131e-01,8.747897989477773084e-01
9.270514148906516994e+01,7.266626658373717795e+00,4.267863111105539531e+01,9.363641590843706508e-01,9.420235547112323360e-01
4.949056518357615886e+01,7.294794259395151137e+00,3.624512576503691719e+01,7.445980648702514859e-01,7.861275938058251977e-01
7.054134368840500713e+01,7.458017355182002817e+00,4.203280537022948238e+01,9.308777902023458450e-01,9.447765030486167115e-01
8.690771222020941877e+01,7.318240796871555709e+00,2.747946563745394144e+01,9.420563344779518955e-01,9.788938110929786829e-01
1.161250528081627920e+01,7.280639765564437482e+00,4.264007981496602184e+01,1.674998433874025361e-01,1.981679844656841216e-01
4.751566072859745304e+01,7.405744068331683749e+00,3.846079457714655803e+01,7.861864960312612283e-01,8.012537030216839717e-01
9.711431582045504385e+00,7.498329702154600263e+00,3.094133896880401124e+01,1.851579341067748907e-01,1.829200588782999848e-01
5.613947185129114104e+01,7.299502119985137760e+00,2.194789369565047110e+01,8.269873408394542436e-01,8.101474701747432006e-01
3.202198129693105955e+01,7.335091352983579505e+00,2.703289860574943759e+01,5.536439996268494035e-01,5.314100398364021149e-01
8.420932904204624947e+01,7.200070103536376109e+00,2.053954509237737014e+01,9.108728595265842554e-01,9.205994382202096205e-01
4.736970608078134148e+01,7.392814712399387922e+00,3.961326220255566000e+01,7.750581988366050945e-01,7.844218663701009175e-01
1.712663476808626584e+01,7.554008782607524175e+00,4.695348436721104690e+01,3.032935823894416516e-01,2.998011382287876225e-01
8.746453437955644006e+01,7.562719522340821676e+00,3.700443182947141452e+01,9.758018242401548248e-01,9.927711518618868025e-01
4.316068417216702358e+01,7.518314530117276462e+00,3.313669781806068215e+01,8.140852343704989558e-01,8.019944920836360458e-01
2.951412976557134193e+00,7.282470899290651722e+00,3.475322557578950722e+01,1.317992769356220450e-01,1.540036582978458191e-01
2.760019700011395472e+01,7.333562279466365297e+00,5.246387186181834039e+01,3.858046921467384593e-01,3.866048334424608823e-01
3.892684275919014425e+01,7.232962109360760117e+00,4.254217031456711595e+01,5.473389476537917631e-01,5.466124161381804569e-01
3.598187752747407764e+00,7.420234105048244544e+00,4.403453473621581793e+01,1.327554836650190195e-01,1.327500177254297142e-01
1.487104198396168719e+01,7.466320155218292065e+00,2.596446993553470861e+01,2.751730748967960993e-01,2.732012493611056247e-01
3.035437800995031665e+01,7.290757388663834604e+00,2.535732221517125495e+01,4.996400255086856368e-01,5.494053112752600443e-01
3.442074622068274437e+01,7.565067756687612999e+00,4.493444452803728950e+01,7.049565690657076944e-01,6.727261724827556799e-01
4.432036697774320544e+01,7.424083666930845204e+00,2.279601258266735897e+01,7.924871935228365860e-01,7.960316443984725154e-01
3.046416362628111685e+01,7.301972713143197957e+00,5.753505854889812099e+01,4.011165402679020553e-01,4.259986640546832293e-01
3.274615588567098001e+01,7.327595724727649973e+00,2.896499128335337048e+01,5.552923684399853066e-01,5.696426294914357369e-01
4.674579870764088696e+01,7.469851840111547681e+00,2.605507065010495893e+01,8.323063767397765877e-01,8.262647373056312139e-01
3.584134188471847438e+01,7.351118345483449446e+00,2.192065961660066620e+01,6.432112781371467358e-01,6.780136986214834183e-01
7.522880882889747056e+01,7.267488054079028537e+00,5.821169818581345368e+01,8.732981520610535453e-01,8.519282949057399579e-01
7.832601067666399786e+01,7.388566486997421023e+00,4.337039168821232948e+01,9.334451748245432556e-01,9.073192522301786189e-01
2.748930420858619605e+00,7.284557324887499519e+00,5.470070596539700603e+01,1.307109622537392379e-01,1.420723735123874398e-01
1.704712897936924421e+01,7.473094940941338749e+00,2.065645345778811759e+01,3.395538812300566422e-01,3.104644852053961013e-01
1.108009524539458646e+01,7.369866332403923970e+00,5.077482490367174250e+01,1.644485537887821203e-01,1.168895587294498106e-01
3.593400136519888122e+01,7.305634865835112457e+00,4.444119656976562993e+01,5.445793114106578514e-01,5.622370441652178030e-01
3.626979478341782936e+01,7.261312800898698683e+00,4.254464967259956154e+01,5.250936268721355660e-01,5.403206331245442584e-01
7.518001644915425175e+01,7.247723377417273127e+00,2.259409838564856443e+01,8.972520815411346717e-01,9.118978188000036456e-01
7.322249244175837646e+01,7.254541096972794811e+00,5.795408753085993681e+01,8.585953871240634694e-01,8.488459642303809449e-01
8.835905852357784340e+01,7.348220468227279589e+00,2.295430320053195672e+01,9.511499726189660553e-01,9.548088951727529139e-01
6.861680401058796974e+01,7.355081711074729967e+00,2.401161056001672023e+01,9.070856163609805067e-01,8.877790847961315457e-01
5.995787988978864291e+01,7.511813685891640446e+00,4.494884645436592052e+01,9.080466339276183074e-01,9.427336580598714155e-01
9.943898694751887035e+01,7.335059715090080701e+00,5.481140886838529980e+01,9.561594343236354820e-01,9.719799193537244086e-01
6.455470479180149823e+01,7.210700857212264836e+00,3.788502788414552924e+01,8.166778914957750768e-01,8.315230129431794293e-01
3.955770406245837734e+01,7.315050273417460502e+00,2.776945724074854738e+01,6.581812056739833050e-01,6.191815108558506031e-01
3.117194736043904513e+01,7.227157941430237820e+00,2.628763056652535823e+01,4.708203578684883595e-01,4.869663987482860668e-01
4.539382253218561480e+00,7.333583257731104865e+00,5.066587476262426293e+01,1.333066585096627787e-01,1.631860989492899539e-01
9.446969982809153521e+01,7.400017152095790252e+00,2.508397078640824063e+01,9.658976505529750511e-01,9.902228922659225274e-01
7.551132073515805132e+01,7.310607392015990413e+00,3.752646577509869985e+01,9.079702359189202321e-01,9.237528426348502464e-01
3.833037292981289568e+01,7.237496075038174936e+00,3.881527754295915855e+01,5.534746997853268180e-01,5.534555564047335396e-01
8.762761447503847023e+01,7.437077089215859083e+00,2.461685427106436563e+01,9.633032396293066402e-01,9.564665826842058127e-01
7.652942949552803498e+01,7.524203088004431272e+00,2.862373919958900359e+01,9.601900281645019408e-01,9.722228618768795627e-01
4.705216327960845035e+01,7.522769523756353216e+00,4.085454385530145061e+01,8.396178700596759192e-01,8.472732571756231845e-01
9.562255113651090710e+01,7.356288320905635558e+00,3.484058745781481292e+01,9.596167265427355542e-01,9.643442171504525984e-01
8.934755298451140959e+01,7.381002480759884854e+00,3.198481284103113254e+01,9.559327515426454536e-01,9.497482566068651266e-01
4.515857604213352516e+01,7.533172700768074215e+00,3.922360247940205369e+01,8.308529115853626745e-01,8.644780421438713613e-01
4.327398361627992784e+01,7.429941284016572389e+00,5.488644053634197206e+01,7.161156800466690342e-01,6.927588142027493179e-01
1.601788915285257531e+01,7.318857154967817635e+00,2.859850426549753877e+01,2.448697565055036329e-01,2.444171073892619506e-01
1.113830569354778710e+01,7.544113337530507835e+00,4.530419590926868523e+01,1.929148071637020734e-01,1.813111897079161539e-01
3.636384799742853602e+01,7.588868907013950782e+00,3.212040664917824984e+01,7.782401454841831878e-01,7.988810064460003524e-01
2.224503590427679001e+01,7.525146675291497722e+00,2.119858796207587304e+01,4.943718900527809268e-01,5.229815201986665052e-01
7.791882660565252472e+00,7.457968500441955584e+00,3.901357024504175541e+01,1.542220654667477153e-01,1.791038422829530907e-01
7.381249449339917135e+01,7.563572316912004823e+00,4.880175804914604498e+01,9.569577725790707756e-01,9.720659162142406551e-01
9.615638704558423910e+01,7.556969321592606370e+00,5.912122464463006821e+01,9.793808954560296876e-01,9.513288559264295730e-01
6.905144973306231293e+01,7.360357117332617882e+00,5.918685293702595374e+01,8.816351932681996129e-01,9.232598474191261451e-01
9.083581532918194057e+01,7.556604025140265080e+00,4.091576396552065376e+01,9.775091569557838866e-01,9.878430787472768371e-01
8.716632718817243131e+01,7.478620260248370677e+00,3.998232970952882681e+01,9.656563199038795675e-01,9.634870550039432713e-01
6.495938254783239074e+01,7.326652571088801302e+00,5.786690075366304598e+01,8.468950066921810960e-01,8.473250186144756224e-01
5.273867824094502765e+01,7.514522643498330545e+00,2.198470552206795503e+01,8.931078296578868203e-01,8.863174469848548176e-01
3.643223785431423778e+01,7.311008048822235317e+00,3.139828293846534280e+01,5.981276621660578385e-01,6.066052736205340690e-01
5.000264138165719174e+01,7.226508271219315382e+00,3.017822992668716253e+01,7.207788438303153189e-01,7.269821999925274447e-01
3.280394319864837627e+01,7.258432127449235161e+00,2.269998318917540914e+01,5.297452978474287422e-01,5.225432969340947365e-01
1.803460105448266759e+01,7.219149131742570447e+00,3.374582931264761498e+01,2.365940297104968670e-01,1.851962009749873461e-01
5.003737350869118217e+01,7.226624288719709632e+00,2.924237408377224767e+01,7.232786173334017077e-01,7.225761906324422723e-01
6.645459332117198414e+01,7.275805070315575662e+00,3.963769619086220075e+01,8.558577159284306290e-01,8.653944350532206675e-01
5.894619688533847324e+01,7.245818384403423629e+00,4.555937605734264650e+01,7.824057651268840896e-01,7.929291220247306482e-01
7.404445651079382174e+01,7.381658234765309246e+00,5.337671212825318179e+01,9.137498594830338883e-01,9.106805594675201343e-01
3.426105607154380550e+01,7.260920529050438610e+00,5.831610065821728739e+01,4.369636888392910978e-01,4.460299842285592731e-01
1.009508015439572359e+00,7.506542294066984589e+00,5.124392124804215598e+01,1.300822411948544810e-01,1.506486200035939693e-01
2.205329284724971473e+01,7.457075238130223660e+00,5.074426094773215823e+01,3.518747595401700012e-01,3.424697538888926696e-01
2.967984210234302012e+01,7.302666290225060308e+00,3.408115454252700260e+01,4.665235330241486178e-01,4.958491139325211794e-01
5.575738183402870618e+01,7.572345940787984730e+00,4.818058415765479197e+01,9.063345169401608725e-01,8.672313509037423707e-01
3.955570001941170943e+01,7.237020956995012355e+00,2.968116910393634100e+01,5.998095887001244630e-01,5.745886180257430143e-01
6.610951614403269616e+01,7.297859136356989573e+00,5.930577441380954440e+01,8.377146225766616272e-01,8.196117235691532388e-01
2.317034893962456010e+01,7.347513869489333160e+00,4.948742049533261422e+01,3.222484026505466614e-01,2.733590684610358035e-01
4.733371117828114194e+01,7.559274238410375268e+00,3.861619507672146057e+01,8.613503362138366093e-01,8.413550837931809134e-01
1.222368309447463997e+00,7.424165506765501021e+00,2.162255245047584040e+01,1.304470039549864568e-01,1.554144434677141029e-01
6.894373938448518402e+01,7.475868817836648361e+00,3.524029055246624864e+01,9.340294079055307952e-01,9.588599892105824640e-01
8.667051774402622755e+01,7.466582482216927552e+00,5.084788165718890696e+01,9.609733155334523325e-01,9.629204847879764273e-01
8.600710447592432217e+01,7.552922409623305633e+00,5.562848734344764523e+01,9.706889683802968349e-01,1.005109007715056402e+00
8.759365650937881753e+01,7.311554902310709814e+00,2.522370634138930967e+01,9.426263625318885842e-01,9.474161669308124312e-01
2.041706700420215270e+01,7.513039871617357868e+00,3.029580286826847768e+01,4.116873579159104901e-01,4.017311187835854169e-01
9.816070757437417171e+01,7.218097621972624722e+00,2.888574334567595159e+01,9.405985898135531542e-01,9.454312052012094902e-01
5.558563549825368000e+01,7.289735863090109014e+00,5.173634536445180743e+01,7.673561855001368448e-01,7.646132532928587855e-01
1.937239925780540517e+01,7.364575000940400074e+00,3.842616507354861710e+01,2.925257383982962645e-01,3.072444076082962439e-01
1.001435218303671526e+01,7.334046018460084859e+00,5.386372866367735668e+01,1.524718083073657859e-01,1.224107955122977764e-01
8.026592037747603214e+00,7.231981893276071993e+00,4.982085073496373440e+01,1.412321421220508744e-01,1.612204409886754675e-01
6.405976626299241161e+01,7.572890636819046506e+00,4.306738952511809515e+01,9.394042886944057313e-01,9.302137540706353347e-01
6.323020660907408796e+01,7.488206819340903486e+00,4.324897460079557732e+01,9.149610809339665529e-01,9.320675412641716839e-01
7.888902371515564482e+01,7.369158596654082238e+00,3.614695274830644678e+01,9.334995487301517292e-01,9.026787446932240666e-01
6.620287291566462784e+01,7.319675386028734465e+00,5.413171584854181617e+01,8.559340600834844937e-01,8.475488869744387532e-01
5.242095703382431537e+01,7.235174319841268797e+00,4.383778274130554564e+01,7.196899998826229439e-01,7.212512642896272697e-01
1.711934293472630486e+01,7.531296900295711971e+00,4.407786749308722563e+01,3.011895085852364096e-01,3.192185611642596732e-01
7.371291085752898198e+01,7.305212329509192415e+00,2.591449634366167132e+01,9.079467699350408649e-01,8.835961485516037328e-01
