S,I,v
1.650162857249569370e+01,9.084900639987324666e+00,2.713716929300775127e-01
9.105097766897515044e+00,6.937089414149784972e+00,2.692848324273517946e-01
1.581637448784954181e+01,7.005424395204032706e+00,3.349605998815054497e-01
1.842636121520190429e+01,2.701672306898585063e+00,5.765201697435394790e-01
1.806419434484107001e+01,1.501594274320183775e+00,6.692324641790738937e-01
1.611158896701991594e+01,8.441732191894346649e-01,7.305445574018684107e-01
6.527149384912062757e+00,9.284845617492155867e+00,1.610049232003144815e-01
1.826133032282961111e+01,5.893422556783835198e+00,3.952825112765421811e-01
3.151461504432400584e+00,6.481987035345695425e+00,1.488028573963540713e-01
5.277880034791304631e+00,6.881668618867485598e+00,1.988527960382605597e-01
1.296242915902432458e+01,3.603242046450543246e+00,4.889035503365718460e-01
1.498880429281478754e+01,4.589045554216948375e+00,4.419547916652418196e-01
1.101692035591276042e+00,2.608978941954585906e+00,1.729068821419015578e-01
5.450397023241581707e+00,1.304003504985494777e+00,5.987942057229711512e-01
7.443760951829493600e+00,7.177340711914630411e+00,2.339283896803040497e-01
1.696020583478230037e+01,9.764023417695376850e+00,2.560884165579849769e-01
1.381554148026252760e-01,2.609548606202809484e+00,2.684768886245987238e-02
1.781091204482677526e+01,2.013982208573178667e+00,6.272443764637618546e-01
6.761138113519057136e+00,5.188266663023963332e+00,3.032170321210720387e-01
1.236981371948257014e+01,2.454569533118808877e+00,5.727893880177404862e-01
1.872163966584412975e+01,1.318944026881190279e+00,6.842008411687385827e-01
1.325811043458116734e+00,2.296449339164094106e+00,2.210038739484952164e-01
1.095054374393788876e+01,8.735446654422979407e+00,2.344241241225127337e-01
4.522128091789599402e+00,9.926159690042748451e+00,1.134865791608045960e-01
1.407472497166008196e+01,3.264727014064833455e+00,5.203777080065139504e-01
1.637458476085582859e+01,3.645822295859396434e+00,5.064832355069441849e-01
5.000363934018476897e+00,8.101171017319266809e+00,1.585994960015157107e-01
1.721190196826194452e+01,4.660109795930922338e-01,7.654518990846828075e-01
3.630528063575882758e+00,4.192220235574585452e+00,2.594810667214518807e-01
9.653438156333940867e+00,7.068493327998693232e+00,2.721573209547208938e-01
2.712523962855841742e+00,7.122916978360365192e+00,1.179957644798547006e-01
6.219582473619558627e+00,6.600889374195796577e+00,2.301236781452909719e-01
7.545125069962715258e+00,7.510443114665510400e-01,7.155206158410686301e-01
1.393581160930769691e+01,3.678681052583170352e+00,4.908766480657450471e-01
6.405317372103316309e+00,6.791587296463925227e+00,2.272795984811178394e-01
1.064014097045280671e+01,9.773191490346807342e+00,2.044320374289029241e-01
1.306127224123564012e+01,5.040688832436899247e+00,4.022142603442425135e-01
1.573613291413280102e+01,5.572326373643122999e+00,3.957424658725794409e-01
5.941414741398259203e+00,8.617964630106378365e+00,1.655611076841385365e-01
1.221353837302835199e+00,1.731658843790568891e+00,2.555585311664498316e-01
4.817336329796728656e+00,6.614379472426721307e+00,1.958254437491784017e-01
1.096434484505303431e+01,2.383558050441862086e+00,5.681079363823291484e-01
1.756577742950910093e+01,4.243766747489662094e+00,4.753735191873338373e-01
1.318514289145770135e+01,6.043236941367120529e+00,3.540672064082756032e-01
1.218484832832555576e+01,2.285232509886964358e+00,5.862676201069132453e-01
7.322712588609954221e-01,6.149064721729772032e+00,4.605718325102254457e-02
1.001093270200069618e+01,2.858001933076526058e+00,5.169365241980352632e-01
6.684945781463966341e+00,2.506384698173924619e+00,4.926227087597359056e-01
7.013586890329870371e+00,7.352487814197843363e+00,2.203692302291745952e-01
1.919182210548607159e+01,9.015563232078688927e+00,2.888193287639468920e-01
3.353001358900620676e+00,4.925900535394496238e+00,2.109352140482214644e-01
1.858517583394281303e+00,1.559605353143999062e+00,3.554255264889413235e-01
6.171274297458888114e+00,4.510109682984452029e+00,3.262848915493859470e-01
1.288969701151814107e+01,7.934299511686830897e+00,2.783763478421131810e-01
5.465210837185392911e+00,1.713256845936991235e+00,5.464919136070451877e-01
1.414583512235725493e+01,1.878706940450665108e+00,6.318183841201467921e-01
1.393232820414574569e+01,8.784248383650632874e+00,2.612534516616382141e-01
8.820062113639863810e+00,7.381903441973446611e+00,2.492297355603153297e-01
1.671051592685827103e+01,6.787742299079759789e+00,3.492414736498875572e-01
6.543292488176774668e+00,9.464599040412977615e+00,1.574999428930998480e-01
1.250155649205441932e+01,7.479202767522576067e+00,2.901837994593045589e-01
1.084645715098532648e+01,1.810451888367481388e+00,6.214804688246708952e-01
1.526713041156975148e+00,9.856772679988605290e+00,4.578834047615419622e-02
7.009792804524590970e+00,9.576986843901106994e+00,1.625076480052674022e-01
1.130645719443357500e+01,1.388018489706472902e+00,6.679338005419572788e-01
1.952354315027928067e+01,6.545159381813038024e+00,3.738231547285800760e-01
1.569466777276130465e+01,2.358606149982195532e+00,5.960560605229967557e-01
9.670049222603370964e+00,2.817816492535092365e+00,5.161261606450421313e-01
4.009762404141872238e+00,7.300115164484877184e+00,1.538891798114825904e-01
5.472253155167738470e+00,1.433293789374223692e-01,7.820207833880024051e-01
9.442380361827150681e-01,5.565077977649437457e+00,6.631944017896036769e-02
1.167345816101852662e+01,9.659994523901371366e+00,2.176430244745234388e-01
8.542181514665644571e+00,6.491636823805750467e+00,2.779115534077508110e-01
1.320500067095398755e+01,2.793735752440587028e+00,5.503785890294594640e-01
1.067610440903047220e+01,9.981984711882926575e+00,1.999916303074400215e-01
8.394004349952627564e+00,2.919861472259792645e+00,4.887478186110324474e-01
7.105316901647278804e+00,2.676338536265209456e+00,4.859767970371030588e-01
9.083827057660064375e-01,3.324415114238016500e+00,1.171595644207272940e-01
1.966104470451908881e+01,4.280564963684528657e+00,4.808528475500464805e-01
1.596426040878667463e+00,2.190713273033107811e+00,2.607601408529215403e-01
6.067751875614346702e-01,5.201804810416887914e-01,2.737762011498994230e-01
4.384528068320515004e+00,7.103151235480719805e+00,1.693831419652184478e-01
2.810106308682125409e+00,9.589626911292270517e-01,5.300650624637869290e-01
1.590921345873230663e+01,5.143889004522183228e+00,4.180081761426553966e-01
3.117430322767024364e+00,1.750918955422970935e+00,4.375639748518935224e-01
6.865006332731349303e+00,8.730721994861571744e+00,1.792160375738331701e-01
3.636427815719263101e-01,5.094068282101025247e+00,3.072817246493269455e-02
1.863822484535698365e+01,5.591771860666568728e+00,4.107191922572588361e-01
6.488703851833674818e+00,6.880062295119464544e+00,2.259209971784953974e-01
1.687328041280857960e+01,7.887297682074856375e+00,3.104102193445338331e-01
1.924250334278722363e+01,9.569477221578649662e+00,2.739389379253128753e-01
1.457629521427781860e+01,2.064543050414261671e+00,6.169252338871441532e-01
5.288762899648806304e+00,3.873233230010187711e+00,3.414185632677101401e-01
9.893694947257509753e+00,3.814415542434446138e+00,4.422596816156104671e-01
1.567477358640797647e+01,3.728984833786293862e+00,4.978187538999076511e-01
1.400305852531310258e+01,6.929832258143933998e+00,3.241287646910365194e-01
1.656867679479296385e+01,6.145924945091513436e+00,3.748800501631627258e-01
1.093702743016383039e+01,8.291296071887789054e+00,2.472100457815530339e-01
1.318430184248009773e+01,7.805696096523723426e+00,2.853417663318398301e-01
7.327604858645590191e+00,9.089188155483295617e+00,1.781286097654024847e-01
3.908985116217253530e+00,8.805607001893324792e+00,1.191137849415472710e-01
1.397508128890100743e+01,8.694448435782842211e+00,2.642201481719036460e-01
1.573585869706670137e-01,1.201523852117514224e+00,5.900720616969572924e-02
1.569923073185795914e+01,2.590595619463100796e+00,5.779476779792656060e-01
2.439410859215831728e-01,3.545894639565553064e+00,3.300245826998948750e-02
1.237433832056909644e+01,5.961251456741678556e-01,7.586757297834927360e-01
1.193281562814739694e+01,8.374607143338403503e+00,2.552396571937057823e-01
2.199697173895337254e+00,1.348591185738465814e+00,4.184269428031380245e-01
1.188482560681979017e+01,6.403666443973850875e+00,3.254955742383355832e-01
1.518115655913962136e+01,2.817692702770945523e+00,5.587678694316305927e-01
1.076623996851213150e+01,8.663506531322073823e-01,7.238024211108810002e-01
1.348793495725319325e+01,8.346412173156142700e+00,2.706046270194697456e-01
1.420256708283945635e+01,6.429168521845218365e+00,3.460093205804715133e-01
4.197606659470897839e+00,1.860244038415156398e+00,4.820951566725501514e-01
1.853966847762487902e+01,9.266475658800604975e+00,2.783876539163817054e-01
6.618074835920324972e+00,5.665718601336430460e+00,2.770057496266707386e-01
1.171566892625128808e+01,5.706876199018516616e+00,3.550763455000602864e-01
2.153339477464266682e+00,1.941094525897602008e-01,6.253977958270900972e-01
1.992845983907868046e+01,2.386586679517510579e-01,7.776791447887863029e-01
1.311740805999338910e+01,8.947222848802649509e-01,7.260607420019271618e-01
9.289534106016864357e+00,3.894335585488980733e+00,4.281354866121087621e-01
1.136578295119381110e+01,5.531721302797132367e+00,3.597160969497857352e-01
6.410476136242431178e-01,5.284457284324859394e+00,4.987350235149033695e-02
4.877584956665372395e+00,8.218964759137167064e+00,1.531250564762568489e-01
1.949631222601745506e+01,1.662906185180089702e+00,6.552196141474915247e-01
1.712527248579498007e+00,5.181714013401479413e+00,1.207622346925548151e-01
2.919847791509307733e+00,8.497638104276575177e+00,9.922716109247890770e-02
1.150423749723762690e+01,5.365284245156720644e-01,7.649578121037674538e-01
1.550204529428829225e+01,5.144140815185748394e+00,4.154236995691275580e-01
1.707217588965600541e+01,2.650212246131839144e+00,5.774221700484525321e-01
1.723844282856014232e+01,9.674956141471332316e+00,2.600690047957151529e-01
1.522842091245697915e+01,9.095571290731974123e-01,7.249006663565167319e-01
7.018388941359749111e+00,3.573220410625541632e+00,4.093406926068700047e-01
1.167346496270898193e+01,1.464191626904798316e+00,6.618231518206971753e-01
1.628115005696898265e+01,4.043176791157954142e+00,4.813021168682407036e-01
2.863032246137970471e+00,7.725923809289193755e+00,1.108805825424130503e-01
1.720269405777855365e+00,5.584917231024677520e-01,4.962106678521793213e-01
9.225845397315795893e+00,4.136086062070108760e+00,4.109430299127969088e-01
6.275772694928265061e+00,8.494552613299305222e+00,1.746829285305586399e-01
1.743211275250067527e-01,2.067467827295419447e+00,4.217768603464540356e-02
1.038558400201595511e+01,8.666852304771644810e+00,2.299988547397923688e-01
7.522257750799516529e+00,5.059962686301688883e-01,7.502804841350738663e-01
1.767437743240553516e+01,1.562811173262784736e+00,6.641588488145324654e-01
6.750102911408218276e+00,7.629453122244816754e+00,2.068878775701631367e-01
1.328715416527103699e+01,2.102637085846974507e+00,6.085729100851003937e-01
1.140475977052365053e+01,1.044101493899127764e+00,7.058121957563654458e-01
6.063365541749374366e+00,5.434049936421376792e+00,2.747868817081139947e-01
9.405479922877393761e+00,4.005589922326483254e+00,4.222987459387482767e-01
7.416433219631334950e+00,2.739988565916791963e+00,4.866407383125462283e-01
4.827962394494125675e+00,2.323514199599319152e-01,7.524431223393915902e-01
1.853638504395101361e+00,1.336616498699516598e-01,6.077485286366620665e-01
1.137214383675699603e+00,3.405899029524724675e+00,1.376206491778406704e-01
4.531792134011490170e+00,3.732607261471398985e+00,3.249113059950991533e-01
1.758053773785112517e+00,4.395135926319482245e-01,5.256743328738942012e-01
3.097561779789176128e+00,3.444256620109140687e+00,2.796333016431196694e-01
2.585905721280945091e+00,9.273533878080632675e+00,7.950751088435512037e-02
7.528647716671898138e+00,5.113018362676967854e+00,3.233056087229664866e-01
4.839659635077651068e+00,3.403671330254601557e+00,3.600452132155814722e-01
1.877364398166173620e-01,7.643421520258634416e+00,9.087223593477425365e-03
7.549511426147951232e-01,7.254057167417728991e+00,3.758477226780664732e-02
1.980206694556663649e+01,7.597901065887915806e+00,3.361283368431632335e-01
4.978375222547944290e+00,6.046934617260067313e+00,2.203149745393773451e-01
9.124692677179738753e-01,2.994192149468444253e-01,4.027733329848152133e-01
1.255759481718145132e+01,7.510436601149272917e-01,7.412321541129460734e-01
1.107765684307117304e+01,8.562851693075710813e+00,2.407256209192199237e-01
7.838145232414638564e+00,8.662349355532729334e+00,1.963866914672937614e-01
1.469330349014310499e+01,4.028762214466637737e+00,4.732635914321709492e-01
1.874595974094837203e+01,9.148021951128935569e+00,2.827692363105820950e-01
7.987469522657175247e+00,6.438998010107094494e+00,2.707641262805894899e-01
7.568983955616480408e+00,7.704274353595561564e+00,2.190817432074068927e-01
1.033224862302249925e+01,4.580071586609090417e+00,3.988125884050653380e-01
4.766074384520342377e+00,3.842129156083069486e+00,3.260205885206908794e-01
3.562080825725027822e+00,3.918567186946215752e+00,2.724471641483917073e-01
7.834752220695937019e+00,3.251733965735144949e+00,4.512397193871331980e-01
1.357267864569714000e+01,2.824498301157095881e+00,5.502025697557957340e-01
3.939230978970575947e-01,9.587545755310852513e+00,1.324338153656624308e-02
2.854065428755271583e+00,2.076100112494911887e+00,3.822651388323937138e-01
1.618135161527460752e+01,4.116449988812092009e+00,4.763961544877438614e-01
6.709691303631343473e+00,4.729531797678055760e+00,3.267205046270251767e-01
1.122720269309473373e+01,4.585755130643756061e+00,4.093364781654649787e-01
1.204324340889909140e+00,1.786664055662207096e+00,2.478493440669674031e-01
1.106039284966701963e+01,3.640278405392713967e+00,4.686485915930310719e-01
6.519880578415219174e-01,4.537009983111818912e+00,6.147380966050172701e-02
4.224442880607499617e+00,3.739354469651848589e+00,3.124939292473699060e-01
9.013146290925066140e+00,9.529164855428007286e-01,7.031128547452253352e-01
1.052386479989966972e+01,7.222650907065575332e-01,7.401746852149436728e-01
2.593636950978110089e+00,8.581839462807073104e+00,8.882878905804410252e-02
9.234830288067611193e+00,1.987903869192184647e+00,5.881419577907854856e-01
1.563162168048986445e+01,3.495506921433223724e+00,5.128760344472690358e-01
1.414516956909270817e+01,9.699432601199491799e+00,2.382092765962332270e-01
7.444684919442968507e+00,4.062323231131228951e+00,3.840236344023181814e-01
9.973279157734419087e+00,3.044954160429536039e+00,5.010674973982102154e-01
1.600015557254956988e+01,2.136857719502316399e+00,6.146978615710722016e-01
5.337203645271372032e+00,4.942125494699022070e+00,2.796276967086147591e-01
2.890387519842717357e+00,6.389072883656217172e+00,1.418682560927904401e-01
1.938324372478355428e+01,5.751095151063085886e+00,4.067500144080375968e-01
1.747284623337320753e+01,4.579015678279826140e+00,4.562197797755043194e-01
1.749633816450156942e+01,8.942461987947458724e-01,7.236966836512730428e-01
9.595728003680781271e+00,5.190305324924283426e+00,3.544109817645015870e-01
8.035065549503656035e-01,2.079736010152682724e+00,1.632523802193364681e-01
1.488497381463545821e+01,7.317394546433960478e+00,3.165751558216300943e-01
1.582414138380947044e+01,9.197537002735129974e+00,2.637402486269997959e-01
1.930610269337779883e+01,8.731779048907124974e+00,2.976048800808314132e-01
8.120331313069411028e-01,8.030886246600110745e-01,2.883722859117495707e-01
1.627495200011056298e+01,3.577149898478269918e+00,5.104772335559983887e-01
