t,s,v,dv_dt
8.381676335267053135e-01,3.264456355375325636e+00,7.392220110040148562e+00,7.077754092235901240e+00
8.391678335667133171e-01,3.271853593826857587e+00,7.399296662232457855e+00,7.072520445213781315e+00
8.401680336067213206e-01,3.279257907672209260e+00,7.406367979028362747e+00,7.067285667961167306e+00
8.411682336467293242e-01,3.286669291664262360e+00,7.413434059321225789e+00,7.062049772404801473e+00
8.421684336867373277e-01,3.294087740555361243e+00,7.420494902015520644e+00,7.056812770458083861e+00
8.431686337267453313e-01,3.301513249097310698e+00,7.427550506026824095e+00,7.051574674021033218e+00
8.441688337667533348e-01,3.308945812041377277e+00,7.434600870281825813e+00,7.046335494980236369e+00
8.451690338067613384e-01,3.316385424138289739e+00,7.441645993718321250e+00,7.041095245208802922e+00
8.461692338467693419e-01,3.323832080138238165e+00,7.448685875285212532e+00,7.035853936566328848e+00
8.471694338867773455e-01,3.331285774790873511e+00,7.455720513942513783e+00,7.030611580898838753e+00
8.481696339267853491e-01,3.338746502845308939e+00,7.462749908661342246e+00,7.025368190038756566e+00
8.491698339667933526e-01,3.346214259050118933e+00,7.469774058423927166e+00,7.020123775804846922e+00
8.501700340068013562e-01,3.353689038153340185e+00,7.476792962223603567e+00,7.014878350002179630e+00
8.511702340468093597e-01,3.361170834902469817e+00,7.483806619064814925e+00,7.009631924422083493e+00
8.521704340868173633e-01,3.368659644044467161e+00,7.490815027963114048e+00,7.004384510842099232e+00
8.531706341268253668e-01,3.376155460325753310e+00,7.497818187945160417e+00,6.999136121025937740e+00
8.541708341668333704e-01,3.383658278492210236e+00,7.504816098048721074e+00,6.993886766723438342e+00
8.551710342068413739e-01,3.391168093289182117e+00,7.511808757322672392e+00,6.988636459670520829e+00
8.561712342468493775e-01,3.398684899461474895e+00,7.518796164826998307e+00,6.983385211589141051e+00
8.571714342868573810e-01,3.406208691753354501e+00,7.525778319632790314e+00,6.978133034187253614e+00
8.581716343268653846e-01,3.413739464908550847e+00,7.532755220822249242e+00,6.972879939158757701e+00
8.591718343668733882e-01,3.421277213670252948e+00,7.539726867488681705e+00,6.967625938183465983e+00
8.601720344068813917e-01,3.428821932781113357e+00,7.546693258736503651e+00,6.962371042927051334e+00
8.611722344468893953e-01,3.436373616983245061e+00,7.553654393681239476e+00,6.957115265041005969e+00
8.621724344868973988e-01,3.443932261018222807e+00,7.560610271449521136e+00,6.951858616162599702e+00
8.631726345269054024e-01,3.451497859627082665e+00,7.567560891179089033e+00,6.946601107914837314e+00
8.641728345669134059e-01,3.459070407550323356e+00,7.574506252018790242e+00,6.941342751906413255e+00
8.651730346069214095e-01,3.466649899527904033e+00,7.581446353128582061e+00,6.936083559731666348e+00
8.661732346469294130e-01,3.474236330299246056e+00,7.588381193679526682e+00,6.930823542970544260e+00
8.671734346869374166e-01,3.481829694603231662e+00,7.595310772853797410e+00,6.925562713188552877e+00
8.681736347269454201e-01,3.489429987178204851e+00,7.602235089844674221e+00,6.920301081936717225e+00
8.691738347669534237e-01,3.497037202761972274e+00,7.609154143856544650e+00,6.915038660751539723e+00
8.701740348069614273e-01,3.504651336091800129e+00,7.616067934104904680e+00,6.909775461154952225e+00
8.711742348469694308e-01,3.512272381904418150e+00,7.622976459816359629e+00,6.904511494654282266e+00
8.721744348869774344e-01,3.519900334936016506e+00,7.629879720228620599e+00,6.899246772742201550e+00
8.731746349269854379e-01,3.527535189922247127e+00,7.636777714590507138e+00,6.893981306896689532e+00
8.741748349669934415e-01,3.535176941598223710e+00,7.643670442161949019e+00,6.888715108580988122e+00
8.751750350070014450e-01,3.542825584698520824e+00,7.650557902213980910e+00,6.883448189243560833e+00
8.761752350470094486e-01,3.550481113957176138e+00,7.657440094028748589e+00,6.878180560318050141e+00
8.771754350870174521e-01,3.558143524107686861e+00,7.664317016899502732e+00,6.872912233223235745e+00
8.781756351270254557e-01,3.565812809883013301e+00,7.671188670130605125e+00,6.867643219362992824e+00
8.791758351670334592e-01,3.573488966015577084e+00,7.678055053037522448e+00,6.862373530126248511e+00
8.801760352070414628e-01,3.581171987237260712e+00,7.684916164946831607e+00,6.857103176886944595e+00
8.811762352470494664e-01,3.588861868279408451e+00,7.691772005196217066e+00,6.851832171003988670e+00
8.821764352870573589e-01,3.596558603872825888e+00,7.698622573134469960e+00,6.846560523821219491e+00
8.831766353270653624e-01,3.604262188747781703e+00,7.705467868121492536e+00,6.841288246667360795e+00
8.841768353670733660e-01,3.611972617634005012e+00,7.712307889528291938e+00,6.836015350855983996e+00
8.851770354070813696e-01,3.619689885260686246e+00,7.719142636736985530e+00,6.830741847685459334e+00
8.861772354470893731e-01,3.627413986356477160e+00,7.725972109140796462e+00,6.825467748438926563e+00
8.871774354870973767e-01,3.635144915649492159e+00,7.732796306144057219e+00,6.820193064384241666e+00
8.881776355271053802e-01,3.642882667867306523e+00,7.739615227162209621e+00,6.814917806773943099e+00
8.891778355671133838e-01,3.650627237736956854e+00,7.746428871621800383e+00,6.809641986845210937e+00
8.901780356071213873e-01,3.658378619984941960e+00,7.753237238960487332e+00,6.804365615819818913e+00
8.911782356471293909e-01,3.666136809337221969e+00,7.760040328627034079e+00,6.799088704904102443e+00
8.921784356871373944e-01,3.673901800519218330e+00,7.766838140081313568e+00,6.793811265288912438e+00
8.931786357271453980e-01,3.681673588255813812e+00,7.773630672794305418e+00,6.788533308149578005e+00
8.941788357671534015e-01,3.689452167271353833e+00,7.780417926248099469e+00,6.783254844645862036e+00
8.951790358071614051e-01,3.697237532289644246e+00,7.787199899935891345e+00,6.777975885921922128e+00
8.961792358471694087e-01,3.705029678033953111e+00,7.793976593361986005e+00,6.772696443106275055e+00
8.971794358871774122e-01,3.712828599227009807e+00,7.800748006041795968e+00,6.767416527311747032e+00
8.981796359271854158e-01,3.720634290591005033e+00,7.807514137501841311e+00,6.762136149635444404e+00
8.991798359671934193e-01,3.728446746847591697e+00,7.814274987279751450e+00,6.756855321158703021e+00
9.001800360072014229e-01,3.736265962717884026e+00,7.821030554924262468e+00,6.751574052947054483e+00
9.011802360472094264e-01,3.744091932922457122e+00,7.827780839995218898e+00,6.746292356050187067e+00
9.021804360872174300e-01,3.751924652181347852e+00,7.834525842063574608e+00,6.741010241501902200e+00
9.031806361272254335e-01,3.759764115214056179e+00,7.841265560711388360e+00,6.735727720320076273e+00
9.041808361672334371e-01,3.767610316739541609e+00,7.847999995531830919e+00,6.730444803506619778e+00
9.051810362072414406e-01,3.775463251476226301e+00,7.854729146129177053e+00,6.725161502047440898e+00
9.061812362472494442e-01,3.783322914141993287e+00,7.861453012118813533e+00,6.719877826912401986e+00
9.071814362872574478e-01,3.791189299454187811e+00,7.868171593127231134e+00,6.714593789055284923e+00
9.081816363272654513e-01,3.799062402129616878e+00,7.874884888792031745e+00,6.709309399413745822e+00
9.091818363672734549e-01,3.806942216884547925e+00,7.881592898761923927e+00,6.704024668909280393e+00
9.101820364072814584e-01,3.814828738434711042e+00,7.888295622696724685e+00,6.698739608447184857e+00
9.111822364472894620e-01,3.822721961495296750e+00,7.894993060267358587e+00,6.693454228916513316e+00
9.121824364872974655e-01,3.830621880780959110e+00,7.901685211155858646e+00,6.688168541190039562e+00
9.131826365273054691e-01,3.838528491005811283e+00,7.908372075055365436e+00,6.682882556124225104e+00
9.141828365673134726e-01,3.846441786883429526e+00,7.915053651670127977e+00,6.677596284559168538e+00
9.151830366073214762e-01,3.854361763126851415e+00,7.921729940715503737e+00,6.672309737318578016e+00
9.161832366473294798e-01,3.862288414448576290e+00,7.928400941917956857e+00,6.667022925209723283e+00
9.171834366873374833e-01,3.870221735560564369e+00,7.935066655015060810e+00,6.661735859023405482e+00
9.181836367273454869e-01,3.878161721174238075e+00,7.941727079755495744e+00,6.656448549533912740e+00
9.191838367673534904e-01,3.886108366000480263e+00,7.948382215899052028e+00,6.651161007498984645e+00
9.201840368073614940e-01,3.894061664749637330e+00,7.955032063216625815e+00,6.645873243659771390e+00
9.211842368473694975e-01,3.902021612131515216e+00,7.961676621490221706e+00,6.640585268740802682e+00
9.221844368873775011e-01,3.909988202855382955e+00,7.968315890512952748e+00,6.635297093449938899e+00
9.231846369273855046e-01,3.917961431629970015e+00,7.974949870089041326e+00,6.630008728478339108e+00
9.241848369673935082e-01,3.925941293163467627e+00,7.981578560033815606e+00,6.624720184500426434e+00
9.251850370074015117e-01,3.933927782163530118e+00,7.988201960173712202e+00,6.619431472173843645e+00
9.261852370474095153e-01,3.941920893337270471e+00,7.994820070346277063e+00,6.614142602139417626e+00
9.271854370874175189e-01,3.949920621391266096e+00,8.001432890400163700e+00,6.608853585021124744e+00
9.281856371274255224e-01,3.957926961031553947e+00,8.008040420195131404e+00,6.603564431426049097e+00
9.291858371674335260e-01,3.965939906963634076e+00,8.014642659602049690e+00,6.598275151944349659e+00
9.301860372074415295e-01,3.973959453892466520e+00,8.021239608502897411e+00,6.592985757149214976e+00
9.311862372474495331e-01,3.981985596522473969e+00,8.027831266790759202e+00,6.587696257596833860e+00
9.321864372874575366e-01,3.990018329557540877e+00,8.034417634369827255e+00,6.582406663826358084e+00
9.331866373274655402e-01,3.998057647701012129e+00,8.040998711155404877e+00,6.577116986359856199e+00
9.341868373674735437e-01,4.006103545655694376e+00,8.047574497073899380e+00,6.571827235702288661e+00
9.351870374074815473e-01,4.014156018123857805e+00,8.054144992062827413e+00,6.566537422341463426e+00
9.361872374474895508e-01,4.022215059807231263e+00,8.060710196070816735e+00,6.561247556747998644e+00
9.371874374874975544e-01,4.030280665407007135e+00,8.067270109057597338e+00,6.555957649375291574e+00
9.381876375275055580e-01,4.038352829623838680e+00,8.073824730994013876e+00,6.550667710659472398e+00
9.391878375675134505e-01,4.046431547157840036e+00,8.080374061862015012e+00,6.545377751019378465e+00
9.401880376075214540e-01,4.054516812708588880e+00,8.086918101654656965e+00,6.540087780856511657e+00
9.411882376475294576e-01,4.062608620975122875e+00,8.093456850376105294e+00,6.534797810555005526e+00
9.421884376875374612e-01,4.070706966655940562e+00,8.099990308041633114e+00,6.529507850481580888e+00
9.431886377275454647e-01,4.078811844449004909e+00,8.106518474677622876e+00,6.524217910985520064e+00
9.441888377675534683e-01,4.086923249051736207e+00,8.113041350321564593e+00,6.518928002398622468e+00
9.451890378075614718e-01,4.095041175161020952e+00,8.119558935022054058e+00,6.513638135035176191e+00
9.461892378475694754e-01,4.103165617473203852e+00,8.126071228838796401e+00,6.508348319191917142e+00
9.471894378875774789e-01,4.111296570684092266e+00,8.132578231842607863e+00,6.503058565147988190e+00
9.481896379275854825e-01,4.119434029488954430e+00,8.139079944115406917e+00,6.497768883164917852e+00
9.491898379675934860e-01,4.127577988582522117e+00,8.145576365750224923e+00,6.492479283486567887e+00
9.501900380076014896e-01,4.135728442658987092e+00,8.152067496851199024e+00,6.487189776339111980e+00
9.511902380476094931e-01,4.143885386412001992e+00,8.158553337533573924e+00,6.481900371930988669e+00
9.521904380876174967e-01,4.152048814534683885e+00,8.165033887923703659e+00,6.476611080452876479e+00
9.531906381276255003e-01,4.160218721719607160e+00,8.171509148159049829e+00,6.471321912077648619e+00
9.541908381676335038e-01,4.168395102658810636e+00,8.177979118388183366e+00,6.466032876960341902e+00
9.551910382076415074e-01,4.176577952043795783e+00,8.184443798770780987e+00,6.460743985238125653e+00
9.561912382476495109e-01,4.184767264565522282e+00,8.190903189477626967e+00,6.455455247030261745e+00
9.571914382876575145e-01,4.192963034914413356e+00,8.197357290690616693e+00,6.450166672438069959e+00
9.581916383276655180e-01,4.201165257780353990e+00,8.203806102602751338e+00,6.444878271544892456e+00
9.591918383676735216e-01,4.209373927872763765e+00,8.210249625386826011e+00,6.439590054441774569e+00
9.601920384076815251e-01,4.217589040101279885e+00,8.216687858918241716e+00,6.434302031455278126e+00
9.611922384476895287e-01,4.225810589226590253e+00,8.223120803324244221e+00,6.429014212696802844e+00
9.621924384876975322e-01,4.234038569952032205e+00,8.229548458832665503e+00,6.423726608186244746e+00
9.631926385277055358e-01,4.242272976981593224e+00,8.235970825680453800e+00,6.418439227927021484e+00
9.641928385677135394e-01,4.250513805019912716e+00,8.242387904113670061e+00,6.413152081906034141e+00
9.651930386077215429e-01,4.258761048772280233e+00,8.248799694387493275e+00,6.407865180093640589e+00
9.661932386477295465e-01,4.267014702944634585e+00,8.255206196766215143e+00,6.402578532443634174e+00
9.671934386877375500e-01,4.275274762243566506e+00,8.261607411523240074e+00,6.397292148893214403e+00
9.681936387277455536e-01,4.283541221376317765e+00,8.268003338941090519e+00,6.392006039362948755e+00
9.691938387677535571e-01,4.291814075050778499e+00,8.274393979311399860e+00,6.386720213756763798e+00
9.701940388077615607e-01,4.300093317975491658e+00,8.280779332934917747e+00,6.381434681961897226e+00
9.711942388477695642e-01,4.308378944859649451e+00,8.287159400121508313e+00,6.376149453848886317e+00
9.721944388877775678e-01,4.316670950413094232e+00,8.293534181190151955e+00,6.370864539271529736e+00
9.731946389277855713e-01,4.324969329346321167e+00,8.299903676468940006e+00,6.365579948066869775e+00
9.741948389677935749e-01,4.333274076370473793e+00,8.306267886295080061e+00,6.360295690055153273e+00
9.751950390078015785e-01,4.341585186197345791e+00,8.312626811014894201e+00,6.355011775039818289e+00
9.761952390478095820e-01,4.349902653539384545e+00,8.318980450983820774e+00,6.349728212807452365e+00
9.771954390878175856e-01,4.358226473109684029e+00,8.325328806566410833e+00,6.344445013127775646e+00
9.781956391278255891e-01,4.366556639621991920e+00,8.331671878136328147e+00,6.339162185753613343e+00
9.791958391678335927e-01,4.374893147790704262e+00,8.338009666076352744e+00,6.333879740420865545e+00
9.801960392078415962e-01,4.383235992330869024e+00,8.344342170778382695e+00,6.328597686848475234e+00
9.811962392478495998e-01,4.391585167958184321e+00,8.350669392643423450e+00,6.323316034738415858e+00
9.821964392878576033e-01,4.399940669388998415e+00,8.356991332081602053e+00,6.318034793775648694e+00
9.831966393278656069e-01,4.408302491340311491e+00,8.363307989512154705e+00,6.312753973628108639e+00
9.841968393678736104e-01,4.416670628529772102e+00,8.369619365363435648e+00,6.307473583946668683e+00
9.851970394078816140e-01,4.425045075675680728e+00,8.375925460072911832e+00,6.302193634365119479e+00
9.861972394478896176e-01,4.433425827496988880e+00,8.382226274087164697e+00,6.296914134500140037e+00
9.871974394878976211e-01,4.441812878713296442e+00,8.388521807861890167e+00,6.291635093951274627e+00
9.881976395279056247e-01,4.450206224044857883e+00,8.394812061861900432e+00,6.286356522300897254e+00
9.891978395679136282e-01,4.458605858212573381e+00,8.401097036561120390e+00,6.281078429114199224e+00
9.901980396079216318e-01,4.467011775937995921e+00,8.407376732442589429e+00,6.275800823939148287e+00
9.911982396479296353e-01,4.475423971943331303e+00,8.413651149998463197e+00,6.270523716306477979e+00
9.921984396879376389e-01,4.483842440951431030e+00,8.419920289730010055e+00,6.265247115729644989e+00
