A,Z,beta2,B_per_A,B_per_A_noisy
7.845472672972280748e+01,6.510122952689518172e+01,1.575361186759933751e-01,nan,nan
6.736058236629807539e+01,4.574892103473817428e+01,2.837394073612239942e-01,nan,nan
1.831732284575262213e+02,1.904611152881577851e+01,2.859667594443915939e-01,nan,nan
2.308343514450207010e+02,2.580315236972532134e+01,1.160870643178662787e-01,nan,nan
6.747919231556778641e+01,4.185700379848677244e+01,6.689526135704003396e-02,nan,nan
1.431813723129352809e+02,2.900882386011907954e+01,2.868253506347723802e-01,nan,nan
1.379051708071370967e+02,9.771130157626706136e+01,1.998915295398464853e-01,nan,nan
9.967704204050424721e+01,2.735653172914176778e+01,2.250351008372106568e-02,nan,nan
1.840532642287309670e+02,1.156797198857984732e+01,1.165098755342871134e-01,nan,nan
4.551566187938777830e+01,2.238631672893565394e+01,1.466488196287108470e-01,nan,nan
9.927806453749265359e+01,1.083464697390660980e+01,1.308945498546008890e-01,nan,nan
1.125590592046990821e+02,1.064158413298699202e+01,1.093277312763695115e-02,nan,nan
2.294719505657421337e+02,1.967100655578964563e+01,5.552102264169110624e-02,nan,nan
1.692840490450950597e+02,8.001914007526862349e+01,1.030136559121813955e-01,nan,nan
1.752547888116305899e+02,7.153917018046291787e+01,2.631386283418452043e-02,nan,nan
2.399532161670919663e+02,1.491631609103587408e+01,1.329713496818241969e-01,nan,nan
6.679842992663618872e+01,5.526166640284892395e+01,1.090061902904491259e-01,nan,nan
1.511899656585388243e+02,5.908183858506232866e+01,5.901657793050685274e-03,nan,nan
4.011621985077429997e+01,8.475984869478367045e+01,2.409220237195179581e-01,nan,nan
5.239925501153063436e+01,5.850641445508257732e+01,8.076579027154875967e-02,nan,nan
1.719326363781367490e+02,9.663603633580325436e+01,2.551877151789376241e-01,nan,nan
2.010202877996521806e+02,9.467028614465137082e+01,4.084185613829722367e-02,nan,nan
1.584186600696687037e+02,6.950027107250804193e+01,1.089864069862972878e-01,nan,nan
1.458713683818671143e+02,7.562825960446532747e+01,2.601524957935770765e-01,nan,nan
1.931012826902708355e+02,7.806272926003769896e+01,8.575808949961581662e-02,nan,nan
2.301971823379860780e+02,9.870812882629982710e+01,1.053933908668763381e-01,nan,nan
2.233169668084890986e+02,6.132912593859816752e+01,1.128359841136717806e-01,nan,nan
1.971660495297670650e+02,2.331521893208904928e+01,1.260932205688239903e-02,nan,nan
1.127944106073690449e+02,4.602340240071413291e+01,9.687095753039077009e-03,nan,nan
1.876588177926625747e+02,6.181295438496130146e+01,2.534925976728156227e-01,nan,nan
6.837843795939645020e+01,3.522102046049265311e+01,2.998283344075685086e-01,nan,nan
2.185069039071283612e+02,2.819939529846505977e+01,8.186378434400649884e-02,nan,nan
7.866048413174183906e+01,7.503192957203809499e+01,2.821325185746014208e-01,nan,nan
2.356061753055745953e+02,9.345900843143071768e+01,1.327078364140208688e-01,nan,nan
8.357704911158685945e+01,6.499963566094993439e+01,2.330446901381695302e-01,nan,nan
7.515465399279516134e+01,4.348314824499203013e+01,8.535643449407151473e-02,nan,nan
9.133734701659506072e+01,9.753853636865112264e+01,1.658066291532475922e-01,nan,nan
1.246717845111093084e+02,7.311915602796229052e+01,1.140471198999236241e-01,nan,nan
6.084494413741428787e+01,9.789717227192696214e+01,3.318349083552598472e-02,nan,nan
7.507399501500414374e+01,9.456062916279367414e+01,1.196164938726148874e-01,nan,nan
2.140689913180341080e+02,5.048676684085834410e+01,2.113852707125340458e-01,nan,nan
2.246156387208490912e+02,6.211588688450805051e+01,8.010544540332582841e-02,nan,nan
5.080509370518630163e+01,4.464057184929076527e+01,1.840716250871782533e-01,nan,nan
1.148626747194283837e+02,5.539037020774652120e+01,2.286190058241212020e-01,nan,nan
1.100455955133663508e+02,6.485782589852965430e+01,9.982630819103262276e-02,nan,nan
2.015367619735576739e+02,3.528841036228054406e+01,2.241007402027437589e-01,nan,nan
1.639327246315466766e+02,4.728213907993583121e+01,3.884327609351745196e-03,nan,nan
1.074013353433076645e+02,8.428817376186654542e+01,2.476434748526471497e-01,nan,nan
1.926678576254912514e+02,7.494266216888757981e+01,7.383904995949885225e-03,nan,nan
1.515538214987103061e+02,2.235363000227547303e+01,2.078913518320752926e-02,nan,nan
6.289688555918014146e+01,1.916940891226044386e+01,1.395149832209514607e-01,nan,nan
1.935487069559382292e+02,8.442400056243408812e+01,1.113100481094812660e-01,nan,nan
1.203028036920325974e+02,4.011092731424442093e+01,2.709914235190541421e-01,nan,nan
2.146769120506167212e+02,9.345390904068483451e+01,1.921891539841497354e-01,nan,nan
1.650112266238460563e+02,3.692169335723595225e+01,1.799154094174391372e-01,nan,nan
4.985672799447903003e+01,1.804462743826596238e+01,5.492063415454258996e-02,nan,nan
1.854953560252696150e+02,9.059060274836556914e+01,8.977998136576655075e-02,nan,nan
1.461900886396574606e+02,4.620917668614127649e+01,2.230991198833460198e-01,nan,nan
1.373137986234567904e+02,6.517753370968654281e+01,4.768380912272211780e-02,nan,nan
1.100212122660499716e+02,3.748509598661306086e+01,2.078735215847948015e-01,nan,nan
1.644874148267641658e+02,6.525728789069381719e+01,1.290084356472946947e-01,nan,nan
3.017691256246139631e+01,7.489266522672323845e+01,5.526701073039275852e-02,nan,nan
1.288587179948668791e+02,9.794932357215043339e+01,2.759315108953337425e-01,nan,nan
2.255535050146126252e+02,1.293051445974960423e+01,5.450504609639339471e-02,nan,nan
6.189023873673326648e+01,9.488986144397505029e+01,5.140066864482247672e-02,nan,nan
4.669100023149822221e+01,5.919197554926591209e+01,2.677051399533142972e-01,nan,nan
1.079565571722526727e+02,2.170817350455947903e+01,2.267446926852557110e-01,nan,nan
1.323703389955416014e+02,9.692978657899703876e+01,2.437283208841685145e-01,nan,nan
1.003417869447246744e+02,7.990280855063583942e+01,3.838083235715913227e-02,nan,nan
1.244027906227349973e+02,2.641482554501611446e+01,4.615725327333163042e-02,nan,nan
1.671256605171823537e+02,7.218636984756135178e+01,7.057703257156518195e-02,nan,nan
1.935823993559513667e+02,8.856937603287417460e+01,2.010738870833538583e-01,nan,nan
2.755649306218581884e+01,4.425852464801786823e+01,1.692251338406982053e-01,nan,nan
1.015035359546904914e+02,1.283225607938645396e+01,1.574327507259984105e-01,nan,nan
1.547077251862285152e+02,1.116376193745838918e+01,8.324488509692640203e-02,nan,nan
2.068510794456922852e+01,1.092116814722027307e+01,9.050170160932309582e-02,nan,nan
2.286199232204239138e+02,9.725369362989754052e+01,6.168969578922009478e-02,nan,nan
1.595438987723449600e+02,5.560280477373389374e+01,2.865132568643202204e-01,nan,nan
1.246408230568975455e+02,1.053570915312809575e+01,9.578392461988112505e-02,nan,nan
1.164224036254186956e+02,1.194122284759700392e+01,1.365347647651244389e-01,nan,nan
4.898572075452277375e+01,6.600810390220215140e+01,2.644641447512108192e-03,nan,nan
3.084112069111239052e+01,7.930720336648418822e+01,1.760106672897967517e-01,nan,nan
1.685365424535982868e+02,8.884343295251066763e+01,1.406273729802676176e-02,nan,nan
2.229728952455413946e+02,1.946259544462703417e+01,2.503259236482538452e-01,nan,nan
1.934905444206697780e+02,5.298481434616551411e+01,1.612280558559703869e-01,nan,nan
2.080577102242742882e+01,3.285186460748789727e+01,5.202283841903260903e-02,nan,nan
2.472893995547565638e+01,9.139545602496606591e+01,2.478984195984583819e-02,nan,nan
1.308355035723514277e+02,9.033291338475508780e+01,1.959730435836899987e-01,nan,nan
1.444111641377348860e+02,2.295005463079585439e+01,1.899276468756065928e-01,nan,nan
1.518215944666202404e+02,9.950248532250114408e+01,9.109596082874449677e-03,nan,nan
2.122295608994509735e+02,5.656090482273514652e+01,9.669448040383667176e-02,nan,nan
2.171219365406036843e+02,8.998987759017772703e+01,1.198217696604419735e-01,nan,nan
2.376019525199907036e+02,2.073564823803365442e+01,1.004891260206253190e-01,nan,nan
9.073452705233057713e+01,3.301282955027913601e+01,9.681643539286532985e-02,nan,nan
1.209538278668281066e+02,2.007438606213627708e+01,2.953244297972046177e-03,nan,nan
2.385729660981943994e+02,4.462981839000325124e+01,1.977466008738253400e-01,nan,nan
1.728812661162996278e+02,6.511594958777777720e+01,2.486415637216821961e-01,nan,nan
2.886542096507916355e+01,3.897792090648223962e+01,1.355864045833822182e-02,nan,nan
2.197395567733959467e+02,3.256535042345122122e+01,2.167427427199736800e-01,nan,nan
1.541346930184733424e+02,8.037403187727176146e+01,1.475926834174776381e-01,nan,nan
5.939154439592566348e+01,7.836811096426987433e+01,2.167829860769072969e-01,nan,nan
9.389130825829218452e+01,6.959044298162294240e+01,2.692348532612209855e-01,nan,nan
1.453956814323291837e+02,6.735644511982604854e+01,2.482276762999702235e-01,nan,nan
1.622196834818009563e+02,9.749786114422920491e+01,2.253244126145327320e-01,nan,nan
1.080031784854280090e+02,9.604967982790068959e+01,1.318139712826136012e-01,nan,nan
1.827364374919478109e+02,6.932219917109136986e+01,1.098071465372275901e-01,nan,nan
1.353531417623771063e+02,4.011176668415032509e+01,2.140676630397161384e-01,nan,nan
2.343457485863837633e+02,5.030802615611143835e+01,2.269962695099108363e-01,nan,nan
2.071831181230627408e+02,6.991960579491346550e+01,7.377977680703624863e-02,nan,nan
4.962162569811043511e+01,8.302675994070560250e+01,1.199949129476808457e-01,nan,nan
3.909164287631725188e+01,4.281735777087782679e+01,2.239502831652217252e-01,nan,nan
2.071906288393169859e+02,7.314328583791697724e+01,1.649797073544181647e-01,nan,nan
1.521316706305311186e+02,7.421430159689208494e+01,2.050169972708717481e-01,nan,nan
2.346740788871358347e+02,5.692132399323080705e+01,1.442229867511802752e-02,nan,nan
1.136269905996266658e+02,6.431173457623788181e+01,2.574875413698624049e-02,nan,nan
5.616283562517330097e+01,9.527844471411067673e+01,2.653054242700247367e-01,nan,nan
2.428538958806128534e+01,3.034073757296231832e+01,1.050840816836025177e-01,nan,nan
1.881629776631090181e+02,8.741841122998758351e+01,2.234542391897479177e-02,nan,nan
3.470801617819160612e+01,7.905997571583323236e+01,2.160574094386854410e-02,nan,nan
1.602343062009877031e+02,2.016010945723308012e+01,1.663396003346606644e-01,nan,nan
1.422337589715730246e+02,3.137793182284767823e+01,4.907589317359071363e-02,nan,nan
1.816633037700320870e+02,3.055504155456335980e+01,6.273480772165940245e-02,nan,nan
2.274316429124497745e+02,5.564692730832919665e+01,1.603333242472418929e-01,nan,nan
6.898081384605330868e+01,3.987685608380407132e+01,3.018172183233181968e-02,nan,nan
1.241033167638927921e+02,5.861313570715081767e+01,5.256636845595715618e-02,nan,nan
1.843499033953989965e+02,5.910982640419208423e+01,2.091629094481961826e-01,nan,nan
6.132822976455912567e+01,9.914867134879865773e+01,5.004257641132802900e-03,nan,nan
3.661060366239262009e+01,5.405787138847536966e+01,1.775155077338647358e-01,nan,nan
4.691714899993927190e+01,9.144688985705928985e+01,2.539642931030743345e-01,nan,nan
2.246981088142979388e+02,9.545814657254445024e+01,6.083969044816272924e-03,nan,nan
1.928312454754049554e+02,8.694778080574724299e+01,1.001583238953944188e-01,nan,nan
6.089203056774046274e+01,8.211882705492655532e+01,7.403937709464550321e-02,nan,nan
1.955929948326149059e+01,8.008480830438881526e+01,1.195313270669527139e-01,nan,nan
1.588714586147460182e+02,4.397335066371059042e+01,1.613390483541256998e-02,nan,nan
8.810714114033211786e+01,7.778903548382032795e+01,3.628310122414864919e-02,nan,nan
6.706183347609029965e+01,8.470657539897197807e+01,2.240766483226707961e-01,nan,nan
6.070046275381298528e+01,4.918440395912755747e+01,8.070140042580145612e-02,nan,nan
1.217784814420117385e+02,7.271881887824365265e+01,2.836412770414014073e-01,nan,nan
9.266432569384505769e+01,2.958289445030376896e+01,2.282782177007568747e-01,nan,nan
2.266086733832413245e+02,2.088015392186697028e+01,9.951392951984480706e-02,nan,nan
1.427587949364657902e+02,9.639890805784952477e+01,8.866790940838373269e-02,nan,nan
2.176282564123251575e+02,5.935624538812009376e+01,2.427265786077858478e-01,nan,nan
2.231190610192626878e+02,8.373386255113723564e+01,2.445675534692825018e-02,nan,nan
2.176296777722864135e+02,9.555569913803789461e+01,1.313078103155015108e-01,nan,nan
1.276293898784362426e+02,7.168108483235593553e+01,1.924213308829356150e-01,nan,nan
1.466568624909869811e+02,7.863376684242271608e+01,2.497679348745385774e-01,nan,nan
1.356739939861084849e+02,3.111139319268217918e+01,2.682882580703311315e-01,nan,nan
2.053901968516164089e+01,7.497375269680325971e+01,1.251035256958042408e-01,nan,nan
2.279958529225726522e+02,8.893277174476438063e+01,2.709058955984839923e-01,nan,nan
4.984423909502731220e+01,2.968839793250356252e+01,2.396709782866294491e-01,nan,nan
1.399741239712222125e+02,1.929398605415585166e+01,2.792044727896815237e-01,nan,nan
1.689131199206996996e+02,7.943930304275568233e+01,1.966439194471009955e-01,nan,nan
1.921325693483072143e+02,9.871595342199679379e+00,1.682751105191193364e-01,nan,nan
1.374579922328293549e+02,2.007860308962237994e+01,8.724068330378453515e-03,nan,nan
1.591608369027512992e+02,4.024605719254846292e+01,1.340287959835934906e-01,nan,nan
2.012724965278356990e+02,2.654289092126221306e+01,2.180678135498062276e-01,nan,nan
1.601503519365538466e+02,9.553346038992407330e+01,2.266907581013238304e-01,nan,nan
1.653725666806232653e+02,5.715134088070838914e+01,2.275720351462206525e-01,nan,nan
2.073076605552994067e+02,3.379911182788202950e+01,2.458904532189172820e-01,nan,nan
3.244421338907932295e+01,1.001533431094966708e+01,1.627848786338514930e-01,nan,nan
1.321487153812514066e+02,5.873172568993754084e+01,2.690979650774505405e-01,nan,nan
2.194765332251818180e+01,5.765199934960332229e+01,2.133803677051599734e-01,nan,nan
4.991050238086100421e+01,4.043318530333894500e+01,2.362152284200379759e-01,nan,nan
2.238543678459898700e+01,5.549768887724780342e+01,2.139606405829263813e-01,nan,nan
2.100380952200068805e+02,5.567639490678633507e+01,1.312218746122429391e-01,nan,nan
8.986136083261354202e+01,2.648791862027068333e+01,2.266220628904645484e-01,nan,nan
1.327333904455771005e+02,8.976104037075101871e+01,1.540477129058310246e-01,nan,nan
1.923457781095562780e+02,4.868728154090785409e+01,2.166215997730579212e-01,nan,nan
1.703128887439518451e+02,4.250567623589802224e+01,2.685098033832520326e-01,nan,nan
2.234944615510161441e+02,2.332413142595500943e+01,1.700897333329154382e-01,nan,nan
1.257160262739500922e+02,2.980267966088467801e+01,1.218384432377768722e-01,nan,nan
1.733460705677042597e+02,6.734399169186077927e+01,1.652460402767211012e-01,nan,nan
2.103770458315849226e+02,3.519538328045789655e+01,5.609599228090456080e-02,nan,nan
4.001213316063481784e+01,2.654714607982057828e+01,1.698005986122451405e-01,nan,nan
1.212475555879376685e+02,5.532113571628722326e+01,1.384559593285991652e-01,nan,nan
3.571071388260800461e+01,7.661583149555816874e+01,8.206004226603010043e-02,nan,nan
1.407600171180728807e+02,3.088548759658173637e+01,1.460920271737853326e-02,nan,nan
8.619114960113694224e+01,3.907101118622319547e+01,5.274673954312076446e-02,nan,nan
2.042716131860440498e+02,8.016123813366412776e+00,4.046588192830269382e-03,nan,nan
1.209173147686365724e+02,5.234738385185921317e+01,1.470994665191674711e-01,nan,nan
5.248854735405377170e+01,8.942201999973069348e+01,2.021511327540828351e-01,nan,nan
2.116369262729357672e+02,9.142549013838909389e+01,1.275332387210355856e-01,nan,nan
1.113938712582364872e+02,8.121234192697353649e+01,9.852523363545512280e-02,nan,nan
2.041531824998785893e+01,2.696830683684990504e+01,1.106491918184213108e-01,nan,nan
7.618630432349016246e+01,3.871932427726409998e+01,2.434790389636375396e-01,nan,nan
1.018142704854403178e+02,1.558128515297477534e+01,1.690662773592533363e-01,nan,nan
2.187872784460019560e+01,5.865384416109626642e+01,1.802590105216186622e-01,nan,nan
4.738498388290321373e+01,6.925363570020718385e+01,4.473352451651031042e-02,nan,nan
8.241798660837243062e+01,2.887419939268185587e+01,4.017991661378440132e-02,nan,nan
9.161865811548419458e+01,9.196558403815110694e+01,1.870083339602796879e-01,nan,nan
1.140178000304492656e+02,5.953924339409451960e+01,2.097009437000519824e-02,nan,nan
8.266639042714110985e+01,3.145372402293553904e+01,2.815129391167359163e-01,nan,nan
8.782968604434645954e+01,3.734701668735947067e+01,6.723743462515026359e-02,nan,nan
1.195056455607228116e+02,7.006592322565603581e+01,4.541302987578719336e-02,nan,nan
9.483293517350442414e+01,4.275721946119343642e+01,1.440494712450499613e-02,nan,nan
1.839520522997275975e+02,2.352225243817647282e+01,2.865877363936009115e-01,nan,nan
1.909598625411387616e+02,5.137029200940692419e+01,1.752779376615924700e-01,nan,nan
1.995717590174071532e+01,2.744818472412486798e+01,2.602552947404775385e-01,nan,nan
5.230865546847182657e+01,7.081183641650801519e+01,4.923400933410882092e-03,nan,nan
3.880748823200391229e+01,4.706925645290254323e+01,2.308111867775380910e-01,nan,nan
9.504258894752069864e+01,3.229601914207580649e+01,1.833089742732422200e-01,nan,nan
9.580236395439993657e+01,2.210194420670067572e+01,1.690848725444967504e-01,nan,nan
1.838416533799045567e+02,1.897637680597279086e+01,1.945573789236423184e-02,nan,nan
1.794125081510492521e+02,2.054445230374268405e+01,2.846556564814495260e-01,nan,nan
2.136609000937518772e+02,4.209070769227436415e+01,2.215727400398966734e-02,nan,nan
1.689915565492091503e+02,4.366879354718781769e+01,3.008707920012538770e-02,nan,nan
1.493996474274005664e+02,7.971714775507743411e+01,1.871163484077444372e-01,nan,nan
2.387306371337800783e+02,3.906373447071850080e+01,2.610855665128897218e-01,nan,nan
1.598005441753892342e+02,1.046119715882087142e+01,1.341377091310914371e-01,nan,nan
1.032416738382896568e+02,3.446156288601586937e+01,5.827092930561410256e-02,nan,nan
8.426784049230653295e+01,1.424632652895473939e+01,4.715722924894017593e-02,nan,nan
