N,E,G,L,L_noisy
3.537524808242550733e+01,1.476904410403459700e+01,3.126744066982244519e+01,2.764513863778397695e+00,2.754997707355952397e+00
1.365246442225605961e+01,1.544779282692002482e+02,1.717171523337894001e+01,2.857123901968835700e+00,2.877466624636417336e+00
4.007084138299925602e-01,2.679804371298461518e+01,6.523135376017789255e+00,5.647862269193662854e+00,5.604370090361753043e+00
7.856961361779762676e+00,3.641102432083899743e+01,2.977324425601320002e+01,2.942223487741713939e+00,2.937411314292826425e+00
2.877905627262029498e+01,9.684846231399996341e+00,1.206028543069879388e+00,3.422166030258591007e+00,3.379739063161940393e+00
6.289427255392425309e+01,1.010737237578040464e+02,1.438779966096695340e+01,2.744023570456358030e+00,2.747684522667916074e+00
3.066509334961641242e-01,5.557507967451025621e+01,2.268026445186938744e+00,4.233512749748356896e+00,4.218562961930190980e+00
2.924459295602295228e+01,2.748604453601059205e+01,1.122719051170826932e+00,3.465216235160323066e+00,3.423502481798469610e+00
2.125921692900792337e+01,3.583016592521696708e+01,8.966741979832335119e+00,2.983356919962525389e+00,2.985370963761194041e+00
5.384742275413569867e-01,1.869337583028866732e+02,2.239985338142523119e+01,1.100047281365499430e+01,1.103682092072604171e+01
7.651458587010411261e-01,1.578684909264382519e+01,1.697329402544227150e+00,4.020251042992127211e+00,4.022428873659170456e+00
7.434505665661924922e+01,3.804171662276294796e+01,3.620143718049365411e+00,2.984059336820712005e+00,3.007295166496358974e+00
1.219124822188028867e+00,4.961356530881852933e+01,1.436062355950179281e+01,3.426029669407306244e+00,3.424599581363928280e+00
7.360855898550198173e-01,1.552301401357902080e+02,5.273669528446976784e+00,3.676377900714352442e+00,3.633226084151110591e+00
1.445550797424665568e+01,2.020364519801401855e+02,7.572378276219582816e+00,2.986914508150076308e+00,2.996724177962556634e+00
2.504482672796053411e-01,1.960603791868544832e+01,1.044276055683366877e+01,3.125464778004564792e+00,3.117099191868320407e+00
2.815191547424804153e+00,1.054623427174357353e+01,4.553993821764784400e+00,3.525398694805994104e+00,3.496156996252536509e+00
1.186859686761944754e+00,1.473892415993931948e+01,2.806856206006528609e+01,3.484012367135896682e+00,3.499709100614359247e+00
4.285080932624576455e+00,9.763984566061356674e+00,9.946749097222134850e+00,3.305012445945386013e+00,3.310749597254462717e+00
6.452833087455990047e+00,2.876771001090979851e+01,4.240328669767551517e+00,3.311642535350601602e+00,3.301134342536238275e+00
8.323813896347607155e+00,1.845833191625212422e+01,2.709892987605500636e+01,2.994996274540743908e+00,3.012357663048785827e+00
1.982426865555473761e+00,8.004391212578982007e+00,1.254936528072134294e+00,3.905770973265364709e+00,3.888329533909503866e+00
4.579280284624738329e+01,1.555200013130645118e+02,1.656201652569814442e+01,2.737871025154822391e+00,2.750739671929624208e+00
3.213869788208418043e+01,1.672140292825112624e+02,1.220254074914666642e+00,3.408140736127041936e+00,3.389331526742175971e+00
6.310639277529908497e+01,1.339467558944964942e+01,1.019883362801079940e+00,3.411836711964414626e+00,3.422515807198536208e+00
2.176290793658890887e+00,1.946630444763265544e+01,2.060539404654484930e+00,3.710349986004581879e+00,3.688335027113595288e+00
1.549736077468669571e+01,2.395174958491064103e+02,1.123864487890976926e+00,3.519172558991598088e+00,3.548956323052020245e+00
1.959238743873370270e+00,1.185780891823120271e+02,1.339926813575391895e+00,3.721411158819003084e+00,3.726497308819320953e+00
6.860381444169424414e-01,5.030606843215099389e+01,2.189540744040153530e+00,3.908362244310274125e+00,3.937019746630136208e+00
9.029409330431336755e+00,2.546371516955046843e+01,3.690146278056040785e+00,3.287932093155085056e+00,3.271483173604687877e+00
6.885912067986787122e+01,5.452582953452442638e+01,1.945060068373637563e+01,2.703702069172497335e+00,2.694180021713146633e+00
2.587757897773281002e+01,1.095842443582552335e+02,2.217939567550924096e+01,2.763776513290116199e+00,2.780569809260412306e+00
7.171422725648165519e-01,1.189135063710348383e+01,1.225529827989872089e+01,3.978645514351255574e+00,3.923771171385069145e+00
4.834118242977820112e-01,1.201389084190998524e+01,4.206727859634017186e+00,4.301725322319630784e+00,4.280389505226685820e+00
2.065077636424535967e+01,1.023068106660462817e+01,7.823245967176229776e+00,3.045893358969292919e+00,3.066556898014926258e+00
1.304323858223302857e+01,1.918342168711015461e+01,1.508679902583768673e+01,3.001379664701292249e+00,3.010681851179179525e+00
3.897671547139373871e+01,1.846851193591750189e+02,3.243952778923881120e+00,3.068542242821425958e+00,3.088117629669782094e+00
2.748430965206761223e-01,9.863026469998160906e+00,1.451413762407907626e+01,3.246427808055606157e+00,3.240232590313911754e+00
3.846251764207494972e+01,5.786607468552489308e+01,3.943737490158802039e+00,3.045094814167054409e+00,3.056374801799116803e+00
1.985529564001979885e+00,1.183746820777403457e+02,1.523234026295973598e+00,3.682890100367317565e+00,3.668273214962981310e+00
6.607488792736421201e-01,2.996221273224272608e+01,5.661235817247437296e+00,3.936388428405436457e+00,3.908949221052988587e+00
1.070863182980759110e+00,2.020627377066222152e+02,2.721208888129035586e+01,3.207655069087291366e+00,3.173759169612958786e+00
9.561184792414789513e+01,3.391133479464865275e+01,1.151270103901662267e+01,2.753967838958239156e+00,2.742933647537630470e+00
7.380679979362976439e+01,1.416092226684952209e+02,9.784312995649061762e+00,2.786178730818736682e+00,2.775199902370246718e+00
1.783356242968408278e-01,1.314743800756622605e+01,1.677785229414208601e+00,4.536290663354644259e+00,4.523703115402709862e+00
8.821966477030658282e-01,9.422511553752876523e+01,4.673562797911131383e+00,3.661206150793159253e+00,3.590230051373200393e+00
1.441242545335700953e+01,1.821175067425867056e+01,2.397899937490804323e+00,3.315364901172223711e+00,3.275392829171492881e+00
1.276366493568868721e-01,3.576582377079353137e+01,4.315458257793996388e+00,3.154023290711416294e+00,3.143370640927547033e+00
1.281654489980097456e-01,5.655360492383774584e+01,1.038968382902198329e+01,3.322338326442861423e+00,3.328078658994812589e+00
1.363549411484929752e-01,4.986406352372149087e+01,1.291217870249367961e+00,4.294098159625302280e+00,4.282522307124361660e+00
4.030273321833021782e+01,2.233763390410196052e+02,1.237952771161363685e+01,2.787396812741238072e+00,2.769858868734223822e+00
1.002760732664850218e+00,1.241278499543279707e+02,1.612619206816182782e+01,3.385572644646920981e+00,3.339403177983888416e+00
9.041063058428949750e-01,1.108190270160134894e+01,6.208259972677349303e+00,3.844525389164853202e+00,3.884955369944371739e+00
2.399006712558663779e+01,9.384320856019675716e+01,2.442003316589330009e+00,3.206105984334405967e+00,3.184083758745067438e+00
9.030231299408298939e-01,1.487986523478440049e+01,2.549912208369922606e+00,3.924136326528097740e+00,3.957804259282079684e+00
1.641695345121842564e+01,2.841590902250193196e+01,1.537263293186692259e+01,2.944946789412406396e+00,2.976160507752277251e+00
1.282396090049407134e+00,8.653661344650693366e+00,6.859316993777303750e+00,3.703241276338449239e+00,3.708719857656467944e+00
7.808326057045212876e-01,1.211600092748216895e+01,1.447336139115242837e+00,4.059167841032349067e+00,4.047715652931095143e+00
1.451040529011992097e+00,9.678678133389878724e+01,1.787157168793692819e+01,3.254257123199181478e+00,3.256901433822826597e+00
3.192359024733323891e-01,2.680765035079959446e+01,5.119071451271119955e+00,8.044841463928674941e+00,8.021780624447888641e+00
1.678933284232129453e-01,2.272203294266421096e+02,4.676867146469467329e+00,2.601718504215622119e+00,2.606933106749581786e+00
4.107753170384228980e+01,5.247872738426406869e+01,2.468885993479212715e+01,2.728731117711570064e+00,2.728790160668562059e+00
4.028557245289683664e+01,1.403899488041804773e+02,1.131715398560870334e+00,3.426352323567882774e+00,3.436991688926847921e+00
2.412481705136013677e+00,2.495504649178333807e+02,1.260710745616643003e+01,3.103894167453418174e+00,3.122902904426293702e+00
1.161792790599997360e+01,2.378114968753131961e+02,1.709940963222214005e+00,3.374684455077002543e+00,3.409341224825259253e+00
3.872120363942887877e+01,4.353692994047290910e+01,1.991220517382089028e+01,2.774719692404752358e+00,2.766953375714419128e+00
1.486517847068510534e+00,5.927399281796736119e+01,3.686828990109398685e+00,3.587615693189229127e+00,3.608483461544414794e+00
1.365937994132706912e+01,1.286535248099517403e+01,3.819107710673623757e+00,3.231790671646706414e+00,3.215957280034128285e+00
1.838121692236715532e+01,7.581906183133186516e+01,3.766662779973093400e+00,3.141534175359843140e+00,3.123642876409417735e+00
1.714840887924137802e-01,2.756377108320120684e+01,2.483042281088727155e+00,5.340845055429986665e+00,5.328483926723599495e+00
2.597085326478835721e-01,1.194282159531954761e+02,9.891224596911850853e+00,2.772660635157497389e+00,2.753021322041704355e+00
1.782337511496808347e+01,5.765180251960111946e+01,1.558086029547918194e+01,2.897067796314910293e+00,2.916673082681603635e+00
1.309021597874287934e+01,5.443486379795349706e+01,2.043009367379863406e+01,2.898157674821896457e+00,2.916622497591130792e+00
3.595857277818970688e-01,1.192593025837732057e+02,8.793507021311784300e+00,6.199799064108140190e-01,6.454261413516018120e-01
3.021313344422593161e+01,1.454906152971748554e+02,2.082190320835082176e+01,2.743582271945781415e+00,2.743076265360499200e+00
2.527571867693968954e+01,7.114300254739370644e+01,1.936928799909879473e+01,2.809462877314990781e+00,2.814950509236736398e+00
9.959340618145768875e-01,1.123787906282714033e+01,1.170440563880157647e+01,3.717723362006346122e+00,3.706154822034344765e+00
1.049170322280614354e+00,4.431886112384786713e+01,7.767535485019475772e+00,3.595556905523044300e+00,3.572537680566049367e+00
2.146426294705091053e-01,1.719757899278307320e+02,4.293728901333138559e+00,9.526293479683385357e-01,9.615697109789697050e-01
2.169948705777205777e+00,1.029425288802632252e+02,3.283072084373900079e+00,3.483002259080469010e+00,3.488369721306799676e+00
2.134439160188997819e-01,6.253335861942481699e+01,3.131288982443703972e+01,3.107331430960408980e+00,3.085191165659254331e+00
4.267970665339645642e+00,9.939382248480674420e+00,1.188576225816005305e+00,3.759772092812339039e+00,3.771478742145271124e+00
7.477388584317944620e+00,2.339743074393086317e+02,1.839858202026602640e+01,2.883550113978945006e+00,2.848715567126950621e+00
5.569592589840269170e+00,8.781695044774478376e+00,1.284733741165302146e+00,3.685728606103980454e+00,3.682148636421489929e+00
1.640384403949489978e-01,1.296144552532456018e+01,2.698214169304227195e+00,6.855811793925068898e+00,6.843205517182758157e+00
7.328436700802065218e+00,1.013575731607151553e+01,1.505789361329539444e+00,3.577156082105242163e+00,3.566570557780786466e+00
1.805696654744146201e+01,6.869973337986887429e+01,2.546668318857631341e+00,3.238186577325770976e+00,3.216517422221266909e+00
2.664155828221785871e-01,4.259133430113413965e+01,6.402466903704397083e+00,2.226957525406716876e+00,2.246007407235954823e+00
6.098603344537769644e+00,2.041953154836522231e+02,2.331103813897425159e+00,3.363597460311654963e+00,3.374916424552637295e+00
2.865275760078880296e+01,6.948316867963407617e+01,1.540059594512526164e+00,3.328031919338181766e+00,3.351700324674405262e+00
3.809415320987697973e-01,5.642123428430812737e+01,4.925017192998295101e+00,4.791656370781799623e+00,4.794266317754702911e+00
5.498506748184478710e+01,8.654295807866798640e+00,7.448721633296418787e+00,2.899939136992649935e+00,2.873978063908732228e+00
8.236491304004582048e+01,2.180961165581231285e+02,2.383026554887744553e+01,2.610738178260922027e+00,2.603158147902025821e+00
1.364374734430379021e+01,3.849424377608526271e+01,1.842263760515610915e+00,3.379824675733086981e+00,3.355994319625616118e+00
4.131495690378466179e+01,2.010124000669222255e+01,1.078982338372881600e+01,2.878778971039596346e+00,2.887714874339195159e+00
6.536543272721463405e-01,4.525447865070218967e+01,1.603097575997719515e+00,3.963563890920264399e+00,3.987538009501229386e+00
9.883372433232052501e+00,2.123063973236404252e+02,1.472001249473884599e+01,2.899672883939971690e+00,2.905994691771563332e+00
6.003890506478492739e+01,1.098242851321514593e+02,1.198686367064480951e+00,3.351483795115856701e+00,3.339233376838663503e+00
1.362031219377557167e-01,1.146795639701749714e+01,6.693531731131059814e+00,3.538671060249798828e+00,3.531004517800130582e+00
2.900504936618152385e+01,5.438151354274140203e+01,1.662482049091573089e+01,2.828738547173337281e+00,2.832547547226670126e+00
5.137708988194134019e-01,3.491623029960179281e+01,2.682289904221973220e+00,4.050872055046338183e+00,4.021664907175328985e+00
2.531275034523656231e+01,1.381914485791842218e+01,1.487831864635039469e+00,3.361702703111770330e+00,3.364394745976961421e+00
8.457823554522127196e+00,8.084128068964410829e+01,6.973944876023105977e+00,3.117567021179990849e+00,3.121236978730478118e+00
2.538831113148697938e+01,1.397387922406469762e+01,2.487323180893207919e+00,3.217231780780982042e+00,3.206026923267938145e+00
1.595823811166926509e+00,9.153311593640242450e+01,5.084518654158467932e+00,3.465916377230552570e+00,3.457235671889645090e+00
2.242064707841415760e+00,6.569243427377514877e+01,2.397519763027485951e+01,3.139317581209005503e+00,3.142394474070704824e+00
5.927778613086205439e+01,1.791318508833212064e+01,2.593969113200174093e+00,3.080525029482439336e+00,3.063759252537315625e+00
1.635690388925483407e-01,1.008353073993022875e+01,1.826918241746162863e+01,3.553612028913025966e+00,3.536802773033093317e+00
2.941725738868614659e-01,6.677788006444463065e+01,7.128965032969925453e+00,1.958217145705824391e+00,1.973416562993984158e+00
8.288906323858419967e+01,6.468799487432976036e+01,2.959872669303678094e+01,2.616117222831296552e+00,2.620184637222060964e+00
5.492295811727736066e+01,2.418007882586104884e+01,6.388197231944602095e+00,2.920008114426316137e+00,2.953181386442619960e+00
2.758062877165179949e-01,1.953896537391026200e+01,6.645578448736242372e+00,2.284202461011242136e+00,2.264042901032672361e+00
8.324873655206883427e+01,1.062585958592872686e+02,1.483317192215365621e+00,3.218838056087721888e+00,3.182818739114611883e+00
6.257002010950639681e-01,5.553052247463313762e+01,1.345406015523823129e+01,4.042500917766921553e+00,4.060876495450279400e+00
4.745922028066976139e+01,3.813068127692353215e+01,2.644871829728886325e+01,2.713628740556496943e+00,2.732311628932322822e+00
5.179951372202862814e+01,3.820696702841763681e+01,1.006430683764009348e+00,3.468500147909887588e+00,3.453256481388522925e+00
1.178249816877443706e-01,1.967042646677317634e+02,5.845977551497381519e+00,3.082391135958490125e+00,3.052533995700559721e+00
1.069387011345658001e-01,8.412308966567227486e+00,1.240802918526578980e+00,4.620222994786196580e+00,4.618779182962241769e+00
9.571600945115366077e-01,1.737250678717020094e+02,1.017760450727425603e+00,3.854823641570321868e+00,3.819265533786126987e+00
6.216349619886098310e+01,3.627733686839939509e+01,1.239930696615855643e+00,3.317165906107298223e+00,3.309786613174123371e+00
2.366088937583725027e+01,8.955039459216289188e+00,2.791772941449509204e+01,2.857881928594708132e+00,2.813663684594472691e+00
1.447281248876465254e+00,9.123712606428900074e+01,2.376309843541161371e+00,3.649658403771401716e+00,3.644299488500034379e+00
3.750010134864152178e+01,1.394000401033701131e+01,2.574425722553516760e+00,3.148113335002219237e+00,3.105086329598299777e+00
8.369229763690498869e-01,4.206968039603354015e+01,1.252845187048759001e+01,3.666605821439909985e+00,3.661229029411164237e+00
1.102179192189990387e+00,3.513370899228377198e+01,2.338013005484707030e+00,3.800326146041803188e+00,3.830016371252016771e+00
3.727648601823977947e-01,2.019148519160236219e+02,9.181863714800156728e+00,2.614111103221805621e-02,2.012720651690223794e-02
7.562289748127764710e+01,8.627937194300984913e+01,1.188334634248690058e+01,2.760574239590070533e+00,2.775279011227369530e+00
