M,r,m,v_orb
4.785200439409836140e+29,6.407732163672114164e+07,1.347392926137557518e+27,7.069692968440473778e+05
1.062910658347484773e+29,1.790136246077095345e+07,1.390317189166770181e+27,6.336203227024001535e+05
7.296896318510198760e+30,2.131475309388697892e+07,1.400902547299272569e+28,4.783688354334017262e+06
4.386122825292773172e+29,3.348662033839032426e+07,2.284843463883455400e+28,9.590131161481379531e+05
4.850168485397151563e+30,4.767174556485819072e+07,4.574482476777571758e+26,2.605783257757524494e+06
8.392081303282919699e+30,8.598775317087580264e+07,5.787590767827879919e+28,2.560819031036424451e+06
2.850388398052526494e+30,6.187655521995122544e+06,2.633882270191082612e+26,5.544670328689976595e+06
3.322643208960193336e+29,1.166722869774677232e+07,1.784014853964259977e+27,1.382391136276266305e+06
9.644749436456153704e+29,1.142905940982227400e+07,8.891516912879390707e+27,2.384133482812550850e+06
3.675393796983439274e+30,1.109175911437463388e+07,7.844183561319409515e+26,4.702593898590401746e+06
2.496274349200432544e+30,3.407616246375738084e+07,3.157429419882023196e+27,2.212450130727807060e+06
4.520051639585684749e+30,2.588636685646801069e+07,1.868976119824256217e+27,3.414142468658915255e+06
1.227858964833881065e+30,5.492690276606743783e+07,3.350736834259762095e+27,1.223100751325772842e+06
2.065404934651173832e+30,4.632699413178379089e+07,2.654196541676163701e+27,1.726029642300237203e+06
5.325893136365269623e+29,7.265983379471047223e+07,2.315929606612470203e+28,7.144699008844017517e+05
2.414418635399960069e+29,6.578220532631443441e+07,6.866204968956321926e+27,5.019196141485378030e+05
2.480164754951390093e+30,6.326744951388119161e+07,4.388393523251187724e+28,1.631710595012587029e+06
1.013362157337891662e+29,4.571921535925384611e+06,4.686523534400238383e+28,1.471364782192473300e+06
3.696254639009796028e+30,7.441107099620054476e+06,2.587182302210979173e+28,5.777081883173656650e+06
1.033871207645864788e+29,1.040202786138391495e+07,4.900023612105743053e+26,8.164352519262921996e+05
1.712386681175857446e+30,3.697463420076796319e+06,2.324174038998293686e+28,5.598808454917067662e+06
1.546064831445188493e+30,5.655517838760775328e+07,4.265977768523747364e+27,1.352581701615493279e+06
1.625641739623285166e+29,4.813880886591820978e+06,6.076958479084942344e+28,1.760171411137099378e+06
1.528989783760942656e+30,2.833492103438871726e+07,6.104246341795156189e+26,1.898069320666251937e+06
3.278642970664920342e+30,8.057896550538607873e+06,1.251022662411714764e+28,5.220451054858104326e+06
1.180276924725505202e+30,4.064956984914829489e+06,7.213196212281380804e+26,4.404702098720277660e+06
2.215751751272134366e+30,5.599878760975247622e+07,1.928720292204846197e+28,1.632066330262691015e+06
2.614227780312846881e+30,2.858944100468259305e+07,3.832386051160684528e+26,2.470447787419149652e+06
2.581188757046061693e+29,5.759885701681352220e+06,1.873942833548069696e+27,1.736017751536681084e+06
7.132356011110149019e+30,7.732022998845349252e+07,2.709645292288532684e+27,2.481554122649796307e+06
4.519422028196108396e+29,2.187466940508348122e+07,2.522349593057696137e+26,1.174591272888413630e+06
1.470293076530970314e+30,2.219265701642889157e+07,9.640865411156520950e+28,2.170562023894018494e+06
1.608295240165887755e+29,3.211306591132176109e+06,3.852190621846000278e+27,1.851306872208009241e+06
9.835807809285865763e+30,3.261865700210542418e+06,1.937929054294144987e+26,1.417244249348641001e+07
2.033678124362551507e+30,4.105599764438896440e+06,1.469390748095345237e+26,5.750887896649319679e+06
8.386316852686876042e+29,1.175388246868275106e+07,1.716117518711750812e+28,2.204413570640274789e+06
1.355936940424441719e+30,2.087061921350089461e+07,1.062770013287260122e+27,2.083085396449455060e+06
1.133382870461206981e+29,1.913727169145098329e+07,1.183417517998089567e+26,6.290359818105784943e+05
3.021059592562066717e+29,5.355128897306584567e+07,9.307102820691158064e+27,6.229831789796914672e+05
8.899756270219308350e+30,5.374792508950498886e+06,1.071651756683669448e+28,1.051173665350390784e+07
1.452322414291177311e+29,1.846007530085759237e+07,4.414927725861096240e+27,7.355602895041170996e+05
1.920444620844231750e+29,5.904844974152398109e+07,1.611440707402391697e+27,4.678475593452559551e+05
1.400085385498560390e+30,3.620995858653126750e+06,1.093511507791867033e+28,5.101530480484765954e+06
3.531378354442429218e+30,1.821845422388978302e+07,4.185530233376170591e+26,3.596649553977258503e+06
5.078627039143452847e+30,7.598300142332640477e+06,2.497812641457652293e+28,6.693728545478900895e+06
5.277844197848299785e+30,8.922771299000248313e+07,1.880206488890967160e+26,1.986851188597724307e+06
3.314700645054446477e+30,4.127012427650494501e+06,7.252062016444149667e+26,7.322201438375922851e+06
4.958102165481236850e+29,1.050217851899590343e+07,2.817792325828618261e+27,1.780163320491448045e+06
1.456003127385358957e+30,5.013025173534629866e+06,2.297226085363713367e+26,4.403701583660445176e+06
4.229083274465527843e+30,1.238363247991669737e+07,1.314597938163308037e+28,4.780846088102176785e+06
1.895359878098794936e+29,4.504906384231455624e+07,3.027874409075082636e+28,5.706623243288182421e+05
1.454926808639909938e+29,3.648990831669421867e+06,4.692303309825717248e+28,1.876989425692346878e+06
8.263621020192602668e+29,1.279372495926992409e+07,1.903712722145980024e+26,2.076510285054411972e+06
4.175232581230323802e+29,5.898459709907089919e+07,9.044874264020017938e+27,6.947318672469765879e+05
1.017347822924639228e+29,6.194004774602595717e+06,1.873912173886832646e+27,1.056784278026632965e+06
1.080754457376442300e+30,6.265817928753509372e+07,4.426368875438630928e+26,1.073132402271643979e+06
5.571287275890401590e+29,3.582435261678392999e+06,5.635966731946014675e+28,3.382385726481568534e+06
5.838067186390346031e+30,5.189415522931057028e+06,2.265291597047429700e+28,8.678766559120345861e+06
4.659636638006197932e+29,4.355063126938600838e+07,1.866130985952372982e+27,8.467182917817971902e+05
2.115154653671638701e+30,6.270864077326605096e+06,5.821370557210745435e+27,4.751147381350418553e+06
1.368222603554115214e+30,4.326385874955315143e+06,4.895783663402410038e+27,4.603433869525314309e+06
3.974964187947653116e+29,2.016792277045124024e+07,1.138644467076874743e+28,1.163228975266036112e+06
8.614381731232397788e+29,1.222148643931058235e+07,3.492029533024784238e+28,2.212466510585447773e+06
5.436506624570861039e+29,7.841303968980615959e+06,1.075609386613840131e+28,2.172448108027540613e+06
2.986565885184643350e+29,3.254659491654205602e+06,1.912346640617276429e+28,2.554398899675888941e+06
1.500531358369719079e+29,3.143954869754468556e+06,3.099924167776250546e+26,1.787900558667887701e+06
1.271284206374054705e+29,9.903720579134350643e+06,2.071041764737494978e+27,9.331562434835003223e+05
2.788728561381877900e+29,1.110585709867729247e+07,5.887990083306434789e+28,1.424744027522122487e+06
1.467704312246364294e+29,3.499885573203201871e+06,1.579187298162796162e+28,1.761698998528441647e+06
2.001070964608777314e+29,1.003782857851652056e+07,2.461714997673398445e+27,1.160611866192161338e+06
1.777623450963671220e+29,7.751183499342140555e+07,8.095933486930249191e+27,4.000368829206051305e+05
5.579531842722954319e+29,1.802071231524468586e+07,6.978015216598570918e+26,1.438400912433332298e+06
2.994661243271094641e+29,9.895987252738164738e+06,1.119862126691731066e+26,1.421492309668940958e+06
1.020511099502444351e+29,4.376446987446369976e+07,1.230702178516530675e+26,3.947334973674970097e+05
1.163654987961831743e+29,3.817914535684903711e+07,3.752720520536971870e+26,4.517443979522532900e+05
9.552284102853791444e+30,4.307144666663116217e+07,1.215817922572543933e+27,3.847049111996273510e+06
3.092352310665262356e+29,2.500322764516084269e+07,6.093982474170041882e+28,9.940331263198945671e+05
1.206855302149442405e+29,3.332108777053464204e+06,4.728139561874374263e+28,1.835396116358215688e+06
1.786568118195488469e+30,3.903876744381731376e+06,1.796629788851243376e+26,5.528146931032155640e+06
1.268475533101975508e+30,6.041429876609404385e+07,1.714448512159542280e+26,1.183830269208889920e+06
5.993810917331236534e+29,6.255932101684797555e+07,6.236595750823283561e+26,8.000607178081917809e+05
2.928624338950350250e+30,1.232119665682631545e+07,1.014439544927964820e+28,3.989452674651234411e+06
7.481105910301217290e+30,7.417440543412646651e+07,4.938787006508232049e+26,2.594415296776830219e+06
6.204553086896614382e+29,2.868815216506125405e+07,2.413100369273373242e+28,1.224562848056053976e+06
5.631857451864935476e+29,4.470836839171698689e+07,5.553235285940427800e+26,9.173543203499137890e+05
1.067497080095308090e+30,1.494894767757844739e+07,4.573221618492789875e+26,2.183541485611665063e+06
2.944097574350023629e+29,1.154066773602866381e+07,2.166543192227317978e+26,1.305364370844571153e+06
2.228167429968243954e+29,1.185418014493520185e+07,1.308637739346207294e+28,1.152504989536656998e+06
5.989106449382613946e+29,9.382550462920146063e+06,1.448846494025481691e+26,2.064370975548911607e+06
2.259633760861872099e+30,8.077149059154406190e+06,1.407902843352809064e+26,4.320946141972976737e+06
1.070384988719454779e+29,8.653428701609307528e+07,1.575669660782109439e+26,2.875335659715977963e+05
1.891430967921281990e+29,6.212782189061379991e+06,5.802066702766648453e+26,1.427865769982264377e+06
4.132532167024044700e+30,1.270593631188030355e+07,1.386179181607166690e+28,4.666234259981952608e+06
4.616263420802193292e+29,1.575330203393054754e+07,2.144316581817816620e+28,1.430599769144510617e+06
1.313142412022541907e+30,1.497877015402607247e+07,2.564798351676485528e+26,2.419060094139399938e+06
1.291181726178621093e+29,5.613174275870670564e+06,3.415026760918828688e+28,1.393598754656323232e+06
1.263417883758074497e+30,1.075205595328089222e+07,3.112250100738515038e+28,2.834685581761639100e+06
1.136255992647015959e+29,1.472491721305048838e+07,1.410426016772749349e+27,7.220990265349788824e+05
2.597268643820622374e+29,1.113216408297204413e+07,5.144057307565836329e+26,1.249142616854604566e+06
7.866718269554580670e+29,4.190239832075428218e+06,2.880898379696534144e+27,3.547351680808110628e+06
1.115898266706831532e+30,3.864679382199320477e+06,5.694229648370764380e+26,4.392457487096320838e+06
1.780806691945203693e+29,6.081788961927282810e+07,9.279215345650166612e+26,4.432150889973144513e+05
8.280820977968906311e+29,6.023583149607722647e+06,3.682187291488501718e+26,3.030088958865468856e+06
3.638873875491585866e+30,1.021985123816363327e+07,2.509443991151379647e+28,4.890932999219694175e+06
2.579733426829079524e+30,8.999683359143884480e+07,8.233628931800293906e+27,1.385327089877679246e+06
5.472166315064330883e+29,1.246705355914788134e+07,2.633038188605794027e+26,1.712007373263574438e+06
9.824022819441218309e+29,8.726314314346916974e+06,5.751886647256127762e+27,2.749195137962495908e+06
3.962831305640884764e+30,6.346565623143028468e+06,1.523557838476542839e+27,6.455646571263817139e+06
3.360099400577726435e+29,1.697254785866086558e+07,6.995082752159047724e+28,1.263479299577260390e+06
1.907396391882722787e+29,2.819029264799393713e+07,6.776137768522904428e+28,7.823064284402144840e+05
8.669907115242813918e+30,2.253944985211541504e+07,5.514156451525623315e+27,5.067340469970330596e+06
5.572046047966858972e+30,1.494341369926362485e+07,3.126717001643435125e+28,5.001669819936340675e+06
5.602420402485984197e+30,4.104914423205511179e+06,6.499258604374232082e+26,9.541506202860219404e+06
9.002114302094029919e+29,1.851577185022737458e+07,2.297158944942816711e+26,1.801555299423244549e+06
1.176804109666770047e+29,6.220708218361503445e+06,3.678937763606135751e+28,1.287580946026237449e+06
3.061448912094003344e+30,3.903657597454698384e+07,1.585148683751308432e+27,2.288317717601225246e+06
3.804658812583951519e+30,7.547352178818896413e+07,4.160015676754682283e+27,1.835182796551947016e+06
8.516508363057074689e+30,6.410107707502421737e+07,1.712148125003439428e+28,2.980547125603628345e+06
1.179128451568880997e+29,3.975776061202849261e+06,7.319493830043187169e+28,1.791926219686056254e+06
4.223021734431065845e+30,1.051665942057678849e+07,1.246717528946074439e+27,5.176810310018816963e+06
4.716243757953705970e+29,7.280412118306281045e+06,4.659566452084657487e+26,2.080527432452775771e+06
2.153671334096785070e+30,3.315855760220563039e+06,1.142031486848950099e+26,6.586207411527672783e+06
6.325874798343700172e+30,9.956289691174495220e+07,3.932089847820713386e+27,2.059797512850061059e+06
3.185929852823858127e+29,6.956908094535831362e+06,1.638383076966716385e+26,1.748923952172486344e+06
9.701892074768369887e+30,4.744684101775327697e+06,3.297914090372788850e+27,1.167457185299216397e+07
1.190412237585055580e+29,2.959789262349317595e+07,7.306488398304476539e+27,5.337638319251688663e+05
1.696020789524811668e+29,5.616006125300199725e+06,5.718472298092679496e+26,1.422400082480445039e+06
9.148617751532960149e+29,6.824214349697795697e+06,8.430353082259719562e+26,2.992829816007882357e+06
2.740953280660817258e+30,3.844943087385118008e+06,2.735520123122386011e+28,6.932711137789506465e+06
7.128331113057027029e+30,2.579782119360214472e+07,2.600800770152761609e+27,4.294501730664052069e+06
4.949289924538527030e+30,3.543912410461568087e+07,5.998801028273726349e+27,3.054603922025932465e+06
8.730250056559340529e+30,3.146887832345291227e+07,2.747849869407019013e+26,4.302380559077685699e+06
7.633386963144326781e+29,8.203814172416180372e+06,1.925862048748160040e+28,2.523366049033867661e+06
6.495772166825173955e+29,2.839542277341592684e+07,1.561523458315820825e+28,1.250377338537160307e+06
1.509733127071576869e+30,6.920117280277489126e+07,2.473384010141404777e+26,1.206750372139118146e+06
2.420460245468615927e+30,7.189418514279736206e+06,8.914670354539085051e+28,4.826481358596539125e+06
6.393848039880938219e+30,6.449137323204095475e+06,1.531530881354969547e+26,8.131431582427662797e+06
1.527730860420234244e+30,5.281316286841554940e+07,1.829539008140744559e+28,1.397734276026357198e+06
6.485387037086653075e+30,9.563691933618191630e+06,4.091123360487159787e+26,6.725637948056290857e+06
6.781983544557557185e+29,7.213162620809113979e+07,7.605584235136217224e+28,8.353865120094058802e+05
3.489127743679590157e+30,4.742762630936051905e+07,3.465806737738572163e+27,2.216843748889451846e+06
9.911397943887855500e+30,4.518594117743659765e+06,5.126512828733520540e+27,1.209203664966148511e+07
1.437273470846399784e+29,3.461390968633467332e+06,1.347679089514916675e+28,1.742053167389123468e+06
2.597096421847231085e+30,4.862158339879181981e+07,9.048697383964521059e+28,1.920648912411866942e+06
6.402059671818733399e+30,1.452193088143673353e+07,2.605160603995044942e+26,5.423234709810525179e+06
6.151511053168502954e+30,3.946631110286936164e+06,3.561873180495215265e+28,1.022483087517710961e+07
5.565666520135785279e+30,6.615469766825024039e+07,6.038155621615608968e+28,2.382291330531010404e+06
3.609892867743834944e+29,3.219108211184341926e+06,1.636514361528717170e+26,2.738153926490384620e+06
6.495338809751856464e+29,3.656255891794310510e+07,3.704507921089235373e+27,1.091965201557614375e+06
1.037990532536899703e+30,1.881690843780634925e+07,6.104191581100412544e+27,1.924353136648610700e+06
8.696522504880031498e+30,1.805034035857177898e+07,1.073640369280472632e+28,5.672631402097352780e+06
3.397231492798426418e+29,5.626610821120878309e+07,4.125011758565988808e+26,6.351777959473785013e+05
2.094074853701467674e+30,3.027006987542988360e+07,7.808903883680692474e+26,2.149068565301444381e+06
3.307945021540774144e+30,2.648076453791233897e+07,7.106326630782374926e+27,2.890329791755578015e+06
1.965062933874177601e+29,6.285552651433750987e+07,5.629846218771564627e+26,4.574365871586415451e+05
