z,s,omega,A
2.834443292420826044e+00,8.221859971552025748e-01,2.085623217643117755e+00,-1.250777405574493018e-01
3.463765906253228888e-01,3.962110140924449131e-01,1.797960648696908414e+00,9.406556426932033421e-01
3.983929109816584546e+00,4.189240660558154472e-01,4.800430495762654459e+00,-3.370805638453254760e-01
2.104808396116131686e+00,6.575045984744752881e-01,2.501790036833722475e+00,1.463416531166544798e-01
8.012700377209824865e-01,1.296378034299878745e+00,3.414374585489139413e+00,5.694284250950363280e-01
2.870123546429880879e+00,1.230593212696070138e+00,4.242986907934222174e+00,-5.558821674744993668e-01
2.038824878525224538e+00,3.280276649385054921e-01,4.618229873750169467e+00,2.954209515593456681e-01
3.147532388276692572e+00,1.114328290622840889e+00,1.844680879957445674e+00,-3.921800017059832721e-01
3.783589955945297900e-01,5.633150260697989964e-01,1.813227602063061328e+00,9.384509033151369195e-01
1.075387724403065182e+00,1.182227606321991864e+00,3.869571119715825347e+00,4.048073985947234776e-01
2.837205370147273253e+00,4.832959279179639411e-01,4.813906902069714278e+00,-7.032473387225035566e-02
3.166564856252684024e+00,8.938422141650803621e-01,3.875495607434176204e+00,-4.428959829839996809e-01
6.864065485822787860e-01,9.812781799369050262e-01,3.813244263745966034e+00,7.042983246970301314e-01
3.290976014591226129e+00,1.304315119795224964e+00,4.551746246010289099e+00,-8.506197113249418518e-01
4.253739397325419169e+00,1.060349853273886644e+00,4.216681948683806525e+00,-7.992753440667261788e-01
1.647883041786077030e+00,7.655315626223083703e-01,1.551555334870346803e+00,3.589753969822181423e-01
2.750254659608990959e+00,1.446370672821394088e+00,3.276904558944624846e+00,-5.929990056410495702e-01
4.558760592138795253e+00,9.432107415504312753e-01,1.718409990420546540e+00,-6.532781484117579085e-01
3.603910520655103866e+00,7.079727129949997533e-01,3.459147471408980046e+00,-4.519859714074861978e-01
1.271594941404794010e+00,5.794598324524599109e-01,3.549343815645677580e+00,4.697358130285591016e-01
4.842515572492968268e+00,1.060428859564049420e+00,2.786188973556355197e+00,-6.040362066206923508e-01
1.907752706623187411e+00,6.456745657927852600e-01,1.918032805891888959e+00,2.596265243429076719e-01
4.173751471895968734e+00,1.390188076798478889e+00,1.788767648948262234e+00,-7.534612290957756198e-01
2.426832135900418130e+00,1.132450729697974223e+00,2.550087947868123095e+00,-1.288942103771490988e-01
4.011907542356424550e+00,1.140650927424483818e+00,4.729916962326401020e+00,-8.477856170176477635e-01
4.628336568414520791e+00,6.242006768278302031e-01,4.590297066397031500e+00,-6.590561909252078410e-01
4.542799669384574912e+00,4.801913129184220419e-01,1.744303981775907175e+00,-3.326476625880043225e-01
4.081631565075055867e+00,4.013007863027321376e-01,1.981376094827357548e+00,-2.094453916205439026e-01
1.817969955230487322e+00,1.414181474099058589e+00,2.832133813290423685e+00,8.630157225635032292e-02
4.589359422979858216e+00,1.007210706814060108e+00,1.622790286806645721e+00,-6.543758041044888119e-01
1.020696938232778184e+00,1.077838444241483451e+00,3.312563523684985523e+00,4.674118664770683385e-01
1.522916390126589636e+00,1.125800234264098254e+00,3.011178269212543945e+00,2.307970658240149631e-01
3.337860153136398722e+00,7.323890455740651451e-01,3.348539321077915965e+00,-3.688076356036666947e-01
3.816451265137161375e+00,8.506854665060338272e-01,3.391421659070912753e+00,-6.454248893872562842e-01
5.365805310190451261e-01,6.130774730345502910e-01,3.233470006980965650e+00,8.461025915607387482e-01
1.563661608504293143e+00,4.564804205982593288e-01,2.771113880628446768e+00,4.140279355662330740e-01
2.034456104200935922e+00,1.161280885429755605e+00,4.436757357209934582e+00,-1.408967831578256114e-02
4.282058664496322997e+00,1.471682810123445151e+00,3.469882546593118899e+00,-5.606911714829754256e-01
3.090115803805195127e-01,6.131458327443370937e-01,3.379671995185608679e+00,9.713138392957292311e-01
4.482979226667630712e+00,5.416778650287813468e-01,3.887338316191201848e+00,-5.533412320636535986e-01
1.873233624800983543e+00,9.225919995628756309e-01,4.069064047963324882e+00,1.081164627887066798e-01
3.197895702591361022e+00,5.945483439742570431e-01,3.618250700178127222e+00,-2.297380815204105309e-01
4.698075699973236929e+00,4.582732832257427891e-01,3.930045039850328603e+00,-5.151328713218323863e-01
5.895131610177462012e-01,5.755739206996912660e-01,4.075997110317197247e+00,8.165339066212107255e-01
2.862691236005431072e+00,1.348253598530757547e+00,2.956652271757518324e+00,-5.733717536059055320e-01
1.344422212633724634e+00,1.491139162805129814e+00,4.117213595563846695e+00,2.333922708693121628e-01
3.600563184261426741e+00,6.917672416877799213e-01,4.542331030433278016e+00,-4.674386517138012787e-01
4.143746149548864999e+00,7.374986755031275321e-01,1.640525757020467434e+00,-4.245920632966249109e-01
1.457372386426474486e+00,1.272140522078311964e+00,3.437746061188490465e+00,2.246370442216397978e-01
4.341504484966389299e+00,3.559213175511710681e-01,1.658475193020956695e+00,-1.682484812184249778e-01
1.133843311497821693e+00,8.030664282689502498e-01,2.658144920319258642e+00,4.860308216516280866e-01
2.556339665063795508e+00,1.148219199359843179e+00,1.508395796328508620e+00,-2.031245951280735706e-02
9.170282726342944279e-01,1.154750037403243779e+00,1.882998660729543694e+00,5.736642913434394364e-01
1.745328523920197439e+00,1.092106724903495474e+00,3.375500239451648898e+00,1.403356752180297540e-01
2.058396373307777250e+00,3.901253173759861026e-01,3.776020975669627244e+00,2.510769451554235032e-01
3.567754500690762942e+00,7.414417263099803979e-01,3.517415759600603931e+00,-4.703872276151626619e-01
1.789195560245506966e+00,1.114990475575670992e+00,2.278674321488897814e+00,1.725811207793910840e-01
2.789380028197396832e+00,1.472782978841616908e+00,2.514885178811895550e+00,-5.636880316581366346e-01
3.361205001698870376e+00,9.048826598924278874e-01,2.567287267133495643e+00,-4.605642414116914440e-01
3.992956014895687300e+00,9.686791648371746444e-01,4.189348880886945459e+00,-7.908678740852962408e-01
1.679630617315166941e+00,1.334155755612765448e+00,4.618393220355545559e+00,1.112777416053018498e-01
5.648423635840866819e-01,5.077990612548682892e-01,2.494453839272816165e+00,8.428874304704431220e-01
1.414144761308775200e+00,1.093725536691206424e+00,2.799745854373636433e+00,2.866490008055033734e-01
2.865950792550214565e+00,5.860269660530234015e-01,1.694272319136303828e+00,2.669681270752521929e-02
4.425083111492099874e+00,8.092520096987594336e-01,3.621821736901055022e+00,-7.319815207409670066e-01
3.390460883912120416e+00,1.025188432964054375e+00,4.260398209122099544e+00,-6.689206484776432093e-01
3.154210409202518495e+00,5.742279011864356297e-01,4.778132474841195076e+00,-2.255072753181280309e-01
4.493303978214411298e-01,1.037887766607572537e+00,2.758240393560650094e+00,8.946019426291293986e-01
2.640773050221270513e+00,6.429602319691830603e-01,4.246047174998164309e+00,-8.346739800535457610e-02
1.855238450898524905e+00,6.007661637808708877e-01,3.471996770989486780e+00,2.195835745682816753e-01
1.932857205253788679e+00,1.182298537703741159e+00,1.656100769844167209e+00,1.863196753482497803e-01
4.809123813858520613e+00,1.381867587849442636e+00,2.778252657971167938e+00,-2.820796969668811216e-01
1.068296803358438130e+00,8.911080642473395708e-01,3.318495340401616644e+00,4.825241440123757553e-01
7.153282734649810681e-01,4.871526423772798431e-01,4.878335744341212532e+00,7.617090187723984940e-01
1.733919055178732682e+00,8.412131619581342257e-01,3.691236898205242589e+00,1.856436308082124453e-01
3.320682208750516118e+00,1.252115941402419663e+00,4.445283529243632792e+00,-8.227716365563926271e-01
1.567160348480972409e+00,5.055908215124389482e-01,4.028887860693962431e+00,3.662320169426876992e-01
3.617358043973824433e+00,5.254448328540798352e-01,4.437019648498333524e+00,-3.279921178594371600e-01
3.566931786908794422e+00,1.354109806038075847e+00,1.787680305983281759e+00,-7.224379758673894480e-01
2.359512157492832607e+00,1.185828413036813522e+00,3.369870761690565875e+00,-1.651259169600174936e-01
4.223086676192657762e+00,1.114529075889571175e+00,2.199032834780036971e+00,-7.656298582812490761e-01
1.821782647961349033e+00,1.435751884849557181e+00,3.948469297471682182e+00,4.387965685614786393e-02
3.229010829781697289e+00,1.197504332102709013e+00,4.783368692432166114e+00,-7.496651100079714247e-01
2.838107970333218155e+00,5.172542266040976999e-01,2.351869004930177809e+00,-1.225527023836969764e-02
6.369623765546624794e-01,1.482812721598632644e+00,1.662213105643786992e+00,7.471235219807546013e-01
1.931961114636461474e+00,1.449238421268132848e+00,3.731314875034210665e+00,-1.257372325407918323e-02
2.946751196675266637e+00,4.665622187647767150e-01,3.795586134946169032e+00,-7.655087216920974935e-02
4.887469990266966491e+00,1.085419125817564501e+00,2.060277256822557579e+00,-6.136635904018694632e-01
3.983162740300409066e+00,5.830327379978633706e-01,2.884000391105418615e+00,-4.302803751175213742e-01
2.560262881720394290e+00,6.381379791042111060e-01,3.161623231538158496e+00,-2.694097762969999144e-02
1.223411221078733568e+00,1.176013819738185306e+00,1.606078065999984039e+00,4.443446670714568114e-01
1.568823609511978523e+00,3.171995254724906954e-01,4.894007840542386134e+00,4.697597313395841523e-01
4.993929030180281892e-01,9.678093573179324949e-01,1.892654706832317846e+00,8.729611762218782989e-01
3.033429816923974176e+00,1.459199342868164662e+00,1.607788317019853475e+00,-4.797245696857846964e-01
2.293882066277815657e+00,1.078996418856690065e+00,2.154836797427409856e+00,-6.606824965927127202e-03
3.395150912235364249e+00,6.352482902928704434e-01,3.185620409458051139e+00,-3.079419419054204576e-01
2.797873905650413384e+00,1.497838165425951162e+00,3.575433879580920404e+00,-6.869082465196713061e-01
2.258885449486299102e+00,6.503833766711750730e-01,4.365587881856992425e+00,4.227346567770168262e-02
1.954522082298603802e+00,6.211606243518250636e-01,2.185480811706131732e+00,2.292880227743509247e-01
4.909245586482527957e-01,6.989298137085618867e-01,4.476748482823673214e+00,8.646667457182228844e-01
4.919945231720589618e+00,8.136677956421434210e-01,4.003111410766701184e+00,-6.892634904003636098e-01
6.534272558859164359e-01,5.628855927639729861e-01,3.049872713300633809e+00,7.890063395769174592e-01
4.196906221878765053e-01,3.624216577250026217e-01,4.007099333009710662e+00,9.053034051542675487e-01
1.311923714628463467e+00,1.152378148257686474e+00,4.051481455470590021e+00,2.898599652041715102e-01
9.400753593369844952e-01,4.150755229355072573e-01,4.919022707017412621e+00,6.747649826226820302e-01
4.033834334474464711e+00,9.172666805426619163e-01,4.637512345038181216e+00,-7.747843757250814090e-01
1.012659422965076272e+00,5.101102746507565344e-01,4.041646724960005876e+00,6.134174729696808548e-01
1.897765314765695654e+00,1.347686639383388618e+00,2.817743306787404478e+00,6.039450782969074671e-02
3.622673906225152285e-01,9.112881938521230074e-01,2.833632874220906039e+00,9.595734414199060813e-01
4.678374712219991238e+00,9.710126232799882739e-01,4.004142579140135716e+00,-6.992050814201402620e-01
1.808889854453179513e+00,1.125607475414335701e+00,4.251999193564508950e+00,9.253217319542911268e-02
4.261528539708558938e+00,1.246475721848982809e+00,2.270398963023249284e+00,-7.637629127733707168e-01
4.821093754326631675e+00,1.448337266589437844e+00,4.722914117730954153e+00,-9.413888809966602933e-03
3.719024497844510169e+00,5.477451660497113517e-01,1.990695752021925058e+00,-2.365777873190604286e-01
1.525486714992431825e+00,7.647879876012225742e-01,2.959964877062390975e+00,3.067903863641046058e-01
2.613083731261824472e+00,7.577298650921334700e-01,3.773805168729631898e+00,-1.152097799063321326e-01
3.978464113372738531e+00,7.474781800543552901e-01,2.543639039352664000e+00,-5.476099718515089476e-01
3.583636938139275863e+00,1.131579870977271973e+00,3.249222593139846182e+00,-7.817653990423993893e-01
4.189586981684771061e+00,1.037510993410981630e+00,2.983537711100017198e+00,-7.911033277238157524e-01
2.859498940792462474e+00,1.294955528626534624e+00,3.279330373138053645e+00,-5.552628052500672151e-01
3.390262244203842368e+00,1.236683531582846829e+00,3.161255258795287126e+00,-7.865523043334243791e-01
2.007022253046948812e+00,1.390702578657995625e+00,4.258846247199731039e+00,-5.411539339248711000e-02
1.199609550061361496e+00,1.356672840227199028e+00,3.642836224409088164e+00,3.161699744153151359e-01
3.577029249137424483e+00,1.343333812293941110e+00,4.582689826322107862e+00,-9.247734809089918073e-01
3.135470029528710789e-01,4.441828622541016958e-01,4.615992602650943688e+00,9.528170023458064630e-01
3.984240424107156731e+00,6.108714743355720955e-01,4.314964870378268813e+00,-5.098436063512554739e-01
3.339961358709266914e-01,7.255073567478663721e-01,2.305231201600532298e+00,9.701377500870004278e-01
3.198964326968580796e+00,3.715350174809001205e-01,4.260646753447733914e+00,-8.712897854588141922e-02
3.094685098105164567e+00,1.304952857200608385e+00,3.401688352505092272e+00,-7.166689676274307086e-01
7.959083777541751115e-01,4.618309422886158755e-01,4.747633980539116116e+00,7.283597737917927306e-01
3.083350771459950845e+00,1.068439973276862132e+00,2.416570726872889541e+00,-4.355214300828469387e-01
3.861881197384735120e+00,6.381231243325133917e-01,3.946809373232579077e+00,-4.906720829601365352e-01
2.819162203618443385e+00,4.039620783758648970e-01,2.501149036958113747e+00,4.791103265205781669e-02
3.461974587893970501e+00,1.301569460778737142e+00,4.166147458040097007e+00,-8.882679340634143106e-01
3.630757049715851892e+00,1.071500222621426301e+00,2.180714125913892687e+00,-6.480665973824621950e-01
1.267776447211719670e+00,5.232292846098187677e-01,2.984882394540451678e+00,5.023585003922498293e-01
4.655097580142559366e+00,1.411977079056072615e+00,3.171731183523874620e+00,-3.266274416420105187e-01
1.839444810493745308e+00,9.798862321603716286e-01,1.968772825304704766e+00,2.033224604624224996e-01
3.043399193637239097e+00,9.848251438822219761e-01,4.981468690053720394e+00,-4.800733500055291425e-01
7.849595750795002047e-01,3.232931343107712241e-01,3.349992397887064044e+00,7.707740229780040142e-01
4.983103580083909634e+00,3.286390401542101380e-01,1.835227519556279274e+00,-2.892495141052833230e-01
3.374463210149192705e+00,4.073666741856317719e-01,1.694993517851431264e+00,-1.029299981990644541e-02
2.470392477300465295e+00,7.673202702586776613e-01,4.106971528886727896e+00,-7.243061546786083715e-02
2.960762807568388055e+00,9.638065563356558174e-01,2.697512507361220724e+00,-3.290241433730404230e-01
4.277851147755750150e-01,9.341348741189831051e-01,1.585327659435153080e+00,9.303508452056581390e-01
1.428374336498856811e+00,1.286275771096460074e+00,3.796950263801329495e+00,2.266051033528662662e-01
4.881038565943821794e+00,4.995487422216107198e-01,3.868395960240517795e+00,-5.807161025944720389e-01
6.808481441368663400e-01,9.218056816081774407e-01,3.419077531462931585e+00,7.207461994157982055e-01
9.659942020147611608e-01,1.319716572513188968e+00,2.908416718770555409e+00,4.648168078668918901e-01
2.993463127488283693e+00,3.643834109418806477e-01,3.878627250748530653e+00,-1.890379785382573230e-02
3.937668989103265460e+00,9.172968978222897363e-01,2.225375563872370233e+00,-6.342772894062819189e-01
4.308503853335841072e+00,6.180254695358206041e-01,4.297153169119404481e+00,-5.965621299405778899e-01
4.347772929358425742e+00,1.460994736976559905e+00,1.819906471696835171e+00,-6.749707979731268681e-01
3.873044135102905017e+00,4.091468554887836562e-01,2.503871760890496567e+00,-2.240199689336968003e-01
1.933991358009589101e+00,7.287864492750649736e-01,3.191560479007067297e+00,1.540933624753199060e-01
3.033431423353377898e+00,4.757029952285757868e-01,1.921404362305869196e+00,-3.154371082751961097e-04
