u,s,m,N_e,q_eq,q_eq_noisy
2.412713795946523458e-03,4.494888843427271574e-01,7.940893381743990842e-02,2.263016515382208524e+02,1.537700580048028121e-01,1.517404613025055971e-01
1.629800403661958068e-03,3.422792011345739960e-01,9.610079755600503537e-02,2.047191205479788607e+02,1.512488529577334373e-01,1.519542697647885687e-01
3.897941508087960846e-03,1.740553335532337431e-01,3.518845215521509417e-01,9.143765241853016335e+01,2.141350686314961727e-01,2.131199337257237147e-01
3.097572635510082318e-03,1.063911318143571649e-01,1.553745871998025718e-01,1.098772695966065385e+02,2.350107122359000877e-01,2.377408263062559812e-01
9.337808622710008517e-04,3.390697188301551868e-01,1.784317067824098824e-01,6.733068473169320214e+02,1.386504009293607897e-01,1.437057979206957936e-01
1.298534858151271024e-03,3.350871289535201636e-01,3.140792859163167861e-01,5.435483465336986910e+02,1.465349819304588574e-01,1.471418614021292315e-01
2.684306658195975172e-03,1.273899420868504773e-01,3.489478228142864902e-01,8.130285709586921712e+02,2.035991939623843783e-01,2.069475760652845497e-01
9.625626309650288457e-04,2.533276154032146898e-01,1.252808287010528376e-01,6.692611107301567586e+01,1.510119785922727498e-01,1.499515674093946926e-01
7.795826930557127506e-03,3.464813688295949046e-01,1.381977223351155692e-01,9.734812176432254205e+01,2.119199066022635358e-01,2.087210935846793014e-01
5.709649290437066342e-04,2.769269566940455451e-01,1.794191126844423279e-01,2.791325878299782630e+02,1.344514348395573766e-01,1.319106378075583785e-01
6.904672012417921445e-03,3.439575916925551313e-01,8.924661121123000918e-04,1.902981224216157727e+02,2.050447178309604268e-01,2.018865379560267070e-01
9.416020043940964354e-03,3.095994075228220010e-01,6.679935644687384766e-02,3.244156842630700908e+02,2.278083244144373798e-01,2.258988257702359004e-01
3.158028346981104663e-03,6.876053442821139505e-02,2.459810782508510263e-01,1.809050078523877119e+02,2.636097264893235703e-01,2.631292890808971108e-01
9.433030905751785874e-04,3.754900280057458795e-01,1.885752918589673754e-01,9.816067437920901284e+01,1.394482982966359641e-01,1.417485051870917279e-01
5.655680351451586318e-03,1.980064813112222821e-01,5.051752044879298520e-02,4.034233767470030898e+02,2.244685283438014045e-01,2.258682465683937712e-01
1.875681216194526610e-03,2.954251475251942205e-01,4.032298406438216687e-01,2.041386806297608985e+02,1.602905961272319546e-01,1.612181238090707180e-01
4.225586952081908897e-03,3.186994978010695978e-01,2.868147520785768734e-02,4.807049937237695758e+02,1.839586833600912741e-01,1.831112112204236475e-01
1.314519880827516932e-03,9.987568076124817007e-02,2.571869785985779200e-01,1.664731632997871031e+02,1.900883996657606878e-01,1.886445750253180342e-01
9.706999544779857953e-04,3.821087436162135531e-01,3.200252664618782883e-01,5.848608891003439112e+02,1.381198801491311801e-01,1.381864094604235704e-01
8.718916019916964077e-03,2.874784672311356259e-01,1.280047351028660296e-01,8.723938779313412795e+01,2.311445090845587469e-01,2.314198425451687025e-01
6.273636221839440450e-04,1.370469260614286533e-01,4.317486318932980405e-01,8.153048277101532904e+01,1.605337030435669832e-01,1.610461254623013483e-01
5.950391686956738643e-04,1.501232594568137901e-01,4.715841967575881144e-01,2.369457161881287277e+02,1.504392227895800516e-01,1.511823190379369408e-01
5.216646911723472890e-03,3.221201786933491351e-01,4.261731877184754547e-02,2.549039029320287568e+02,1.935914240511976137e-01,1.933561961469190682e-01
5.104148917225115496e-03,4.233223296781088996e-01,1.958577685158369164e-02,1.020631793476011211e+02,1.822063783450846852e-01,1.783570657540202720e-01
1.271187797046161938e-03,4.277062714810920263e-01,2.475527850517145190e-02,6.830553512784789518e+02,1.390429291334943918e-01,1.368124510712863395e-01
1.533318033425230126e-03,2.625647653673652826e-01,3.603425251417109454e-01,3.799438712934402247e+02,1.571229876843480699e-01,1.554717590100034574e-01
3.926299898182858232e-03,1.722775765038914719e-01,6.371385442129118282e-02,1.454525510254194671e+02,2.149197395894723583e-01,2.183132050000690660e-01
3.015237090745079892e-03,2.349738837207362430e-01,9.769991143496925545e-02,9.800002183105033282e+01,1.872657853882900014e-01,1.864112404447441362e-01
3.488669579478570395e-03,3.043244136586887860e-01,1.406247628009565376e-01,1.741422726439834605e+02,1.794636849728822314e-01,1.808137532323311203e-01
1.842258841083587156e-03,3.944701544309561769e-01,3.709143300787771658e-01,5.384497959070499746e+02,1.509727075988667455e-01,1.539011845520165123e-01
9.425315989647752718e-03,6.335459822346152514e-02,4.362944953141279503e-01,6.340777143297799512e+01,3.934652185621417275e-01,3.941319458641460716e-01
7.789449562209377733e-04,2.978314083859908146e-01,1.269599875880836337e-01,7.977788524857612629e+02,1.373257307194691856e-01,1.365401475901800721e-01
3.318033436261124194e-03,3.491615880591943943e-01,5.046078924462910065e-02,2.867009197248145824e+02,1.714071964080991217e-01,1.708207543913266568e-01
9.271038656296776148e-04,7.858374952823637960e-02,2.701063631075570903e-01,3.018771571200456378e+02,1.833922438136680322e-01,1.813474584418935109e-01
1.363425338873754502e-03,4.869508658030174408e-01,1.673139451722912563e-01,7.981305033569121861e+02,1.386975579618251464e-01,1.393106357501770753e-01
1.219151569014916047e-03,4.813766996179569269e-01,2.654640628670305036e-01,5.106440817916867303e+01,1.415770600144376501e-01,1.438331996115320144e-01
5.922337744370710644e-03,4.465027130961787272e-01,3.975472389415843355e-01,1.125541780740648790e+02,1.847036088034453571e-01,1.858432316263173290e-01
2.841123328117103452e-03,4.703254391908389120e-01,3.769465579493623264e-01,7.252912629360289429e+02,1.572396491052023559e-01,1.587822834401270977e-01
1.346919893860775135e-03,1.194402429559713735e-01,2.585290670017757475e-01,3.384408923906120776e+02,1.794579552852675897e-01,1.808933171880077739e-01
2.487596501278415816e-03,4.616462756527385247e-01,4.585420603715772980e-01,6.714332167896375267e+02,1.546484191471912961e-01,1.586564652794429930e-01
1.990929524417339638e-03,1.942900267949030368e-01,6.672157566280850771e-02,2.027910381703026985e+02,1.761014770451741207e-01,1.748338508373461220e-01
2.552169931568129459e-03,2.156202038927609865e-01,3.246015114941206425e-01,1.302740317974543700e+02,1.825806791915700333e-01,1.828957268965843430e-01
1.018634778519115526e-03,7.565462592321121893e-02,2.815811689107881599e-01,4.001939059236513572e+02,1.873643790669092257e-01,1.887753311414624713e-01
1.533333232213171006e-03,4.603018329284132570e-01,1.759810551812351354e-01,1.160775282161570487e+02,1.439760809715921464e-01,1.464706136037286499e-01
1.974173357763529812e-03,3.505145957500259146e-01,2.273352837793284897e-01,5.427038695837690057e+02,1.551057745361362483e-01,1.502504896703272530e-01
6.415176212879458717e-04,4.665786764907252637e-01,3.974271944649034882e-01,1.981077868137287794e+02,1.299103412063200569e-01,1.288656580052869871e-01
5.219536234155072816e-04,4.985191114584976990e-01,1.051140662226444089e-01,5.347108773966959916e+01,1.267246116534550826e-01,1.263076243105774321e-01
2.960110357232030587e-03,3.774458338767601728e-01,2.978695919560717664e-01,4.737313836980444535e+02,1.647996226567232103e-01,1.627407820257505133e-01
9.297672888113702903e-04,3.234449498491366870e-01,9.959881231446998662e-02,2.366705630149521653e+02,1.398981919412763952e-01,1.415924605988888862e-01
5.528817767801047674e-03,3.152201108070825097e-01,2.263035839686831086e-01,4.436839356957622726e+02,1.955424910919668913e-01,1.959804701245287384e-01
5.389799258915046109e-04,1.241758896261749012e-01,8.743107007728767588e-02,5.338282534281550085e+01,1.643414344702542051e-01,1.635485352049725061e-01
9.758082475915683335e-04,2.583450990109226186e-01,8.384637303901248950e-02,4.266406623828270881e+02,1.450967389450477929e-01,1.418284979537283996e-01
3.299491369307522379e-03,3.126281669046175882e-01,1.513357270803808996e-01,5.694524949008246750e+01,1.810925834520281663e-01,1.784450388040348667e-01
7.425107187389315888e-04,2.460065285881689601e-01,4.365928514094384871e-01,6.608560644379375049e+01,1.483206911503305303e-01,1.463500217284251781e-01
1.763294092593361900e-03,4.438283585373312690e-01,4.183745800320975428e-01,9.142946795763722321e+02,1.473002007775655320e-01,1.482098248423097675e-01
1.221896861070071024e-03,2.585579541764572720e-01,4.399384803800388544e-01,3.805827909902882311e+02,1.522042023524684540e-01,1.497656805442830752e-01
1.117729203662471251e-03,7.348263220131570628e-02,3.279536145725545637e-01,4.233717513435349815e+02,1.921084287137374280e-01,1.879695729886719235e-01
1.010636088115123140e-03,1.470017673465632835e-01,3.452286162196526731e-01,1.212739658044129385e+02,1.670951786476330969e-01,1.641901436103321565e-01
9.304653791480254135e-03,2.978529113204905210e-01,4.121162284074560422e-01,5.342509230310074031e+01,2.313478983614012940e-01,2.301639739030910681e-01
1.302759282392760556e-03,3.821545142579293453e-01,7.884931850396531550e-02,6.081437051585919562e+02,1.423014771118281119e-01,1.456480282851453090e-01
7.117530272684577559e-04,4.551737479839604861e-01,4.541681032205890922e-02,5.616459557579398734e+02,1.282270891579482541e-01,1.332309500958671067e-01
7.757477584665046881e-03,2.398679991582610693e-01,2.436823783744566096e-01,7.818943007995493417e+02,2.278355808235894842e-01,2.268728230821419056e-01
8.035053090434959118e-04,3.584995820547003942e-01,4.210681615401795641e-02,7.972262237102654581e+01,1.371917079614159984e-01,1.390794247152193630e-01
4.543984226126744110e-03,1.008084601780961931e-01,3.279033532216816815e-01,9.581154440517052251e+01,2.634294057361943886e-01,2.662318277059274041e-01
3.598482337401603254e-03,2.347020354943388232e-01,3.597050366506421293e-02,1.226441948865379032e+02,1.941453444826608254e-01,1.967144284676700938e-01
4.292013503975337929e-03,2.031764088991625528e-01,2.023959369437354217e-01,3.731911138507159649e+02,2.055986570860797724e-01,2.053650857299476884e-01
5.071397564069961804e-03,4.980259236654192012e-01,4.898735311899449218e-01,7.213007627770311103e+01,1.761114679641853920e-01,1.735073093626483820e-01
8.581231812538213290e-04,1.163252089878318990e-01,8.818061574759866739e-02,1.317379141617799974e+02,1.696891709666544790e-01,1.687125622490564525e-01
5.591171630933942927e-04,3.299081642521066726e-01,3.678357047985791328e-01,2.997330731386433058e+02,1.325150953292233147e-01,1.287911305891762392e-01
1.817048748997163263e-03,3.785000929042660056e-01,2.420936458306888195e-01,7.724954201472505133e+01,1.544198371619487642e-01,1.548971085359580890e-01
1.895711810851751855e-03,5.427739589717868463e-02,3.925473077157892732e-01,2.343269899138152539e+02,2.407897801182663222e-01,2.423447681044051394e-01
1.015819133981629230e-03,2.773270604805123107e-01,2.937279067844095759e-01,9.354593790794219785e+02,1.450239498536917970e-01,1.412379689114104109e-01
5.660069993917521414e-03,4.360807619020449777e-01,3.237070828164321235e-01,7.223590874074427859e+01,1.856179717134447127e-01,1.855143332656522537e-01
6.931243768187616726e-04,1.812898102128917555e-01,3.209085051962151658e-01,1.137073200709890131e+02,1.511035707094942337e-01,1.516882820805810772e-01
2.219449811500153608e-03,3.359263511800340551e-01,4.109114912931066677e-02,1.332616379117239660e+02,1.609857431881371037e-01,1.634843849647476255e-01
2.435112426517554475e-03,3.177953271287418668e-01,1.805509064090423110e-01,8.075613629524921180e+02,1.636466646953094184e-01,1.664039109276367612e-01
5.142198769594491818e-04,4.760855757391213028e-01,4.956343501920648653e-01,2.860892786052390875e+02,1.273639661849824689e-01,1.289665140674969845e-01
5.675216579147187093e-03,4.385116226610220602e-01,4.993376802501425793e-01,5.474344099155770209e+02,1.814444931825608398e-01,1.800710250484289232e-01
1.462083750409137912e-03,1.609662282290466595e-01,4.578184574906926652e-01,5.831425643958748424e+02,1.702202622092276740e-01,1.694835668862950118e-01
1.971963752916877036e-03,1.712885393256188826e-01,2.642124391015923113e-01,2.087791242854857501e+02,1.806392678465053858e-01,1.830478532314337714e-01
8.094871770285473221e-04,3.677142473838579395e-01,4.750965302434213000e-01,2.228257171133167560e+02,1.375786228455582183e-01,1.363668097530134904e-01
1.652796258303681392e-03,4.839129141702773751e-01,3.026095881081904970e-01,1.609241508927632651e+02,1.446065002173010650e-01,1.445220043919731023e-01
1.939650175058280600e-03,1.296544587401050608e-01,2.410064667663424087e-01,6.215375766137734672e+02,1.891335157010643198e-01,1.922551367738252470e-01
3.038011149050030314e-03,4.765207858939062846e-01,3.565538772250050337e-01,4.965386017698277783e+02,1.587809443973757784e-01,1.590367074750179688e-01
5.560614360513947002e-04,4.175662199704518462e-01,2.874819462329940012e-01,3.217960860684344766e+02,1.282673003186046434e-01,1.255182696790908825e-01
1.799196449483117912e-03,1.737578087706674879e-01,4.234383165547815353e-01,9.809147170211142566e+02,1.739008239140782952e-01,1.733096444389551904e-01
2.163648637649031453e-03,2.964309780401540029e-01,2.723177653265930198e-01,6.818672981854770399e+01,1.678909249951594518e-01,1.691695689247496304e-01
8.674227541285311344e-03,2.091743411601718061e-01,5.156763891416282775e-04,6.259902430581085042e+01,2.621079667813715486e-01,2.617273049378030514e-01
2.978612466930200074e-03,1.459240501224164932e-01,1.218989254671248856e-02,8.823849324971153862e+01,2.147304059645835650e-01,2.170530301147650387e-01
3.900322367690002481e-03,2.523601809510160887e-01,1.298037890930594518e-01,5.655619614135324014e+01,1.988538582607052296e-01,2.014178773777332843e-01
1.869247727048726441e-03,1.373738073635857038e-01,1.601194215411524957e-01,6.877165947388101586e+01,1.978250308212446129e-01,1.965233949340386144e-01
2.194814442274233088e-03,1.390128375826224505e-01,2.878002248948667852e-01,8.440406326446264984e+01,2.010783764948098906e-01,2.000710590854058168e-01
9.490574549484594863e-03,2.985457875764860880e-01,4.658504135814533487e-01,8.734617752655591971e+01,2.276905435046455983e-01,2.274819303131295489e-01
1.733824981363883298e-03,3.591021260424988593e-01,2.452774824085067196e-01,5.626483182798006766e+01,1.563344058454688434e-01,1.539308779169601960e-01
9.814323046730114367e-03,1.025905458537215292e-01,1.807092073450378700e-01,1.880133640411723377e+02,3.297209913151695759e-01,3.304766279418268060e-01
3.103810843321407748e-03,3.337403454005217762e-01,1.000249703338955132e-01,1.298479275049086539e+02,1.723084619373411452e-01,1.719480076908481980e-01
7.783797883156481391e-03,4.749251218442205325e-01,1.020447955168791165e-01,7.507312868086567050e+02,1.925483960015053064e-01,1.941188030085256588e-01
2.814891876360255119e-03,4.191312451297963815e-01,4.415540675778789614e-01,9.395157735280716906e+02,1.602663650227389158e-01,1.590661581722095097e-01
5.861794587086936389e-03,4.038813293337636390e-01,3.650773228346023691e-01,6.741646027385132811e+01,1.906162986747673704e-01,1.888567653156755510e-01
5.870801933699594348e-03,1.461487828483550300e-01,3.518731904647753317e-01,5.758274156011268587e+02,2.403010193514839854e-01,2.439765863484619490e-01
1.587858280500891329e-03,8.270367483922821950e-02,4.102925249208462799e-01,2.869508515866945118e+02,2.032305090200023645e-01,2.014718567596217313e-01
1.340652759625671295e-03,2.114527694253394152e-01,4.911635763167804813e-01,8.984084114740791449e+01,1.648442577631230865e-01,1.636730123013766247e-01
8.344498502335874826e-03,2.498169659039029544e-01,7.064092276747696575e-02,3.357736506549721298e+02,2.342326156669872206e-01,2.327676404721279180e-01
1.340980494621815374e-03,1.500651257130446448e-01,4.162828308209292061e-01,1.373776886054374131e+02,1.743819360894938442e-01,1.737726886083089950e-01
5.227059514853169692e-03,1.358773880958064895e-01,1.438300788976616396e-01,9.163192937788971904e+01,2.532897760332731285e-01,2.514576834858729404e-01
8.507428627058477664e-04,1.481005704535870993e-01,4.059968678738068992e-01,1.854566276723074907e+02,1.599710099646425576e-01,1.598810375213327306e-01
