a,psi,theta_obs,q,Prad,Prad_noisy
3.269266107584738755e+20,2.699742512250379312e-01,7.725693746786614913e-01,9.195589746918922127e-19,5.550643848869834101e-11,5.548227599292036213e-11
6.012412865286265897e+20,4.590631002495613178e-01,1.337952311914464509e+00,6.039106251772704234e-19,1.076823549541112305e-10,1.075988152872635058e-10
7.918142804399613542e+20,5.171686474077873408e-01,3.417338094959341266e-01,2.360061359576380558e-19,3.759412478408360967e-11,3.749327978755309449e-11
3.580063989889844511e+20,1.022002022187604497e+00,8.895952585933306622e-01,4.436520169026696747e-19,9.809538806428343593e-12,1.002910617759098664e-11
5.254757837153157775e+20,1.284809102921095292e+00,1.373679552422313321e+00,1.831858178073283447e-19,3.788881571794476013e-12,3.884063906495252937e-12
6.186406029708652708e+20,4.199449741869316632e-01,2.357691565148309354e-01,7.766253022365598980e-19,1.315856509316145600e-10,1.316434041325335896e-10
4.269982523007466209e+20,8.385246556603851431e-01,8.815436753552542415e-01,2.190607564328025089e-19,4.001259083705661275e-12,3.965826039503635826e-12
3.012565370991437414e+20,1.044087950337330595e+00,4.271041650384990174e-01,6.337360720883184602e-19,1.100876750108348576e-11,1.098742768400732280e-11
2.029616803157485158e+20,4.288597762598385099e-01,1.398258328898930314e+00,4.592068136590945295e-19,1.331172604879648130e-11,1.327581683522015863e-11
6.089354128825548800e+20,7.345860461789273099e-01,1.257977210323377726e-01,2.042211310947660568e-19,7.899438029696750283e-12,7.865559546840956854e-12
9.436862960837866291e+20,1.263915143847976763e+00,1.059939981637046391e-01,7.709468099756711456e-19,8.472370779277166087e-10,8.469952279908564820e-10
1.168895822567040778e+20,1.070946751196967917e+00,8.660578349323094782e-01,2.863248530945941069e-19,9.305049262986161467e-13,9.228849846354865168e-13
8.790971156831310971e+20,5.917057418172800842e-01,2.953049656127607059e-01,4.111279826853685734e-19,2.081562407164818318e-10,2.081165273498084185e-10
9.662257992187399373e+20,6.835060757673572240e-01,6.993925537805314452e-01,9.194640381263259099e-19,2.147255258778362457e-09,2.147282754410689257e-09
5.880938513357326909e+20,6.025287678981988693e-01,1.321027175424252409e+00,9.108519239332099886e-19,2.105962948873520517e-10,2.106157788436690084e-10
9.710951126030936965e+20,6.877651687324948249e-01,9.069922288098736241e-01,4.855961270911002051e-19,6.435811103777952510e-10,6.436649821771277748e-10
7.343041928657534976e+20,1.153237366651949980e+00,4.934103606137053566e-01,9.069004029032818848e-19,3.065197632282035089e-10,3.065169983001602477e-10
5.907026872264146289e+20,3.607979601178852302e-01,5.012129841971226796e-01,8.435783630991569906e-19,1.468066956379415860e-10,1.468849388171692795e-10
5.173075161054948884e+20,8.441244295710765844e-01,5.783538410721307255e-01,9.546692802917763168e-19,1.089572414256177528e-10,1.086996971234688779e-10
5.197591062403208970e+20,5.852028137942532071e-01,5.624003419227525669e-01,2.672643369601703248e-19,9.493323665105835294e-12,9.381755956648401051e-12
7.137970543667156091e+20,9.707780785171544746e-01,1.077397266129695996e+00,8.636898587724856160e-19,2.859380334395408673e-10,2.861091777192471308e-10
3.110548318983553024e+20,8.403891899738654692e-01,7.759266553717365511e-01,4.033636996293909124e-19,6.924963975792957511e-12,6.801612086021157502e-12
7.438610120532417577e+20,1.199640003190553667e-01,1.257406017584659752e+00,9.719171810512608482e-19,6.773759043928904267e-10,6.773465739159878587e-10
5.418907633247266406e+20,1.121959422979577736e+00,4.026987964029863365e-01,1.173382579765245065e-19,1.664346900759782053e-12,1.733607254269241457e-12
7.071959966843695268e+20,8.447345947580050529e-01,1.122328305873216969e+00,1.221105781156524235e-19,5.996520984649020786e-12,5.906849024507824972e-12
9.467755753710163067e+20,6.537332582708792472e-01,4.588611640538110548e-01,3.768933619013774938e-19,2.995562001568601993e-10,2.996270376063792680e-10
3.101083136128276234e+20,1.658385366986168674e-01,7.711324449775242007e-01,6.732458171363247460e-19,2.839319523592812571e-11,2.824896959132947254e-11
4.629029666149175788e+20,1.775714335559392121e-01,9.112656235253655534e-01,6.204250601582386522e-19,5.404398042766014939e-11,5.385122980928685289e-11
3.476441160777009070e+20,1.223722027485105501e+00,7.401103104512071207e-01,8.946444855236688802e-19,3.047322938775011656e-11,3.033888415762206145e-11
1.474087732454184223e+20,8.664619988660592353e-01,7.723592923860503889e-01,2.173002109751921552e-19,8.450783870837979436e-13,6.782916456840336664e-13
6.598807364645588828e+20,6.663258729579510931e-01,6.226123878506315545e-01,3.818896859339810969e-19,4.319153418294689805e-11,4.318834824546751840e-11
6.656680135067697152e+20,1.240581548893427533e+00,1.006802069022568524e+00,2.704224754208210930e-19,1.825763437315076880e-11,1.822444043985731378e-11
9.994697651270860145e+20,6.813937736197589468e-01,7.084329141931307028e-01,8.524769593762332934e-19,2.493724192432849230e-09,2.493755620191993799e-09
6.409242133643413422e+20,1.297090940396031233e-01,3.797216663043124774e-01,2.670403433205798316e-19,1.950495937389347606e-11,1.939996992688483133e-11
4.564958163479064084e+20,9.723161718897737060e-01,1.381518492179742985e+00,9.786282186062362443e-19,9.534296608291048104e-11,9.559584182005370971e-11
9.110428474048530350e+20,7.767329894977292870e-01,1.213781357527952576e+00,3.200132055334377602e-19,1.670284609934902185e-10,1.670174989106574557e-10
1.138458890749930045e+20,9.263993483767959392e-01,1.970441361797076185e-01,7.331458353608008118e-19,2.049874883612710375e-12,2.043883144742331148e-12
3.724362723192105861e+20,7.797358667098552854e-01,4.889714964471358893e-01,1.819904373446501546e-19,1.678064877007270490e-12,1.722230890601804442e-12
7.767361424928403620e+20,3.598575840097917311e-01,9.212716758125615302e-01,2.049951156183895569e-19,3.193543252786148997e-11,3.190967255249436590e-11
2.453383121695067341e+20,6.256237466921553692e-01,8.284453736271671920e-01,4.847915628786273218e-19,9.362743677915609962e-12,9.298191599519696547e-12
4.251123776615125484e+20,1.093318688036128306e+00,3.521625430605833662e-01,3.408770524091506084e-19,6.965640181024356294e-12,6.972820035358888413e-12
8.641572729022210376e+20,8.200975832786066011e-01,5.361555271332674177e-01,9.412810246353090742e-19,9.036464557387887169e-10,9.037369334967973659e-10
4.102071844106163323e+20,9.623724616373561247e-01,3.669677555714643269e-01,9.560642516156266009e-19,5.171694596151677080e-11,5.178212186672567251e-11
3.186646380409455903e+20,1.137073653624674607e+00,1.672319581639776787e-01,6.963203752779736819e-19,1.358380259420312092e-11,1.367661062959017605e-11
9.015294414527645614e+20,1.108831292216127196e+00,1.286921689816290737e+00,6.022857458452584382e-19,4.306002643621860349e-10,4.305424862923636214e-10
1.696754847471574385e+20,4.727171931827837126e-01,6.215987296761611436e-01,1.952382222067511273e-19,9.183004895168780900e-13,8.394703183419225200e-13
8.710226265526471229e+20,5.145235610036447138e-01,1.843084232441129233e-01,6.568894387759380262e-19,5.081426974109228188e-10,5.083418141182229274e-10
3.838461556577262633e+20,5.056782498509023727e-01,6.963361208055324214e-01,3.042312916601634335e-19,6.703022802658417376e-12,6.677833826138226996e-12
2.870062454391136256e+20,6.109529481331287259e-01,7.319732801676077649e-01,6.776482774190213642e-19,2.006528172115440915e-11,2.011185109574970166e-11
5.390908867538039603e+20,1.052993284107123229e+00,1.087587501889973884e+00,5.032995245674109161e-19,3.488868037967660791e-11,3.496127256356417310e-11
5.350763032773084447e+20,1.231117010428230962e+00,7.817985487208258810e-01,4.214125177270779117e-19,2.086842367914188735e-11,2.100927391433878942e-11
9.682272885311754732e+20,2.556577491155528903e-01,9.748075768840118727e-01,2.838596685360584995e-19,2.735255549471030769e-10,2.733892321237545898e-10
7.772542295860919665e+20,4.876334970744483632e-01,2.869538429201498042e-01,6.629359254651746553e-19,2.678596246744686821e-10,2.678104177515447736e-10
5.141101901945998541e+20,9.740336898257234699e-01,8.902720277869211607e-01,2.270160222379836356e-19,6.259271128774454709e-12,6.214741798272928530e-12
6.035033614399624970e+20,7.967330073342113739e-01,7.114037548515481646e-01,6.457981254500536341e-19,8.658873127887682779e-11,8.655742321011890849e-11
3.865314404175861514e+20,1.120965537178042259e+00,1.135706548027875629e+00,9.564541251493392384e-19,5.247540552926585998e-11,5.223298201773839002e-11
9.844494331009576468e+20,8.693876782468308306e-01,1.365301069830960445e+00,5.442804276560209319e-19,8.188436039665478072e-10,8.188328443570581643e-10
4.473449228061158932e+20,1.262984922283327593e+00,8.576536354296979692e-01,6.393324726545516265e-19,2.875053575237226510e-11,2.846001842568471615e-11
8.971204842817307279e+20,1.091428643911094731e+00,5.635849637390883959e-01,6.239910515213666826e-19,4.340764631959017488e-10,4.341051725356915663e-10
6.904694671179904451e+20,6.838870597611264035e-01,3.342660037665433626e-01,5.956113032492822889e-19,1.164275338857243169e-10,1.164802186572513527e-10
9.245296651929223168e+20,6.733592032611481759e-01,1.706037901800210865e-01,5.426636236142734236e-19,4.949571566424320997e-10,4.950158988764392802e-10
4.191108946124156436e+20,3.660757535369296711e-01,1.800335656847092125e-01,8.898531695281439048e-19,4.870975544397060785e-11,4.858824727758606460e-11
4.750267839441260380e+20,1.154460188910180429e+00,4.888684437410658612e-01,5.142736264304680971e-19,2.166918471771641769e-11,2.176368949955200561e-11
4.323942667861794488e+20,1.338329163168938241e+00,9.767636617778648889e-01,6.584125507412490045e-19,2.719014120214319850e-11,2.710275047522823488e-11
8.443385363812473897e+20,1.268853631500412416e+00,9.681725408781073350e-01,3.613044737214437856e-19,9.473511178098394777e-11,9.461142906573260643e-11
9.578104887621725716e+20,8.378773378132459149e-01,3.121250632927352608e-01,7.671498383732747029e-19,1.201225637392695497e-09,1.201126654495367565e-09
8.421123989832839987e+20,1.237356823164959874e+00,2.518928358301724124e-01,6.353727723028121762e-19,2.857056450160314077e-10,2.856199411898819751e-10
5.062791452726434857e+20,1.574865281731195887e-01,9.807481040514246518e-01,7.376497013174654968e-19,9.831778482376821123e-11,9.833413576760265794e-11
8.461870546852534026e+20,5.136459943570832465e-01,1.763857092065977406e-01,4.776922821350053806e-19,2.225009950040231414e-10,2.225825960744286465e-10
7.571677320755916308e+20,1.782001387306016982e-01,1.236252546957792298e+00,8.489888313037970212e-19,5.530887407854000004e-10,5.528777351808529072e-10
5.672199138851697459e+20,7.767219766353160582e-01,8.951866499607818994e-01,2.572231458058091456e-19,1.205951883640067255e-11,1.200459113263442034e-11
2.651455086372461937e+20,1.989164614736017578e-01,6.856617103879337760e-01,4.935650725917130840e-19,1.117261703075072078e-11,1.126201419587995351e-11
3.140838401018247250e+20,7.955162768199371959e-01,1.058033156017304188e+00,1.027454700514466562e-19,5.780731432042664568e-13,5.976926374806711747e-13
7.333878297176581079e+20,2.680336624665088374e-01,3.861965029770342284e-01,9.036625414463514301e-19,3.987902906001919898e-10,3.988404679291386694e-10
2.788654662777993953e+20,1.254483680186557759e+00,9.145184790316447376e-01,4.367603900828914194e-19,4.652064148589073670e-12,4.501597051630725223e-12
6.043113861571613819e+20,1.178824657001402709e+00,1.354322611969802193e+00,6.718885637287112972e-19,8.391244200695676847e-11,8.400731574827047430e-11
8.237698367676350464e+20,6.020448174974685207e-01,2.605284700458594394e-01,1.614820614825597491e-19,2.112170140518270695e-11,2.096480698773288939e-11
6.885082696367450358e+20,9.576655914954862459e-01,6.868231215429316805e-01,7.200674653927252449e-19,1.623703654228571344e-10,1.623893725692600562e-10
6.487801454672195092e+20,9.594736397750570633e-01,6.334060311532434540e-01,8.361498361574233331e-19,1.716600918227910874e-10,1.717962175618798773e-10
3.319600270346008658e+20,8.578753985539455673e-01,1.309172406862031179e+00,7.898770087181348044e-19,3.821198923551931743e-11,3.839992427450401502e-11
2.079423717518494269e+20,1.250458193971204057e+00,1.387140352212163696e+00,1.049581496628044599e-19,1.843528638216293924e-13,2.355065188262605423e-13
1.305188647720913306e+20,9.518563612698883736e-01,8.610608273608147956e-01,2.646279001108960068e-19,1.118374494876932791e-12,1.206471415072761942e-12
1.417060842115445883e+20,6.595864138672971055e-01,4.282200098176300873e-01,7.785764060594730016e-19,6.927996450669629297e-12,6.867363287252453895e-12
3.085862144777849405e+20,5.833000534243804047e-01,9.437006048199416686e-01,6.394487219043482426e-19,2.464172089878266141e-11,2.459357648555907027e-11
6.019144111947444388e+20,3.606109169018036908e-01,2.000784060359849237e-01,8.717896005006181477e-19,1.493453482651734600e-10,1.494622906023122194e-10
4.813122350433877361e+20,1.448830005477532989e-01,4.744281402902577049e-01,2.065855086180282226e-19,4.753661378342370433e-12,4.753822016589616879e-12
2.836890377528794808e+20,4.421376377283552372e-01,5.917662288045099084e-01,5.052142280534210304e-19,1.020088877891942031e-11,1.018815739653332017e-11
3.724184248100193567e+20,8.817381949542318909e-01,1.279278525324025750e+00,5.775006139508895383e-19,2.373162466987431726e-11,2.359056885985561129e-11
5.151261616790736077e+20,1.062095805874195609e+00,6.813355792750064310e-01,7.971462559498646752e-19,7.041186993824904083e-11,7.042692903603851497e-11
8.190480069137403740e+20,1.024899525164241904e-01,1.036108300319579234e+00,5.066956135517288997e-19,2.848607053594046243e-10,2.849252917001128695e-10
6.903362340069663048e+20,1.336642520588546379e+00,1.232647008254432963e+00,5.631792959378643356e-19,8.853779960159671224e-11,8.845838265407266825e-11
1.368149777596284273e+20,1.288327792957580264e+00,5.613296373806572204e-01,7.424313859480921425e-19,3.135151477257847712e-12,3.084443495012974265e-12
5.333670964598794486e+20,9.292961060231046400e-01,6.448528544342964075e-01,7.200791376931366474e-19,6.691247027279238752e-11,6.707051593239447175e-11
2.673974267757170852e+20,1.360710874948794391e+00,3.934507566807315948e-01,7.179712768249698416e-19,9.638901650716090618e-12,9.656728265630977166e-12
8.693495809428454113e+20,1.697319858576569196e-01,3.763415280542707908e-01,6.871235967134607380e-19,6.189247431110944128e-10,6.188958837465358648e-10
8.964138103906148024e+20,4.240049584687041184e-01,8.841916894626916656e-01,4.409656222050467751e-19,3.336439196474811996e-10,3.335302213685472481e-10
5.991982400018267505e+20,2.286874291483658728e-01,1.317819134204424314e+00,2.997220316495076978e-19,2.859600131301780545e-11,2.853404340988970214e-11
7.627672382343373128e+20,1.054384346367862380e+00,7.600579781981722238e-01,2.136579747518568086e-19,2.159342657978349627e-11,2.156842695467934565e-11
7.181029022646195978e+20,1.264728561693996278e+00,1.915897803518499809e-01,6.026412087126775430e-19,1.178134732551769857e-10,1.179503860402983463e-10
8.351513810708112343e+20,1.342835447957827943e+00,5.704535350437903718e-01,5.413546160032964345e-19,1.932991223033129566e-10,1.932380728334947357e-10
3.509341698962077778e+20,9.068651998365622191e-01,7.826565142626378258e-01,1.393717265198737795e-19,9.738946659148027787e-13,1.153328242661408190e-12
3.063594827217333780e+20,6.334086667952132377e-01,1.329537431898637267e+00,5.984535131934354680e-19,2.546794922238835321e-11,2.537508044069326735e-11
7.716781500525606339e+20,2.560863585593533553e-01,1.339189290925696829e+00,1.203367181588845846e-19,1.214169849675175483e-11,1.210593981626914934e-11
9.631737334844582789e+20,3.515662834852490981e-01,6.030439453774204539e-01,3.265388868066034470e-19,3.076550634193878605e-10,3.077394177841789382e-10
3.068360405536205701e+20,5.784141841090522096e-01,3.898794658805068147e-01,7.468805882942362819e-19,1.864670552621071339e-11,1.862268603309720459e-11
6.109965851859006259e+20,3.968638154147260400e-01,1.342909852750680422e+00,7.014249583328805414e-19,1.574114383887230781e-10,1.573284121844830180e-10
