H,T,M,M_noisy
8.891818387407601776e-03,4.174072164631918991e-01,2.192078715140654832e-01,2.321616872284587574e-01
8.577451687988507656e-01,6.615677717209165198e-01,1.022558659829486905e+00,1.052493031075539376e+00
2.585773632976506420e+00,3.846295290885396456e-01,1.008679610124589399e+00,1.004705617790696337e+00
1.496857088154541326e+00,7.296535431259280058e-01,1.006299801039406194e+00,1.019596102712284846e+00
6.610879793731239129e-01,2.674032032595510255e-01,9.983097711405519714e-01,1.002345760684480558e+00
4.634031612506630537e+00,1.895012070290275352e-01,1.001092695191328596e+00,9.955228222516194769e-01
2.149230877516128846e+00,8.793522735477447005e-01,9.939652803664773550e-01,9.855521674092585505e-01
9.938037697877594168e-01,1.073591971275814905e-01,1.010305387726149862e+00,1.015924804627351019e+00
2.557783568015606246e+00,6.273421321405699969e-01,1.002315993708520425e+00,1.016264212157137470e+00
4.908245855249731449e+00,3.515470088168223262e-01,9.997913990299557296e-01,1.003328453669375175e+00
3.614724173197278567e+00,5.585978698618070393e-01,9.994434689412673434e-01,9.843244880994774793e-01
4.623087387304810392e+00,7.469107839936769411e-01,9.961940249670580005e-01,9.857714294055106574e-01
5.806135889147734375e-01,3.735643849419231222e-01,1.003400214010369274e+00,1.001120471022781011e+00
3.705199924852156990e+00,7.737667504346866787e-01,9.956766233060652116e-01,1.009248286076475098e+00
1.687789128055859900e+00,5.539931863629821152e-01,1.015511177831255107e+00,1.018345331047615154e+00
1.800963319672789220e+00,7.140157428164942699e-01,1.004591443380468796e+00,1.007864062981073339e+00
2.283900271165797857e+00,1.837287947126251264e-01,1.016199618032313623e+00,1.028304655526963707e+00
2.313783255853887333e+00,8.655236881348816746e-01,9.944301413066495288e-01,9.923841867553729879e-01
3.954675867465069050e+00,6.924747226253373800e-01,9.969066502936014817e-01,9.960154902263613774e-01
1.478752568226727071e+00,1.920555794856559639e-01,1.032420652245278569e+00,1.030601991130523309e+00
2.307329432873290287e+00,3.221831785737780951e-01,1.013650358960925812e+00,9.958707531152346526e-01
2.165695128974295613e+00,7.805223637805129844e-01,9.986970928820572135e-01,1.003363881128794821e+00
3.112748234077240550e+00,4.082739065157702241e-01,1.003933708416742787e+00,1.008042096362918638e+00
2.792974509784271753e+00,8.182467938638642302e-01,9.954272565745474477e-01,1.005181680676711320e+00
2.370368360439095712e-01,3.064791842968297431e-01,6.532213328675393615e-01,6.413323009256519658e-01
4.269874433671583702e+00,6.524444757363675462e-01,9.973158658901711826e-01,9.891572335607856647e-01
3.212845473399969620e+00,5.441627169475918846e-01,1.000947347384164576e+00,1.010292042452140882e+00
7.606086379156962174e-01,7.298492997010399552e-01,1.014380442594054799e+00,1.017611058798353563e+00
2.478966526749906585e+00,1.758103934629894616e-01,1.013380095280395743e+00,1.027130352185007478e+00
4.501444297662672511e+00,6.484980046926824837e-01,9.973062255226478046e-01,9.886759031463099312e-01
4.413826761058347259e+00,3.368711359961521490e-01,1.000466902591413243e+00,1.002474932641067573e+00
2.018270421760969491e+00,7.593636555519027720e-01,1.000491184688386825e+00,9.937312105850478750e-01
1.191231486472643208e+00,2.943786507888911386e-01,1.039604084528715555e+00,1.042701617834664862e+00
4.759092073833413039e+00,6.328223272672073296e-01,9.974570088698148096e-01,9.926065609211234264e-01
3.675973585989625647e+00,6.895305732891340300e-01,9.971742070668732083e-01,1.002533878126496303e+00
3.316663613123360665e+00,3.788908432187817477e-01,1.003277027074198857e+00,1.014090664572583345e+00
2.044482599417709157e+00,5.768275407815899314e-01,1.008956285709327050e+00,1.015708990609691220e+00
4.326068725530057613e+00,6.978198143013362165e-01,9.967302394559183210e-01,9.786475085228376614e-01
9.644689366745429204e-01,8.451324277132140628e-01,9.957336157156497780e-01,1.005137652098680334e+00
4.140102679127870999e+00,1.373364859720588582e-01,1.002353076500432039e+00,1.006828498113113479e+00
4.001276266745476207e+00,2.580010224216735537e-01,1.001983627614750016e+00,9.915534206671592354e-01
2.611265310736649692e+00,7.318108944044044994e-01,9.986744785903435284e-01,9.898168171401466875e-01
1.819774015128700739e+00,2.019903264199715831e-01,1.024994625540420978e+00,1.025077692783584959e+00
3.431224601206901426e+00,7.720586180136906895e-01,9.958475573850912310e-01,1.001582851221854753e+00
1.941531885263207524e+00,1.104371115781043050e-01,1.021567224897579340e+00,1.017060215827357617e+00
2.068018340940180888e+00,5.238464470874834022e-01,1.010868474689655017e+00,9.946433579897099309e-01
1.348207752027781314e+00,7.098016264672573072e-01,1.009493189903807986e+00,1.012308980673872316e+00
3.916341416642010298e+00,2.481065250404469735e-01,1.002312509979879307e+00,1.004010596359513841e+00
7.691200729450381468e-01,6.355138140043973261e-01,1.027890116856866154e+00,1.052301445213793762e+00
2.475426491998944822e+00,2.410468856597540455e-01,1.012720404908257432e+00,9.998348112684442013e-01
2.210084079413774383e+00,6.636831706559511712e-01,1.003560175738370308e+00,1.028797681304029599e+00
4.930343409351223727e+00,1.796878083856966457e-01,1.000750579875665069e+00,1.018197603348797387e+00
5.513889062909782535e-01,7.581583026858503827e-01,1.013301159084032399e+00,1.016332387253422231e+00
2.827461246625806002e+00,6.597773513760170072e-01,9.999151539790523957e-01,1.016504995143480805e+00
1.108762954416417479e+00,7.484250168773989298e-01,1.007906557564765215e+00,1.008872161470221629e+00
4.752119866703258033e+00,5.239029719754327852e-01,9.985075085101288161e-01,1.008285880548547064e+00
6.285857033475411582e-01,5.470100416272786203e-01,1.034234283701974233e+00,1.026896625388150852e+00
4.581985480816006984e+00,6.938849637030194417e-01,9.967909818826984347e-01,9.975879613447143912e-01
3.228081046618334060e+00,6.437765895081287715e-01,9.988798480608176433e-01,9.887338950244439761e-01
9.538669368558677641e-01,4.152783341753999435e-01,1.041933629216684309e+00,1.026178919632883657e+00
2.072326817892504724e+00,6.200269931529182044e-01,1.006729740000109619e+00,1.004013134504255111e+00
1.378719014225096462e+00,2.277694444614161984e-01,1.035188413408479224e+00,1.028599474924494661e+00
2.387222635559743011e+00,5.781106037512824258e-01,1.005241252680914466e+00,1.010969375706876505e+00
4.123570343033149399e+00,6.619741751987880951e-01,9.972539746526152271e-01,1.009962013734690967e+00
2.404558302882238596e+00,2.634320307026690178e-01,1.013362982266367451e+00,1.011671452451153863e+00
4.925682558241977205e+00,2.821102723476023866e-01,1.000221385569871169e+00,1.000810708024749474e+00
4.558038027593730668e+00,6.774044932963083632e-01,9.969757212093411924e-01,9.988549153282132442e-01
1.081344778017254704e+00,2.986445693921332412e-01,1.041117457435354554e+00,1.024337775370628201e+00
6.632875030198642774e-01,4.094079839876193505e-01,1.029166486426332128e+00,1.031857297054552758e+00
3.419738043207543488e+00,8.934397817897022920e-01,9.932393927906477682e-01,9.933528979292298722e-01
1.799518545856087393e+00,5.013915519390433895e-01,1.016221129271367429e+00,1.015757899915821438e+00
1.327024194267445889e+00,2.028365543072429833e-01,1.035377239286928486e+00,1.024373489606788867e+00
4.627482916194245455e+00,7.453153362580685615e-01,9.962143226218932446e-01,9.763955221774419657e-01
2.892057306519242754e+00,8.886797864738349428e-01,9.931992505729489995e-01,9.906966471736781132e-01
1.342765545865176602e+00,3.541054977745478061e-01,1.034638878427722508e+00,1.037800445932411941e+00
2.816687403675861567e+00,5.418330378909802514e-01,1.003015764508383922e+00,1.016424894857341776e+00
2.751915068909488227e+00,5.697523117643907842e-01,1.002718185300573106e+00,1.014029945171127656e+00
3.996312282955032380e+00,5.470795199147756582e-01,9.989033413634559322e-01,1.013456518473397017e+00
2.061344939965534362e+00,2.081139850486281029e-01,1.019922517864870537e+00,1.023622029088283369e+00
2.520821967600015423e+00,1.700251502722134878e-01,1.012864576183553744e+00,1.024426250974053376e+00
7.609692499389658638e-01,4.208420328686196532e-01,1.039363839895927955e+00,1.037303730736108376e+00
4.243746994818153873e+00,5.802932507952935914e-01,9.982180643389088059e-01,1.004502398227524074e+00
4.596146016207538487e+00,1.852423728158688054e-01,1.001173084607308139e+00,1.010491230151321140e+00
1.073521310843650323e-02,2.678897570561409314e-01,2.145497277367341693e-01,2.414429759045459423e-01
3.777160627342662114e+00,8.004417106312665675e-01,9.951960122634032624e-01,9.976223161163791930e-01
4.865854989139166697e+00,3.563175341627197179e-01,9.997930512785798696e-01,9.870673547890264077e-01
4.295165321340371101e+00,3.873256351157139399e-01,1.000216804289854489e+00,1.013994133932114350e+00
3.997460184849652709e+00,8.420218862511230640e-01,9.945715219076229907e-01,9.866585316116528448e-01
1.076633503975937156e+00,8.052792896775493592e-01,1.001210695382961813e+00,1.000603923403262208e+00
4.953822189691789113e+00,1.052530925979732884e-01,1.000998488070452774e+00,9.980563408628529976e-01
1.866168794239703166e+00,7.628685749772013969e-01,1.001214325139311745e+00,9.921367593699410570e-01
4.288769274644106844e+00,5.170279013779323085e-01,9.989047620134412497e-01,1.012252487618480190e+00
3.891713018859172646e+00,4.003269653261906091e-01,1.000903918365986689e+00,1.006864529249766882e+00
3.033584768920326802e+00,4.770675439551563812e-01,1.003132589047630363e+00,9.970123347233726951e-01
4.824924019048767221e+00,2.405309690314193505e-01,1.000566751948080979e+00,1.001260138963751656e+00
4.786881161340004631e+00,6.515602857054070274e-01,9.972690017807707141e-01,9.929366455689141446e-01
2.218501960598812772e+00,4.860223881628955578e-01,1.010236147889153724e+00,1.016388103952293509e+00
2.362298462170839386e+00,2.165660563273978656e-01,1.014660125993162465e+00,1.010874555083404625e+00
4.515266367231749456e+00,6.235879968706405929e-01,9.975828047172686786e-01,9.899211702608621266e-01
2.256758734480132755e+00,2.596565954623740180e-01,1.015697242448940107e+00,1.009254167451931750e+00
4.344715981134325666e+00,2.768531687715921619e-01,1.001047378048667724e+00,9.966788414949602215e-01
1.134622612025977695e+00,6.421778805243627541e-01,1.019271059764759624e+00,1.022164731746985744e+00
1.262298662994173482e+00,3.090180516333556615e-01,1.037972847631612572e+00,1.028784096494519629e+00
1.937665715909576036e+00,3.456777865995140919e-01,1.019623328044488186e+00,1.018729631191301888e+00
1.544265680029703880e+00,2.187517811949883095e-01,1.031389776729528585e+00,1.035825587072954024e+00
2.265835258707247668e+00,4.938866030999408130e-01,1.009368923414482255e+00,1.032741675097821554e+00
1.107778519167600395e+00,3.324805407433174542e-01,1.041060743577330028e+00,1.049623198327695128e+00
8.199132468791414663e-01,6.239472965739227828e-01,1.028253448598228204e+00,9.984157980501240370e-01
1.903351173222371351e+00,8.231943759443669517e-01,9.975001762453056253e-01,9.923894161758837207e-01
8.886069091887055515e-01,8.091862016095547894e-01,1.000898516983649511e+00,9.969292645754053162e-01
1.716333002549566000e+00,5.564372373640541491e-01,1.014863994841930239e+00,1.018067848153526800e+00
1.983644831473955872e+00,8.474442160143346170e-01,9.958962124778478753e-01,1.011590071585455552e+00
4.710370988275321302e+00,7.622391152127463432e-01,9.960602958264184181e-01,1.003481048992322044e+00
2.084783880708515724e+00,6.537449191088570144e-01,1.005090696292236352e+00,9.820615966881981462e-01
2.954219659176787083e+00,1.053497362933963066e-01,1.008491021973302093e+00,1.011560796259384221e+00
4.620263948282140376e+00,3.111827322019412589e-01,1.000369736178303492e+00,1.001450367944757724e+00
2.221016039467737180e+00,5.307762516403905506e-01,1.008628147666214447e+00,1.012757965899620416e+00
1.377665609131587532e+00,6.984915639069446680e-01,1.010143602219587100e+00,1.023732291655207183e+00
2.836245047097146532e+00,3.046590087263247870e-01,1.007709156865672639e+00,9.968006416950787596e-01
4.123532955843210779e+00,3.119862122712755981e-01,1.001225319179923412e+00,1.012256020633468090e+00
1.420003889171005396e+00,2.705221536473639832e-01,1.034374459458506479e+00,1.017835820999419383e+00
3.686661355938611884e+00,3.020098807416188302e-01,1.002607402591084274e+00,1.003115626958526185e+00
2.406392531189194717e+00,3.415951846435061334e-01,1.011802847370509406e+00,1.015608819819142195e+00
2.640838624885744501e+00,5.544263450521177417e-01,1.003890826794974434e+00,1.026736149117876806e+00
3.221570006957590770e+00,4.219796674423904603e-01,1.003098402374047016e+00,9.960750923962204961e-01
2.339054575866078345e+00,5.151241988928864091e-01,1.007815685818266083e+00,9.908763332429122439e-01
9.311270144571465179e-01,8.099667910191813425e-01,1.000733283707790910e+00,1.007604537989657212e+00
1.156912052609071484e+00,2.249362937918629735e-01,1.037821414610627269e+00,1.031209105310124219e+00
2.418305714625434977e-01,7.015556696186695529e-01,9.034730192041494634e-01,9.191112757397976729e-01
4.408647923246223677e+00,1.894901577695441708e-01,1.001481227215099690e+00,9.944006604794061177e-01
3.258875512634982208e+00,3.790176377573442057e-01,1.003574182691959527e+00,9.948014786002209453e-01
4.694729892376619418e+00,6.688893410063612155e-01,9.970799118407065453e-01,1.009524894013863472e+00
1.588112870440463009e+00,5.093185806763498302e-01,1.020088180305199321e+00,1.020942489121154484e+00
2.794875952298476740e+00,1.745706432221766913e-01,1.009678378894464768e+00,1.019686217908859494e+00
2.852261646368759340e+00,1.828271360201468854e-01,1.009049140766484554e+00,9.947469902048950985e-01
6.976004273301977809e-01,2.866448029434282008e-01,1.012873342663252352e+00,1.029384230452355498e+00
2.778478451978963371e+00,6.995020469493160586e-01,9.990079745915685372e-01,9.931189215845935836e-01
3.027667277411053348e+00,4.247359516607809304e-01,1.004167522871586282e+00,1.012361942530372039e+00
2.158394515158090776e+00,5.247651528924154318e-01,1.009623448054641992e+00,9.995740520031116683e-01
1.746001823982838985e+00,4.499859248104309817e-01,1.019736398260835841e+00,1.004229507230843144e+00
1.181535904071571164e+00,1.246967483555567746e-01,1.026916271504609846e+00,1.024348035108485711e+00
3.849543720710441042e-01,6.912162635019490908e-01,1.007818156926377107e+00,1.009562779447189973e+00
2.993592223840173538e+00,4.980714278592749400e-01,1.002936141502460909e+00,1.018702622746870734e+00
9.822008832672213252e-01,4.258717588303817525e-01,1.041139981884954935e+00,1.044640460255111147e+00
4.028761309451994732e-01,3.023243730761716597e-01,8.654779353450129387e-01,8.726330925529910409e-01
4.917212748276520884e+00,5.987580860131201943e-01,9.977831064198307010e-01,1.004372280518092131e+00
4.451205521500722462e+00,7.093963579722011303e-01,9.965913873817031643e-01,1.027692933100263328e+00
1.805684585580107360e+00,8.907039885822943814e-01,9.934112198415354644e-01,9.852297866383866731e-01
2.355062276268042876e+00,6.117729522420624066e-01,1.004352643397650180e+00,1.016904215158791702e+00
1.023493997517593179e+00,2.705743141218818204e-01,1.039803791055289084e+00,1.038311233676915357e+00
4.931981294648990044e+00,7.265089983685171227e-01,9.965519491665871810e-01,9.991597486986822929e-01
1.503988623483294429e+00,1.205363707585057481e-01,1.028472507219269083e+00,1.023004983256125433e+00
4.177858630713091159e+00,3.105611271218740033e-01,1.001117506613182773e+00,1.012741581947820269e+00
3.737203672733984572e+00,1.169807732381209497e-01,1.003761182608120750e+00,9.912125679462804317e-01
8.398794002386300583e-02,3.853837914210456184e-01,3.864610195575119977e-01,3.732382394195873920e-01
1.865134800649226321e-01,4.835285218906520965e-01,6.479191930157773838e-01,6.458409207858261114e-01
2.200448437315298822e+00,1.976055231957674074e-01,1.017477356691514512e+00,1.005896955103954937e+00
1.532256461875514120e-01,8.536721780629842327e-01,8.812112271002611186e-01,8.882440056583441601e-01
4.591689774956878800e+00,7.934823583843705341e-01,9.956258791050610624e-01,1.004844832750291239e+00
