r,q,T,n_ext,phi,phi_noisy
2.429568974826093464e-01,2.931528819937515795e+00,1.856668626063608718e+00,1.919926827122502067e+00,1.757085505180433671e+01,1.756172888189507475e+01
2.692077253554344018e+00,2.964326497820696904e+00,9.502979773304491840e-01,7.401355237560698352e-01,3.721141555399916645e-01,3.876607148130786218e-01
8.065693912939828625e-01,1.840812022935424785e+00,1.675760459170709149e+00,5.425505220294757347e-01,1.616685647936505932e+00,1.638101859811031291e+00
2.245072618311391988e-01,1.445861605931631599e+00,5.031358053500682992e-01,3.490043478919175879e-01,9.941998792154722153e+00,9.938831477459606489e+00
4.021891473845246701e+00,2.299379074328691708e+00,8.061875340394867306e-01,1.030213728147204577e-01,8.568402790924389834e-02,1.060469585916203744e-01
4.571134454973927674e+00,5.905341934802375015e-01,1.851589285347184699e+00,8.455370771688202058e-01,2.973515637220933844e-02,6.269425057861158224e-02
5.471364675696909208e-01,2.830609710801144985e+00,1.319385440415260291e+00,4.334395686823668825e-01,4.616477315044581253e+00,4.617803313814117239e+00
3.363191117988915124e+00,1.599842037294352037e+00,1.056593936644739440e+00,1.848050226703159771e+00,1.510674643228301361e-01,1.510739078783645828e-01
4.557770912667768459e-01,6.985409536685772691e-01,1.527494062776170392e+00,7.045159243896583767e-01,1.281907683790351804e+00,1.275715337889822942e+00
2.994506028620786076e+00,1.513886025512600098e+00,1.658877904206969678e+00,4.932365256974502454e-01,1.634958762780380215e-01,1.511096871375185724e-01
3.194775827464143791e+00,2.383759512774000555e+00,1.484904071220539468e+00,7.004664020049056194e-01,2.304521000469165748e-01,2.335751229798299911e-01
3.016409694393697549e+00,5.517786235790149707e-01,1.506936739517774182e+00,1.710806877261940473e+00,6.754362750966964868e-02,5.930709047312632265e-02
4.953440514502566394e+00,2.711123538061030125e+00,1.633405733803877435e+00,1.517215237619254253e+00,1.259063454769452639e-01,1.196667323089388030e-01
3.145526496566377173e+00,1.414829344581968407e+00,9.972800913111330434e-01,1.959593516842067062e+00,1.511341628324715247e-01,1.356643373492650573e-01
9.974406240307056581e-01,1.701355284797819944e+00,1.040619465799653032e+00,1.283544268098111729e+00,1.124812774261372939e+00,1.094091812262220076e+00
4.677492371633623414e+00,1.302719702921687261e+00,5.022142465400356581e-01,8.088444027434322781e-01,3.065090844140599263e-02,1.190602660687988326e-02
1.635254392223695952e+00,1.984628404675440771e+00,1.890258801346920148e+00,4.633417703056428305e-01,6.005927585443163741e-01,6.071727071434579459e-01
2.789244927600529333e+00,1.377746513607585710e+00,7.712453324234902485e-01,1.591600208734942790e+00,1.687268226566038254e-01,1.450640551780674192e-01
2.276058472971766111e+00,1.313175419746848149e+00,1.314386660133300078e+00,8.768902847501245379e-01,2.305422705921178483e-01,2.175827927207054924e-01
4.072346534865068257e+00,1.826954393083384698e+00,1.847039918896047794e+00,8.568257344325673763e-01,1.176312269591385795e-01,1.504744294981401331e-01
6.032146333881762690e-01,1.504366906584096553e+00,9.040362874630228918e-01,1.002953176313270189e+00,2.032185450765914059e+00,2.054715766055458026e+00
1.964542288138739767e+00,2.688570719815975174e+00,6.385528262107974529e-01,1.445812697806602598e+00,5.883371549107041520e-01,5.744688338634115210e-01
2.325034607757247240e+00,1.349783788753627700e+00,1.968216413994943625e+00,6.905815910696102566e-01,2.389153114545828349e-01,2.509828999900889923e-01
3.067586374897478319e+00,8.049919123314370761e-01,1.747953468808488786e+00,1.005596252720814432e+00,8.983106701386488202e-02,7.682534812372193711e-02
4.557957996027701242e+00,2.211031182073679879e+00,1.453738073218580507e+00,7.137035157603193181e-01,1.009353385333980890e-01,1.334871218653479741e-01
1.647191056960236155e+00,2.414059519983526414e+00,1.647252551507326412e+00,1.881180937568456946e+00,8.576154943201944603e-01,8.459016204134433004e-01
1.858576099820443694e+00,2.839295570160863313e+00,1.429410480096685809e+00,6.404033793057506418e-01,6.927798156471903779e-01,6.944141496544080638e-01
3.425629411909659972e+00,1.446445607081534579e+00,9.775685157360476385e-01,1.586164432203697405e+00,1.259217051910515583e-01,1.536178775160463306e-01
1.202995604689271802e+00,1.625102683480618815e+00,1.391056258851442795e+00,6.747965711613161943e-01,7.747934783348223720e-01,7.582359431450963472e-01
2.647436127812111017e+00,2.330976209191771176e+00,1.876798333439382294e+00,1.386026234025401260e+00,3.643717598541217351e-01,3.904624440068947822e-01
1.734661130755865921e+00,1.580939842473684021e+00,6.904472413986402213e-01,6.196875360795814913e-01,4.061766261293603408e-01,3.898275993379315962e-01
3.194000476784669917e+00,2.993333159086640549e+00,1.079507068914101753e+00,8.566986370189544342e-01,2.800104434166555412e-01,2.847743583140627810e-01
2.986733071624896763e+00,1.697104113289794158e+00,1.993847390904417871e+00,1.717745097318405634e+00,2.286893298500049243e-01,2.227770359930929256e-01
3.492371335987900949e+00,9.359952673712369497e-01,1.967907655070393336e+00,3.003026187986943540e-01,7.549041503499243078e-02,7.372031430292132204e-02
2.262542133190733828e+00,2.474604066317975359e+00,6.261036174057272863e-01,1.666584897306002677e-01,3.964063109486282710e-01,3.996081169492055607e-01
1.321502655463211440e+00,7.693457847894373813e-01,6.877186403271529080e-01,1.466566104294204642e+00,3.082476308626362904e-01,3.067607430214662201e-01
2.701641273389343567e-01,1.370376595732076819e+00,1.467166079505601184e+00,3.228669470041336531e-01,5.435348002642803600e+00,5.415001334460331606e+00
3.087672482764084680e+00,9.253784406023521925e-01,8.181408049253838799e-01,2.378535928749141437e-01,7.941780864267501683e-02,9.674940511084574590e-02
1.279110560315036116e+00,2.439489955430451218e+00,7.946337255092323915e-01,5.994546437146117679e-01,1.015204984152280998e+00,1.029615770731256541e+00
2.231661242334263828e-01,2.575485380864120266e+00,1.731397116947971826e+00,6.101109066513890067e-01,1.611585677561848229e+01,1.614165350610314675e+01
2.000137968302390323e+00,2.395599498605663680e+00,1.756526231726012188e+00,1.883864387145127273e+00,6.324769120105171449e-01,6.601758751471029640e-01
1.515832530404946032e+00,1.572381091207122106e+00,9.025771904646902044e-01,1.687501595214464079e+00,5.510407867880495747e-01,5.241614302625454691e-01
3.477133077380697657e+00,2.422817956215199686e+00,1.996824541188279012e+00,4.690200106709285777e-01,2.035032761670945156e-01,2.292135018980658856e-01
1.629415231814180576e+00,2.759877941178562111e+00,1.469822757222940535e+00,1.281155797497685267e+00,9.104530723274959492e-01,9.364077658031059181e-01
1.964767355725762110e+00,1.312863648818763496e+00,1.122886855661729744e+00,3.221623549758538818e-01,2.771987134552901244e-01,2.665538495841381916e-01
3.674781017229933333e+00,1.357185156112707958e+00,1.772299698661269796e+00,1.819266750166158353e+00,1.232138331229454542e-01,1.439619252403447902e-01
3.435941133517027790e+00,2.622650972580793827e+00,8.939799398707790612e-01,1.457584326894616922e+00,2.203316151701361914e-01,2.496962386020451230e-01
9.715100307230470911e-01,2.631541046530221806e+00,1.936314207807850574e+00,3.392276063921579876e-01,1.769219782854215772e+00,1.758443072784108052e+00
3.016695418521618155e+00,1.332121562431176187e+00,1.804752063293861175e+00,2.412419506872236497e-01,1.391222334029732777e-01,1.115470464185042143e-01
4.677604079109385360e+00,2.010957959367373427e+00,1.984045952118017819e+00,6.842299744561060049e-01,9.490177649649934877e-02,8.771104597229917310e-02
4.564889262358202693e+00,2.031445348549847374e+00,1.571896678248738688e+00,1.924498005989874860e+00,1.185894042757033862e-01,1.744435455639503085e-01
4.277036500824231702e+00,5.483677490062500715e-01,9.326001751462100753e-01,1.250844789869521856e+00,2.829228808433598141e-02,3.301749714034193928e-02
1.553665128688871411e+00,2.001570188088211744e+00,1.718536004521378002e+00,5.135366419360918311e-01,6.517776797076203499e-01,6.274934906727309691e-01
4.806027880287844667e+00,2.725833314907928351e+00,9.313107340575116355e-01,1.741672125577518049e+00,1.174638773801895686e-01,1.124049319320496038e-01
1.158317590407572428e+00,2.516579450015713704e+00,1.134077398347667520e+00,4.394821405403075421e-01,1.233215589211505092e+00,1.213334544919572044e+00
2.129024638813898918e+00,2.522491640708902860e+00,1.535581525035574657e+00,4.408217311821476248e-01,4.853341865358798968e-01,4.773485746195459956e-01
7.478439602023654320e-01,2.760557191077342765e+00,6.245371883768811028e-01,1.510367235463374147e+00,3.120739944235439101e+00,3.122642826606575994e+00
2.914934402185533902e+00,2.051151933917616965e+00,1.859977599737212994e+00,1.731751822237112881e+00,2.842116023855481011e-01,2.329796622867107980e-01
3.668730749443649852e+00,2.499925877849082934e+00,1.923182524411861882e+00,1.954023385704241500e+00,2.387953878145923081e-01,2.460034034441800077e-01
3.500643568426712982e+00,2.904501679384458246e+00,1.907906625506384790e+00,7.505842189743128223e-02,2.225386969996721309e-01,2.508320897403007455e-01
2.345003788934004740e-01,2.573800550917014540e+00,1.785973045889430733e+00,1.734832746967219563e+00,1.559847204412825050e+01,1.559452466802131987e+01
4.915849738842368311e+00,1.958479026445616222e+00,1.332287481843468013e+00,1.583906963111151978e+00,8.761281805973937520e-02,7.995891960164001888e-02
1.688047054018083193e+00,1.459519783025467810e+00,8.558241847133204461e-01,1.638536138640074524e+00,4.236559524481277039e-01,4.455277613664243574e-01
3.758649239775745610e+00,1.928227214582588944e+00,5.895681959345220324e-01,1.906054613746588133e+00,1.297774407728493617e-01,1.044446682516598779e-01
4.647692649569987289e+00,2.576998898811111438e+00,5.846740493641227054e-01,3.845768020377948737e-02,3.394755416912077078e-02,9.029750546949297935e-03
3.944801202384396355e+00,2.903037679887753075e+00,1.200588270839786365e+00,7.527464273051955868e-01,1.761019131321135411e-01,1.482911918781830429e-01
2.711554126596999570e+00,7.835472758210783040e-01,1.402320855213253337e+00,6.858748034428490126e-01,1.007283366653339007e-01,9.758077752802074567e-02
2.785561623866023684e+00,2.153459623081916519e+00,5.708925371284101491e-01,1.307977988440718331e+00,2.498378047839669991e-01,2.577183443363110227e-01
8.901114493516808501e-01,1.779049198374037744e+00,1.531942408835923031e+00,1.219225989905430074e+00,1.449269075551527175e+00,1.447457616670329683e+00
2.033950190718148310e+00,1.178730916056185407e+00,1.553666353177651560e+00,1.855548577330755178e+00,2.896151880306820914e-01,3.006107124966439503e-01
4.148009483601860836e+00,1.034104208819305537e+00,1.474772431161017749e+00,8.912258419724639058e-01,6.083445991506554462e-02,7.744940391431459625e-02
3.469680792421174775e+00,2.568814773409595631e+00,1.136461331147659903e+00,1.030271080934723971e+00,2.104782362268549090e-01,2.204099415722852451e-01
3.384912022884126959e+00,1.000348961947010062e+00,1.238117623345765583e+00,1.667525900940273420e+00,9.444390420963662269e-02,7.827082807881138860e-02
3.470866061272200209e+00,2.775335843141656600e+00,1.861111912845180738e+00,5.354731656277145202e-01,2.332340039028918954e-01,2.278722501201652928e-01
1.877800568123936031e+00,2.151139129702764219e+00,9.919628943563307821e-01,3.238745087082501861e-01,4.884805281142154953e-01,5.134454720184240539e-01
4.904974593847975406e+00,8.814695890912602749e-01,1.161601892173701911e+00,1.652787796926290964e+00,3.834869113946568625e-02,1.741495927499313312e-02
1.814231728901178897e+00,2.415863900436069578e+00,1.641895091049218047e+00,8.265338041259018276e-02,5.858489385927807547e-01,5.807804645030619772e-01
1.098225771720039656e+00,1.788793786631234894e+00,9.729706772378421409e-01,8.305807000490692538e-01,9.626167234541997964e-01,9.542712471809031705e-01
3.409847077301019436e+00,1.877719813147128214e+00,8.810225344890011412e-01,1.342305142513344984e+00,1.574262151833855927e-01,1.538244420041658400e-01
1.012121657478376235e+00,2.600466040334191931e+00,1.755647181103889842e+00,3.405911813642581443e-01,1.623355446850386352e+00,1.601842077015747989e+00
4.881311017169323918e+00,2.958176976535686453e+00,8.416923305346124540e-01,1.645978071770363593e+00,1.162092086943854741e-01,8.922253864263926526e-02
2.962504304469037120e+00,1.446289206995251764e+00,1.418852781366551241e+00,2.386423359065412697e-01,1.510949078779574017e-01,2.022141874729471989e-01
7.766803440379412837e-01,2.269136206872049755e+00,1.879926772340308805e+00,5.273981968583985047e-01,2.159581894284093639e+00,2.178499915985847135e+00
3.133688586711180224e-01,7.555832593725595459e-01,7.595979858136746588e-01,1.804903940534672513e+00,2.541893994591177819e+00,2.527641649891630315e+00
3.085789806913013855e+00,1.799373556570492250e+00,1.969904374651093359e+00,3.334928865196307157e-01,1.850354234731000358e-01,1.838561239442702555e-01
4.023176707557679643e-01,1.822909919458953532e+00,1.846645742625471653e+00,8.247969928560823227e-01,4.447286906464939626e+00,4.460821076770805860e+00
4.517260534548437900e-01,6.629201348116066095e-01,1.333735969385632769e+00,1.479775904169017275e+00,1.289803966784082823e+00,1.282930747206449063e+00
2.179725584908641434e+00,1.581664623610491871e+00,1.596326930908826602e+00,1.008029426797530936e+00,3.135388315647525403e-01,3.258693028838163808e-01
2.351787303296737797e+00,2.369303702082397045e+00,1.516177255524801204e+00,1.813649509500263823e+00,4.580955178642052150e-01,4.457898239980023214e-01
4.179020535468816355e+00,6.038009716430587925e-01,5.208666895338193159e-01,1.828185008094449504e-01,1.353331841667066403e-02,6.362735420275828467e-03
8.210967741226482541e-01,1.270575445635956147e+00,1.225821642670666289e+00,8.984170272883362784e-02,9.738853956269721834e-01,9.721900205101442483e-01
4.367995523277981462e+00,2.173833179206555499e+00,1.940937593682923401e+00,1.631962438536915583e+00,1.411013436964197454e-01,1.319514334812779965e-01
2.144010188199911404e+00,7.668598715260422916e-01,1.164012934916430542e+00,1.561496877667551963e-01,1.395894419423394928e-01,9.053299212985596589e-02
4.294305323860721835e+00,2.413357619089086192e+00,9.787266383006760773e-01,2.487807251720366430e-01,9.112416688035299139e-02,9.154720856094937520e-02
9.264604579472712764e-01,1.708391955775099946e+00,1.491633990023891965e+00,3.873580020230615872e-02,1.122466463761786493e+00,1.127698904076352981e+00
4.307344005289390765e-01,2.884665183598443594e+00,9.787440572083800916e-01,4.116660626988222216e-01,7.148238362247792743e+00,7.157762291617691730e+00
2.291964740165492120e+00,2.163808059618737900e+00,1.574149069975391280e+00,4.101512633337172087e-01,3.676184428975169949e-01,3.477387427315499768e-01
1.235134364784559624e+00,1.834274519562932859e+00,8.917752068321074255e-01,1.965597533930970142e+00,9.231722190575329945e-01,9.300571663694539026e-01
2.495613152242346811e+00,2.738518620192734510e+00,9.402815848918660846e-01,8.628380900583854096e-01,3.969257878355404445e-01,4.012397995733448797e-01
4.136943100355598091e+00,1.889081785567676031e+00,1.148626550168396099e+00,1.253661595467076895e+00,1.114577317939862422e-01,7.608137436585454827e-02
4.450058145714046454e+00,1.234699468781736975e+00,1.850804556866278761e+00,6.287737206104504484e-01,6.295569948199908339e-02,1.891699337281393251e-02
6.167111659242356936e-01,1.993609181336485126e+00,8.132610883430325677e-01,8.613279378718274870e-01,2.675755124235792870e+00,2.685284535928512017e+00
1.434031347139468116e+00,1.055206305991178706e+00,1.654525783463884459e+00,1.554130467252275549e+00,4.360936575245535352e-01,4.170099508011752554e-01
1.663332169580565623e+00,1.588352201196176594e+00,1.536871425004463498e+00,1.724414091754219669e+00,5.308563915356733220e-01,5.509005180925372613e-01
1.036964329853866884e+00,1.510212234633625306e+00,1.197932936905249379e+00,1.643597504314503910e+00,9.870940611051575164e-01,1.029901487031774865e+00
2.441736454591751038e+00,2.978325916104558768e+00,1.448756551508968649e+00,1.453750671351605517e+00,5.116618470049025813e-01,5.000073088855814252e-01
